科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
分配股利、利润或偿还利息支付的现金,"1,173,802.50","6,883,337.86","5,852,737.50","738,010.60","741,037.41","741,037.41","123,192.00","51,925,823.18","51,925,823.18","51,867,359.18",,"88,111.11","60,088,111.11","60,088,111.11",,"60,243,385.64","60,243,385.64","60,231,969.03",,"89,150,501.35","89,150,501.35","198,726,189.61",,"77,744,700.00","79,200,000.00","79,374,051.00","96,356.79","110,193,772.45","330,290,622.70","330,457,970.86","90,671.82","321,383,358.56","321,555,795.30","323,709,743.70"
收回投资收到的现金,,,,,,,,"115,000,000.00","115,000,000.00","115,000,000.00",,,,,,"62,804,397.26","122,011,290.42","119,500,000.00",,,,,,,,"673,466,260.48","525,936,915.28","2,747,762,060.50","3,853,244,381.34","3,913,339,322.34","8,515,069.35","26,412.95","45,702.55",491.73
支付其他与筹资活动有关的现金,"446,427,031.78","657,785,856.51",,,,,"6,038,000.00",,,,,,,,,,796.00,,"1,602.50",,"84,688.49","22,410,360.00",,,,,,,,,,,,"7,392,580.43"
取得投资收益收到的现金,,,,,,,,"149,013.32","149,013.32","149,013.32",,,,,,"88,337.78","101,488.46","2,612,778.88",,"4,136,000.00","4,136,000.00","4,136,000.00","1,872,000.00","11,881,120.00","11,881,120.00","13,562,449.57","1,872,713.72","9,098,568.42","12,116,154.38","12,268,930.69","2,314,500.58","5,567,464.58","5,567,464.58","33,080,549.34"
筹资活动现金流出小计,"477,600,834.28","794,669,194.37","455,852,737.50","30,738,010.60","31,363,837.41","31,363,837.41","6,161,192.00","65,425,823.18","65,425,823.18","94,347,359.18",,"20,088,111.11","80,088,111.11","80,088,111.11","362,787.37","60,606,173.01","60,606,969.01","91,075,269.40","1,602.50","89,150,501.35","89,235,189.84","221,136,549.61",,"77,744,700.00","79,200,000.00","89,390,451.00","96,356.79","140,295,103.39","421,203,703.08","360,859,986.89","90,671.82","321,383,358.56","321,555,795.30","351,003,033.85"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"-3,703,051.92","395,000.00","212,675.00","212,675.00","68,000.00","100,000.00","104,800.00","104,800.00","799,846.15","104,333.40","53,066.89","294,066.89","372,162.76",,"152,718.66","152,718.66","205,845.35",,"212,969.87","386,129.87","385,572.00","2,236.00","24,286.00","64,786.00","30,626.00","58,000.00","247,000.00","267,761.33","464,361.33","463,396.00","1,069,396.00","1,114,596.00","1,620,436.70"
筹资活动产生的现金流量净额,"204,678,416.55","75,581,636.09","-205,852,737.50","-30,115,210.60","-30,741,037.41","-17,241,037.41","1,421,488,808.00","1,361,911,247.41","1,365,990,922.08","1,372,240,964.08","3,208,065.36","9,490,087.14","-47,243,374.81","-43,702,290.30","1,695,208.95","-26,220,743.52","-25,398,758.92","-54,365,641.54","934,055.16","-87,601,922.87","-84,488,272.92","-221,136,549.61",,"-77,744,700.00","-61,392,251.60","-70,923,702.60","-95,356.79","-80,150,375.04","-330,473,290.70","-310,291,389.23","2,909,328.18","-168,083,358.56","-18,255,795.30","5,118,856.72"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,776,565.13","-2,293,267.38","-110,077.05","-207,675.96","1,362.32","-1,939,350.47","-362,765.08","-1,766,089.55","-2,726,618.47","-3,353,624.08","-172,904.87","891,279.18","1,232,573.13","-1,214,931.00","-3,057,689.42","-6,655,971.33","-9,520,297.86","-9,816,167.23","122,553.38","2,095,390.71","1,387,723.69","1,352,024.37","1,439,369.61","2,499,227.14","4,821,777.53","7,491,621.22","20,111.73","2,240,322.66","556,416.70","8,894,130.66","-315,225.34","-2,057,763.38","-3,350,619.71","-5,407,442.00"
收到其他与投资活动有关的现金,,"6,000,208.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,012,739.73","17,000,000.00"
四(2)、其他原因对现金的影响,"-110,614,056.04","-3,147,595.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"2,297,156.30","395,000.00","212,675.00","212,675.00","68,000.00","100,000.00","115,253,813.32","115,253,813.32","115,948,859.47","104,333.40","53,066.89","294,066.89","372,162.76",,"63,045,453.70","122,265,497.54","122,318,624.23",,"4,348,969.87","4,522,129.87","4,521,572.00","1,874,236.00","11,905,406.00","11,945,906.00","687,059,336.05","527,867,629.00","2,757,107,628.92","3,865,628,297.05","3,926,072,614.36","11,292,965.93","6,663,273.53","10,740,502.86","51,701,477.77"
五、现金及现金等价物净增加额,"89,424,036.81","-3,958,107.53","-13,622,136.64","-5,988,555.41","31,363,271.92","-43,802,711.75","1,447,154,972.08","1,243,128,049.51","1,139,192,461.81","931,856,567.96","-82,746,033.51","-101,263,161.19","-144,812,316.14","-186,414,074.99","20,109,096.95","-67,688,645.21","85,369,572.68","-69,194,080.67","110,774,763.88","141,138,158.29","69,258,852.19","-234,458,117.04","149,200,194.05","200,090,813.22","232,686,639.43","44,481,601.93","281,633,983.45","591,108,311.36","584,021,105.32","543,063,276.35","206,226,821.01","-160,590,434.80","-89,641,254.09","-576,821,691.68"
购建固定资产、无形资产和其他长期资产支付的现金,"64,493,079.69","26,389,748.87","106,480,759.87","53,372,754.39","80,257,679.74","115,370,488.36","33,814,531.09","72,368,691.44","120,501,255.49","233,403,938.87","131,627,333.95","198,137,099.86","259,322,421.25","298,920,988.71","76,630,017.28","121,605,783.49","165,608,158.22","225,757,917.03","43,086,397.86","65,713,504.73","161,654,801.86","196,960,262.17","54,377,928.10","90,538,756.95","156,618,407.07","218,089,327.34","64,273,312.15","130,994,461.56","245,412,802.84","402,731,763.32","78,500,925.19","179,684,998.38","272,359,472.78","367,079,649.17"
期初现金及现金等价物余额,"13,277,547.53","102,701,584.34","98,743,476.81","85,121,340.17","85,121,340.17","85,121,340.17","41,318,628.42","41,318,628.42","41,318,628.42","41,318,628.42","973,175,196.38","973,175,196.38","973,175,196.38","973,175,196.38","786,761,121.39","786,761,121.39","786,761,121.39","786,761,121.39","717,567,040.72","717,567,040.72","717,567,040.72","717,567,040.72","483,108,923.68","483,108,923.68","483,108,923.68","483,108,923.68","527,590,525.61","527,590,525.61","527,590,525.61","527,590,525.61","1,070,653,801.96","1,070,653,801.96","1,070,653,801.96","1,070,653,801.96"
投资支付的现金,,"167,579,373.18","3,750,000.00",,,,,"120,000,000.00","120,000,000.00","120,000,000.00",,"2,480,000.00","2,480,000.00","2,480,000.00","100,768,000.00","202,268,000.00","220,268,000.00","119,500,000.00",,,"22,410,360.00","29,484,000.00",,"200,000,000.00","224,663,296.00","1,039,719,042.89","534,617,970.98","2,590,862,913.76","3,512,258,860.08","3,562,866,171.53","8,500,000.00","200,000,000.00","700,000,000.00","1,100,000,000.00"
期末现金及现金等价物余额,"102,701,584.34","98,743,476.81","85,121,340.17","79,132,784.76","116,484,612.09","41,318,628.42","1,488,473,600.50","1,284,446,677.93","1,180,511,090.23","973,175,196.38","890,429,162.87","871,912,035.19","828,362,880.24","786,761,121.39","806,870,218.34","719,072,476.18","872,130,694.07","717,567,040.72","828,341,804.60","858,705,199.01","786,825,892.91","483,108,923.68","632,309,117.73","683,199,736.90","715,795,563.11","527,590,525.61","809,224,509.06","1,118,698,836.97","1,111,611,630.93","1,070,653,801.96","1,276,880,622.97","910,063,367.16","981,012,547.87","493,832,110.28"
