科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"11,163,108,713.15","13,351,648,853.37","14,497,014,009.98","4,170,602,474.12","8,659,375,847.89","12,771,185,414.51","17,227,384,658.54","2,675,791,966.84","5,657,614,314.30","10,651,006,762.45","15,236,116,891.15","4,108,446,695.19","8,660,976,957.71","15,116,573,157.56","23,702,962,254.39","4,494,352,714.90"
二、营业利润,"2,205,580,536.18","2,768,957,210.98","1,137,199,007.97","395,464,541.45","633,568,120.17","1,073,715,155.15","1,355,543,809.79","-49,084,029.85","-21,931,873.01","652,286,941.30","907,189,865.70","178,582,690.91","241,642,057.09","822,205,283.98","2,457,441,547.50","107,591,133.43"
减:营业成本,"7,708,291,039.16","9,122,133,984.82","11,256,523,399.92","3,193,831,014.66","6,855,333,568.79","10,010,567,340.44","13,120,507,944.56","2,110,742,341.16","4,373,313,094.84","7,913,927,608.93","11,384,858,056.94","3,084,816,268.65","6,583,561,120.88","11,338,085,261.83","17,076,503,284.74","3,258,601,405.97"
加:补贴收入,,,,,,,,,,,,,,,,
营业税金及附加,"51,547,515.30","89,878,486.98","86,300,423.43","23,999,529.51","51,307,307.73","71,248,052.17","100,982,312.92","21,574,320.32","35,390,909.36","47,346,192.87","149,697,094.99","24,256,321.51","55,690,132.90","80,066,981.63","156,508,692.64","38,522,430.97"
营业外收入,"48,719,783.11","81,755,212.99","258,344,940.92","74,930,512.13","136,665,304.24","160,613,875.04","415,808,870.17","247,704,173.94","320,865,222.59","273,808,592.60","485,670,703.82","80,892,666.40","143,468,301.45","223,300,770.10","157,493,484.46","919,048.21"
销售费用,"180,680,456.62","187,312,624.37","169,618,941.15","51,635,175.85","110,527,186.76","170,637,030.59","282,575,266.92","62,990,273.72","124,371,425.40","196,756,655.29","391,035,715.93","89,219,012.10","170,769,671.49","293,640,240.31","413,268,198.59","89,036,211.01"
减:营业外支出,"10,273,599.69","4,311,024.28","34,145,327.08","6,953,306.09","12,761,493.99","27,773,157.54","33,184,867.74","26,130,372.58","43,307,817.42","54,585,232.21","9,972,412.28","8,115,346.66","38,063,963.79","57,863,118.48","200,859,803.91","1,530,162.06"
管理费用,"744,433,638.35","946,859,748.64","1,632,584,269.70","433,618,457.06","932,216,912.13","1,369,122,480.61","2,008,012,603.13","588,672,521.52","1,151,381,619.26","1,704,344,338.77","2,320,516,964.34","649,898,468.92","1,428,063,668.96","2,126,882,864.67","2,924,190,584.88","891,961,861.02"
其中:非流动资产处置净损失,"9,528,112.82","2,347,464.55","11,525,677.64","16,082.81","360,856.79","7,162,545.45","7,161,630.25","5,690,814.62","10,444,023.37","11,087,767.04","5,303,633.79","7,849,790.66","37,194,070.02","40,864,253.41",,
堪探费用,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,
