科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2015-12-31
货币资金,"19,726,166.98","4,876,110.55","2,250,020.50","20,232,218.20","3,192,225.88","2,317,088.17","1,903,612.60","444,468.27","677,481.26","859,833.19","558,680.55","159,620.94","2,384,221.06","1,482,431.85","12,067,651.06","1,681,495.17","2,890,564.85","8,817,791.65","10,535,373.69","16,256,495.20","11,001,831.56","3,493,126.20","26,932,887.28","7,313,786.50","9,369,745.92","15,999,048.16","18,094,593.60","5,189,830.57"
短期借款,"60,000,000.00","53,200,000.00","53,200,000.00","33,200,000.00","33,200,000.00","33,200,000.00","33,200,000.00",,,,,,,,,,,"50,000,000.00","150,000,000.00","200,000,000.00","261,000,000.00","248,000,000.00","287,000,000.00","342,000,000.00","373,999,730.07","394,999,697.00","394,999,697.00","240,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00",,,,,
应收账款,"18,255,393.55","21,389,688.66","21,075,257.50","13,895,994.13","14,201,051.22","12,857,105.74","12,857,105.74","12,454,311.37","12,170,269.37","12,902,641.46","12,903,743.98","25,091,060.06","40,009,952.43","77,085,310.65","69,310,083.99","89,445,001.47","104,046,047.22","158,621,534.38","320,343,125.45","38,149,441.61","41,536,080.02","108,539,708.96","35,703,179.75","118,213,032.31","449,416,206.09","46,057,920.66","42,770,632.89","403,257,273.33"
应付账款,"43,368,790.12","24,006,968.69","24,957,549.01","28,656,495.68","28,137,524.18","28,569,601.81","28,626,542.15","28,661,419.93","29,447,357.90","29,121,656.57","29,948,977.16","50,563,716.29","49,220,757.59","89,111,205.42","123,401,977.36","148,357,917.53","173,294,043.72","205,689,478.75","161,632,554.93","98,739,358.91","66,873,239.73","157,012,703.47","86,350,735.27","83,021,662.51","235,205,702.27","268,866,966.25","296,914,650.58","170,785,794.43"
预付款项,"41,381,546.65","58,842,062.90","58,499,003.62","48,601,773.70","46,048,647.29","63,892,170.34","63,477,170.34","23,817,473.81","2,038,747.29","24,453,455.64","23,653,040.75","40,077,423.59","32,517,944.92","34,385,786.69","49,745,636.56","53,451,877.92","59,106,089.71","19,327,209.71","21,957,514.03","43,321,869.92","42,295,432.07","96,843,032.17","111,429,001.63","99,984,401.72","93,039,746.22","24,222,072.06","71,284,090.36","340,215.11"
预收款项,"42,705,330.55","51,496,527.05","50,697,171.82","43,687,058.03","33,777,173.63","34,138,615.49","33,908,615.49","31,563,825.88","31,571,677.25","34,214,929.85","33,449,845.52","49,067,489.06","120,939,375.17","202,952,728.24","196,194,001.27","101,823,024.82","149,562,334.61","51,660,360.25","55,956,781.85","35,583,822.32","132,147,698.69","356,375,475.17","128,000,439.21","346,237,289.90","588,406,036.85","68,121,632.78","100,039,101.49","14,632,243.64"
其他应收款,"17,127,964.91","44,848,085.66","47,944,381.51","44,749,706.09","55,619,255.30","49,090,722.69","48,116,687.58","53,739,738.88","71,831,831.88","50,225,963.81","50,104,641.48","50,324,448.57","50,448,354.16","88,334,941.00","83,858,189.19","15,720,748.17","19,857,191.29","20,435,765.21","25,384,033.68","41,075,757.43","29,826,709.16","48,238,169.91","9,080,613.27","7,445,736.82","15,446,897.40","145,328,253.75","205,716,624.91","289,688,394.70"
应付职工薪酬,"20,841,668.58","24,957,282.38","25,320,877.43","25,806,049.11","27,643,633.22","26,082,318.56","27,510,372.54","29,367,949.79","30,732,545.10","30,554,169.25","30,066,392.55","48,790,247.96","50,454,406.04","47,059,056.96","44,872,886.89","46,743,129.35","45,889,738.69","45,107,424.60","46,334,102.91","46,376,505.50","43,724,847.48","43,289,680.24","44,259,375.21","37,227,750.59","36,796,344.67","37,924,666.02","37,649,332.11","44,646,276.72"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"155,582,047.77","163,708,575.94","163,617,530.43","167,015,094.89","163,358,900.64","163,785,365.69","164,557,071.80","165,142,506.58","165,348,467.16","165,905,984.65","166,242,183.41","150,069,473.72","147,750,082.57","172,990,158.56","164,050,041.27","168,563,411.92","159,450,364.72","145,648,373.32","136,109,118.40","85,037,691.12","58,017,409.62","66,348,109.26","65,745,036.56","75,431,434.21","75,140,586.63","98,921,350.04","93,943,079.81","311,336,447.23"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"388,660.00","108,784.60","1,141,033.80",,"665,674.10","1,331,348.20","2,004,337.40","1,789,212.50","1,789,212.50","1,789,212.50","1,789,212.50","1,789,212.50","1,789,212.50","1,789,212.50","1,789,212.50","1,789,212.50","1,789,212.50","1,789,212.50","1,789,212.50","1,966,308.33","1,789,212.50","1,789,212.50",,,,"868,595.87",,"1,476,178.62"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
