科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"120,824,813.10","193,465,176.62","275,396,606.57","180,579,905.88","340,195,425.97","442,316,071.61","68,092,948.72","222,254,541.75","394,440,999.96","504,470,939.25","75,056,793.94","240,902,795.92","455,073,832.08","599,209,063.59","110,276,129.90","275,705,194.69","497,135,069.55","676,527,597.10","154,952,342.97","399,383,876.52","728,019,843.17","941,202,971.82","233,900,117.86","594,954,105.87","1,216,926,690.56","1,723,082,214.61","605,777,191.86","1,345,048,560.17","2,374,407,011.30","2,797,783,278.29","789,415,861.43","1,585,645,654.28","2,710,060,731.60","3,575,789,215.41","898,078,454.55","1,752,504,191.05"
取得子公司及其他营业单位支付的现金净额,"23,790,600.27",,,,,,,,,,,,,"176,000,000.00",,,,,,"121,516.99","671,516.99","437,161.86",,"78,704,181.67","664,510,682.66","1,296,419,983.61",,,,,"204,008,878.24","202,433,561.26","202,433,561.30","189,008,878.24",,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,"67,412.91",,"215,971.27",,,"360,112.74",,,"10,000,000.00","50,626.92",,,,,,,,,,,,"252,038.77",,,,,,,,,,,,,,"240,229.69"
收到其他与经营活动有关的现金,"269,908,699.98","155,119,086.38","262,859,737.43","3,751,675.22","5,716,990.61","19,216,183.26","30,199,338.59","30,542,452.68","44,760,098.07","51,410,621.29","42,478,944.45","69,676,042.72","80,107,123.87","99,857,152.96","39,529,438.32","48,984,746.13","55,043,839.84","69,069,679.96","9,350,644.98","25,615,762.57","27,690,039.46","46,482,270.89","23,143,600.13","35,381,034.48","44,437,467.11","59,932,054.07","8,652,583.87","23,752,602.63","33,266,502.98","35,750,306.86","5,246,076.05","11,129,144.13","39,288,619.29","39,689,051.89","20,940,028.43","32,789,584.48"
投资活动现金流出小计,"211,469,980.42","123,376,593.66","311,030,828.24","26,841,559.98","35,905,672.98","46,970,232.76","105,393,015.80","200,332,335.90","483,210,340.41","655,090,286.84","90,037,521.53","274,215,462.48","379,847,631.59","679,625,399.33","454,624,195.03","837,058,580.14","1,616,090,559.79","2,707,746,855.32","442,938,691.28","681,945,413.67","739,634,677.36","798,226,585.02","104,941,144.80","222,214,828.59","948,749,752.54","2,336,835,886.54","165,880,353.57","1,065,181,595.61","1,419,329,904.99","2,354,577,257.59","498,230,701.54","1,070,966,666.90","1,449,169,301.05","1,970,698,422.13","456,609,363.75","966,662,064.05"
经营活动现金流入小计,"390,733,513.08","348,584,263.00","538,256,344.00","184,331,581.10","345,912,416.58","461,532,254.87","98,292,287.31","252,796,994.43","439,201,098.03","555,881,560.54","117,535,738.39","310,578,838.64","535,180,955.95","699,066,216.55","149,805,568.22","324,689,940.82","552,178,909.39","745,597,277.06","164,302,987.95","424,999,639.09","755,709,882.63","987,685,242.71","257,043,717.99","630,335,140.35","1,261,364,157.67","1,783,014,268.68","614,429,775.73","1,368,801,162.80","2,407,673,514.28","2,833,533,585.15","794,661,937.48","1,596,774,798.41","2,749,349,350.89","3,615,478,267.30","919,018,482.98","1,785,293,775.53"
投资活动产生的现金流量净额,"-209,513,910.40","-123,290,886.85","-302,277,319.45","-26,841,559.98","-35,905,672.98","-46,854,398.76","-105,153,015.80","-200,086,025.90","-482,964,030.41","-655,090,286.84","-89,989,521.53","-274,167,462.48","-379,799,631.59","-491,428,496.43","-383,223,975.59","-444,878,643.34","-464,591,079.18","-842,093,467.70","-90,255,877.68","-228,749,266.75","-286,434,607.36","-345,026,515.02","-104,939,576.80","-210,111,187.78","-818,484,790.37","-1,591,097,417.68","-152,515,556.58","-788,957,588.44","-720,002,964.69","-1,227,249,876.83","-139,813,672.14","-497,396,802.93","-691,171,409.47","-934,503,969.33","-48,410,083.34","-540,302,128.90"
购买商品、接受劳务支付的现金,"15,454,844.90","15,040,811.37","35,858,616.63","16,946,058.20","30,128,377.83","47,935,442.89","4,701,004.52","18,454,699.14","41,955,305.24","43,295,103.49","6,561,043.96","22,039,606.95","45,205,514.27","65,084,359.54","6,753,919.64","15,474,661.67","34,534,774.58","66,128,303.62","15,191,626.24","45,913,630.26","69,327,786.58","102,257,869.53","19,473,135.16","58,297,635.48","150,233,028.02","297,833,419.16","163,373,365.03","434,785,772.17","759,922,301.29","743,282,756.22","184,800,066.77","419,495,427.90","725,834,969.90","805,102,783.23","191,951,522.35","366,705,440.96"
吸收投资收到的现金,,,"30,977,421.35",,,"2,128,421,000.00",,,,,,,,,,"23,392,080.00","23,392,080.00","20,933,950.00",,,"20,000,000.00","20,000,000.00",,,,"632,949,988.28",,,,"60,000,000.00",,,,,,"74,250,000.00"
