科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应交税费,"581,566.24","6,532,100.45","-29,426,788.39","-19,342,567.74","-20,818,172.53","-22,305,901.40","-13,639,447.93","-41,334,070.48","-41,758,260.07","-104,208,429.68","-112,153,913.52","-116,912,398.91","5,707,054.99","6,491,244.96","2,192,587.06","1,189,361.67","8,274,891.52","10,926,220.04","1,428,563.91","1,508,370.38","18,662,619.72","27,056,890.84","27,892,814.62","48,293,942.68","39,516,564.12","33,235,528.17"
应收利息,,,,,,,"265,440.00","263,676.00","258,134.42","302,451.00","83,985.00",,,,,,,,,,,,,,,
应付利息,,,"933,001.00","2,414,265.00","988,159.00",,,,"75,000.00","386,568.00","1,856,805.15","1,868,766.69","2,297,053.85","1,678,872.72","5,139,178.41","6,881,550.05","8,422,382.10","11,107,181.13","11,446,298.78","12,984,879.60","7,073,903.81","6,706,405.72","2,445,705.01","4,774,831.06","5,081,021.97","4,725,388.13"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"20,000,000.00",,,,,,,,,,,,"34,479,200.00","14,454,209.00","14,454,209.00","14,454,209.00","12,031,941.00",
存货,"30,544,995.10","63,196,158.70","122,858,394.57","121,831,900.63","139,240,778.77","169,304,066.20","167,221,003.77","188,014,316.68","186,557,572.56","170,526,307.56","159,029,479.58","229,788,958.66","246,200,289.70","317,760,055.13","384,486,534.06","442,622,846.76","473,534,152.20","496,714,902.89","403,704,029.48","361,588,204.77","484,461,204.98","466,664,469.14","465,691,584.95","505,952,572.47","499,124,558.87","619,113,194.55"
其他应付款,"27,519,549.44","328,206.59","2,547,489.22","2,013,013.02","2,674,119.60","2,125,024.28","609,231.69","39,133,416.42","87,577,473.52","87,143,363.03","9,349,862.62","8,943,769.59","10,704,411.16","59,847,202.07","210,720,481.72","159,720,720.33","269,316,155.54","229,317,709.04","126,876,895.34","118,499,242.40","279,992,708.16","124,745,854.67","362,769,176.40","395,176,751.83","54,992,310.76","81,280,139.44"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"12,500,000.00","9,500,000.00","12,300,900.00","12,294,300.00","23,179,760.00",,,,,,,,,,"121,470,333.34","123,558,733.33","124,966,116.07","269,593,616.67","274,739,298.43","270,441,229.68","306,058,142.86","237,736,355.37","225,580,090.09","214,644,143.93","182,614,420.00","169,293,148.10"
其他流动资产,,,"1,050,215.44","262,553.83","1,009,033.34",,,,,"275,000.00",,,"166,253,678.46","207,363,849.79","236,977,229.59","228,187,047.21","229,624,132.91","238,653,371.76","223,480,208.30","196,618,658.57","166,293,556.04","152,771,360.75","188,926,770.22","215,949,473.37","252,134,529.28","357,103,257.09"
其他流动负债,,,,,,,,,"2,909,803.92","2,909,803.92",,,"60,000,000.00","60,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,
流动资产合计,"164,035,442.03","498,766,681.92","476,003,107.96","518,509,066.92","1,179,384,347.81","1,019,467,072.51","987,080,393.44","866,212,014.09","772,172,590.07","777,034,683.88","770,151,043.46","829,879,184.77","994,227,163.45","1,356,328,008.07","1,397,344,212.38","1,507,756,147.76","1,666,939,589.04","2,035,724,991.03","1,816,580,728.67","1,769,709,322.89","2,852,265,459.35","2,574,068,739.85","2,819,225,979.47","3,525,703,237.90","3,329,433,917.10","3,181,006,810.87"
流动负债合计,"86,908,577.01","167,276,662.56","325,440,611.61","328,739,861.01","75,622,198.06","76,119,828.47","134,701,895.66","170,596,729.86","359,914,857.72","445,615,797.92","553,389,802.23","575,746,417.76","772,905,983.22","1,158,904,204.35","1,091,459,000.84","1,079,141,190.66","1,226,875,387.92","1,712,662,764.89","1,668,591,914.23","1,730,238,746.59","2,242,872,486.79","2,226,005,204.60","2,654,889,588.02","2,955,591,034.10","2,182,448,081.46","2,509,997,014.79"
可供出售金融资产,,,,,,,,,,,,,,,"22,583,175.89","22,583,175.89","33,705,510.30","19,224,260.69","19,755,077.46","19,402,989.96","37,947,728.36","27,182,522.29","26,300,631.45","22,004,309.97","22,132,316.56","21,538,095.90"
长期借款,"30,500,000.00","21,000,000.00","164,318,900.00","164,180,300.00","133,835,550.00",,,,,"9,222,000.00","214,610,880.00","376,508,520.00","487,301,760.00","662,624,250.00","756,920,300.00","891,847,440.00","892,585,600.00","788,801,200.00","732,480,677.44","646,120,000.00","663,120,000.00","587,646,400.00","610,456,000.00","1,524,346,800.00","2,719,854,400.00","2,708,094,933.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"15,022,040.00",,,,,,,,,,,,,,"84,103,655.73","71,992,945.08","60,007,506.13","48,140,054.64","36,426,431.27","27,036,917.03","17,614,863.07","8,172,050.03",,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,"300,000.00","150,000.00","1,950,000.00","2,450,000.00","2,450,000.00","978,025.00","1,478,025.00","580,820.00","580,820.00","580,820.00","973,435.00","560,820.00","560,820.00","15,860,820.00","860,820.00","470,570.00","470,570.00","970,570.00","820,570.00","650,444.50","650,444.50","650,444.50","650,444.50","650,444.50","650,444.50","650,444.50"
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,"5,168,390.81",,
固定资产,"79,317,203.43","221,291,432.37","622,519,817.83","670,138,071.27","662,820,608.36","657,919,388.76","666,424,018.64","662,937,041.48","758,299,729.89","742,546,943.84","943,595,769.12","1,170,273,057.44","1,355,194,860.58","1,513,313,442.50","2,034,094,421.28","2,156,938,292.59","2,151,585,949.07","2,136,407,889.82","1,921,436,187.11","1,812,369,967.37","2,074,503,476.13","2,282,978,113.81","2,397,064,338.65","2,740,862,701.46","3,223,152,737.84","3,439,599,803.58"
递延所得税负债,,,,,,,,,,,,,,,,,,"16,418,939.76","9,673,121.29","11,068,004.40","66,607,920.48","67,365,025.39","68,141,083.63","70,836,627.75","69,831,684.16","70,770,306.04"
在建工程,"234,421.96","44,034,386.80","94,744,767.10","34,931,766.78","29,500,330.38","54,999,299.78","132,808,370.66","303,976,727.58","461,437,101.49","555,240,942.70","670,280,908.55","588,266,332.85","564,850,980.70","651,852,601.46","229,086,136.60","139,281,146.15","134,289,038.88","143,527,083.30","325,606,478.15","417,512,555.36","511,974,000.96","439,620,024.41","649,946,593.75","645,782,998.63","810,591,727.43","1,436,074,032.79"
其他非流动负债,,,"19,302,614.38","18,575,163.40","17,847,712.42","17,120,261.44","16,392,810.46","15,665,359.48","12,028,104.58","11,300,653.60","19,483,006.54","18,755,555.56","18,028,104.58","17,300,653.60","77,063,202.62",,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"45,822,040.00","21,150,000.00","185,571,514.38","185,205,463.40","154,133,262.42","18,098,286.44","17,870,835.46","16,246,179.48","12,608,924.58","21,103,473.60","235,067,321.54","395,824,895.56","505,890,684.58","695,785,723.60","918,947,978.35","1,087,637,625.25","1,072,799,027.40","963,990,128.24","877,162,509.93","778,703,710.49","849,318,207.22","761,012,841.49","771,865,007.49","1,689,058,300.20","2,873,831,123.57","2,858,448,836.22"
固定资产清理,,,,,,,,,,,,,,"-2,636,433.24",,,,,,,,,,,,
负债合计,"132,730,617.01","188,426,662.56","511,012,125.99","513,945,324.41","229,755,460.48","94,218,114.91","152,572,731.12","186,842,909.34","372,523,782.30","466,719,271.52","788,457,123.77","971,571,313.32","1,278,796,667.80","1,854,689,927.95","2,010,406,979.19","2,166,778,815.91","2,299,674,415.32","2,676,652,893.13","2,545,754,424.16","2,508,942,457.08","3,092,190,694.01","2,987,018,046.09","3,426,754,595.51","4,644,649,334.30","5,056,279,205.03","5,368,445,851.01"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"64,201,000.00","100,118,400.00","150,000,000.00","150,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","675,000,000.00","675,000,000.00","675,000,000.00","675,000,000.00","675,000,000.00","835,684,059.00","835,684,059.00","835,684,059.00","840,988,759.00","840,988,759.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"54,958,142.68","373,530,676.88","421,315,113.65","421,315,113.65","1,293,872,011.98","1,293,872,011.98","1,293,872,011.98","1,293,872,011.98","1,293,872,011.98","1,193,872,011.98","1,193,872,011.98","1,193,872,011.98","1,193,872,011.98","1,043,872,011.98","1,043,872,011.98","1,043,872,011.98","818,872,011.98","818,872,011.98","818,872,011.98","818,872,011.98","2,330,338,391.28","2,169,502,743.54","2,169,502,743.54","2,169,502,743.54","2,196,908,176.18","2,201,982,527.51"
无形资产,"7,953,804.70","9,679,470.14","9,182,154.84","9,251,189.97","9,059,483.88","8,870,444.45","47,618,227.28","47,395,228.75","57,766,314.44","57,685,639.58","56,923,239.58","56,253,973.37","55,802,655.78","55,108,548.77","78,550,018.56","77,143,887.21","75,737,755.86","86,239,208.91","98,208,996.18","96,374,442.45","512,411,266.19","513,379,192.81","550,789,332.86","562,683,248.72","560,791,729.96","573,745,917.56"
盈余公积,"55,219.91","11,236,603.67","12,465,149.53","12,465,149.53","12,465,149.53","12,465,149.53","17,486,805.79","17,486,805.79","17,486,805.79","17,486,805.79","17,486,805.79","15,990,218.40","17,486,805.79","17,486,805.79","21,046,877.45","21,046,877.45","21,046,877.45","21,046,877.45","21,046,877.45","21,046,876.45","21,046,877.45","21,046,877.45","21,046,877.45","29,816,317.98","21,046,877.45","21,046,877.45"
开发支出,,,,,,"8,902,942.98","19,895,049.48","24,551,031.60","17,126,313.40","23,748,275.70","19,976,018.68","23,735,657.65","25,054,381.84","27,344,660.48","4,158,294.85","7,207,522.84","19,248,864.50","20,219,404.11","20,755,611.42","35,078,972.28","53,821,591.18","57,099,553.19","50,886,399.27","51,236,111.71","41,950,801.49","34,043,225.48"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,"31,562,965.00","31,562,965.00"
商誉,,,,,,,,,,,,,,,,,,,,,"253,767,565.36","253,767,565.36","253,767,565.36","253,767,565.36","253,767,565.36","253,767,565.36"
未分配利润,"496,979.22","101,129,433.10","112,186,345.79","139,707,143.51","149,276,776.14","154,278,071.50","194,503,292.38","211,811,459.30","188,793,742.96","184,700,925.21","165,886,654.72","191,781,503.31","210,031,701.47","240,711,274.75","253,232,763.90","239,164,583.97","265,802,300.56","262,167,157.43","157,268,876.19","143,368,287.41","210,440,493.40","298,322,074.16","424,459,318.16","512,045,739.86","598,699,460.80","754,297,432.14"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,"91,234.31","81,419.98","61,064.98","14,862,138.55","38,374,109.85","45,979,484.75"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"901,086.70","669,804.98","4,528,887.23","4,602,636.16","4,604,627.70","4,674,199.44","4,608,781.77","4,941,142.91","5,874,293.74","6,522,528.80","4,775,616.87","4,806,840.93","5,057,144.69","5,449,192.43","5,570,899.29","5,570,899.29","5,570,899.29","5,570,899.29","8,250,846.65","8,250,846.65","10,694,444.11","11,970,614.67","12,241,886.79","12,886,273.04","16,162,876.47","16,425,257.19"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,"7,171,473.67","4,381,217.58","4,440,332.78","3,466,287.64","4,520,165.71","5,350,350.03","36,904,242.66","156,025,400.27","122,803,888.92","363,253,375.70","387,374,225.04","153,678,685.57"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"88,406,516.79","275,675,094.29","730,975,627.00","718,923,664.18","705,985,050.32","735,366,275.41","871,354,447.83","1,043,801,172.32","1,300,503,752.96","1,385,744,330.62","1,695,551,552.80","1,843,335,862.24","2,005,960,023.59","2,250,432,012.40","2,381,214,420.14","2,413,106,141.55","2,424,578,350.68","2,414,655,033.76","2,398,533,362.68","2,394,340,124.10","3,492,115,549.26","3,742,104,406.79","4,063,861,702.03","4,667,338,723.14","5,354,298,090.00","5,974,852,068.18"
所有者权益(或股东权益)合计,"119,711,341.81","586,015,113.65","695,966,608.97","723,487,406.69","1,655,613,937.65","1,660,615,233.01","1,705,862,110.15","1,723,170,277.07","1,700,152,560.73","1,696,059,742.98","1,677,245,472.49","1,701,643,733.69","1,721,390,519.24","1,752,070,092.52","1,768,151,653.33","1,754,083,473.40","1,791,843,524.40","1,773,727,131.66","1,669,359,667.19","1,655,106,989.91","3,252,190,314.60","3,329,155,100.55","3,456,333,085.99","3,548,392,626.74","3,627,452,802.07","3,787,413,028.04"
资产总计,"252,441,958.82","774,441,776.21","1,206,978,734.96","1,237,432,731.10","1,885,369,398.13","1,754,833,347.92","1,858,434,841.27","1,910,013,186.41","2,072,676,343.03","2,162,779,014.50","2,465,702,596.26","2,673,215,047.01","3,000,187,187.04","3,606,760,020.47","3,778,558,632.52","3,920,862,289.31","4,091,517,939.72","4,450,380,024.79","4,215,114,091.35","4,164,049,446.99","6,344,381,008.61","6,316,173,146.64","6,883,087,681.50","8,193,041,961.04","8,683,732,007.10","9,155,858,879.05"
负债和所有者(或股东权益)合计,"252,441,958.82","774,441,776.21","1,206,978,734.96","1,237,432,731.10","1,885,369,398.13","1,754,833,347.92","1,858,434,841.27","1,910,013,186.41","2,072,676,343.03","2,162,779,014.50","2,465,702,596.26","2,673,215,047.01","3,000,187,187.04","3,606,760,020.47","3,778,558,632.52","3,920,862,289.31","4,091,517,939.72","4,450,380,024.79","4,215,114,091.35","4,164,049,446.99","6,344,381,008.61","6,316,173,146.64","6,883,087,681.50","8,193,041,961.04","8,683,732,007.10","9,155,858,879.05"
