科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"37,028,075.51","213,172,696.55","191,592,763.50","164,234,379.62","152,442,480.08","142,146,237.84","191,955,664.11","151,459,910.72","147,430,856.98","122,759,612.83","245,936,796.44","181,561,611.96","195,654,845.58","131,989,176.46","634,070,522.56","549,010,935.68","467,594,259.68","413,943,758.82","489,144,502.08","429,161,845.97","346,178,624.01","335,712,920.51","382,944,918.39","356,068,356.76","296,420,620.75","320,022,292.67","348,805,584.96","310,966,045.79","287,240,528.75","198,278,799.47","361,903,081.98","329,004,121.91","232,537,285.37","219,108,893.78","406,626,084.56","77,050,404.51","841,112,159.29","373,241,440.83","67,402,733.52","93,371,104.05","169,885,764.15","271,867,668.43","346,559,958.83","354,896,704.13"
短期借款,"37,500,000.00","4,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00","60,000,000.00","90,000,000.00","110,000,000.00","100,000,000.00","170,000,000.00","170,000,000.00","220,000,000.00","190,000,000.00","200,000,000.00","125,000,000.00","85,000,000.00","60,000,000.00","60,000,000.00","50,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","25,000,000.00",,,,,,"487,076.00","53,650,554.82","120,132,182.43","120,132,182.43","119,644,653.25","66,481,627.61",
交易性金融资产,,,,,,,,,,,,"6,816,700.00",,,,,,,,,,,,,,,,,"73,769,480.30","5,124,225.72",,"101,136,471.24","355,715.38","48,461,718.71",,"65,793,920.17","20,920.00",,"99,371,765.40","108,896,861.00","81,624,060.00","47,157,228.16","52,697,854.32","46,540,089.58"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"630,000.00","465,000.00","3,690,142.40","5,088,600.00","3,677,962.15","3,860,000.00","5,239,000.01","2,554,950.00","2,555,930.00","5,986,531.00","7,531,195.80","7,264,401.00","6,259,671.00","9,250,275.00","10,178,660.00","9,512,505.80","6,543,750.00","7,140,173.40","5,467,752.49","2,562,110.00","4,072,020.00","900,000.00","2,790,888.74","5,102,000.00","3,775,000.00","3,024,401.10","8,504,750.00","11,504,404.21","7,394,000.00","5,207,870.10","4,601,040.50","2,525,090.00","2,559,436.67","3,246,880.40","859,530.00","556,587.50","4,800,000.00","3,440,000.00","3,178,756.57","3,556,297.11","300,000.00","1,578,369.34","622,056.20","1,200,800.00"
应付票据,,,,,,,,"9,620,000.00",,,,,,,,,,,,,,,"7,046,000.00","12,229,450.72","5,084,344.06","15,715,538.53","23,865,203.38","16,990,000.00","8,400,000.00","10,050,000.00","10,550,000.00","6,900,000.00","3,900,000.00","5,551,485.00","11,372,048.74","19,226,253.38","19,732,041.47","14,269,739.73","34,501,968.28","44,798,714.77","57,959,021.35","80,062,983.23","67,618,736.38","45,381,814.17"
应收账款,"81,333,433.45","98,010,764.23","88,163,649.38","89,513,785.82","113,154,559.89","127,590,508.22","137,929,325.20","133,530,328.61","151,617,578.29","170,241,307.58","157,415,774.10","150,468,747.62","194,535,809.23","219,570,626.66","185,658,248.30","177,056,345.83","211,093,712.00","222,082,519.44","174,847,378.38","170,879,520.03","197,183,114.21","214,076,432.42","185,975,182.95","179,989,945.87","219,247,176.81","217,007,659.90","213,045,985.62","202,253,680.70","206,551,735.71","150,609,663.46","130,024,537.39","100,219,281.67","91,278,804.18","90,960,780.64","97,332,332.67","100,153,299.07","106,423,651.14","94,287,182.80","115,088,573.05","100,101,200.99","128,648,593.77","117,928,175.84","176,228,380.66","276,507,996.57"
应付账款,"44,930,011.49","48,884,732.69","23,930,075.97","17,851,851.90","15,711,174.37","17,144,109.34","28,369,910.21","25,181,109.97","23,962,589.58","35,079,845.11","35,348,196.14","31,978,410.07","41,495,776.69","38,287,733.62","40,681,486.78","29,373,054.62","44,259,926.27","52,590,330.01","62,461,282.00","46,663,966.44","44,483,173.94","60,326,530.42","64,822,394.05","63,363,859.75","90,012,362.85","96,713,449.58","87,746,722.44","91,320,144.04","87,795,995.48","70,175,303.20","59,675,617.19","52,760,267.03","35,976,222.14","40,957,439.62","44,720,749.22","39,774,129.78","48,421,296.19","57,643,798.61","77,570,953.76","74,962,484.45","67,197,798.92","57,703,527.54","129,695,806.58","292,183,950.37"
预付款项,"10,486,584.48","14,661,861.47","13,249,316.05","20,877,500.83","23,874,703.81","22,422,089.14","24,243,689.47","48,716,450.63","52,967,859.54","43,742,224.34","41,294,019.21","37,127,677.40","59,150,070.68","54,315,197.13","65,224,985.48","68,978,312.41","80,488,076.51","99,924,198.84","73,155,506.13","93,653,694.32","86,404,209.60","67,814,591.74","34,301,039.81","44,866,491.54","42,611,484.49","33,942,877.33","23,388,291.82","32,633,608.69","35,425,958.10","53,151,631.18","11,315,321.66","12,636,505.20","2,302,794.36","43,255,080.99","1,965,369.42","6,609,579.70","1,982,667.25","1,547,213.96","248,248.60","359,497.63","1,454,585.20","2,128,071.65","75,875,899.06","128,357,835.59"
预收款项,"1,393,865.32","3,554,824.48","1,394,395.45","988,032.63","1,305,782.23","1,516,592.02","416,305.75","2,006,136.82","994,778.31","3,038,479.70","3,994,123.16","2,507,677.21","2,613,106.98","1,587,195.78","2,504,416.08","2,702,770.08","4,269,956.88","4,463,364.84","6,327,238.57","4,040,087.79","4,333,489.88","4,232,651.01","1,761,924.15","1,965,566.13","3,133,497.45","13,187,168.13","2,822,322.94","7,324,215.95","4,387,502.50","4,454,045.56","6,882,988.06","5,068,295.86","2,300,290.09","2,207,029.92","3,090,244.86","1,887,745.64","3,932,897.90","3,057,649.03","3,642,369.56","3,267,415.86","2,013,266.20","2,649,577.66","2,250,466.47","3,506,418.95"
