科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
一年内到期的非流动负债,"15,000,000.00","15,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,
其他流动资产,,,,,,,,"30,000,000.00","30,000,000.00","5,183.68","30,000,000.00","6,444.94"
其他流动负债,,,,,,,,,,,,
流动资产合计,"497,749,296.53","593,354,681.60","716,314,806.89","791,084,815.42","831,638,004.92","914,142,115.96","947,322,272.20","1,002,659,674.38","977,281,777.96","988,860,160.81","965,179,921.61","1,007,122,539.79"
流动负债合计,"401,769,655.22","463,016,663.95","550,003,869.04","617,937,669.24","648,850,432.47","712,002,962.07","621,056,549.24","675,577,800.33","636,039,388.10","623,525,158.84","604,931,838.25","669,235,424.52"
可供出售金融资产,,,,,,,,,,,,
长期借款,"25,000,000.00","10,000,000.00","25,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00",,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,"15,285,589.52","16,755,211.97","17,862,280.94","20,267,385.16","20,730,056.24","20,685,206.46","20,720,021.38","19,060,501.45","19,253,321.29","19,481,554.93"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"112,901,874.81","138,604,570.16","130,115,262.96","123,909,403.68","135,896,555.66","136,818,248.00","135,318,337.22","132,080,160.27","129,282,604.62","127,785,151.19","123,874,899.48","120,896,358.42"
递延所得税负债,,,"773,854.41","1,357,210.39","1,470,976.38","1,579,433.04","1,579,433.04","1,579,433.04","2,068,341.15","2,194,629.37","1,731,514.78","2,559,194.67"
在建工程,"8,660,390.21","965,564.20","5,670,159.79","13,611,767.11","1,005,364.96","625,786.00","1,765,325.25","1,939,735.98","2,029,418.30","2,627,424.85","3,083,567.15","3,106,229.14"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"26,624,459.17","11,327,082.50","26,896,226.91","17,377,227.89","17,439,816.38","17,497,095.54","2,445,918.04","2,394,740.54","2,832,471.15","2,907,581.87","2,393,289.78","3,169,792.17"
固定资产清理,,,,,,,,,,,,
负债合计,"428,394,114.39","474,343,746.45","576,900,095.95","635,314,897.13","666,290,248.85","729,500,057.61","623,502,467.28","677,972,540.87","638,871,859.25","626,432,740.71","607,325,128.03","672,405,216.69"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"46,750,000.00","151,500,000.00","151,500,000.00","151,500,000.00","151,500,000.00","151,500,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00","202,000,000.00"
油气资产,,,,,,,,,,,,
资本公积,"9,076,324.42","14,701,324.42","14,701,324.42","14,701,324.42","14,701,324.42","14,701,324.42","111,033,286.67","110,996,176.94","111,046,176.94","115,989,995.88","115,989,995.88","115,989,995.88"
无形资产,"14,691,420.68","14,451,758.20","14,369,271.90","14,132,352.75","13,998,276.14","13,860,251.30","13,722,226.46","13,639,740.08","13,498,792.16","13,527,459.59","13,376,707.31","13,225,955.03"
盈余公积,"17,948,077.48","25,968,045.33","29,369,603.62","29,369,603.62","29,369,603.62","34,746,135.45","34,746,135.45","34,746,135.45","34,746,135.45","38,563,380.52","38,563,380.52","38,563,380.52"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"135,143,535.92","86,183,957.69","116,789,215.95","137,305,923.12","147,856,743.40","165,172,502.33","158,025,387.08","156,451,017.21","167,910,505.36","179,409,949.99","172,142,414.08","175,871,978.69"
长期待摊费用,,,,,"9,245,916.63","60,792.88","75,289.95","59,516.77",,"127,106.87","530,600.60","468,834.62"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"3,309,069.98","5,320,499.73","7,505,148.88","8,698,197.36","71,521.04","9,845,440.51","10,373,769.16","11,101,836.53","11,762,062.58","10,408,262.34","10,721,901.07","12,290,299.85"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,"28,238,800.00"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"139,562,755.68","159,342,392.29","172,945,433.05","177,106,932.87","178,079,915.37","181,477,903.85","181,985,004.28","179,506,196.09","177,292,899.04","173,535,906.29","170,840,996.90","197,708,031.99"
所有者权益(或股东权益)合计,"208,917,937.82","278,353,327.44","312,360,143.99","332,876,851.16","343,427,671.44","366,119,962.20","505,804,809.20","504,193,329.60","515,702,817.75","535,963,326.39","528,695,790.48","532,425,355.09"
资产总计,"637,312,052.21","752,697,073.89","889,260,239.94","968,191,748.29","1,009,717,920.29","1,095,620,019.81","1,129,307,276.48","1,182,165,870.47","1,154,574,677.00","1,162,396,067.10","1,136,020,918.51","1,204,830,571.78"
负债和所有者(或股东权益)合计,"637,312,052.21","752,697,073.89","889,260,239.94","968,191,748.29","1,009,717,920.29","1,095,620,019.81","1,129,307,276.48","1,182,165,870.47","1,154,574,677.00","1,162,396,067.10","1,136,020,918.51","1,204,830,571.78"
