科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"72,841,413.61","57,724,948.13","122,079,545.26","92,010,032.38","93,844,603.33","155,003,369.59","176,521,972.12","174,456,255.03","125,190,623.38","186,575,776.81","73,114,678.27","133,580,094.59"
短期借款,"134,700,000.00","168,409,576.00","178,800,000.00","188,500,000.00","188,500,000.00","188,500,000.00","133,500,000.00","133,500,000.00","133,500,000.00","133,500,000.00","161,500,000.00","221,500,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"18,659,868.94","51,977,001.45","30,739,741.20","34,837,530.99","42,352,707.48","61,116,731.30","25,519,107.20","51,036,683.69","28,962,090.57","71,873,336.83","33,427,310.00","45,300,205.42"
应付票据,"1,000,000.00","21,733,360.00","26,070,438.57","39,331,454.50","23,227,723.13","45,618,866.67","48,497,120.26","78,975,851.36","62,072,812.22","42,505,974.12","56,985,810.50","51,942,825.00"
应收账款,"240,558,766.71","311,544,420.16","382,396,253.10","416,313,187.38","411,383,148.15","455,057,002.69","470,093,830.62","506,635,173.13","514,747,096.99","514,615,635.13","504,964,257.61","508,483,177.87"
应付账款,"102,171,381.34","175,193,941.15","229,640,633.25","250,267,432.08","303,780,068.05","369,063,843.24","345,593,055.32","368,066,701.46","372,743,641.74","372,687,724.10","318,822,223.54","359,737,590.71"
预付款项,"17,045,411.87","11,064,747.21","7,379,932.61","10,414,645.51","15,240,870.82","13,692,949.11","15,563,050.33","16,494,877.27","17,119,479.10","7,403,216.56","45,390,661.36","16,554,086.62"
预收款项,"77,029,112.02","44,969,667.15","60,800,480.46","89,159,107.56","90,069,226.02","45,567,016.86","59,737,072.07","32,861,754.13","26,752,819.57","16,179,209.81","36,412,968.42","16,282,248.97"
其他应收款,"9,460,238.20","15,304,212.55","20,071,042.09","61,671,761.68","45,452,958.55","43,645,958.21","56,077,666.09","48,642,632.36","41,104,603.38","33,283,444.67","45,646,046.83","46,693,150.80"
应付职工薪酬,"20,841,786.90","19,218,118.17","18,201,741.38","8,783,329.00","8,871,204.60","15,385,479.78","7,571,388.84","7,937,256.86","8,553,095.30","12,387,634.08","8,587,753.97","7,348,437.52"
应收关联公司款,,,,,,,,,,,,
应交税费,"31,764,004.74","16,450,659.00","24,029,752.33","28,079,413.58","19,690,382.18","42,834,213.97","19,830,886.89","30,834,387.08","31,718,536.46","42,348,805.21","21,256,998.50","10,519,873.46"
应收利息,,,,,,,,,,,,
应付利息,"350,927.50","375,505.78","377,959.39","267,493.06","267,493.06","274,495.83","177,443.75","145,181.25","145,181.25","176,192.87","203,821.67","256,617.01"
应收股利,,,,,,,,,,"1,824,000.00","1,824,000.00","1,824,000.00"
应付股利,"17,205,080.66",,,,,,,"20,200,000.00",,,,
存货,"139,183,597.20","145,739,352.10","153,648,292.63","175,837,657.48","223,363,716.59","185,626,105.06","203,546,645.84","175,394,052.90","220,157,884.54","173,279,567.13","230,812,967.54","254,681,379.55"
其他应付款,"1,707,362.06","1,665,836.70","2,082,863.66","3,549,439.46","4,444,335.43","4,759,045.72","6,149,582.11","3,056,668.19","553,301.56","3,739,618.65","1,162,261.65","1,647,831.85"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
