科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"1,799,275,885.18","3,307,364,840.03","4,183,137,515.64","6,702,988,134.12","2,129,540,299.52","3,824,626,965.26","4,765,973,613.77","5,427,759,089.69","649,359,692.97","1,134,495,260.48","852,458,782.58","1,110,987,831.74","386,253,219.64","612,958,215.51","752,050,013.25","1,146,102,701.85","369,842,655.32","572,552,141.50","782,549,432.30","1,177,412,870.69","338,880,200.03","536,339,030.95","734,671,538.51","1,119,591,393.74","390,232,262.81","587,928,236.52","832,805,424.57","1,163,379,024.61","304,606,420.54","529,577,339.74","767,539,173.12","1,111,520,738.83","315,703,706.14","532,226,214.95","826,107,611.91","1,252,182,895.85","384,924,765.13","560,709,982.35","879,962,545.47","1,239,491,866.20","356,965,287.89","560,632,763.14","830,310,893.24","1,160,807,262.59","306,917,531.41"
取得子公司及其他营业单位支付的现金净额,,"50,000.00",,,,,,,,,,,,,,,,,,"23,762,000.00",,,,,,,,,,,,"23,683,154.88",,"298,743,128.78","298,743,128.78","298,743,128.78",,,,,,,,,
收到的税费返还,"9,962,394.00","9,531,500.00","19,160,657.43","1,092,726.84",,"16,415,960.01","16,424,583.75",,,,,,,,,,,,,,,,,,,,,,,,,"440,607.76","12,260.38","198,634.95","198,634.95","273,317.49",,"60,756.61","122,392.49","254,386.13","30,023.68","49,568.69","75,703.95","90,428.44","89,977.40"
支付其他与投资活动有关的现金,,"1,009,589.80","1,009,589.80","1,009,589.80",,,"95,486,636.93","204,833,696.05",,,,"5,450,000.00",,,,,,,,,,,,,,,,,,,,"300,000,000.00",,"378,000,000.00","378,000,000.00",,,"160,000,000.00","200,000,000.00",,"48,780,086.75",,"10,000,000.00","102,000,000.00","51,000,000.00"
收到其他与经营活动有关的现金,"11,286,543.77","37,992,497.86","38,477,733.56","156,580,426.70","33,523,783.09","43,152,034.32","55,455,345.74","127,913,993.82","141,670,827.95","12,667,012.06","18,817,406.78","19,550,852.65","32,217,597.03","11,121,594.94","13,316,114.59","18,442,158.92","15,773,107.80","19,031,832.13","23,386,551.84","32,999,088.69","515,452.57","3,090,181.28","18,682,083.65","11,671,454.76","10,935,866.24","11,909,008.00","26,436,708.01","15,706,604.56","8,960,154.13","9,448,010.36","42,815,199.77","47,723,572.89","3,217,636.71","10,279,967.40","12,701,785.55","13,997,826.34","5,216,828.53","11,863,879.68","26,146,943.21","20,930,252.05","2,151,428.93","7,687,820.99","10,169,929.78","9,200,466.76","2,577,974.28"
投资活动现金流出小计,"61,638,930.16","71,957,886.45","102,483,395.51","149,493,995.21","12,007,967.09","31,142,811.13","170,726,984.22","276,461,545.50","3,097,922.82","24,130,204.41","38,855,873.24","70,519,722.87","26,177,979.49","60,908,928.15","100,447,309.86","126,791,291.82","5,706,770.99","9,976,469.29","15,526,592.86","65,334,769.86","13,623,778.22","15,411,073.39","50,869,251.86","49,888,664.40","7,627,654.45","18,777,803.40","22,677,955.88","35,817,112.55","3,849,815.96","399,018,440.39","423,252,254.82","354,775,768.08","1,887,124.91","706,738,553.85","722,000,969.52","406,540,398.37","53,087,036.04","233,009,980.19","299,069,370.68","128,908,911.86","50,038,360.71","7,709,610.85","33,404,085.36","153,860,840.51","51,996,034.26"
经营活动现金流入小计,"1,820,524,822.95","3,354,888,837.89","4,240,775,906.63","6,860,661,287.66","2,163,064,082.61","3,884,194,959.59","4,837,853,543.26","5,555,673,083.51","791,030,520.92","1,147,162,272.54","871,276,189.36","1,130,538,684.39","418,470,816.67","624,079,810.45","765,366,127.84","1,164,544,860.77","385,615,763.12","591,583,973.63","805,935,984.14","1,210,411,959.38","339,395,652.60","539,429,212.23","753,353,622.16","1,131,262,848.50","401,168,129.05","599,837,244.52","859,242,132.58","1,179,085,629.17","313,566,574.67","539,025,350.10","810,354,372.89","1,159,684,919.48","318,933,603.23","542,704,817.30","839,008,032.41","1,266,454,039.68","390,141,593.66","572,634,618.64","906,231,881.17","1,260,676,504.38","359,146,740.50","568,370,152.82","840,556,526.97","1,170,098,157.79","309,585,483.09"
投资活动产生的现金流量净额,"-59,906,561.71","-69,419,551.03","-99,342,282.99","-140,356,661.47","-12,007,967.09","-30,052,731.13","-168,797,704.22","-224,597,218.79","-3,097,922.82","70,791,866.51","79,873,014.17","48,350,570.67","-25,775,760.32","-60,230,295.28","-98,291,966.30","-123,749,472.53","-5,179,956.14","-8,615,677.84","-14,165,751.41","-61,711,477.55","-13,441,268.63","-14,702,944.62","-49,201,123.09","-14,013,405.63","-7,382,217.61","-17,909,206.22","-21,794,490.70","-33,385,597.87","-3,841,715.96","-382,226,405.27","-365,632,747.10","-352,046,021.66","-1,887,124.91","-362,988,012.40","-326,784,046.92","-343,377,703.89","47,800,012.29","56,877,921.47","-9,441,592.46","-833,840.51","-50,038,360.71","-4,669,913.40","-28,985,627.91","-146,980,772.73","-49,399,434.02"
购买商品、接受劳务支付的现金,"1,473,179,081.48","2,831,374,998.18","3,601,402,935.42","5,685,317,442.31","1,663,019,843.81","3,306,055,876.57","3,933,984,420.48","4,228,069,544.25","449,604,676.66","814,390,498.45","407,170,023.32","441,347,212.39","170,602,468.81","309,259,473.70","316,923,496.02","435,877,015.34","206,703,381.13","294,291,124.88","391,023,990.37","531,188,820.07","160,293,153.82","272,702,409.06","374,142,946.75","462,338,309.63","195,429,018.71","317,999,442.56","417,658,624.58","546,483,844.13","182,465,496.37","289,609,184.98","412,379,524.89","493,723,412.50","148,498,006.75","275,881,222.02","344,627,861.51","462,240,023.30","186,899,618.72","308,461,878.19","416,955,771.54","520,381,510.00","152,044,416.69","350,081,682.12","458,939,199.58","491,478,987.45","178,313,244.80"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"580,999,905.00","569,999,905.00","569,999,905.00","569,999,905.00",,,,,,,,,,,,,
