科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"206,199,149.10","187,700,650.39","177,944,998.58","188,431,535.74","129,801,141.02","134,377,710.46","150,780,479.34","201,717,644.10","195,755,276.78","159,352,614.40","134,810,191.39","231,732,085.86","208,396,356.14","161,754,469.69","220,931,596.62","275,336,689.07","239,245,371.09","225,388,373.55","185,571,336.68","192,610,032.93","169,604,309.81","233,148,296.68","150,189,597.11","140,542,754.39","252,773,784.73","775,237,870.73","744,279,195.25","178,319,920.58","163,770,432.47","225,209,147.76","220,824,611.25","173,300,391.78","193,966,236.73","260,378,995.47","187,723,020.03","288,978,637.91","283,715,059.76","140,986,080.77","183,286,895.71","158,033,795.42","133,690,716.39","249,836,720.62","126,352,570.81","149,343,962.75","130,372,194.48","152,320,231.87","157,879,580.04","208,230,459.39","134,821,515.75"
短期借款,"33,500,000.00","47,000,000.00","47,000,000.00","45,120,000.00","49,060,000.00","69,060,000.00","72,560,000.00","79,060,000.00","94,060,000.00","92,560,000.00","77,560,000.00","97,560,000.00","67,560,000.00","47,560,000.00","39,500,000.00","37,500,000.00","32,500,000.00","78,500,000.00","82,500,000.00","105,300,000.00","210,500,000.00","246,500,000.00","221,800,000.00","267,300,000.00","301,800,000.00","196,285,322.58","194,884,306.40","196,267,721.60","246,428,206.20","224,427,320.16","234,426,860.50","125,000,000.00","125,000,000.00","170,000,000.00","160,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,"90,000,000.00","50,000,000.00","50,000,000.00","25,000,000.00","50,000,000.00","70,000,000.00","70,000,000.00",
交易性金融资产,"333,600.00","22,810.00","841,200.00",,,,,,,,,,"306,227.63","266,939.80","309,869.84","302,091.64","284,758.23","268,657.48","212,684.21",,,,,"247,045.78","247,045.78","247,045.78","247,045.78",,,,,,,,,,,,,,,,,,,,,,"362,145,633.68"
交易性金融负债,,,,,,,,,,,,,,,,,,,,"63,360.00",,,,"25,698,298.43",,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"40,778,365.00","65,509,014.93","59,349,129.52","78,594,524.88","106,125,668.97","81,999,828.63","79,053,597.40","52,611,572.63","57,860,964.86","56,264,865.80","60,937,369.76","75,575,067.94","85,819,540.50","144,879,897.50","123,527,820.82","119,209,803.16","131,072,040.48","205,693,281.46","179,974,923.21","99,254,195.07","96,118,549.19","74,516,555.15","90,924,586.78","82,295,758.41","75,275,403.93","102,191,866.57","119,671,589.15","104,028,777.07","139,798,465.17","113,801,873.77","116,448,596.99","104,304,643.45","73,054,323.85","77,330,728.77","90,609,397.38","71,780,741.15","71,373,825.05","74,447,658.12","83,896,160.20","96,909,584.76","113,381,836.77","141,589,681.69","183,596,275.31","209,407,546.82","173,726,846.30","176,374,492.79","176,581,128.05","178,582,343.16","128,040,893.01"
应付票据,"23,539,570.71","29,335,620.37","25,887,829.25","39,569,514.50","35,317,050.66","29,305,896.13","35,216,102.94","42,509,667.56","49,797,407.28","51,378,366.51","31,888,221.80","28,727,103.33","35,151,134.83","47,290,467.25","66,333,791.13","121,855,545.37","124,922,796.42","88,283,160.00","138,542,816.25","110,226,686.40","64,806,392.40","63,078,274.66","34,910,941.85","162,287,152.63","25,624,411.24","45,236,080.00","56,455,445.96","52,813,768.89","46,864,650.00","46,222,784.82","64,614,139.54","74,419,060.64","60,983,721.85","58,517,789.88","46,213,601.32","39,042,971.50","36,206,676.51","39,460,993.56","45,472,427.84","42,225,472.20","37,593,062.90","34,040,242.66","49,804,155.98","58,863,382.70","55,098,429.67","52,218,841.85",,,
应收账款,"131,079,821.93","130,526,171.41","130,634,398.51","112,135,184.72","140,523,399.23","139,818,910.14","145,223,597.54","111,677,075.02","117,272,724.90","122,245,210.60","126,093,453.27","124,297,581.73","164,081,753.38","154,643,603.81","160,191,944.98","130,638,244.02","201,565,690.21","178,807,697.99","171,978,994.57","154,307,142.34","269,949,437.72","247,050,660.73","220,334,953.33","208,881,912.94","260,388,466.66","260,279,877.43","238,243,576.35","238,633,664.71","276,156,159.71","259,218,951.10","252,914,971.53","211,856,659.66","220,460,845.33","219,461,493.41","188,990,984.19","180,163,644.87","199,546,013.75","205,232,141.56","193,568,514.18","183,770,032.71","219,048,461.34","238,150,969.14","262,279,679.89","191,773,130.11","250,118,907.41","262,077,767.24","257,519,449.75","208,707,835.91","289,465,796.61"
应付账款,"62,178,283.11","65,603,470.41","64,479,367.63","82,287,865.16","80,129,403.40","77,130,876.41","74,195,670.62","84,865,455.83","85,586,664.94","90,580,570.47","91,789,493.19","72,518,534.45","81,706,683.47","93,501,697.96","95,461,462.94","105,364,702.92","126,630,514.38","132,773,421.47","123,578,465.92","123,676,105.05","167,176,743.80","161,966,848.79","124,123,758.38","4,673,033.52","153,873,292.70","145,069,370.86","144,942,306.21","145,784,306.91","162,958,459.97","170,371,159.93","149,417,112.92","140,352,521.13","138,304,875.18","139,724,824.35","129,747,955.44","121,030,350.08","113,893,387.27","117,616,068.99","124,095,306.07","127,555,566.17","124,667,199.54","145,755,659.05","137,872,720.48","167,394,605.66","154,710,220.64","169,294,889.29",,,
预付款项,"50,555,201.39","58,089,584.21","58,381,025.36","46,672,610.62","45,331,924.60","47,062,215.26","46,042,222.28","37,689,748.55","57,468,286.42","71,073,889.49","78,225,842.99","46,710,438.88","58,353,716.76","62,531,491.21","74,432,707.87","68,397,079.70","76,502,347.29","75,102,094.15","129,237,042.80","85,051,462.15","119,562,737.64","128,744,835.77","66,452,876.24","46,739,085.02","96,613,823.51","90,880,296.63","94,509,102.48","20,981,923.96","44,493,746.23","30,158,457.52","35,068,400.76","13,669,252.86","24,635,443.85","23,295,161.94","21,190,241.44","8,071,516.99","18,622,856.09","19,965,643.39","19,806,664.92","17,663,878.56","30,297,554.17","23,476,340.30","26,783,592.98","35,451,712.39","60,147,845.24","46,147,257.26","41,108,670.50","9,302,734.72","40,091,653.15"
预收款项,"4,610,044.59","4,485,980.22","5,419,183.12","6,899,714.24","6,111,634.88","4,704,114.13","4,876,319.25","5,211,151.11","7,100,695.99","6,428,096.27","6,620,007.81","4,304,921.33","4,441,307.42","5,875,640.01","5,100,154.61","7,943,707.67","8,337,123.04","6,828,247.89","6,607,163.47","4,864,317.39","4,060,306.24","6,376,552.60","9,127,015.60","43,647,556.54","2,765,731.39","4,241,497.43","5,807,614.93","3,996,679.42","4,470,428.36","4,509,044.88","5,289,749.93","4,929,354.91","4,836,177.27","3,616,927.24","4,255,049.83","2,956,360.17","2,949,990.97","3,509,894.49","4,427,100.08","5,842,326.49","2,887,328.73","4,264,200.15","4,079,773.46","7,043,744.65","4,974,221.10","9,744,646.67","7,176,127.31","6,454,499.86","3,798,703.40"
