科目,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"1,403,578,536.89","2,190,316,684.06","1,821,881,939.85","1,801,096,922.65","6,324,433,988.54","5,904,253,153.01","6,304,211,822.36","6,055,397,237.98","6,902,167,982.31","6,509,845,252.82","6,828,549,087.98","6,605,691,508.15","7,713,761,683.34","7,215,697,573.65","7,415,298,462.36","7,651,313,110.48","8,461,961,748.21","8,357,722,289.50","9,339,601,264.37","9,183,673,958.37","10,717,683,782.47","9,970,058,680.87","10,151,983,971.86","10,149,674,745.23","11,462,770,898.80","10,831,008,700.26","11,034,542,110.83","10,823,216,320.34","12,374,046,317.36","11,922,120,305.45","12,130,314,095.70","11,979,144,304.33","12,803,906,116.88","11,455,731,017.25","12,403,029,962.04","11,883,833,155.66","12,341,151,273.32","10,734,021,527.81"
短期借款,"17,000,000.00","429,500,000.00","330,000,000.00","200,000,000.00","100,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,007,127,472.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"698,726.02","3,010,744.29","328,022.18","476,952.70","1,885,734.32","2,113,591.05","582,044.22","800,000.00","11,496,921.39","8,217,865.32","8,850,894.11","7,134,462.60","11,086,334.62","26,250,534.38","8,235,710.14","20,520,935.97","9,088,319.73","11,639,235.77","24,473,440.04","19,649,470.16","21,200,055.51","61,623,594.35","66,554,274.76","16,640,333.31","42,480,175.44","33,894,899.42","23,249,606.99","29,211,147.86","45,984,923.42","13,292,796.70","12,039,817.28","13,076,402.82","8,291,358.50","3,443,855.98","1,592,263.46","6,667,349.57","24,200,598.07","23,351,725.48"
应付票据,,"84,869,424.30","66,364,251.96","110,486,417.63","108,530,755.33","100,940,764.39","123,499,796.16","56,604,280.20","115,868,521.41","77,124,090.10","110,151,875.12","173,698,091.70","186,412,817.99","140,235,295.68","159,988,066.44","201,856,832.46","210,931,979.73","196,225,203.54","185,415,246.32","212,296,109.78","185,127,525.89","160,924,488.29","190,034,544.92","260,429,150.98","323,609,468.47","281,114,498.80","177,997,745.05","243,461,876.49","258,951,250.96","217,456,145.47","240,328,508.47","268,410,317.37","237,364,209.68","185,958,343.89","202,604,356.89",,"181,478,447.60",
应收账款,"228,721,247.24","288,535,697.61","489,426,884.66","550,894,841.57","268,890,576.12","694,007,705.44","602,761,670.49","576,100,820.92","342,361,117.26","745,283,898.78","632,027,260.37","712,739,391.96","480,571,870.79","685,574,925.11","794,948,774.86","768,015,287.52","658,283,859.05","1,040,793,986.82","899,213,908.10","1,169,198,219.81","833,302,316.85","1,257,816,079.52","1,404,641,160.32","1,467,285,641.24","967,031,269.70","1,155,002,188.72","1,316,224,816.37","1,350,253,683.93","1,194,651,591.12","1,278,782,799.17","1,444,705,424.96","1,551,082,838.61","1,237,961,858.48","1,683,875,500.21","1,608,899,494.69","1,804,464,033.74","1,277,208,714.82","1,848,421,736.48"
应付账款,"900,880,516.42","1,109,079,610.80","1,288,922,946.65","1,359,423,954.49","1,096,987,540.55","1,358,445,093.98","1,445,809,337.12","1,689,843,439.46","1,399,968,364.69","1,669,090,165.94","1,699,604,729.24","2,025,062,077.08","1,665,234,014.83","1,958,251,874.56","1,943,079,030.00","2,209,774,737.82","1,856,551,850.75","2,154,687,772.63","2,087,606,950.40","2,198,855,389.45","2,106,623,508.74","2,287,137,562.59","2,433,588,960.33","2,433,415,761.37","2,263,067,717.35","2,321,788,370.52","2,428,036,965.66","2,751,107,988.34","2,660,163,291.25","2,999,232,541.12","2,808,820,383.08","2,768,596,096.50","2,547,302,012.52","2,661,607,186.26","2,718,591,417.36",,"2,454,089,829.31",
预付款项,"74,730,673.46","43,812,116.52","59,213,605.26","89,848,465.33","52,829,762.25","73,156,236.99","59,546,448.94","58,534,389.22","59,781,080.64","96,193,009.98","66,643,008.85","81,356,192.86","40,355,656.68","115,875,725.38","59,101,890.30","93,588,250.76","53,880,244.10","80,210,695.88","90,750,703.36","99,060,200.81","57,223,068.30","88,117,400.25","95,943,327.66","109,609,425.88","92,321,504.46","133,280,823.02","105,528,787.64","126,555,547.42","94,152,788.23","124,632,932.41","97,105,292.46","153,132,846.91","182,027,338.86","190,473,874.35","183,137,014.87","292,990,979.77","211,358,766.17","258,373,691.85"
预收款项,"136,203,149.38","143,572,823.97","159,787,632.99","219,732,240.92","193,505,350.68","229,279,830.51","209,564,079.83","288,084,277.17","266,801,334.12","441,436,646.02","145,158,813.13","234,807,134.85","193,580,900.30","268,300,750.18","184,746,085.44","310,523,205.13","234,837,519.50","453,361,188.67","242,660,664.93","303,673,659.66","311,689,196.27","298,649,386.87","238,978,325.96","360,310,821.56","415,943,903.97","412,153,414.52","397,288,818.22","506,313,489.71","551,093,585.10","592,716,885.78","584,439,112.02","479,662,191.34","599,494,618.92","570,123,684.21","463,340,245.61","623,743,032.19","475,351,419.43","561,754,807.29"
