科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"20,846,532.99","49,252,521.77","76,109,428.39","108,202,457.09","26,589,874.70","58,118,356.96","94,665,644.99","139,558,761.26","29,511,283.15","64,037,441.82","99,380,176.28","156,208,755.61","44,151,505.10","110,610,949.95","151,321,608.29","215,603,154.96","43,168,047.47","97,187,155.58","151,306,525.49","221,357,160.72","52,847,796.72","106,172,764.94","156,562,027.53","215,433,083.38","60,120,043.33","135,609,838.68","208,447,441.04","284,011,516.24","60,944,335.37","109,735,978.27","170,390,428.43","229,231,769.34","44,375,621.02","87,503,331.78","173,308,135.47","229,641,021.21","76,385,162.04","172,144,043.96","288,789,908.03","444,638,803.72","129,175,473.37","317,498,600.63","480,224,982.34","598,110,015.77","48,610,876.99","130,037,211.01","203,053,206.06","269,337,548.59","61,741,741.81"
取得子公司及其他营业单位支付的现金净额,,,,"2,160,000.00",,,,,,,,"-952,738.01",,,,,,,,,,,,,,,,,,,,"1,933,391.88",,,,,,"272,541.53","694,747.26",,,,,,,,,,
收到的税费返还,,"10,002.84","114,002.84",,,,"5,895.53",,,"187,696.88","187,696.88","1,897,621.31","162,439.72",,"71,317.84","80,928.55",,,,,,,,,,,,,,"3,699.01","3,699.01",,,,,,,,,,,,"1,571.54",,,613.03,"2,760.36",,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"72,000.00","72,000.00",,,,,,,,,,,,,,,,,,,,,"2,015,539.62",,,,,,,,,
收到其他与经营活动有关的现金,,,,"2,094,293.26",279.14,"2,195.70","52,423.80","7,290,573.00","323,061.61","832,673.88","1,826,966.86","2,784,539.67","82,183.92","976,033.02","1,180,026.32","3,954,841.55","219,794.58","905,893.20","1,552,479.66","6,994,207.43","5,518,425.38","6,363,978.95","9,829,569.38","11,338,485.71","324,321.75","2,546,907.98","3,073,713.58","4,229,916.26","511,010.08","2,923,363.90","4,936,410.86","5,448,164.35","3,795,952.34","4,033,999.24","4,247,617.43","5,190,115.53","18,152,890.90","13,267,802.78","14,085,291.93","34,165,756.05","14,703,360.99","19,250,240.51","26,763,942.25","52,619,969.05","4,729,996.69","7,468,106.60","17,688,263.55","27,974,042.01","663,190.58"
投资活动现金流出小计,"305,148.72","601,137.13","827,956.13","3,951,005.96","12,612,037.18","14,292,540.68","17,080,159.55","18,650,905.97","20,551,420.00","21,059,258.74","42,345,240.52","60,910,420.07","60,792,260.00","151,475,549.00","200,397,765.01","263,686,663.96","159,964,817.00","230,936,314.32","420,448,196.74","523,773,677.38","98,025,929.96","174,251,766.43","290,801,464.71","391,419,084.83","194,074,921.56","326,502,247.80","462,925,440.17","612,751,620.49","290,597,200.89","479,609,402.98","574,151,511.52","628,571,444.43","454,594,708.57","700,776,199.09","1,315,914,446.96","1,582,575,008.18","287,331,056.36","638,439,151.21","990,636,897.18","1,114,103,926.72","227,896,693.56","437,046,722.54","552,518,885.93","767,819,053.46","106,070,106.41","306,529,629.21","507,355,464.39","724,998,846.31","480,055,311.21"
经营活动现金流入小计,"20,846,532.99","49,262,524.61","76,223,431.23","110,296,750.35","26,590,153.84","58,120,552.66","94,723,964.32","146,849,334.26","29,834,344.76","65,057,812.58","101,394,840.02","160,890,916.59","44,396,128.74","111,586,982.97","152,572,952.45","219,638,925.06","43,387,842.05","98,093,048.78","152,859,005.15","228,351,368.15","58,366,222.10","112,536,743.89","166,391,596.91","226,771,569.09","60,444,365.08","138,156,746.66","211,521,154.62","288,241,432.50","61,455,345.45","112,663,041.18","175,330,538.30","234,679,933.69","48,171,573.36","91,537,331.02","177,555,752.90","234,831,136.74","94,538,052.94","185,411,846.74","302,875,199.96","478,804,559.77","143,878,834.36","336,748,841.14","506,990,496.13","650,729,984.82","53,340,873.68","137,505,930.64","220,744,229.97","297,311,590.60","62,404,932.39"
投资活动产生的现金流量净额,"-305,148.72","-27,611.52","116,482.47","-1,764,005.96","-12,608,687.18","-14,289,190.68","-17,068,949.55","-18,454,695.97","-20,551,420.00","-1,025,285.94","-22,310,317.72","-25,781,142.07","-35,667,105.80","-60,055,819.35","-755,338.29","-16,008,273.92","-63,364,614.38","-54,052,919.72","-87,729,731.00","-32,599,136.78","-41,737,710.52","-97,293,026.44","-126,660,215.13","-83,665,644.24","-110,662,277.62","-96,111,006.02","-126,017,519.31","-124,858,678.39","-245,524,102.07","-339,492,622.09","-339,143,510.78","-345,665,425.69","-142,514,471.20","-74,014,713.78","-144,968,471.24","-109,906,304.99","185,028,795.69","35,877,529.47","-35,415,903.24","22,507,445.26","-24,264,986.71","-178,907,878.87","-141,832,508.38","-203,499,719.53","8,197,971.81","-140,969,435.12","-32,841,777.14","6,481,149.31","-95,691,220.86"
购买商品、接受劳务支付的现金,"8,835,073.64","17,127,052.64","22,086,946.65","31,625,734.03","10,141,671.87","23,899,690.76","40,214,685.83","61,109,055.00","12,160,711.49","22,291,090.54","38,678,428.05","64,235,084.32","27,012,874.63","52,060,142.08","79,087,792.15","101,239,550.91","25,876,419.69","52,697,729.25","79,440,820.12","110,084,048.03","30,155,927.16","57,414,495.79","87,718,121.27","104,728,195.19","26,514,090.65","63,529,590.51","98,217,401.87","125,168,384.89","44,079,009.15","73,094,954.14","95,160,427.87","131,480,688.46","23,181,125.54","42,330,330.75","64,291,119.31","90,216,080.34","33,287,899.70","73,937,617.25","118,385,201.36","235,041,488.61","50,193,745.48","152,452,242.00","236,823,855.75","260,398,738.24","26,751,324.43","61,297,318.34","89,661,787.81","113,979,516.27","13,663,896.15"
吸收投资收到的现金,,,"213,192,000.00","226,800,000.00",,,,,,,,,,,,,,,,,,,,,,,"200,000.00","600,000.00","484,999,996.08","484,999,996.08","486,919,996.08","494,399,996.08",,,,"3,830,000.00","2,000,000.00",,"16,438,094.00","40,785,534.00",,,,,,,,"2,000,000.00","1,010,100.00"
支付给职工以及为职工支付的现金,"6,078,496.43","12,139,341.27","17,543,873.85","28,129,473.80","6,701,401.66","13,198,527.59","20,288,118.59","28,513,992.47","8,147,091.91","15,633,431.69","23,798,954.11","32,855,892.96","12,290,683.47","22,788,184.53","33,672,677.00","44,414,311.78","13,431,407.10","24,899,474.37","36,832,741.66","51,083,147.31","13,540,201.33","24,737,052.47","36,441,017.87","48,477,777.93","13,714,927.69","25,892,579.77","39,910,935.10","52,988,766.87","16,869,744.09","31,875,264.83","48,803,309.55","68,852,182.08","21,863,391.26","40,518,238.67","60,136,037.90","80,986,479.80","17,830,290.12","36,977,435.25","52,758,410.07","75,336,451.94","21,457,107.10","39,183,794.14","60,477,234.07","87,178,064.15","16,087,379.97","35,722,147.08","53,531,812.01","73,316,793.07","18,576,394.24"
取得借款收到的现金,"15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"1,518,406.19","4,455,811.16","6,304,470.91","6,890,480.07","2,038,746.67","5,941,315.68","10,482,383.05","12,874,935.61","3,236,356.24","6,537,791.32","10,386,195.27","13,269,436.95","2,905,741.12","5,541,261.98","9,631,885.62","12,786,899.93","5,430,711.81","10,646,684.58","14,754,709.14","17,910,409.47","3,287,140.27","6,520,279.20","6,499,621.22","8,379,262.46","3,582,559.86","9,940,913.18","16,066,562.91","21,032,072.03","5,342,006.56","9,964,407.61","14,673,600.03","19,089,050.96","3,412,816.85","7,482,968.17","9,356,459.04","13,343,195.01","2,890,503.08","10,530,720.76","18,987,994.42","25,405,721.52","11,464,668.07","25,232,468.63","52,533,760.85","56,827,255.88","9,173,439.01","22,194,659.87","26,715,713.41","34,544,518.77","4,317,499.96"
收到其他与筹资活动有关的现金,"287,919.30",,,,"1,867,055.14","2,448,840.35","5,614,947.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-54,250.00",,,,,,
支付其他与经营活动有关的现金,"3,012,281.15","5,006,189.13","8,384,141.40","11,005,783.35","3,717,027.58","7,334,864.43","12,204,382.02","15,813,446.32","6,691,496.19","13,415,637.03","21,370,230.77","24,258,356.16","6,223,836.71","12,225,831.86","23,967,765.32","28,847,314.71","10,749,944.40","7,071,106.78","13,382,380.66","20,487,169.32","6,404,720.96","10,949,301.64","18,117,914.69","23,341,352.31","2,456,405.72","10,987,048.09","18,074,523.06","26,044,862.71","7,713,716.67","13,397,945.89","24,178,530.47","35,157,396.97","9,279,208.15","15,998,503.13","30,542,237.96","46,096,745.20","13,272,700.85","48,807,500.67","62,734,714.70","99,961,280.67","14,964,496.34","13,205,952.30","47,279,375.03","49,644,357.29","6,997,282.31","11,724,188.83","16,586,132.19","46,257,455.69","2,560,243.78"
筹资活动现金流入小计,"15,287,919.30","15,000,000.00","228,192,000.00","241,800,000.00","1,867,055.14","2,448,840.35","5,614,947.05",,,,,,,,,,,,,,,,,,,,"200,000.00","600,000.00","484,999,996.08","484,999,996.08","486,919,996.08","494,399,996.08",,,,"3,830,000.00","2,000,000.00",,"16,438,094.00","40,785,534.00",,,"-54,250.00",,,,,"2,000,000.00","1,010,100.00"
经营活动现金流出小计,"19,444,257.41","38,728,394.20","54,319,432.81","77,651,471.25","22,598,847.78","50,374,398.46","83,189,569.49","118,311,429.40","30,235,655.83","57,877,950.58","94,233,808.20","134,618,770.39","48,433,135.93","92,615,420.45","146,360,120.09","187,288,077.33","55,488,483.00","95,314,994.98","144,410,651.58","199,564,774.13","53,387,989.72","99,621,129.10","148,776,675.05","184,926,587.89","46,267,983.92","110,350,131.55","172,269,422.94","225,234,086.50","74,004,476.47","128,332,572.47","182,815,867.92","254,579,318.47","57,736,541.80","106,330,040.72","164,325,854.21","230,642,500.35","67,281,393.75","170,253,273.93","252,866,320.55","435,744,942.74","98,080,016.99","230,074,457.07","397,114,225.70","454,048,415.56","59,009,425.72","130,938,314.12","186,495,445.42","268,098,283.80","39,118,034.13"
偿还债务支付的现金,"15,000,000.00","15,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"1,402,275.58","10,534,130.41","21,903,998.42","32,645,279.10","3,991,306.06","7,746,154.20","11,534,394.83","28,537,904.86","-401,311.07","7,179,862.00","7,161,031.82","26,272,146.20","-4,037,007.19","18,971,562.52","6,212,832.36","32,350,847.73","-12,100,640.95","2,778,053.80","8,448,353.57","28,786,594.02","4,978,232.38","12,915,614.79","17,614,921.86","41,844,981.20","14,176,381.16","27,806,615.11","39,251,731.68","63,007,346.00","-12,549,131.02","-15,669,531.29","-7,485,329.62","-19,899,384.78","-9,564,968.44","-14,792,709.70","13,229,898.69","4,188,636.39","27,256,659.19","15,158,572.81","50,008,879.41","43,059,617.03","45,798,817.37","106,674,384.07","109,876,270.43","196,681,569.26","-5,668,552.04","6,567,616.52","34,248,784.55","29,213,306.80","23,286,898.26"
分配股利、利润或偿还利息支付的现金,"148,440.00","281,171.25","364,095.00","364,095.00",,"9,315,456.00","9,315,456.00","9,315,456.00",,"13,830,642.31","13,830,642.31","13,830,642.31",,"14,660,802.73","14,660,802.73","14,660,802.73",,"11,672,876.06","11,672,876.06","11,672,876.06",,"3,286,944.82","3,286,944.82","3,286,944.82",,"11,146,621.19","11,146,621.19","11,146,621.19",,"18,382,426.76","18,382,426.76","18,382,426.76",,"2,439,584.76","2,439,584.76","2,439,584.76",,,,,,"28,502,936.78","28,502,936.78","28,143,816.36","89,496.00","45,504,177.74","45,504,177.74","45,477,586.16","55,374.00"
收回投资收到的现金,,,,,,,,,,"20,000,000.00","20,000,000.00","35,000,000.00","25,000,000.00","90,000,000.00","198,000,000.00","246,000,000.00","95,000,000.00","175,000,000.00","330,000,000.00","488,000,000.00","56,000,000.00","76,000,000.00","162,000,000.00","304,000,000.00","83,000,000.00","229,000,000.00","334,000,000.00","481,000,000.00","44,571,400.00","139,071,400.00","233,471,400.00","279,071,403.00","301,950,000.00","612,450,000.00","1,152,450,000.00","1,453,050,000.00","470,000,000.00","671,338,800.00","951,238,800.00","1,131,163,057.14","200,000,000.00","254,317,949.20","404,317,949.20","554,317,950.20","110,000,000.00","160,000,000.00","460,000,000.00","703,826,324.74","376,510,000.00"
支付其他与筹资活动有关的现金,,,"4,128,267.93","19,244,907.40",,,,,,,,,,,,,,,,,,,,,,,,,"264,526.44","506,573.15","506,573.15","506,573.15",,,,,,,,,,,550.00,"54,800.00",,"1,669,363.20","49,844,971.24","54,561,494.83",
取得投资收益收到的现金,,,,,,,,,,,,"121,877.00","125,154.20","1,419,729.65","1,641,320.80","1,675,264.12","1,600,202.62","1,883,364.60","2,717,735.74","3,173,390.60","288,219.44","957,739.99","2,098,849.58","3,057,731.32","412,643.94","1,389,646.78","2,855,888.06","6,840,609.30","501,698.82","1,045,010.89","1,536,227.74","3,834,245.74","10,130,237.37","14,310,985.31","18,494,875.72","19,617,103.19","2,359,452.05","2,973,150.68","3,853,808.21","4,485,399.95","3,331,506.85","3,520,044.47","6,064,677.35","9,699,264.02","4,267,808.22","5,559,824.09","12,513,317.25","27,653,670.88","7,853,990.35"
筹资活动现金流出小计,"15,148,440.00","15,281,171.25","34,492,362.93","49,609,002.40",,"9,315,456.00","9,315,456.00","9,315,456.00",,"13,830,642.31","13,830,642.31","13,830,642.31",,"14,660,802.73","14,660,802.73","14,660,802.73",,"11,672,876.06","11,672,876.06","11,672,876.06",,"3,286,944.82","3,286,944.82","3,286,944.82",,"11,146,621.19","11,146,621.19","11,146,621.19","264,526.44","18,888,999.91","18,888,999.91","18,888,999.91",,"2,439,584.76","2,439,584.76","2,439,584.76",,,,,,"28,502,936.78","28,503,486.78","28,198,616.36","89,496.00","47,173,540.94","95,349,148.98","100,039,080.99","55,374.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,"3,350.00","3,350.00","11,210.00","196,210.00",,,950.00,"7,401.00",,,"1,105.92","3,125.92",,30.00,730.00,"1,150.00",,"1,000.00","42,400.00","83,700.00",,"1,595.00","52,032.80","52,332.80",,370.00,370.00,370.00,,500.00,"1,100.00","1,600.00",400.00,"4,730.00","6,180.00","13,330.00","300,200.00","300,850.00","303,750.00","302,119.71",,370.00,370.00,,100.00
筹资活动产生的现金流量净额,"139,479.30","-281,171.25","193,699,637.07","192,190,997.60","1,867,055.14","-6,866,615.65","-3,700,508.95","-9,315,456.00",,"-13,830,642.31","-13,830,642.31","-13,830,642.31",,"-14,660,802.73","-14,660,802.73","-14,660,802.73",,"-11,672,876.06","-11,672,876.06","-11,672,876.06",,"-3,286,944.82","-3,286,944.82","-3,286,944.82",,"-11,146,621.19","-10,946,621.19","-10,546,621.19","484,735,469.64","466,110,996.17","468,030,996.17","475,510,996.17",,"-2,439,584.76","-2,439,584.76","1,390,415.24","2,000,000.00",,"16,438,094.00","40,785,534.00",,"-28,502,936.78","-28,557,736.78","-28,198,616.36","-89,496.00","-47,173,540.94","-95,349,148.98","-98,039,080.99","954,726.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,"612,009.27",,,,,,,3.00,,,,,,,,"122,205.73",,,,1.00,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"913,376.52",,"-122,763.31","-235,997.14","-439,689.70","-271,619.75","-134,768.27","37,393.52","45,710.42","-78,963.74"
收到其他与投资活动有关的现金,,"573,525.61","944,438.60","2,187,000.00",,,,,,"33,972.80","33,972.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"949,584.89",,,,,270.00,,"2,000,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
