科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"2,112,660,557.36","3,819,016,157.80","2,481,321,782.97","3,961,323,349.93","4,814,574,225.19","2,271,253,306.60","4,107,585,741.46","6,747,410,868.66","10,186,478,070.19","3,708,127,473.29","7,426,868,203.26","12,407,001,618.56","17,837,284,833.93","6,991,281,672.47","10,971,599,432.83","16,478,432,020.12","19,518,141,739.83","6,878,387,524.91","9,274,095,915.02","13,762,069,541.26","17,405,150,354.81","5,327,455,576.93","8,494,170,931.74","13,775,741,718.79","16,639,756,678.49","7,002,823,022.27","9,954,115,900.83","15,302,448,962.53","19,491,655,594.60","7,336,587,145.34","11,181,935,109.04","16,772,080,578.11","22,869,510,223.76","6,738,494,791.27","10,723,316,895.26","17,844,569,025.31","23,711,590,313.33","8,492,394,982.18","13,999,805,937.00","22,290,194,399.12","28,105,243,671.54","8,230,013,859.61"
取得子公司及其他营业单位支付的现金净额,"-133,141.55",,,,,,"385,335,484.55","385,335,484.55","385,335,484.55",,,,,,,,,,,"3,000,000.00","3,000,000.00",,"4,129,000.00","4,129,000.00","4,129,000.00",,,,,,"40,060,828.94","191,679,668.48","191,679,668.48","1,703,970.69","1,703,970.69","11,676,428.03","535,902.84",,,,,
收到的税费返还,,,,,,,,,,,,,,,,"172,821.65","200,066.17",,,"61,915.74","47,592.49",,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"105,438,635.39","88,538,856.41","76,028,274.12","107,645,608.37","207,387,673.80","59,696,508.22","170,851,130.20","201,509,084.54","278,981,933.64","131,224,041.91","402,312,743.45","409,741,134.78","533,431,330.77","290,122,953.77","279,388,418.89","426,803,511.86","1,135,154,058.96","64,060,867.13","186,780,805.51","272,461,231.58","493,366,996.86","307,313,613.78","315,696,733.13","388,377,645.75","449,368,169.88","163,213,206.53","373,703,527.52","426,289,182.14","413,172,934.43","206,037,154.34","222,450,723.78","246,470,938.30","121,047,134.82","52,426,720.03","177,036,378.29","414,933,753.47","427,432,452.11","422,261,174.31","487,969,678.36","561,687,528.30","1,493,570,444.98","123,712,260.88"
投资活动现金流出小计,"86,625,808.69","155,955,069.77","131,820,158.97","169,244,123.02","270,661,386.09","258,791,840.55","742,414,110.27","892,032,666.88","1,167,619,473.51","1,609,804,418.54","2,310,551,872.47","3,495,913,310.50","4,875,756,121.02","2,283,860,301.27","3,019,175,170.72","3,419,402,289.61","9,518,126,447.39","1,119,097,226.61","2,632,113,668.87","3,307,257,075.95","5,130,633,680.97","1,038,694,291.86","1,891,376,803.54","4,842,353,473.15","9,108,279,229.74","1,359,198,442.75","2,639,308,391.83","3,003,931,730.71","6,977,664,184.63","4,629,625,145.83","12,365,799,138.68","15,374,349,694.21","14,430,046,744.26","6,143,035,644.31","8,610,193,718.70","21,820,559,165.39","35,131,210,561.81","9,145,286,442.76","15,539,856,101.74","25,460,604,183.59","38,611,674,185.80","10,567,321,769.61"
经营活动现金流入小计,"2,218,099,192.75","3,907,555,014.21","2,557,350,057.09","4,068,968,958.30","5,021,961,898.99","2,330,949,814.82","4,278,436,871.66","6,948,919,953.20","10,465,460,003.83","3,839,351,515.20","7,829,180,946.71","12,816,742,753.34","18,370,716,164.70","7,281,404,626.24","11,250,987,851.72","16,905,408,353.63","20,653,495,864.96","6,942,448,392.04","9,460,876,720.53","14,034,592,688.58","17,898,564,944.16","5,634,769,190.71","8,809,867,664.87","14,164,119,364.54","17,089,124,848.37","7,166,036,228.80","10,327,819,428.35","15,728,738,144.67","19,904,828,529.03","7,542,624,299.68","11,404,385,832.82","17,018,551,516.41","22,990,557,358.58","6,790,921,511.30","10,900,353,273.55","18,259,502,778.78","24,139,022,765.44","8,914,656,156.49","14,487,775,615.36","22,851,881,927.42","29,598,814,116.52","8,353,726,120.49"
投资活动产生的现金流量净额,"-81,625,484.69","-154,075,510.10","-130,368,518.26","-167,390,744.84","-218,699,064.65","-258,120,380.55","-741,587,150.27","-890,983,302.47","-1,164,301,933.26","-1,608,233,418.54","-2,308,940,482.47","-3,493,412,879.40","-4,858,882,125.62","-2,261,620,789.86","-2,959,140,675.56","-3,302,224,387.08","-3,587,929,617.22","410,971,751.19","-95,480,629.89","-763,563,041.78","-1,665,295,161.20","-762,551,388.19","-1,173,915,472.36","-3,790,647,670.41","-3,447,058,537.54","-582,755,471.26","-900,722,929.71","-654,059,441.09","-3,676,301,732.13","-2,278,941,825.79","-1,991,690,293.36","-1,342,502,945.10","-5,964,333,135.30","-2,043,484,650.52","864,876,394.33","-1,625,472,987.66","-4,161,022,278.97","-542,443,326.59","1,715,156,668.03","-2,519,664,097.12","-3,349,342,124.35","-47,022,654.55"
购买商品、接受劳务支付的现金,"839,550,090.51","1,876,875,185.12","578,283,934.89","1,030,939,162.66","1,655,363,636.36","670,783,464.87","1,301,028,460.89","2,017,371,011.01","3,091,839,515.49","1,125,807,899.25","2,639,614,274.89","4,165,161,254.48","6,364,166,510.20","1,859,882,476.29","3,247,948,749.01","5,285,548,708.61","7,241,602,269.00","2,069,631,290.17","1,795,450,950.49","3,569,526,354.92","6,522,192,950.45","2,045,893,143.42","2,707,279,722.95","4,878,080,772.93","6,363,901,212.89","1,531,352,150.13","2,661,136,194.14","4,446,387,142.94","5,758,979,854.69","1,541,338,647.92","3,199,900,755.71","4,373,129,338.58","6,203,990,821.87","1,968,787,821.23","3,882,657,233.48","5,612,666,694.95","6,973,376,753.35","1,758,839,209.49","4,043,674,998.56","5,584,354,014.62","7,042,490,432.34","1,982,922,768.02"
吸收投资收到的现金,,,,,"2,609,000,000.00",,"2,400,000.00","2,400,000.00","2,400,000.00",,"1,800,000.00","8,800,000.00","11,800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"145,581,062.71","190,268,986.97","97,075,547.85","149,494,668.36","230,942,212.72","97,798,480.39","272,749,707.73","352,503,905.05","489,476,668.21","215,676,201.65","358,945,315.74","483,238,890.36","635,241,400.89","210,029,756.38","386,755,249.11","559,187,818.07","701,417,518.30","296,850,577.48","520,763,003.22","721,407,450.72","1,004,614,349.97","310,783,734.29","523,156,175.00","801,290,577.27","1,093,763,085.26","328,962,234.69","598,217,239.01","875,520,106.10","1,240,547,563.42","418,009,366.60","767,152,957.36","945,525,014.92","1,510,429,701.30","491,558,528.54","859,732,952.89","1,136,315,666.99","1,532,216,356.37","559,971,806.03","954,572,757.33","1,245,156,050.75","1,786,871,082.15","799,674,476.87"
取得借款收到的现金,"34,400,000.00","47,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,,,,,,"389,000,000.00","1,519,000,000.00","3,069,000,000.00",,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"625,901,627.11","918,079,893.96","495,263,282.51","1,061,349,750.00","1,329,355,686.89","633,386,768.33","1,176,648,033.66","1,638,901,430.46","2,245,120,528.06","1,131,596,158.19","2,208,861,176.60","3,378,409,950.74","4,444,740,683.40","1,875,841,296.23","3,822,917,995.16","4,424,862,700.71","5,517,291,895.28","2,012,983,410.76","3,904,466,993.22","4,524,727,444.16","5,391,905,724.86","1,305,452,871.79","3,366,014,941.22","4,259,559,993.93","5,108,219,214.54","2,298,922,647.96","3,338,842,010.83","4,291,340,043.42","5,298,812,457.41","2,577,893,013.40","3,786,950,334.85","4,809,595,196.92","5,758,348,700.63","2,575,151,727.38","4,196,720,712.60","5,513,005,327.01","6,535,601,442.87","3,972,011,907.14","6,320,032,410.56","7,976,989,052.70","8,525,778,929.78","4,569,156,599.76"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"52,719,727.40","900,000,000.00","900,000,000.00","2,200,000,000.00","2,200,000,000.00","700,000,000.00","1,600,000,000.00","1,600,000,000.00","1,600,000,000.00",,,,,,,,,,"1,500,000.00","1,500,000.00","1,500,000.00",
支付其他与经营活动有关的现金,"129,904,248.97","257,427,064.93","140,051,557.25","144,345,703.84","377,948,595.93","91,790,573.83","331,339,622.67","581,461,135.13","799,277,065.57","311,667,595.67","659,622,365.64","922,063,571.05","1,369,483,067.33","395,456,844.58","940,268,237.24","1,384,309,377.94","1,693,484,559.28","547,591,990.08","807,270,684.51","1,429,495,713.29","1,799,837,978.60","409,581,421.93","913,855,164.46","1,193,367,819.14","1,811,437,203.52","408,993,629.11","826,388,046.10","1,356,320,126.37","1,770,133,324.84","489,274,602.49","806,433,572.41","1,379,843,357.66","2,112,743,534.16","585,048,997.15","1,084,908,906.67","1,708,128,945.82","2,214,658,413.54","732,073,531.20","1,510,729,681.80","2,170,910,184.72","3,186,924,855.97","879,006,638.36"
筹资活动现金流入小计,"34,400,000.00","47,000,000.00","5,000,000.00","5,000,000.00","2,614,000,000.00",,"2,400,000.00","2,400,000.00","2,400,000.00",,"1,800,000.00","8,800,000.00","11,800,000.00",,,,,,"389,000,000.00","1,519,000,000.00","3,121,719,727.40","900,000,000.00","900,000,000.00","2,200,000,000.00","2,200,000,000.00","700,000,000.00","1,600,000,000.00","1,600,000,000.00","1,600,000,000.00",,,,,,,,,,"1,500,000.00","1,500,000.00","1,500,000.00",
经营活动现金流出小计,"1,740,937,029.30","3,242,651,130.98","1,310,674,322.50","2,386,129,284.86","3,593,610,131.90","1,493,759,287.42","3,081,765,824.95","4,590,237,481.65","6,625,713,777.33","2,784,747,854.76","5,867,043,132.87","8,948,873,666.63","12,813,631,661.82","4,341,210,373.48","8,397,890,230.52","11,653,908,605.33","15,153,796,241.86","4,927,057,268.49","7,027,951,631.44","10,245,156,963.09","14,718,551,003.88","4,071,711,171.43","7,510,306,003.63","11,132,299,163.27","14,377,320,716.21","4,568,230,661.89","7,424,583,490.08","10,969,567,418.83","14,068,473,200.36","5,026,515,630.41","8,560,437,620.33","11,508,092,908.08","15,585,512,757.96","5,620,547,074.30","10,024,019,805.64","13,970,116,634.77","17,255,852,966.13","7,022,896,453.86","12,829,009,848.25","16,977,409,302.79","20,542,065,300.24","8,230,760,483.01"
偿还债务支付的现金,"112,125,000.00","54,000,000.00","7,000,000.00","7,000,000.00","12,000,000.00",,"109,000,000.00","109,000,000.00","109,000,000.00",,,,,,"36,364.00","36,364.00","36,364.00","36,364.00","36,364.00","1,389,036,364.00","2,118,036,364.00","951,000,000.00","951,000,000.00","951,036,364.00","951,072,728.00",,,,"36,364.00",,"36,364.00","83,536,364.00","83,536,364.00","36,364.00","36,364.00","36,364.00","36,364.00",,"36,364.00","36,364.00","36,364.00","36,365.00"
