科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"24,326,126.51","17,631,937.72","12,521,342.17","19,963,558.72","20,717,881.78","28,810,904.41","112,322,656.15","100,218,061.64","107,022,763.67","73,095,413.50","64,001,855.92","714,099,416.51","149,450,159.24","115,692,069.29","343,568,800.14","183,351,619.05","181,515,589.74"
短期借款,"2,000,000.00","12,000,000.00","28,800,000.00","37,000,000.00","33,000,000.00","28,000,000.00","12,000,000.00","16,900,000.00","44,900,000.00","44,900,000.00","44,900,000.00","28,000,000.00","120,000,000.00","145,000,000.00","144,000,000.00","144,000,000.00","246,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"8,286,554.09","6,960,773.11","6,824,993.27","6,705,086.77","8,981,946.81","9,666,711.09","5,787,144.16","9,696,061.68","11,483,471.75","13,057,263.25","10,870,097.50","8,574,154.67","21,269,082.39","26,440,732.31","14,613,557.83","20,875,671.26","27,023,294.76"
应付票据,"13,500,000.00","4,000,000.00","3,000,000.00",,,,,"1,801,845.00","3,601,845.00","257,142.42",,"317,100.00",,,,,"17,223,335.74"
应收账款,"30,650,149.72","28,950,035.48","41,332,515.49","42,122,058.15","40,926,971.00","41,425,880.75","46,517,150.40","50,586,376.86","54,792,321.37","46,591,734.41","57,859,225.91","63,715,372.37","70,886,732.42","77,637,137.05","77,228,620.13","106,835,339.32","206,716,604.62"
应付账款,"18,355,334.05","15,157,747.63","17,356,161.34","15,031,787.61","10,127,651.62","12,530,661.89","16,103,570.77","18,122,890.90","15,662,329.62","22,467,101.54","27,953,042.01","37,350,989.87","39,280,650.30","36,263,796.74","34,139,275.07","51,036,274.59","116,932,584.78"
预付款项,"5,648,360.76","2,782,534.98","11,816,523.50","5,179,589.64","5,698,076.56","4,120,223.70","11,707,469.97","14,564,122.56","35,809,012.17","30,876,421.74","47,590,215.95","2,732,594.91","8,652,515.57","6,938,105.47","10,864,450.98","32,263,723.12","32,267,434.29"
预收款项,"921,776.31","1,133,509.79","2,536,782.68","2,433,219.85","1,554,096.77","1,890,709.00","1,359,278.63","907,201.86","1,320,579.74","2,668,365.31","1,608,120.94","3,027,253.50","4,428,955.82","4,073,148.68","5,502,376.01","7,218,065.04","37,484,736.50"
其他应收款,"2,383,477.31","2,906,851.79","5,682,960.76","7,393,790.74","6,248,793.94","4,725,564.59","1,816,227.69","1,738,071.44","7,169,319.88","1,820,953.68","2,011,457.01","1,871,355.86","3,691,943.53","2,085,581.48","3,989,200.18","9,067,531.63","16,323,111.27"
应付职工薪酬,"2,965,579.58","3,458,543.44","5,189,092.30","3,730,042.06","3,136,604.09","4,426,221.57","2,775,879.02","3,106,573.96","3,272,246.03","5,300,230.27","4,043,659.71","4,222,536.16","4,876,191.78","8,971,650.15","4,229,232.72","4,372,678.21","6,389,758.53"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"3,768,562.12","2,614,709.39","-547,503.51","1,206,396.10","2,015,898.05","325,040.04","135,385.05","2,280,787.47","629,611.18","-1,957,021.62","997,607.51","4,534,899.82","6,495,319.71","6,508,197.05","8,397,762.11","5,473,013.73","10,370,431.46"
应收利息,,,,,,,,,,,,,,,,,
应付利息,"13,411.56","25,740.27","64,300.27","75,287.67","75,287.67","56,666.67","46,166.67","24,864.13","46,330.80","63,404.58","63,404.58","35,777.78","133,450.00","133,450.00","151,236.11","151,236.11","221,352.68"
应收股利,,,,,,,,,,,,,,,,,
应付股利,"359,420.97",,,,,,,,,,,,,,,,
存货,"19,520,424.21","21,760,152.93","25,011,838.93","30,568,850.95","29,171,978.85","28,192,893.21","33,299,951.63","36,337,890.46","34,674,189.43","28,460,725.07","25,508,825.85","31,353,732.84","35,668,702.16","43,236,505.24","45,093,497.36","47,121,138.96","127,125,459.90"
其他应付款,"431,736.79","5,455,857.90","1,046,909.72","873,827.39","495,692.55","677,234.07","633,008.60","651,544.85","877,224.64","5,709,134.94","8,074,585.39","1,580,607.15","12,009,680.84","5,520,649.58","11,561,666.86","33,584,080.63","31,272,933.07"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,
其他流动资产,,"9,300,769.61",,,,,,,,"259,574.44","122,819.95","5,417,662.62","541,058,627.97","564,359,421.74","296,896,537.90","452,579,648.95","413,110,515.49"
