科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"224,906,895.95","307,438,821.13","224,230,073.51","134,279,977.38","176,317,518.77","261,620,219.69","15,554,193.00","72,065,142.04","133,735,170.74","210,960,023.59","31,103,374.00","85,458,544.00","129,427,954.66","255,240,172.62","79,397,008.70","152,882,412.91","255,475,057.38","456,415,569.32","92,543,871.18","201,449,287.17","343,953,488.07","516,637,947.41","76,539,323.99","181,326,426.79","277,737,968.47","455,837,398.15","84,383,916.66","161,029,046.53","347,200,646.07","495,256,049.20","66,237,200.50","169,371,982.79","233,031,879.21"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"116,523,319.62",,,,"3,500,000.00",,,,,,,,,,,,,,,
收到的税费返还,"1,813,299.53","792,951.26","736,950.28","383,960.40","461,977.48","648,579.81","186,158.74","186,158.74","186,158.74","946,346.77","33,504.27","239,223.93","349,309.39","971,134.09","246,491.92","246,491.92","547,595.90","869,455.87","265,534.99","299,039.26","623,986.20","646,122.95","238,669.66","266,159.00","700,233.03","904,748.85","432,334.05","1,028,414.89","1,117,594.95","2,558,055.60","773,158.53","1,541,281.46","2,677,721.28"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,"12,854,700.00","12,854,700.00",,,,,,,
收到其他与经营活动有关的现金,"48,179,665.46","45,874,642.87","41,050,806.82","25,935,271.84","29,505,097.41","57,308,623.01","7,693,663.20","23,497,962.02","29,966,934.74","49,488,089.41","4,086,985.35","18,288,619.74","24,212,214.82","41,594,731.68","22,236,154.49","68,118,035.57","122,512,759.81","147,867,693.15","10,811,363.96","43,999,854.49","66,214,563.88","90,564,181.62","7,742,863.29","24,297,377.86","69,316,278.32","88,536,839.82","32,367,073.34","48,451,581.88","87,679,226.42","83,886,464.00","10,487,003.68","40,636,822.24","51,704,856.66"
投资活动现金流出小计,"1,362,482.73","4,479,025.01","10,240,831.59","4,024,616.00","6,930,333.39","9,150,766.95","857,810.12","2,586,200.99","9,155,653.96","11,252,929.28","6,255,056.25","14,141,712.53","16,750,318.13","138,081,080.44","7,087,915.70","8,335,204.61","12,031,738.82","32,032,928.74","3,008,119.92","5,939,535.25","44,034,561.13","51,992,012.90","6,521,617.60","160,091,681.59","253,430,492.42","362,584,502.18","121,354,379.29","146,609,032.40","311,135,757.15","523,434,308.49","307,891,099.58","735,814,371.07","1,341,591,987.56"
经营活动现金流入小计,"274,899,860.94","354,106,415.26","266,017,830.61","160,599,209.62","206,284,593.66","319,577,422.51","23,434,014.94","95,749,262.80","163,888,264.22","261,394,459.77","35,223,863.62","103,986,387.67","153,989,478.87","297,806,038.39","101,879,655.11","221,246,940.40","378,535,413.09","605,152,718.34","103,620,770.13","245,748,180.92","410,792,038.15","607,848,251.98","84,520,856.94","205,889,963.65","347,754,479.82","545,278,986.82","117,183,324.05","210,509,043.30","435,997,467.44","581,700,568.80","77,497,362.71","211,550,086.49","287,414,457.15"
投资活动产生的现金流量净额,"1,754,305.31","-4,479,025.01","-10,240,161.59","-4,023,896.00","-6,901,893.39","-9,080,786.95","-857,810.12","-2,586,200.99","-7,563,927.90","-10,559,903.22","-6,255,056.25","-14,141,712.53","-16,750,318.13","-138,081,080.44","-7,087,915.70","-8,334,904.61","-11,946,088.82","-25,113,378.74","-3,008,119.92","-5,939,535.25","-44,034,561.13","-49,320,050.90","-6,521,617.60","-143,955,211.97","-124,490,842.23","-77,017,998.79","-66,449,362.85","-51,155,941.60","-144,359,216.10","-230,517,728.37","10,245,691.95","-136,657,275.17","-107,051,807.78"
购买商品、接受劳务支付的现金,"187,678,564.44","259,320,196.59","159,072,352.09","90,042,795.10","115,909,658.46","196,543,190.49","42,784,868.49","89,438,485.48","143,066,226.98","206,784,624.22","56,792,838.72","116,745,911.81","172,535,868.17","222,700,833.72","76,609,862.33","129,968,235.71","194,282,115.85","303,898,373.06","83,903,868.52","159,465,520.18","256,750,655.16","351,663,856.79","83,346,749.44","154,557,161.03","233,991,355.45","312,542,711.56","101,405,365.13","190,839,148.72","300,837,937.55","394,956,327.20","77,946,252.11","162,117,142.05","265,716,039.38"
吸收投资收到的现金,"10,000,000.00","6,200,000.00",,,,,"538,606,176.60","538,606,176.60","538,606,176.60","547,200,000.00",,,"7,350,000.00","7,350,000.00",,,,,,,"4,900,000.00","5,880,000.00",,,"1,000,000.00","1,000,000.00",,"1,740,000.00","1,740,000.00","1,740,000.00",,,
