科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"20,746,251.15","58,757,200.75","47,700,226.30","110,933,403.84","101,707,881.79","56,132,142.51","22,574,416.57","36,655,536.17","42,724,658.29","67,965,850.02","352,247,898.36","291,787,132.78","155,484,738.72","238,917,598.63","58,282,061.85","136,376,851.19","95,187,454.39","71,686,794.91","50,613,725.88","52,507,843.73","40,816,244.61","64,075,389.48","150,341,686.11","65,762,871.33","60,009,445.53","55,812,269.33","58,787,853.56","62,362,242.69","111,022,578.43","78,992,211.94","63,448,042.16","97,404,192.62","136,951,582.15","136,016,986.29","245,541,989.78","205,762,131.54","210,749,120.08","143,110,210.79","146,427,107.46","246,504,351.39","145,198,515.20","167,840,121.26","602,618,963.22","1,014,438,663.43"
短期借款,"68,880,000.00","64,634,000.00","47,368,000.00","42,900,000.00","39,400,000.00","32,400,000.00","32,400,000.00","24,000,000.00","24,000,000.00","21,320,000.00","221,320,000.00","276,000,000.00","260,000,000.00","260,000,000.00",,,,,,"45,000,000.00","210,000,000.00","235,000,000.00","210,000,000.00","210,000,000.00","210,000,000.00","1,000,000.00",,,,,,"19,000,000.00","19,000,000.00","19,000,000.00","19,000,000.00",,,,"20,000,000.00",,,,"1,387,702,144.26","2,007,171,362.73"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,004,073.80","83,154,229.20"
应收账款,"2,199,045.74","2,247,048.78","2,660,377.30","2,574,234.70","3,219,483.54","3,234,128.69","2,388,594.92","4,129,361.34","2,966,424.31","2,366,493.75","3,625,454.11","2,645,699.47","3,798,137.29","4,132,441.94","4,716,925.35","3,627,245.66","5,978,418.82","6,175,555.95","7,211,436.78","7,047,354.39","10,684,969.84","10,524,260.83","11,853,741.98","9,889,336.96","13,318,225.83","17,279,796.94","17,370,512.29","13,143,175.36","12,614,705.30","13,383,521.91","12,191,496.14","12,378,292.44","17,916,635.34","14,168,842.98","14,275,779.54","17,161,981.62","21,565,339.62","24,294,222.61","26,338,352.39","16,084,139.32","13,783,788.48","20,229,593.44","203,373,667.83","75,165,127.11"
应付账款,"47,291,023.11","46,898,158.49","11,165,893.00","64,703,931.72","42,158,550.60","36,258,182.97","33,724,301.05","32,924,422.72","32,631,960.29","32,794,320.82","23,100,296.39","70,793,361.64","18,744,983.89","19,628,706.76","18,105,554.33","37,588,815.47","30,539,722.67","23,697,282.21","24,307,951.61","22,624,982.35","23,817,698.17","22,954,059.56","18,660,508.46","20,503,123.52","19,429,583.92","20,182,697.91","19,307,946.77","34,758,922.28","35,036,279.32","35,451,717.99","35,493,645.57","58,578,620.48","23,730,869.61","22,096,077.65","23,856,968.44","24,313,483.40","23,112,538.10","67,235,402.17","77,846,691.18","77,627,005.61","17,670,161.90","66,826,515.71","69,579,932.09","317,538,928.27"
预付款项,"54,181,542.65","48,274,046.65","30,149,645.65","24,141,033.43","24,268,215.04","37,851,991.90","48,733,611.60","28,251,517.83","37,211,357.72","41,501,405.97","48,783,304.74","44,285,760.93","25,033,218.36","12,406,780.15","61,708,254.44","53,898,082.24","58,690,918.67","61,654,998.64","65,058,695.39","76,803,784.89","73,942,145.83","152,107,124.73","148,212,551.27","148,283,887.61","159,735,271.89","163,972,326.82","173,594,989.13","91,018,812.99","89,540,360.80","165,823,877.97","167,600,945.34","128,625,359.78","116,668,597.23","136,033,295.38","147,411,455.28","108,236,943.90","108,767,004.24","174,617,724.95","208,170,541.47","67,598,789.02","85,029,876.68","85,382,747.88","382,711,901.44","912,843,489.70"
预收款项,"11,029,996.78","21,080,435.46","1,873,164.09","2,957,171.99","9,368,635.79","32,271,371.79","57,772,085.79","142,957,606.19","218,856,802.74","309,840,386.45","397,472,614.22","306,932,163.78","240,730,687.51","46,116,932.11","43,254,643.99","39,134,147.85","37,150,896.30","22,338,224.29","20,134,357.45","19,556,674.90","3,726,809.94","8,979,806.60","17,413,826.34","19,033,810.90","15,561,778.16","17,343,165.61","19,329,405.64","23,843,858.07","23,946,282.53","21,932,963.59","24,833,562.73","28,572,757.37","22,803,378.42","25,640,247.62","309,114,292.22","428,054,670.19","621,006,892.30","754,711,163.32","873,746,833.94","365,746,868.16","224,367,103.88","230,886,723.58","310,980,168.69","212,124,147.38"
