科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他应收款,"1,481,802.49","3,171,481.42","32,006,805.49","3,953,818.05","6,882,654.05","30,444,715.44","5,296,716.73","2,676,347.07","9,428,011.01","6,405,907.92","12,442,294.65","18,759,038.10","7,987,224.46","14,101,961.23","9,906,086.10","21,206,236.04","20,161,510.22"
应付职工薪酬,"48,447,150.85","46,656,331.36","48,294,486.96","30,342,526.94","51,952,016.39","58,866,770.31","71,986,107.43","45,963,695.59","57,365,993.82","71,364,033.54","93,248,877.68","50,183,598.09","59,641,883.39","67,887,342.37","96,944,948.97","56,402,449.68","78,770,955.96"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"-31,462,043.71","-18,346,792.85","-18,202,562.10","-1,029,704.42","-2,706,938.94","-3,611,092.52","-9,239,753.79","10,678,058.08","4,781,530.57","-1,386,315.90","61,970,531.37","55,352,300.76","27,647,767.82","30,287,244.91","-4,086,580.48","13,851,283.98","29,169,011.07"
应收利息,,,,,,,,,,,"4,281,028.43","11,197,659.63","16,603,838.55","14,297,086.26","8,687,580.38","8,910,277.76","17,088,194.41"
应付利息,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,"70,158,600.00",,,,,,,,,,,,
存货,"394,645,050.69","497,105,570.65","428,944,118.71","415,490,684.21","395,765,670.54","416,269,237.48","358,549,126.41","365,118,635.35","335,985,201.54","366,387,776.84","492,145,123.63","553,307,907.22","571,731,373.72","714,660,506.08","729,341,883.43","668,705,177.62","620,685,245.70"
其他应付款,"68,203,635.27","78,252,186.32","89,293,149.33","95,598,214.98","95,680,134.04","100,098,532.04","93,005,103.51","87,153,871.32","97,356,394.16","96,586,512.01","157,223,218.87","152,798,933.89","169,439,362.53","140,040,383.36","174,488,628.84","145,559,858.06","159,792,663.44"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,"300,000,000.00","300,000,000.00",
其他流动资产,,,,,"613,000,000.00","704,000,000.00","354,000,000.00","484,000,000.00","370,000,000.00","920,000,000.00","563,533,480.47","327,498,792.19","203,492,081.18","38,730,294.50","55,660,144.80","33,570,648.38","24,117,018.11"
其他流动负债,"8,915,233.79","9,394,591.47","9,105,354.36","8,911,290.15","8,723,782.37","8,401,132.59","8,570,281.10","8,383,484.35","8,092,897.99","7,562,538.66","7,375,559.18","7,562,538.66","6,150,288.56","5,844,673.87","5,421,775.92","7,232,046.92","5,098,509.77"
流动资产合计,"1,603,032,922.41","1,649,437,293.82","1,975,202,576.01","1,917,887,102.06","2,740,077,612.92","2,705,455,456.92","2,703,590,481.71","3,236,514,537.55","2,816,183,094.06","3,631,631,484.76","4,090,905,664.76","4,771,257,441.35","4,730,310,773.44","3,832,666,294.42","4,006,878,840.40","3,821,135,800.70","3,534,308,390.73"
流动负债合计,"1,470,658,950.36","1,494,443,127.98","1,450,484,918.27","1,312,254,241.03","1,369,411,288.09","1,263,849,748.83","1,132,721,085.68","1,551,679,886.52","1,078,391,110.88","1,771,255,975.90","2,097,944,205.28","2,650,604,245.20","2,341,892,917.76","1,747,264,215.77","1,910,874,630.56","1,688,405,509.08","1,354,042,554.99"
可供出售金融资产,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,"300,000,000.00",,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,"20,000,000.00","19,293,480.06","18,997,231.84","18,411,180.89","17,460,801.71","17,541,045.89","20,142,721.28","13,474,580.99","13,111,230.23","12,691,574.61","12,193,776.85","11,699,106.89"
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"805,365,635.78","857,607,807.95","829,644,286.00","830,498,937.48","819,342,225.69","820,326,245.57","810,518,934.11","800,896,241.05","776,880,695.03","764,262,664.52","779,364,527.42","778,011,010.72","781,340,877.59","784,247,836.71","800,885,222.03","800,860,131.96","804,958,941.94"
递延所得税负债,,,,,,,,,,,,,,,,,
在建工程,"8,635,195.44","11,882,304.06","5,824,069.51","13,081,761.48","12,383,151.12","8,660,507.82","5,405,943.02","9,241,715.14","14,633,919.07","18,407,531.60","6,805,047.10","14,010,087.98","43,072,732.88","91,733,408.24","139,101,666.63","169,813,551.41","162,454,481.87"
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"52,957,198.55","43,993,357.72","35,861,719.88","33,672,530.03","31,552,804.34","29,576,977.58","28,477,884.92","26,407,710.06","24,492,541.50","22,947,454.43","21,195,453.78","18,869,754.49","318,306,177.78","16,802,121.72","15,696,232.05","14,349,198.00","13,145,810.74"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"1,523,616,148.91","1,538,436,485.70","1,486,346,638.15","1,345,926,771.06","1,400,964,092.43","1,293,426,726.41","1,161,198,970.60","1,578,087,596.58","1,102,883,652.38","1,794,203,430.33","2,119,139,659.06","2,669,473,999.69","2,660,199,095.54","1,764,066,337.49","1,926,570,862.61","1,702,754,707.08","1,367,188,365.73"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00","401,000,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"84,972,158.94","84,972,158.94","84,972,158.94","84,972,158.94","795,976,432.88","795,976,432.88","795,976,432.88","795,976,432.88","795,976,432.88","795,976,432.88","794,620,867.40","794,620,867.40","794,980,867.40","794,980,867.40","794,980,867.40","794,980,867.40","794,980,867.40"
无形资产,"177,996,093.31","174,149,508.79","170,302,924.27","169,341,278.14","168,379,632.01","167,417,985.88","167,048,446.42","166,049,793.63","165,051,140.83","164,052,488.07","163,053,835.29","162,055,182.51","161,056,529.73","160,056,093.54","159,985,353.84","158,865,650.67","157,745,947.50"
盈余公积,"131,210,435.15","162,932,483.33","197,335,241.29","197,335,241.29","197,335,241.29","197,335,241.29","200,500,000.00","200,500,000.00","200,500,000.00","200,500,000.00","200,500,000.00","200,500,000.00","200,500,000.00","200,500,000.00","200,500,000.00","200,500,000.00","200,500,000.00"
开发支出,,,,"8,400.90",,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,"8,400.90","8,400.90","8,400.90",,"8,400.90","8,400.90","8,400.90","8,400.90","8,400.90","8,400.90","8,400.90","8,400.90","8,400.90","8,400.90","8,400.90","8,400.90","8,400.90"
未分配利润,"506,913,737.82","558,412,171.40","868,036,993.00","959,585,726.70","961,007,150.56","1,042,381,109.77","1,156,492,498.97","1,266,153,710.23","1,301,037,698.53","1,414,991,703.28","1,581,746,382.44","1,727,430,886.65","1,702,741,432.69","1,751,798,574.68","1,843,014,721.28","1,915,606,644.27","1,971,204,837.97"
长期待摊费用,"2,958,385.96","3,905,596.84","5,600,840.75","5,208,648.88","5,003,654.73","4,644,562.27","4,401,402.47","4,035,265.34","3,669,128.21","3,302,991.08","2,936,853.95","2,591,731.83","2,204,579.75","3,789,932.49","18,594,664.06","28,959,922.64","38,115,640.93"
少数股东权益,,,,,,"6,000,000.00","5,784,783.94","5,695,940.27","5,533,733.94","5,224,539.11",,,,"1,999,793.20","1,997,738.42","2,103,735.74","2,456,809.29"
递延所得税资产,"7,758,152.62","6,802,527.54","9,148,205.22","10,834,061.30","10,128,509.16","8,646,666.48","9,725,152.84","10,585,719.51","11,173,924.49","11,831,068.16","34,604,370.87","44,099,821.40","26,839,176.34","27,762,846.09","29,536,116.07","23,855,363.92","27,119,346.33"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"1,002,721,864.01","1,054,356,146.08","1,020,528,726.65","1,028,973,088.18","1,015,245,573.61","1,029,704,368.92","1,016,401,759.82","1,009,814,367.41","989,828,389.42","979,325,946.04","1,004,314,081.42","1,020,918,956.62","1,027,996,878.18","1,080,709,748.20","1,160,802,998.14","1,194,556,798.35","1,202,101,866.36"
所有者权益(或股东权益)合计,"1,082,138,637.51","1,165,356,954.20","1,509,384,664.51","1,600,933,419.18","2,354,359,094.10","2,441,733,099.43","2,558,793,270.93","2,668,241,308.38","2,703,127,831.10","2,816,754,000.47","2,976,080,087.12","3,122,702,398.28","3,098,108,556.08","3,149,309,705.13","3,241,110,975.93","3,312,937,891.97","3,369,221,891.36"
资产总计,"2,605,754,786.42","2,703,793,439.90","2,995,731,302.66","2,946,860,190.24","3,755,323,186.53","3,735,159,825.84","3,719,992,241.53","4,246,328,904.96","3,806,011,483.48","4,610,957,430.80","5,095,219,746.18","5,792,176,397.97","5,758,307,651.62","4,913,376,042.62","5,167,681,838.54","5,015,692,599.05","4,736,410,257.09"
负债和所有者(或股东权益)合计,"2,605,754,786.42","2,703,793,439.90","2,995,731,302.66","2,946,860,190.24","3,755,323,186.53","3,735,159,825.84","3,719,992,241.53","4,246,328,904.96","3,806,011,483.48","4,610,957,430.80","5,095,219,746.18","5,792,176,397.97","5,758,307,651.62","4,913,376,042.62","5,167,681,838.54","5,015,692,599.05","4,736,410,257.09"
