科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"512,388,399.53","479,916,335.58","787,905,937.72","795,446,042.47","1,052,800,844.05","822,017,209.25","1,273,218,504.61","1,696,868,478.54","1,422,088,211.52","1,455,450,961.33","2,057,278,846.80","2,833,945,358.42","2,931,667,018.85","1,888,644,851.61","1,952,177,224.96","1,911,284,866.09","1,733,475,081.27"
短期借款,"473,708,087.30","518,236,500.00","441,572,372.66","362,389,800.00","366,816,000.00","254,112,000.00","129,872,000.00","672,210,000.00","202,624,000.00","640,337,600.00","680,000,000.00","1,315,000,000.00","1,140,000,000.00","300,000,000.00",,,
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"14,070,052.57","27,920,691.94","17,828,655.31","41,875,296.80","38,338,003.91","44,381,359.68","47,048,237.00","67,772,742.11","50,219,268.80","56,933,813.92","71,800,152.16","78,506,092.32","127,035,292.75","110,416,084.21","119,526,562.79","137,147,355.74","200,875,399.21"
应付票据,"224,760,000.00","210,500,000.00","250,020,000.00","292,840,000.00","244,940,000.00","249,020,000.00","273,460,000.00","261,380,000.00","182,360,000.00","227,480,000.00","294,940,000.00","264,288,225.40","260,313,105.23","267,025,074.76","327,842,078.34","349,412,587.21","329,117,403.40"
应收账款,"644,097,869.46","600,970,357.40","642,670,750.25","609,392,713.88","607,083,904.92","652,649,271.70","639,386,689.54","596,946,763.81","601,529,582.53","766,357,718.75","847,146,476.00","845,016,084.35","820,828,154.88","1,005,473,184.38","1,079,368,129.84","984,018,897.46","870,072,888.68"
应付账款,"647,711,708.94","620,713,305.57","595,303,621.09","492,904,882.08","513,800,091.75","562,376,871.03","519,435,429.20","432,834,651.54","476,712,194.96","667,773,489.32","731,350,414.82","753,345,024.68","632,348,909.26","869,977,910.45","932,503,031.31","764,904,957.23","694,340,754.35"
预付款项,"36,349,747.67","40,352,856.83","65,846,308.53","51,728,546.65","26,206,535.45","35,693,663.37","26,091,207.42","23,131,570.67","26,932,818.66","60,095,306.00","42,278,262.62","103,026,509.12","50,965,789.05","46,342,326.15","52,211,228.10","56,292,341.61","47,833,053.13"
预收款项,"30,375,177.92","29,037,006.11","35,098,495.97","30,297,231.30","20,047,602.48","34,585,535.38","45,631,918.23","33,076,125.64","49,098,099.38","61,538,118.27","71,835,603.36","52,073,623.72","46,351,600.97","66,201,586.05","77,760,747.66","51,042,326.00","57,753,257.00"
