科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"740,939,454.86","356,903,864.75","1,148,532,065.90","828,432,018.03","955,998,814.70","1,050,949,161.41","83,569,397.50","164,997,891.12","306,943,380.92","865,208,163.56","128,277,181.03","155,587,424.96","213,993,541.31","466,469,207.99","80,403,288.69","112,067,136.74","229,790,511.17","602,850,893.19","49,170,282.52","158,855,391.13","223,200,511.04","476,739,148.13","188,128,586.89","522,148,702.68","914,724,185.41","1,368,083,666.22","112,125,215.47","368,497,245.83","688,431,367.66","1,621,343,975.65","150,251,398.37","372,264,575.59","775,739,325.64","1,024,374,842.65","125,748,076.76"
取得子公司及其他营业单位支付的现金净额,"9,000,000.00",,"17,763,755.05",,,,,,,,,,,,,917.60,917.60,"4,039,082.40",,,,,,,"241,429.91","50,277,930.80",,,,"359,773.59",,"706,666.91","706,666.91","24,229.00",
收到的税费返还,,,,,,"18,498,281.18","408,416.22","409,995.29","411,567.96","9,993,302.45",,,,,"271,232.96","305,113.88","877,867.04","2,099,666.91","82,621.24","82,621.24","86,177.43","82,621.24",,"2,594,885.55","2,601,240.54","2,609,285.04",,"20,924.48","5,080,734.73","8,207,237.59","1,691,844.13","1,763,068.50","48,361,613.82","33,713,027.10","250,448.10"
支付其他与投资活动有关的现金,,,,,,,,,,"42,000,000.00",,,,,,,,"30,000,000.00",,"214,479,994.31","338,499,966.04","634,057,600.43","96,542,190.24","96,909,262.93","98,510,963.98","122,429,590.57","404,000.00","1,469,750.00","1,549,184.88","1,609,451.81",,,,"58,542.25",
收到其他与经营活动有关的现金,"20,533,394.26","51,670,353.14","97,866,680.85","37,894,988.10","40,051,100.58","53,068,387.96","16,177,944.29","35,114,945.41","43,028,099.84","56,251,751.07","86,688,339.08","11,473,033.75","16,481,706.85","165,391,161.01","142,302,267.58","5,013,281.03","13,313,038.05","187,008,603.83","6,319,664.21","189,853,115.16","232,808,845.60","349,334,575.38","77,160,456.46","91,669,014.50","133,530,545.47","230,433,447.26","5,562,147.86","232,823,843.21","257,999,141.22","265,783,103.59","27,288,377.13","94,782,042.23","155,825,972.54","201,333,279.91","20,939,070.07"
投资活动现金流出小计,"167,836,724.75","84,554,728.50","232,829,129.12","175,867,319.18","194,964,841.71","349,929,174.16","31,684,558.51","57,754,840.14","243,597,964.44","870,465,027.77","111,864,200.00","256,767,767.19","514,059,413.25","1,490,644,050.46","85,283,365.23","252,198,986.23","467,088,749.81","1,193,053,940.92","553,794,688.08","776,137,968.46","1,101,386,668.33","3,415,667,202.46","1,084,229,457.31","1,369,582,123.95","1,936,887,350.57","4,584,296,601.44","1,770,033,674.15","2,350,937,912.51","3,642,073,593.08","4,964,281,683.48","2,207,461,201.92","1,107,417,605.81","1,513,904,688.37","2,176,065,224.02","262,461,469.66"
经营活动现金流入小计,"761,472,849.12","408,574,217.89","1,246,398,746.75","866,327,006.13","996,049,915.28","1,122,515,830.55","100,155,758.01","200,522,831.82","350,383,048.72","931,453,217.08","214,965,520.11","167,060,458.71","230,475,248.16","631,860,369.00","222,976,789.23","117,385,531.65","243,981,416.26","791,959,163.93","55,572,567.97","348,791,127.53","456,095,534.07","826,156,344.75","265,289,043.35","616,412,602.73","1,050,855,971.42","1,601,126,398.52","117,687,363.33","601,342,013.52","951,511,243.61","1,895,334,316.83","179,231,619.63","468,809,686.32","979,926,912.00","1,259,421,149.66","146,937,594.93"
投资活动产生的现金流量净额,"-167,836,724.75","-84,554,728.50","-232,799,129.12","-175,867,319.18","-194,964,841.71","-347,383,574.16","-31,684,558.51","-57,754,840.14","-243,597,964.44","-870,390,027.77","58,615,532.08","192,487,138.22","-64,804,507.84","-840,190,257.12","-28,572,970.27","170,463,436.13","100,806,153.10","-163,643,776.21","-392,426,318.08","-736,778,737.86","-1,032,000,918.52","-3,234,451,685.98","-100,535,678.12","675,586,807.37","532,360,490.04","-2,266,750,166.69","270,442,355.57","152,652,847.31","-1,113,691,949.41","-1,737,913,786.88","-287,082,507.13","-517,475,188.88","-863,406,314.38","-1,426,445,457.33","-14,439,469.66"
购买商品、接受劳务支付的现金,"548,291,514.70","249,119,529.99","721,948,522.19","674,083,345.88","767,972,846.77","868,527,999.89","115,331,481.38","150,611,242.77","266,516,619.68","314,123,767.76","46,981,216.27","198,536,541.32","335,246,976.58","439,920,330.88","145,601,483.11","334,057,765.49","448,277,512.93","764,814,597.63","104,289,618.97","366,383,825.99","520,135,349.16","682,533,516.74","269,222,004.83","598,013,375.89","861,951,282.34","766,827,256.24","57,017,335.17","131,715,723.29","235,321,123.48","456,810,155.72","139,356,086.33","296,383,203.18","414,437,142.20","578,585,607.43","291,548,558.40"
吸收投资收到的现金,"66,000,000.00","100,000,000.00",,,"2,420,000,000.00","2,420,000,000.00",,,,,,,,,,,,,,,,"2,125,569,997.19","16,254,000.00","16,254,000.00","16,254,000.00","16,254,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00","10,000.00","10,000.00","10,000.00","90,010,000.00",
