科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付的各项税费,"24,926,250.63","65,922,601.89","40,870,625.79","25,150,640.36","28,330,513.74","41,650,416.75","5,976,961.16","16,050,827.57","30,561,297.53","38,813,844.27","2,778,371.22","5,977,134.91","13,278,720.75","30,317,694.64","3,998,097.20","19,720,229.61","28,571,048.04","40,002,254.90","3,781,085.61","18,113,357.54","31,870,927.39","42,124,807.45","13,677,717.50","28,317,546.75","37,225,939.68","51,864,138.28","10,040,256.09","21,799,153.69","28,211,891.33","42,876,935.33","34,599,649.59","39,247,483.00","48,084,514.71"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,"6,573,453.31",,,,"2,220,400.00",,,,"17,180,000.00",,,
支付其他与经营活动有关的现金,"11,944,141.68","10,434,911.56","11,000,328.23","5,476,648.86","10,962,609.55","14,258,005.20","2,686,367.48","5,496,374.57","8,315,382.24","14,236,461.97","2,480,436.37","5,574,719.12","14,979,057.28","15,492,103.53","3,231,015.06","5,566,649.57","8,369,857.12","18,833,226.37","1,966,512.18","7,541,180.66","15,394,873.66","20,853,254.59","6,161,769.47","39,096,903.84","53,901,002.27","49,815,306.48","18,029,544.27","57,783,206.45","51,715,859.04","78,136,221.68","43,172,833.66","58,431,919.80","67,215,649.31"
筹资活动现金流入小计,"129,440,000.00","172,444,000.00","167,340,000.00","82,800,000.00","778,100,000.00","800,100,000.00","40,000,000.00","40,000,000.00","40,000,000.00","50,000,000.00","5,100,000.00","11,100,000.00","14,316,696.00","6,000,000.00",,,,,"6,000,000.00","58,000,000.00","133,481,576.47","205,635,480.81","43,500,000.00","53,698,700.00","63,512,800.00","127,220,400.00","90,000,000.00","165,246,207.80","196,037,151.08","201,035,164.82","3,675,000.00","47,844,835.18","47,844,835.18"
经营活动现金流出小计,"292,722,034.66","455,751,729.02","210,365,259.65","212,090,935.78","321,698,634.14","475,114,442.39","131,225,502.90","199,679,649.39","307,461,121.06","442,790,429.81","172,248,998.83","244,116,106.04","367,268,625.81","498,103,133.44","168,721,034.85","292,569,620.84","439,660,351.98","606,443,358.19","118,878,955.67","265,288,792.26","405,883,864.55","556,991,464.27","141,896,189.18","290,008,510.99","411,755,989.63","581,438,929.68","278,395,322.96","488,791,382.97","649,331,001.58","823,311,448.36","191,394,774.36","305,619,997.15","376,950,773.86"
偿还债务支付的现金,"112,800,000.00","120,000,000.00","199,784,000.00","87,800,000.00","90,250,000.00","264,800,000.00",,"30,000,000.00","40,000,000.00","50,000,000.00",,,,,,,,,,,"54,511,142.66","67,500,000.00","25,200,000.00","25,700,000.00","65,700,000.00","95,200,000.00","40,000,000.00","91,000,000.00","116,000,000.00","148,700,000.00","15,000,000.00","25,200,000.00","42,500,000.00"
经营活动产生的现金流量净额,"18,855,468.61","17,256,258.01","81,795,647.83","53,339,312.21","-18,438,185.99","-51,955,129.81","-76,590,401.14","-2,622,642.80","-4,763,420.04","-9,477,121.64","-19,167,113.38","626,339.94","64,578,699.03","169,829,430.55","-51,215,553.43","-18,981,427.99","-5,475,952.40","71,921,615.28","-72,409,084.28","-107,611,348.25","-34,996,932.20","-106,427,237.21","49,602,238.54","16,134,853.29","112,765,253.66","122,179,911.35","10,518,456.21","67,837,969.49","64,285,259.69","145,106,402.34","5,123,870.01","-36,126,813.32","43,294,903.25"
分配股利、利润或偿还利息支付的现金,"8,053,650.71","10,560,946.29","10,438,143.73","31,545,650.15","33,493,568.15","34,014,399.12","282,236.14","12,249,010.16","12,271,760.16","12,598,402.81",,"8,720,623.18","8,720,623.18","8,908,452.17",,"5,926,756.00","16,307,960.45","18,000,000.00",,"17,987,441.75","17,987,441.75","20,010,804.96","1,293,497.39","11,900,883.94","21,121,061.72","22,570,372.44","1,826,851.63","21,633,897.15","22,695,204.09","24,958,967.40","432,296.87","19,144,467.08","19,327,576.74"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,"5,093,629.20",,,,,,,,,,,,,,,,"5,002,920.00",,,,"5,976,625.91",,,,"4,000,000.00",,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,951.59",,,,,,
筹资活动现金流出小计,"120,853,650.71","130,560,946.29","210,222,143.73","119,345,650.15","123,743,568.15","303,908,028.32","282,236.14","42,249,010.16","52,271,760.16","62,598,402.81",,"8,720,623.18","8,720,623.18","8,908,452.17",,"5,926,756.00","16,307,960.45","18,000,000.00",,"17,987,441.75","72,498,584.41","92,513,724.96","26,493,497.39","37,600,883.94","86,821,061.72","123,746,998.35","41,826,851.63","112,633,897.15","138,695,204.09","177,658,967.40","15,432,296.87","44,344,467.08","61,827,576.74"
处置固定资产、无形资产和其他长期资产收回的现金净额,"10,000.00","10,000.00","109,303.00",,"280,000.00","280,000.00",,,,,,,,,,,"20,000.00","77,750.20",,"15,000.00","15,000.00","15,000.00",,,"2,350.00","3,700.00","16,000.00","16,000.00","17,760.00","17,910.00",,"486,685.00","492,677.50"
筹资活动产生的现金流量净额,"8,586,349.29","41,883,053.71","-42,882,143.73","-36,545,650.15","654,356,431.85","496,191,971.68","39,717,763.86","-2,249,010.16","-12,271,760.16","-12,598,402.81","5,100,000.00","2,379,376.82","5,596,072.82","-2,908,452.17",,"-5,926,756.00","-16,307,960.45","-18,000,000.00","6,000,000.00","40,012,558.25","60,982,992.06","113,121,755.85","17,006,502.61","16,097,816.06","-23,308,261.72","3,473,401.65","48,173,148.37","52,612,310.65","57,341,946.99","23,376,197.42","-11,757,296.87","3,500,368.10","-13,982,741.56"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,292,057.83","45,292,057.83","45,292,057.83",,,"178,184,748.37"
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,"-1,904,565.36","-7,246,351.12","-12,445,097.77","-5,138,818.41","-11,903,782.06","-8,867,491.03","466,478.09","295,382.13","463,648.49","-2,765,142.68","12,444.63","235,649.45","403,862.24"
收到其他与投资活动有关的现金,,,,,,,,,,"386,227,434.24","120,389.05","60,151,959.76","279,942,270.64","583,326,415.15","239,744,938.92","470,092,553.70","919,685,593.37","1,557,437,169.17","476,680,869.19","821,340,444.77","1,282,230,483.62","1,750,526,576.06","294,148,712.85","724,821,566.83","943,380,407.87","1,160,074,003.63","217,017,633.11","501,029,380.89","726,879,964.79","1,075,938,065.88","221,614,610.18","323,789,612.80","485,453,827.11"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,000.00","10,000.00","109,303.00",,"280,000.00","280,000.00",,,,"386,227,434.24","120,389.05","60,151,959.76","279,942,270.64","583,326,415.15","239,744,938.92","470,092,553.70","919,705,593.37","1,557,514,919.37","476,680,869.19","821,355,444.77","1,282,245,483.62","1,750,541,576.06","294,148,712.85","724,821,566.83","943,382,757.87","1,160,077,703.63","217,140,584.70","546,337,438.72","772,189,782.62","1,121,248,033.71","221,614,610.18","324,276,297.80","664,131,252.98"
五、现金及现金等价物净增加额,"-21,094,147.56","16,580,899.03","11,011,250.05","7,272,320.91","617,397,101.88","410,578,824.31","-49,943,228.87","-41,415,376.64","-73,056,750.91","-132,297,786.97","-11,253,978.33","-28,679,946.73","-7,023,879.67","-35,518,541.38","-80,452,813.32","-64,606,055.74","-120,312,313.93","-111,649,308.97","-40,906,904.02","9,279,174.84","11,427,901.74","32,075,199.32","51,136,884.16","-153,071,784.25","-123,882,586.34","-129,154,914.07","69,203,998.27","82,679,808.31","52,669,323.23","35,032,951.41","43,875,052.13","-53,126,100.27","144,487,965.63"
购建固定资产、无形资产和其他长期资产支付的现金,"48,545,965.46","42,568,412.69","28,011,557.05","9,521,341.15","18,801,143.98","33,938,017.56","13,070,591.59","36,543,723.68","56,021,570.71","94,449,696.76","13,307,254.00","47,837,623.25","93,640,922.16","122,365,934.91","12,982,198.81","20,090,425.45","31,233,994.45","45,045,843.62","19,108,688.93","28,728,979.93","43,113,136.38","49,263,639.62","11,295,472.07","165,027,202.02","194,678,554.09","219,168,439.67","29,394,669.10","54,233,292.68","102,211,118.56","116,867,419.38","13,218,575.82","70,161,602.30","76,609,970.48"
期初现金及现金等价物余额,"35,948,805.98","14,854,658.42","31,435,557.45","42,446,807.50","42,446,807.50","42,446,807.50","453,025,631.81","453,025,631.81","453,025,631.81","453,025,631.81","320,727,844.84","320,727,844.84","320,727,844.84","320,727,844.84","285,209,303.46","285,209,303.46","285,209,303.46","285,209,303.46","173,559,994.49","175,526,157.30","175,936,512.99","173,559,994.49","205,635,194.65","205,635,193.81","205,635,193.81","205,635,193.81","76,480,279.74","76,480,279.74","76,480,279.74","76,480,279.74","120,615,271.40","111,513,231.15","111,513,231.15"
投资支付的现金,,,,,,,,,,,,,,"53,400,000.00",,,,,"18,030,000.00","45,078,500.00","93,346,940.00",,,,,,,,"38,630,196.00","38,895,120.00",,,
期末现金及现金等价物余额,"14,854,658.42","31,435,557.45","42,446,807.50","49,719,128.41","659,843,909.38","453,025,631.81","403,082,402.94","411,610,255.17","379,968,880.90","320,727,844.84","309,473,866.51","292,047,898.11","313,703,965.17","285,209,303.46","204,756,490.14","220,603,247.72","164,896,989.53","173,559,994.49","132,653,090.47","184,805,332.14","187,364,414.73","205,635,193.81","256,772,078.81","52,563,409.56","81,752,607.47","76,480,279.74","145,684,278.01","159,160,088.05","129,149,602.97","111,513,231.15","164,490,323.53","58,387,130.88","256,001,196.78"
