科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"34,047,499.65","17,532,656.00","11,821,197.40","65,577,809.55","64,166,567.14","28,761,681.66","32,371,747.62","49,928,339.70","40,439,566.44","39,175,278.77","48,331,931.11","65,253,681.04","53,542,918.23","77,944,550.21","51,051,410.19","74,789,999.34","41,423,682.33","34,809,366.36","28,370,522.08","56,684,837.59","69,147,565.69","44,402,509.86","45,438,181.85","81,295,428.80","54,121,014.14","65,642,056.44","87,551,589.66","107,965,560.91","76,792,691.11","87,835,333.14","81,404,964.85","124,218,516.86","80,414,375.93","86,277,818.86","99,544,256.82","123,417,163.19","85,056,119.81","69,742,582.80","68,805,343.74","27,600,371.44","62,116,555.39","30,497,087.16","27,935,689.34","45,175,761.77","40,962,331.62","40,527,885.96"
短期借款,"68,150,000.00","76,450,000.00","71,173,831.56","50,368,876.60","73,993,164.79","34,850,000.00","23,950,000.00","22,450,000.00","27,350,000.00","20,850,000.00","23,350,000.00","25,350,000.00","35,000,000.00","31,500,000.00","31,000,000.00","34,000,000.00","22,000,000.00","22,000,000.00","18,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","29,000,000.00","28,000,000.00","8,000,000.00","7,000,000.00",,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"3,970,000.00","5,370,000.00","4,086,000.00","2,131,418.87","600,000.00","2,600,000.00","4,384,150.00",,"75,500.00","76,600.00","730,000.00","1,061,600.00","630,000.00","49,225.44","840,000.00",,,,"100,000.00","650,000.00","300,000.00",,"2,694,000.00","250,000.00",,,"40,000.00","374,000.00","340,000.00","1,380,000.00","2,300,000.00","3,180,000.00","350,000.00",,"2,109,500.00","1,831,500.00","1,130,000.00","2,330,000.00","2,618,650.00",,"1,208,875.00","220,500.00","15,878,744.00","50,000.00",
应付票据,"5,100,000.00","25,970,000.00","28,470,000.00","4,406,000.00","1,906,000.00","600,000.00","2,600,000.00","6,000,000.00","6,000,000.00",,,,"9,000,000.00","9,000,000.00",,,,,,,,,,,,,,,,,,,"6,500,000.00","18,430,000.00","24,418,400.00","20,508,400.00","13,009,640.00","6,588,600.00","2,248,600.00","1,845,000.00","40,000.00","40,000.00","40,000.00","40,000.00","40,000.00",
应收账款,"254,440,514.80","233,865,212.06","336,011,848.69","181,309,747.33","206,484,932.23","236,783,663.71","209,610,219.18","173,660,074.88","167,366,273.74","149,602,873.01","159,928,113.75","257,446,709.33","229,441,579.15","222,318,460.22","268,944,508.66","225,803,047.65","190,140,971.14","216,748,466.22","220,159,370.12","169,640,050.02","122,427,626.16","124,421,377.57","155,586,200.08","152,791,168.72","152,791,615.00","140,397,234.21","102,468,223.97","121,290,113.35","129,269,948.03","123,520,330.04","127,522,843.95","123,555,550.88","131,636,926.59","136,624,741.19","138,095,147.11","134,014,154.00","140,094,608.75","149,631,746.23","146,715,137.52","136,074,792.34","127,646,739.37","134,991,816.08","126,022,434.53","76,253,768.68","74,398,273.08","21,389,237.83"
应付账款,"104,456,085.30","69,186,142.50","87,147,561.04","126,038,398.43","143,053,017.62","138,105,109.44","145,457,373.24","78,484,781.19","76,918,721.21","74,844,562.76","88,883,896.22","153,375,840.11","128,884,997.25","125,502,440.08","166,191,322.87","187,578,403.76","147,773,855.39","132,591,349.77","117,378,102.18","72,505,815.69","57,574,523.30","57,285,812.34","52,359,827.76","59,772,901.29","52,395,328.94","62,836,292.95","59,213,604.58","50,492,644.44","46,896,408.25","52,287,103.08","52,524,295.00","64,400,948.54","60,034,146.58","61,596,333.72","54,444,924.13","37,336,706.17","33,590,255.27","36,823,780.82","34,155,743.24","34,672,564.45","31,608,139.99","27,895,590.19","24,515,677.07","21,501,715.83","19,085,883.27","12,304,237.01"
预付款项,"65,357,982.76","72,965,844.64","80,532,686.91","28,599,777.91","28,005,213.95","27,597,768.33","29,118,366.13","29,177,979.98","32,460,889.62","31,673,525.90","32,504,298.14","2,625,985.65","2,101,868.53","1,874,612.28","1,270,232.93","25,262,242.01","23,269,102.17","25,012,305.43","24,572,589.03","15,295,379.26","15,923,623.21","10,473,249.37","4,105,322.38","7,112,829.64","17,528,031.76","21,921,290.01","22,684,077.86","1,448,055.55","1,184,348.10","1,278,453.64","718,840.06","8,736,075.46","8,276,643.49","8,331,857.37","8,396,345.17","385,450.80","327,058.46","69,883.31","123,705.46","543,352.21","10,421,832.87","10,356,964.68","10,359,362.39","1,878,311.93","2,436,695.05","2,151,545.06"
预收款项,"45,329,759.80","41,803,601.63","50,670,445.70","91,848,322.95","85,202,430.97","81,095,744.58","54,116,363.09","60,610,993.70","66,894,807.65","33,741,063.62","56,786,631.52","18,963,505.02","13,874,867.32","18,121,099.02","19,760,240.32","69,358,377.40","69,460,979.76","12,026,120.10","35,196,735.55","36,939,448.50","38,202,653.26","12,416,540.26","31,362,264.72","14,395,206.29","18,233,658.62","9,533,002.69","10,608,613.90","9,283,263.47","10,593,630.27","11,330,001.87","10,274,978.21","8,342,234.23","8,032,937.53","7,417,028.65","6,948,124.26","7,738,572.04","8,306,896.54","7,557,996.54","8,091,841.52","7,654,564.12","4,021,489.12","3,663,737.12","6,177,129.12","4,185,139.12","4,537,869.12","3,799,933.59"
其他应收款,"168,268,359.02","189,936,755.58","185,603,393.06","149,042,934.98","145,583,540.03","147,459,460.34","133,913,662.52","98,780,319.84","45,782,042.30","39,409,474.34","50,791,387.43","13,170,240.00","18,438,964.36","16,471,173.31","19,711,182.19","15,254,369.48","17,254,499.22","21,187,216.99","18,778,166.52","59,400,764.54","64,178,085.52","65,047,219.65","64,292,062.42","23,429,153.27","32,636,021.38","25,325,300.69","25,280,514.98","10,142,841.62","25,948,498.85","25,289,152.94","25,252,264.46","7,977,176.93","5,355,401.26","9,660,739.67","6,374,948.44","7,059,843.56","10,827,591.93","10,459,083.02","10,270,951.45","71,024,930.24","16,075,957.28","13,034,743.31","15,399,860.48","3,123,072.43","18,267,606.14","18,134,832.83"
应付职工薪酬,"2,759,525.37","1,385,566.25","1,993,770.85","1,807,002.79","2,453,620.39","3,225,732.60","3,044,239.73","1,452,116.29","2,175,830.37","2,128,387.49","2,400,339.19","1,345,152.97","2,192,477.22","2,450,613.40","3,581,903.11","4,361,867.55","1,243,117.24","1,997,235.91","1,432,337.74","2,470,365.80","1,795,922.14","2,051,899.68","3,511,383.69","2,191,310.77",,"2,368,304.95","2,478,688.44","2,316,818.27","2,355,116.83","2,391,417.92","2,424,040.90","2,464,590.18","2,499,451.28","2,544,249.28","2,609,305.56","2,628,964.40","2,649,150.61","2,683,169.02","2,767,322.94","3,199,858.76","2,863,746.95","2,840,737.66","2,085,893.52","3,022,542.03","2,402,389.91","628,413.71"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,528,076.05","5,546,234.29","6,390,662.74","4,579,843.56","-533,825.34","6,396,777.76","1,270,543.60","2,044,217.23","-1,413,282.10","-472,804.64","-1,650,004.04","13,848,713.11","8,785,554.38","7,909,041.73","-3,158,777.75","2,349,683.53","-2,197,763.45","-6,645,042.25","-7,142,786.56","-868,881.41","-6,446,565.34","-5,077,623.48","-1,039,851.83","7,588,667.87","1,920,822.48","1,384,677.56","-781,597.15","5,062,951.40","3,025,710.79","2,653,505.25","887,053.05","1,943,688.03","-168,353.00","809,103.68","405,279.00","1,984,295.27","368,578.55","804,749.33","383,579.59","794,793.64","656,866.03","972,292.00","321,040.47","341,620.35","84,791.64","251,692.78"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,066.67",,,"133,150.68",,"204,775.34","252,000.00","60,000.00",,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,777.77",,,,,,
应收股利,,,,"4,117,670.40","2,170,000.00",,,"20,084,734.00","17,274,980.03","17,274,980.03","15,774,980.03","15,756,938.72","12,031,748.50","12,012,428.01","11,974,886.34","8,146,517.15","8,071,274.73","7,978,955.41","7,068,279.97","7,027,538.11","7,026,671.26","7,066,546.27","7,089,084.33",,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,"40,017.86","40,017.86",,,"40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86","40,017.86",
存货,"67,990,311.40","109,548,678.12","92,637,248.54","92,782,582.17","103,983,204.55","75,226,176.32","97,459,752.42","67,538,682.26","86,633,592.32","77,413,990.47","97,102,096.01","68,983,251.92","77,388,271.40","72,260,635.52","81,364,463.83","97,011,521.94","99,080,515.53","72,662,637.66","72,193,022.49","49,658,477.54","48,965,337.73","45,823,662.05","52,007,522.41","40,832,173.31","41,951,681.05","45,967,889.06","50,883,789.30","32,079,932.08","35,145,549.96","41,279,621.46","42,940,800.05","33,991,443.14","38,776,368.84","46,764,079.00","47,823,721.70","28,181,314.33","30,383,783.42","29,572,203.43","26,306,156.40","14,991,583.86","15,863,702.31","12,920,539.44","15,756,740.63","11,533,044.52","12,097,633.35","7,655,335.53"
其他应付款,"94,464,852.16","86,058,213.09","94,781,173.26","152,410,523.33","156,499,205.21","169,573,515.95","198,705,273.35","236,970,590.90","184,960,388.42","195,375,928.76","207,941,443.37","84,164,434.70","73,846,533.50","77,352,687.72","89,016,455.39","74,715,315.30","18,497,306.99","89,188,222.82","81,547,993.64","60,046,480.12","56,303,895.27","57,723,182.30","58,800,693.57","48,476,364.50","47,391,962.95","43,821,833.71","44,659,883.50","46,580,874.56","46,170,707.44","47,260,446.02","47,986,040.74","49,065,850.82","45,140,047.04","47,043,968.03","47,876,595.56","45,647,350.73","43,818,259.14","43,819,854.97","44,221,811.45","45,371,142.65","49,494,700.05","44,976,088.15","44,031,692.61","365,420,737.42","365,680,984.80","352,550,155.19"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,694,021.76","1,926,106.06","1,158,190.36","598,998.45","33,874.27","16,745.53","3,264.42",,"16,960.00","10,600.00","4,240.00",,,,,,,,
