科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"1,163,067,365.26","1,213,874,408.37","1,558,466,271.39","1,055,236,544.20","1,441,419,975.21","1,785,995,329.07","431,914,278.15","966,349,928.87","1,346,566,824.66","1,671,269,357.31","404,905,029.77","1,048,115,765.96","1,473,812,286.84","1,844,192,074.68","465,392,672.39","1,202,973,249.92","1,799,590,362.62","2,233,142,924.83","497,893,625.94","1,242,465,819.93","1,884,191,754.73","2,369,836,376.51","471,643,966.65","1,333,790,177.80","2,253,007,109.42","3,588,832,218.31","644,132,577.72","1,603,213,663.09","2,594,793,428.33"
二、营业利润,"46,290,949.31","61,873,063.04","110,518,374.04","92,880,805.49","119,486,542.80","119,711,748.78","7,371,886.13","24,847,532.81","25,928,679.07","9,339,029.91","431,898.52","28,989,505.55","25,655,608.90","17,811,342.91","3,821,199.33","37,174,521.10","53,186,140.73","68,515,486.46","6,383,699.65","71,299,115.61","100,755,021.76","130,192,783.93","2,706,368.62","96,638,838.33","130,208,374.04","252,292,791.20","443,454.29","94,515,591.60","135,680,456.90"
减:营业成本,"1,019,014,844.50","1,044,424,792.83","1,315,845,039.60","867,333,463.06","1,200,680,214.27","1,522,514,868.43","381,972,330.69","844,904,191.10","1,180,905,355.90","1,464,218,361.75","355,346,810.53","893,806,059.26","1,274,795,046.49","1,587,861,860.03","412,533,465.41","1,037,309,106.48","1,559,733,143.57","1,899,381,642.84","433,170,604.30","1,038,028,056.33","1,565,243,618.90","1,938,347,113.07","388,118,771.41","1,058,477,053.64","1,839,566,872.82","2,973,030,657.30","555,428,022.13","1,319,394,662.94","2,168,973,796.27"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,581,422.04","3,734,302.36","2,693,246.11","1,558,520.83","4,600,011.57","6,654,681.96","596,460.28","1,816,185.71","2,868,362.27","4,207,550.27","813,698.62","1,799,822.27","3,217,537.39","4,135,505.42","1,235,390.70","4,169,291.05","10,004,418.54","12,797,608.31","1,306,539.55","3,604,020.10","8,447,497.94","12,369,089.65","1,418,439.68","3,381,830.29","9,639,668.12","17,335,764.14","2,501,258.03","6,365,906.67","12,521,835.58"
营业外收入,"20,111,120.40","23,016,269.38","8,757,937.75","2,628,019.39","3,945,240.12","10,909,618.28","632,253.29","5,351,903.44","7,978,215.39","12,009,206.04","1,147,393.13","8,020,518.49","10,207,166.90","13,020,499.26","1,762,837.24","5,194,470.00","7,340,766.62","14,405,289.77","2,555,033.94","8,827,470.54","13,634,021.74","16,950,516.75","2,256,170.70","5,812,147.87","12,346,000.19","14,419,831.82","4,036,518.45","867,929.93","1,391,771.67"
销售费用,"25,062,427.81","35,847,152.65","47,434,468.37","30,323,463.24","41,747,805.58","55,543,980.88","14,841,828.96","30,731,823.53","47,346,611.14","63,504,424.04","17,345,105.10","34,714,366.12","54,511,956.88","73,770,754.36","18,588,703.32","34,599,414.49","53,668,258.30","82,623,625.00","14,336,456.95","35,237,557.09","58,079,819.78","90,767,801.04","25,258,311.33","46,823,956.12","74,428,962.11","118,589,099.57","32,442,214.64","60,668,079.42","90,445,062.23"
减:营业外支出,"1,344,799.12","4,167,025.67","377,129.19","2,052,710.61","2,223,097.88","2,243,097.88","17,720.86","2,960,295.24","3,025,883.30","4,849,635.31","176,310.82","1,203,685.83","3,385,115.03","8,654,895.30","317,778.17","698,341.04","2,147,196.63","2,696,114.31","549,329.67","973,804.48","1,290,247.84","2,083,987.72","243,115.07","1,104,384.27","5,030,354.00","6,039,350.75","262,247.72","1,153,678.87","1,560,652.25"
管理费用,"43,985,797.96","49,022,065.63","58,108,359.12","37,678,774.12","51,761,073.16","60,642,800.52","17,607,987.88","37,175,471.92","57,572,704.53","80,420,353.52","20,079,173.26","42,798,935.52","66,442,837.38","90,037,633.37","20,938,013.62","45,002,796.15","68,166,482.34","104,922,973.49","31,984,330.28","60,680,773.54","93,825,493.53","134,394,053.53","46,354,537.26","90,170,994.43","135,141,210.75","172,677,254.46","43,244,728.30","85,600,890.73","118,984,216.75"
其中:非流动资产处置净损失,"152,227.97","3,746,537.71",,,,"2,019,846.03","1,493.46","1,493.46",,"2,682,246.46",,,,"1,944,321.78",,"99,472.20",,"716,251.80",,"13,298.43",,"191,451.72",,,,"3,888,279.06",,,
