科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"150,716,279.73","177,074,202.51","78,649,768.95","138,810,853.81","126,978,978.03","291,592,125.04","137,365,069.13","276,881,980.47","129,727,063.64","170,027,780.02","68,304,376.02","245,566,676.54","167,051,636.72","245,108,655.25","82,871,868.15","304,570,382.54","340,589,505.79","640,544,933.30","312,849,223.28","745,409,278.21","444,104,581.53","818,958,742.59","529,556,455.74","598,741,632.38","580,772,017.01","754,003,968.37","534,692,958.53","632,068,095.66","489,361,392.92","812,507,133.75","425,957,594.85","524,622,936.80","537,560,421.54","769,115,076.34","733,499,355.48","649,043,917.00","555,162,562.10","528,653,323.51","522,027,109.09","801,041,180.31","704,540,031.73","1,279,388,453.94","703,678,287.71","1,624,475,003.59","901,402,002.59"
短期借款,"394,000,000.00","371,360,000.00","338,860,000.00","371,454,000.00","464,954,000.00","539,454,000.00","500,754,000.00","457,254,000.00","518,454,000.00","431,294,000.00","502,594,000.00","477,842,144.24","699,794,000.00","576,294,000.00","715,194,000.00","551,244,128.78","553,779,000.00","535,854,591.00","728,894,000.00","646,037,210.93","1,015,794,000.00","908,294,000.00","960,294,000.00","602,295,000.00","1,140,595,000.00","784,444,000.00","958,234,000.00","858,985,051.24","1,365,294,720.50","957,294,000.00","1,053,294,000.00","844,794,000.00","1,783,744,000.00","1,472,244,000.00","1,535,744,000.00","1,141,970,854.70","1,875,944,000.00","1,419,544,000.00","2,053,144,002.90","797,314,790.18","1,904,062,737.44","2,483,194,000.00","2,623,603,000.00","2,215,113,000.00","2,822,912,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,"237,116.89","247,501.57","251,655.45","234,001.49","269,309.41","262,732.44","234,001.49","255,463.16","248,886.20","230,539.93","236,078.43","265,847.85",,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,810,000.00","27,810,000.00"
应收票据,"22,640,609.07","47,303,879.19","27,836,068.03","81,033,538.08","91,902,346.83","108,105,778.15","92,208,022.59","30,293,138.99","69,657,258.35","88,387,091.37","88,046,288.84","104,860,126.39","77,498,807.97","127,882,853.08","104,664,059.34","123,102,858.24","162,129,489.65","304,166,134.29","237,394,368.47","139,032,860.86","207,514,180.92","255,924,885.04","169,076,221.91","249,174,067.66","207,592,906.43","267,230,589.63","200,258,189.26","177,219,372.01","216,036,367.80","263,427,779.83","185,730,967.37","211,372,220.29","264,063,306.40","208,371,599.78","227,220,287.41","239,389,638.08","249,891,232.40","228,080,627.94","170,847,071.17","206,892,949.75","290,900,689.30","34,427,196.20","67,606,162.89","38,394,976.02","92,024,158.96"
应付票据,"20,000,000.00","8,152,366.19",,"25,000,000.00","50,000,000.00","11,634,639.60","11,634,639.60","17,479,195.38","17,479,195.38","9,719,953.79",,"89,010,978.00","83,759,822.11","27,608,502.99","18,937,636.89","123,172,374.42","130,757,917.13","195,653,769.96","161,487,331.44","202,585,349.35","191,566,208.14","227,818,641.11","254,892,524.27","228,767,937.92","357,253,124.27","339,493,741.47","294,942,501.86","324,719,323.70","311,104,738.62","306,657,141.60","264,926,639.56","395,848,889.03","300,344,498.12","281,185,132.63","319,944,624.14","464,000,415.78","559,947,185.92","494,177,950.77","410,485,040.47","740,164,522.20","315,516,227.94","227,700,500.17","181,190,961.41","671,980,791.93","428,701,834.51"
应收账款,"581,004,635.21","511,137,742.25","638,460,275.69","578,296,165.47","777,296,662.68","632,224,158.87","790,844,149.22","650,106,054.34","808,697,379.47","750,695,629.22","940,921,380.49","773,224,793.61","1,114,731,964.37","1,014,848,724.58","1,350,662,750.46","1,013,366,239.95","1,643,170,823.28","1,400,795,321.29","1,897,825,078.14","1,485,758,775.57","2,113,886,247.47","1,803,497,238.53","2,293,946,922.83","1,743,097,418.95","2,470,571,680.76","2,274,894,396.71","2,782,471,329.76","2,183,972,950.87","2,784,460,484.31","2,580,770,987.42","3,182,922,479.94","2,388,004,804.99","3,253,254,872.23","2,932,223,039.85","3,401,219,773.03","2,707,280,761.71","3,509,150,540.90","3,251,818,554.67","3,817,797,991.19","3,247,006,224.48","4,240,821,091.65","3,975,595,814.82","4,579,361,076.82","3,734,104,863.15","4,598,260,226.11"
应付账款,"421,857,545.90","469,355,353.23","525,209,126.69","556,923,999.54","670,899,734.50","684,748,115.29","711,904,510.81","638,103,238.43","657,455,780.11","795,026,138.20","994,132,269.60","847,556,247.80","940,686,935.29","1,039,173,784.84","1,217,323,439.90","1,205,044,330.61","1,405,303,311.58","1,517,621,204.72","1,685,481,802.29","1,574,902,817.22","1,829,258,681.72","1,860,755,840.72","1,951,274,047.81","1,870,448,091.93","2,105,125,277.99","2,225,092,838.13","2,357,962,217.57","2,107,369,369.16","2,100,226,771.94","2,339,816,875.47","2,596,727,318.86","2,275,135,895.77","2,376,240,636.72","2,691,199,281.46","2,617,686,320.32","2,663,209,979.18","2,582,756,307.49","2,766,813,178.87","2,932,472,706.06","2,797,189,401.46","3,302,297,126.28","3,606,819,742.37","3,729,951,808.63","3,481,343,341.54","3,630,869,857.89"
预付款项,"34,364,758.41","47,688,976.46","33,808,505.99","39,765,357.24","30,720,861.45","34,014,897.17","31,899,219.31","13,047,045.31","31,493,929.70","47,972,325.80","47,135,170.35","46,033,906.82","44,062,620.54","47,731,592.59","55,864,820.70","48,891,579.21","64,345,393.27","71,300,643.63","80,848,571.41","92,290,651.36","89,113,623.29","95,590,257.95","105,670,606.68","78,765,625.33","129,957,061.15","140,913,440.34","123,810,884.07","115,248,122.59","158,901,464.79","177,620,942.43","192,807,002.56","164,869,400.29","177,447,216.48","209,961,849.01","203,096,156.39","175,706,475.34","292,583,439.04","263,727,378.97","279,508,873.99","167,170,135.05","233,091,897.87","329,335,965.39","398,232,426.16","252,604,434.66","476,472,739.35"
预收款项,"3,151,123.03","877,808.86","1,561,040.05","9,508,213.05","10,022,851.41","8,680,506.12","9,406,888.31","19,736,109.38","11,210,885.85","16,019,128.86","13,083,521.73","13,993,423.45","15,015,763.79","12,561,093.31","9,956,088.38","27,354,293.60","18,741,369.63","15,895,406.63","10,508,299.44","40,018,550.32","17,365,482.56","16,152,418.89","18,174,911.64","41,979,668.47","28,450,857.27","28,027,518.15","27,511,158.64","36,302,170.44","36,342,329.05","35,373,903.57","41,788,981.66","44,907,569.07","33,789,482.31","34,028,847.54","45,180,226.55","65,155,866.37","47,626,118.01","48,049,120.08","52,365,948.40","91,371,101.15","38,233,052.69","32,099,171.71","55,503,690.97","131,359,092.87","91,011,064.86"
