科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"416,871,584.45","424,992,774.96","491,393,847.00","103,715,137.26","235,114,447.34","360,254,211.80","447,664,538.13","105,952,503.64","221,514,418.67","335,142,958.91","433,325,812.60","100,155,545.92","232,773,151.74","337,934,185.22","451,138,900.21","83,809,388.16","208,687,321.79","297,750,301.84","404,245,855.72","89,597,042.97"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"25,106,922.67","25,802,956.03","40,260,809.88","11,451,459.69","23,235,768.52","33,314,220.60","38,645,683.59","5,685,866.97","12,820,783.28","26,477,896.62","33,820,983.09","8,737,247.66","24,391,607.81","36,322,579.37","48,245,440.93","16,491,078.34","25,857,748.10","37,406,991.89","46,925,384.12","8,751,004.12"
支付其他与投资活动有关的现金,,,,,,,"2,420,000.00",,,"251,015.89",,,,,,,,,,
收到其他与经营活动有关的现金,"1,993,618.24","5,316,700.43","4,138,380.85","1,066,982.11","2,994,869.83","4,921,640.99","7,573,281.73","844,758.56","2,878,452.92","3,931,216.68","6,013,213.48","513,677.23","1,679,145.52","4,683,435.17","4,808,291.18","4,052,612.47","7,153,811.67","10,656,579.21","13,656,164.30","2,403,210.60"
投资活动现金流出小计,"61,384,122.91","9,013,730.69","9,897,793.30","1,656,253.88","2,854,615.88","15,486,721.27","75,215,570.68","18,427,375.18","225,953,869.16","301,427,023.05","483,297,233.56","56,635,747.29","127,184,708.26","205,384,022.33","343,157,142.53","83,970,695.97","137,262,043.15","149,290,324.99","189,790,240.47","55,890,815.44"
经营活动现金流入小计,"443,972,125.36","456,112,431.42","535,793,037.73","116,233,579.06","261,345,085.69","398,490,073.39","493,883,503.45","112,483,129.17","237,213,654.87","365,552,072.21","473,160,009.17","109,406,470.81","258,843,905.07","378,940,199.76","504,192,632.32","104,353,078.97","241,698,881.56","345,813,872.94","464,827,404.14","100,751,257.69"
投资活动产生的现金流量净额,"-61,239,622.91","-8,902,530.69","-9,783,647.30","-1,656,253.88","-2,854,615.88","-15,485,421.27","-58,829,090.55","11,793,756.32","-195,732,737.66","-254,953,329.96","-240,921,352.95","14,098,285.81","-7,757,579.53","-23,890,350.19","-17,298,806.09","-17,230,249.04","-68,671,294.85","-49,816,487.42","-56,075,125.16","-34,466,356.54"
购买商品、接受劳务支付的现金,"314,312,741.89","326,775,191.24","388,553,890.25","77,054,035.63","195,175,201.70","292,319,620.23","359,135,145.02","62,115,583.13","195,642,117.84","275,106,063.01","355,253,722.20","103,014,056.77","189,910,290.76","284,715,996.92","364,899,313.13","72,803,928.74","183,403,675.12","269,057,591.37","344,641,304.32","68,497,529.17"
吸收投资收到的现金,,,,,,,"230,420,000.00",,,,,,,,,,,,,
