科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"7,347,246.23","18,819,931.18","45,126,467.19","16,941,021.92","31,381,738.49","47,641,024.10","71,360,736.52","11,345,436.63","27,019,476.51","40,626,130.95","93,062,714.64","18,501,958.84","41,624,754.19","66,468,286.15","120,726,042.62","24,445,691.68","64,093,566.76","97,911,953.64","183,398,885.63","27,443,699.68","90,283,861.08","148,159,072.42","254,385,833.54","58,406,101.36","117,504,784.22","187,012,872.28","307,005,767.84","66,350,041.21","145,326,587.20","241,045,153.51","400,968,728.88","77,036,502.50","175,043,574.34","272,668,742.00","380,261,214.96","158,176,046.46","254,561,286.40","352,978,774.73","461,528,395.77","163,017,733.49","302,115,215.15","427,864,550.16","564,244,715.33","219,752,713.15"
取得借款收到的现金,"77,807,300.00","167,029,829.30","455,947,810.70","58,587,718.42","151,463,159.59","271,758,586.02","546,797,251.62","250,000,000.00","375,000,000.00","475,000,000.00","595,000,000.00","144,152,600.00","249,249,937.64","393,655,352.12","670,903,025.98","201,037,597.24","461,515,280.75","676,521,312.58","903,902,470.24","492,645,890.20","995,511,344.39","1,259,752,313.05","1,552,126,296.75","80,983,338.74","341,908,508.61","441,825,214.61","726,976,134.72","454,981,050.00","744,058,367.50","966,495,355.50","1,325,924,730.00","201,661,471.00","463,062,973.40","702,464,391.10","1,137,490,187.70","22,763,930.30","65,642,541.30","85,880,994.30","184,829,319.00","250,219,948.00","1,275,913,191.92","1,315,267,600.53","1,334,714,018.66","406,133,277.17"
支付的各项税费,"8,017,394.41","13,461,934.28","38,914,442.85","8,711,575.29","17,210,441.62","31,985,005.00","44,506,485.27","12,027,834.78","26,631,275.33","35,404,625.44","51,007,576.80","25,996,847.26","50,968,535.29","67,821,093.94","68,330,669.43","20,653,418.77","43,043,923.66","75,229,505.25","82,396,202.63","15,608,261.05","36,483,782.69","57,850,570.31","83,207,863.27","31,983,577.38","67,373,319.38","90,303,232.86","129,653,626.08","51,146,134.19","87,028,541.69","107,097,583.71","154,946,682.91","57,141,033.34","114,475,751.40","155,900,830.12","194,693,214.81","40,220,633.44","111,404,802.68","139,044,118.48","168,704,511.48","28,909,612.92","84,211,441.33","122,266,754.98","185,524,556.22","39,464,932.40"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,"10,076,000.00",,,,,"1,756,400.00","514,350.00","2,062,000.00","120,000.00","278,200.00","828,100.00",,,,"15,428,406.98",,"9,000,000.00",,,,"4,093,513.65",,,"38,218,367.40",,,,,,
支付其他与经营活动有关的现金,"41,257,682.06","62,992,592.20","125,176,479.83","51,873,059.42","60,703,787.74","28,879,814.90","118,786,234.82","13,123,066.38","63,725,508.69","99,800,917.31","205,644,384.62","31,397,607.30","49,832,149.97","72,757,120.78","148,704,754.16","34,580,615.32","89,042,819.89","127,729,571.43","229,462,930.84","48,398,035.01","110,654,922.22","190,740,164.29","231,778,610.50","48,454,766.64","111,987,910.68","161,492,442.22","297,783,992.15","51,506,968.37","126,224,638.71","207,586,373.14","301,554,506.12","104,634,347.93","160,860,596.94","226,891,747.74","344,605,562.92","50,529,257.46","111,222,858.84","174,285,740.00","308,732,321.76","140,754,839.24","145,325,234.61","335,097,872.78","500,749,616.05","59,568,255.04"
筹资活动现金流入小计,"77,807,300.00","167,029,829.30","455,947,810.70","58,587,718.42","466,060,516.59","586,355,943.02","861,394,608.62","250,000,000.00","375,000,000.00","475,000,000.00","595,000,000.00","144,152,600.00","249,249,937.64","393,655,352.12","680,979,025.98","201,037,597.24","1,109,552,411.50","1,328,531,643.33","1,551,939,600.99","1,124,402,290.20","1,626,025,694.39","1,891,814,313.05","2,182,246,296.75","230,607,553.74","492,082,623.61","591,171,229.61","876,322,149.72","590,018,416.41","890,891,346.48","1,214,314,517.50","1,786,661,712.00","201,661,471.00","463,062,973.40","702,464,391.10","1,141,583,701.35","22,763,930.30","65,642,541.30","124,099,361.70","184,829,319.00","1,350,132,711.60","2,581,630,155.52","2,620,984,564.13","2,620,288,440.90","406,133,277.17"
经营活动现金流出小计,"243,910,548.87","545,517,040.93","1,102,066,998.29","239,928,053.14","530,135,866.00","834,773,462.14","1,069,711,407.92","219,895,987.53","551,732,413.01","863,279,050.28","1,281,339,899.59","394,379,605.40","820,698,245.67","1,347,651,575.62","1,816,529,697.25","590,411,790.15","1,300,489,499.43","1,876,405,074.14","2,601,563,339.67","603,776,774.97","1,344,040,088.86","1,915,717,547.26","2,644,028,485.98","579,071,217.17","1,263,384,654.48","2,122,659,809.60","2,907,075,386.67","820,565,686.90","1,710,229,059.81","2,609,893,673.10","3,651,302,147.94","902,412,189.42","1,662,604,543.90","2,820,515,505.46","3,607,499,706.03","841,308,046.01","1,367,774,558.95","1,956,489,793.11","2,503,403,263.29","702,540,514.95","1,547,094,604.35","2,297,702,316.85","3,009,942,201.40","958,440,613.30"
偿还债务支付的现金,"48,695,824.58","112,695,824.58","352,034,974.58","30,000,000.00","96,828,361.27","316,002,592.28","614,888,938.42","226,287,053.20","346,287,053.20","492,287,053.20","622,287,053.20","105,000,000.00","198,655,800.00","377,683,424.15","485,995,315.43","129,484,596.67","476,365,889.12","675,338,244.13","783,794,903.13","713,283,718.88","1,177,509,982.66","1,450,938,809.83","1,704,260,230.01","120,948,355.23","407,511,787.72","562,382,619.72","686,395,225.72","308,311,850.00","622,073,603.00","907,285,039.90","1,286,214,837.00","177,298,573.00","492,710,909.40","759,997,239.54","1,032,990,424.10","352,503,531.30","475,661,363.08","540,614,780.29","590,808,730.30","37,000,000.00","801,008,757.49","1,026,139,121.49","436,281,078.99","480,361,780.27"
经营活动产生的现金流量净额,"2,525,902.05","17,522,717.56","91,063,896.16","1,787,579.46","3,626,344.08","11,775,102.27","21,264,558.08","49,774,933.21","75,213,573.89","166,204,114.55","180,802,734.19","69,768,875.22","159,521,024.54","197,095,465.83","186,191,609.49","85,094,006.48","67,483,365.00","153,741,983.86","202,305,248.87","90,778,632.12","234,152,461.54","307,363,575.77","501,702,908.38","149,327,596.74","260,466,831.53","357,071,474.67","465,126,188.34","157,133,637.02","279,191,996.92","545,053,847.06","633,714,625.39","142,522,375.38","390,157,779.73","607,500,028.51","644,575,114.46","220,352,809.67","417,299,333.99","536,786,335.96","547,797,623.14","99,807,075.50","253,671,681.18","518,826,043.72","588,838,243.46","28,427,063.04"
分配股利、利润或偿还利息支付的现金,"1,631,990.21","14,876,453.05","33,047,867.99","2,788,280.33","14,010,981.64","14,428,944.88","17,800,963.22","2,020,446.23","38,968,484.46","41,202,741.07","46,588,266.24","2,006,013.22","48,803,037.83","53,195,610.92","52,497,061.30","52,918,176.10","60,623,349.23","62,817,195.97","65,506,634.49","6,459,005.36","44,617,229.36","51,628,972.35","51,118,591.32","47,931,675.71","105,406,918.65","110,901,786.42","106,874,355.65","49,158,531.21","122,004,717.28","125,178,707.96","128,931,346.71","53,865,917.54","59,195,574.12","179,634,715.09","157,135,334.70","49,136,327.60","155,725,124.82","156,450,277.82","161,256,725.45","47,522,371.52","50,806,342.31","148,009,291.92","155,771,857.76","56,506,572.05"
收回投资收到的现金,,"3,500,000.00","6,000,000.00",,,,,,,,,,,,"538,223.20",,,"1,500,000.00","1,500,000.00",,,,,,,"44,610,000.00",,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,,,"1,686,320.00","280,000.00","1,180,000.00","369,000.00","9,184,000.00","9,184,000.00","10,617,360.00","9,184,000.00",,,"1,293,168.00","10,865,600.00",,,"2,159,195.00","3,346,767.65",,"2,529,332.35","1,344,597.15","2,624,220.00","1,472,540.00","2,900,530.15",,"1,656,270.00","5,771,373.24","483,815,226.92","492,576,437.95",,
取得投资收益收到的现金,,,"10,419,633.40",,,,"638,094.61",,,,,,,,,,,,,,,,,,,,,,,,,"6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",,,,,,"6,000,000.00","6,000,000.00","6,000,000.00",
筹资活动现金流出小计,"50,327,814.79","127,572,277.63","385,082,842.57","32,788,280.33","110,839,342.91","330,431,537.16","632,689,901.64","228,307,499.43","385,255,537.66","533,489,794.27","668,875,319.44","107,006,013.22","247,458,837.83","430,879,035.07","538,492,376.73","184,089,092.77","537,269,238.35","739,335,440.10","849,670,537.62","728,926,724.24","1,231,311,212.02","1,513,185,142.18","1,764,562,821.33","168,880,030.94","512,918,706.37","674,577,574.14","804,135,181.37","357,470,381.21","744,078,320.28","1,034,622,942.86","1,418,492,951.36","231,164,490.54","554,435,815.87","940,976,551.78","1,192,749,978.80","403,112,398.90","634,287,018.05","697,065,058.11","753,721,725.75","90,293,744.76","1,335,630,326.72","1,666,724,851.36","592,052,936.75","536,868,352.32"
处置固定资产、无形资产和其他长期资产收回的现金净额,"14,011,152.20",,,"1,836,492.00","26,412,210.15","29,676,895.82","37,243,380.79",,"1,950,731.18","1,950,731.18","2,655,144.14","32,000.00","32,000.00","36,000.00","5,674,347.95","655,300.00","860,288.46","872,462.50","3,000,207.59",,"1,832,685.29",,"4,383,894.61",,,,"1,713,678.68",,,,"2,269,130.50",,"402,001.32",,"7,824,149.69",,"93,325,000.00","93,515,067.75","98,015,211.73",,"19,344,579.10","19,344,579.10","21,092,864.15",
筹资活动产生的现金流量净额,"27,479,485.21","39,457,551.67","70,864,968.13","25,799,438.09","355,221,173.68","255,924,405.86","228,704,706.98","21,692,500.57","-10,255,537.66","-58,489,794.27","-73,875,319.44","37,146,586.78","1,791,099.81","-37,223,682.95","142,486,649.25","16,948,504.47","572,283,173.15","589,196,203.23","702,269,063.37","395,475,565.96","394,714,482.37","378,629,170.87","417,683,475.42","61,727,522.80","-20,836,082.76","-83,406,344.53","72,186,968.35","232,548,035.20","146,813,026.20","179,691,574.64","368,168,760.64","-29,503,019.54","-91,372,842.47","-238,512,160.68","-51,166,277.45","-380,348,468.60","-568,644,476.75","-572,965,696.41","-568,892,406.75","1,259,838,966.84","1,245,999,828.80","954,259,712.77","2,028,235,504.15","-130,735,075.15"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,"44,607,156.23","-2,843.77","44,607,156.23",,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"531,208.89","933,866.15","2,306,553.57","1,279,560.32","3,183,062.98","3,440,935.29","2,168,204.28","-698,434.36","-968,345.71","-1,262,386.83","-903,779.77","-273,136.40","-662,434.64","-1,012,214.11","-98,388.09","227,605.82","3,187,709.04","-1,006,714.92","266,123.91","-127,307.88","1,823,141.28","1,962,154.04","3,560,895.48","-5,946,103.40","-7,590,663.27","-11,215,133.08","-9,707,665.49","-2,157,235.38","1,007,440.00","416,959.50","-75,466.81","4,880,848.88","6,800,160.56","16,446,556.43","18,249,409.21","-2,358,734.26","4,462,619.81","7,061,219.23","8,987,468.26","-4,641,658.90","-1,936,895.55","-5,681,159.82","-12,250,787.39","-7,523,705.98"
收到其他与投资活动有关的现金,,,,,,,,,"40,000,000.00","40,000,000.00","40,000,000.00","17,777,000.00","17,777,000.00","17,777,000.00",,,,,"7,944,121.86",,,,,,,,,,,,,,,"31,000,000.00","26,000,000.00","36,000,000.00","36,000,000.00",,"36,000,000.00",,,,"28,633,650.75",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"14,011,152.20","3,500,000.00","16,419,633.40","1,836,492.00","26,412,210.15","29,676,895.82","37,881,475.40",,"41,950,731.18","41,950,731.18","42,655,144.14","17,809,000.00","17,809,000.00","17,813,000.00","6,212,571.15","655,300.00","860,288.46","2,372,462.50","12,444,329.45",,"1,832,685.29",,"4,383,894.61",,"44,607,156.23","44,607,156.23","46,320,834.91",,,,"2,269,130.50","6,000,000.00","6,402,001.32","37,000,000.00","39,824,149.69","36,000,000.00","129,325,000.00","93,515,067.75","134,015,211.73",,"25,344,579.10","25,344,579.10","55,726,514.90",
五、现金及现金等价物净增加额,"7,763,973.38","-8,861,750.41","-10,622,152.08","-12,481,238.30","314,825,596.63","160,285,498.93","85,245,760.17","44,712,053.79","11,598,957.09","-19,111,716.98","-50,162,150.07","80,540,383.57","86,682,548.75","28,838,578.61","20,263,728.79","-16,782,763.62","468,567,194.21","390,067,279.22","325,390,125.66","354,491,407.07","256,007,861.03","118,807,980.81","106,314,098.15","64,805,817.95","-105,603,064.02","-251,610,017.55","-237,293,958.76","156,386,141.38","3,098,849.56","97,435,623.23","159,781,909.96","-15,688,010.38","-8,987,472.77","-75,173,125.52","135,028,749.56","-203,303,385.69","-197,304,707.11","-150,087,122.34","-168,424,910.11","1,289,386,293.79","965,859,530.76","804,035,850.75","718,476,502.19","-269,038,452.28"
购建固定资产、无形资产和其他长期资产支付的现金,"36,783,774.97","70,275,885.79","191,277,203.34","43,184,308.17","73,617,194.26","140,531,840.31","164,773,184.57","26,056,945.63","74,341,464.61","114,882,460.80","161,063,929.19","29,034,942.03","86,488,140.96","144,635,990.16","314,528,713.01","119,708,180.39","178,799,402.78","351,567,577.31","591,894,639.94","131,635,483.13","306,514,909.45","460,684,859.34","712,555,015.21","140,303,198.19","382,250,305.75","545,394,570.84","797,947,684.87","231,138,295.46","423,913,613.56","627,726,757.97","813,295,139.76","139,588,215.10","320,974,571.91","456,607,549.78","485,453,646.35","76,948,992.50","179,747,184.16","214,484,048.87","290,332,806.49","65,618,089.65","163,343,012.44","294,836,674.69","505,734,468.45","128,708,618.61"
期初现金及现金等价物余额,"47,517,492.60","46,487,492.60","46,487,492.60","38,570,340.52","35,865,340.52","35,865,340.52","35,865,340.52","121,111,100.69","121,111,100.69","121,111,100.69","121,111,100.69","70,948,950.62","70,948,950.62","70,948,950.62","70,948,950.62","91,212,679.41","91,212,679.41","91,212,679.41","91,212,679.41","418,102,805.07","416,602,805.07","416,602,805.07","416,602,805.07","522,916,903.22","522,916,903.22","522,916,903.22","522,916,903.22","285,622,944.46","285,622,944.46","285,622,944.46","285,622,944.46","445,404,854.42","445,404,854.42","445,404,854.42","445,404,854.42","580,433,603.98","580,433,603.98","580,433,603.98","580,433,603.98","412,008,693.87","412,008,693.87","412,008,693.87","412,008,693.87","1,130,485,196.06"
投资支付的现金,,,,,,,,,"20,000,000.00","22,631,920.81","20,000,000.00",,,,,,,"6,721,200.00",,,"70,000,000.00","111,200,000.00",,,,"13,272,600.00","13,272,600.00",,,,,,,,,,,,,,"39,600,000.00","39,600,000.00","991,978,504.48",
期末现金及现金等价物余额,"55,281,465.98","37,625,742.19","35,865,340.52","26,089,102.22","350,690,937.15","196,150,839.45","121,111,100.69","165,823,154.48","132,710,057.78","101,999,383.71","70,948,950.62","151,489,334.19","157,631,499.37","99,787,529.23","91,212,679.41","74,429,915.79","559,779,873.62","481,279,958.63","416,602,805.07","772,594,212.14","672,610,666.10","535,410,785.88","522,916,903.22","587,722,721.17","417,313,839.20","271,306,885.67","285,622,944.46","442,009,085.84","288,721,794.02","383,058,567.69","445,404,854.42","429,716,844.04","436,417,381.65","370,231,728.90","580,433,603.98","377,130,218.29","383,128,896.87","430,346,481.64","412,008,693.87","1,701,394,987.66","1,377,868,224.63","1,216,044,544.62","1,130,485,196.06","861,446,743.78"
