科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"161,922,150.88","143,944,803.46","166,253,574.81","200,257,029.01","847,114,598.94","793,698,460.11","761,597,064.84","470,600,688.38","457,199,228.68","412,861,729.49","429,377,703.19","403,658,939.70","437,783,996.96","424,871,220.62","469,355,987.51","320,040,213.61","294,307,501.61","437,921,829.70","415,696,688.74","305,752,172.70","262,587,798.35","165,251,222.64","451,431,625.90","266,905,672.83","181,043,476.87","187,849,510.29","248,592,418.90","203,744,094.75","250,869,092.51","182,746,902.49","300,341,758.46","328,210,548.90","332,914,432.33","314,346,456.35"
短期借款,,,,,,"5,000,000.00",,,,"84,000,000.00","100,000,000.00","100,000,000.00","70,000,000.00","60,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","386,000,000.00","400,000,000.00","460,000,000.00","500,000,000.00","544,421,134.21","359,000,000.00","359,000,000.00","255,000,000.00","345,000,000.00","485,000,000.00","545,000,000.00","470,000,000.00","450,000,000.00","400,000,000.00","396,200,000.00","392,000,000.00","485,400,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"20,097,750.50","104,554,826.30","109,267,027.18","86,529,531.36","80,138,282.97","41,904,350.65","75,680,345.87","104,283,629.82","83,452,051.79","88,963,342.07","93,614,806.59","96,634,252.67","78,553,871.80","86,853,603.72","250,826,200.97","109,665,797.51","66,638,176.93","89,489,356.90","125,688,287.94","57,948,123.29","57,744,509.47","46,731,272.37","80,553,015.98","102,508,769.65","90,257,198.19","80,159,918.47","145,246,986.34","116,890,543.03","73,447,249.90","77,062,258.94","222,817,533.37","176,490,213.07","188,364,797.41","225,632,945.42"
应付票据,"45,400,000.00","120,170,000.00","68,688,000.00","94,708,000.00","77,440,000.00","82,025,000.00","85,300,000.00","82,544,830.00","211,810,000.00","155,590,000.00","92,160,000.00","140,559,000.00","183,679,000.00","199,756,000.00","220,656,925.00","35,548,000.00","68,588,000.00","135,770,000.00","142,340,000.00","141,680,000.00","155,942,000.00","242,362,000.00","281,157,000.00","299,198,500.00","308,458,500.00","312,015,000.00","290,145,000.00","302,800,000.00","324,410,000.00","390,360,000.00","451,349,905.84","550,959,905.84","628,248,203.79","552,126,174.79"
应收账款,"93,823,877.82","112,912,758.23","212,274,494.32","198,730,613.86","212,012,233.84","214,034,672.73","173,069,450.01","222,181,501.47","309,037,619.12","309,381,509.75","253,823,520.23","343,050,568.57","348,727,129.01","358,884,719.32","283,663,923.80","284,291,561.09","309,979,887.67","349,173,830.31","294,567,780.92","342,299,584.83","397,015,440.59","410,476,103.97","403,032,319.73","458,814,726.75","450,466,164.17","465,233,466.57","420,061,374.89","483,102,210.85","524,251,560.93","511,476,535.14","455,224,103.43","423,530,540.86","358,853,084.09","339,044,334.66"
应付账款,"182,276,533.89","291,445,373.15","319,977,632.11","311,264,154.93","323,218,606.92","321,740,190.31","305,750,704.06","363,986,170.13","322,690,571.42","302,944,841.17","365,423,162.94","400,578,692.94","450,207,686.96","419,536,581.47","386,192,509.63","335,631,483.60","358,031,721.58","401,116,912.05","406,759,234.66","414,723,736.88","421,361,452.98","369,147,733.45","488,770,436.63","462,610,763.57","501,176,747.62","467,563,674.14","496,734,038.25","481,379,963.39","662,803,346.05","592,835,333.23","483,908,526.82","488,929,501.62","463,497,681.55","450,448,029.00"
预付款项,"57,726,633.56","66,306,670.12","102,266,027.03","118,331,432.91","111,853,784.15","136,304,746.52","118,692,029.83","278,070,791.69","302,640,661.63","124,601,042.26","69,579,290.92","109,583,542.64","116,946,044.37","141,220,267.63","74,094,042.14","85,180,352.88","119,822,470.66","136,107,702.99","138,540,723.75","215,995,389.15","193,743,496.67","311,449,099.84","126,937,210.37","125,948,802.56","126,913,316.77","120,340,331.54","87,168,108.90","118,361,072.82","66,501,685.89","99,275,273.46","19,014,561.21","51,829,311.16","51,575,474.47","56,348,461.45"
预收款项,"167,664,855.06","159,856,754.97","75,012,992.87","63,086,951.20","60,242,403.73","68,972,602.47","67,734,155.22","62,315,403.26","45,870,418.70","52,007,894.32","64,502,375.52","40,572,500.62","19,402,030.62","32,024,770.88","30,513,956.14","28,008,041.63","27,277,225.80","29,803,509.60","25,856,797.90","19,727,219.74","25,630,879.63","28,624,478.67","35,534,056.78","23,395,632.68","21,662,758.02","23,967,747.22","27,139,104.11","31,246,948.21","27,559,391.45","33,417,832.63","22,315,096.65","37,211,345.11","40,314,336.33","27,471,893.26"
