科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"245,799,581.88","248,225,225.09","365,624,569.71","205,230,150.88","1,336,769,958.34","1,462,077,877.62","1,286,485,268.23","1,265,349,902.77","1,349,215,731.12","1,318,295,889.09","1,134,338,146.48","1,233,642,560.15","1,190,856,645.38","1,383,172,774.91","1,246,559,715.02","951,937,934.98","691,630,740.78","1,177,843,909.20","660,048,588.50","1,707,184,864.18","922,695,407.44","1,433,300,246.33","1,015,692,808.08","1,765,550,094.76","2,252,946,781.80","2,775,426,021.99","2,396,233,542.88","2,364,156,212.77","2,086,032,372.07","2,542,403,145.24","3,457,471,542.75"
短期借款,"38,921,100.00","143,898,700.00","65,464,940.46","219,440,343.81","78,429,666.33","25,000,000.00",,,,,,,,,,,,"160,000,000.00","100,000,000.00",,,,"118,934,272.00","204,633,544.67","344,549,058.63","601,906,959.13","788,162,687.13","917,190,533.03","904,995,617.83","598,591,913.83","851,995,059.83"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"5,668,500.00","150,000.00",,"4,918,000.00","245,648.00","8,927,255.20","15,034,848.00","20,718,048.31","21,949,670.30","25,266,840.80","3,113,650.00","5,649,900.99","2,979,760.00","26,180,629.00","33,480,615.72","29,002,100.00","16,003,133.20","47,059,311.02","21,790,248.21","17,986,716.12","18,584,025.90","99,759,463.76","48,220,964.69","26,513,747.05","54,883,599.37","73,994,628.04","67,387,370.09","23,542,250.98","35,738,976.52","86,420,391.07","45,132,640.91"
应付票据,"91,815,733.56","54,521,452.10","52,364,106.79","76,806,872.24","81,269,781.52","65,431,447.98","30,226,706.86","27,093,077.14","39,622,474.18","65,636,191.09","105,393,180.18","152,988,412.51","135,741,876.80","96,504,333.01","48,373,482.59","1,416,000.00","71,224,340.69","241,439,532.41","253,886,427.06","354,877,990.85","393,119,289.78","601,022,434.86","729,486,246.33","805,394,347.43","1,177,343,705.05","1,040,452,490.51","487,762,680.30","463,965,751.62","600,945,104.99","721,890,677.01","725,912,004.15"
应收账款,"199,439,424.91","243,274,990.51","210,482,422.93","413,910,786.31","402,561,573.48","482,731,901.03","510,689,673.37","532,091,791.33","641,696,794.56","716,173,192.61","720,716,009.30","671,864,282.51","776,180,321.68","709,181,553.57","671,495,746.70","774,183,828.39","1,041,210,300.54","1,135,796,443.38","1,196,531,839.62","1,508,092,344.10","1,663,430,282.50","1,097,677,884.03","1,369,945,299.37","1,567,696,598.23","1,479,918,325.74","1,586,315,443.64","1,460,433,971.73","1,920,812,744.97","2,083,588,441.10","1,951,684,775.46","1,961,248,453.73"
应付账款,"159,910,754.74","233,894,528.23","287,570,100.07","457,772,106.95","466,030,621.97","445,351,566.02","363,031,293.12","430,975,423.96","471,356,714.59","488,964,115.15","425,512,550.08","444,472,236.24","349,282,174.07","329,182,263.06","255,361,950.76","398,174,604.06","580,955,413.03","582,769,271.87","596,143,330.98","635,001,465.59","622,628,131.59","537,965,648.23","725,815,345.41","845,281,593.47","867,948,787.87","1,052,298,926.06","937,021,924.55","1,252,444,939.52","1,297,823,406.08","1,251,162,016.70","1,130,525,464.01"
预付款项,"9,850,419.02","33,880,515.54","13,706,795.80","64,754,469.79","52,195,821.15","20,241,885.94","59,400,628.94","45,610,760.97","50,306,718.32","18,449,719.68","63,247,237.98","63,893,425.91","33,795,237.07","7,515,747.83","23,050,537.91","35,199,694.77","131,202,403.11","34,135,995.63","72,594,158.07","146,810,163.64","109,989,514.12","118,601,753.62","163,871,732.48","35,611,668.99","657,007,078.91","33,178,158.44","54,893,583.14","29,743,588.54","41,680,480.86","71,742,402.35","57,737,043.21"
预收款项,"66,956,241.74","55,894,880.86","39,884,315.06","55,242,213.57","3,573,770.34","113,692,185.45","176,546,696.07","168,293,508.73","142,467,004.82","189,726,395.22","142,507,800.64","200,084,838.78","71,383,867.96","58,328,074.00","35,737,735.31","34,481,869.58","13,426,244.73","33,500,656.35","7,936,759.05","10,936,099.92","13,991,885.58","13,185,771.45","29,471,354.63","19,080,359.61","65,607,568.50","34,436,921.41","30,200,763.62","30,012,932.02","38,422,087.19","28,125,759.30","22,721,762.05"
其他应收款,"95,873,789.12","20,452,828.87","12,446,273.63","17,770,118.65","24,061,818.05","15,696,649.55","15,640,180.63","21,284,229.46","24,067,062.20","15,496,309.15","18,843,643.68","17,714,068.30","16,735,389.78","15,383,149.65","15,385,681.61","18,067,641.44","22,451,316.06","14,092,770.93","16,980,684.51","21,914,005.67","33,629,518.83","18,348,593.61","37,483,459.26","31,575,061.65","27,513,651.13","21,434,706.91","21,168,677.33","28,380,906.16","31,146,349.85","33,118,718.81","44,143,074.93"
应付职工薪酬,"52,533,001.55","65,301,126.06","62,597,267.00","39,969,945.61","42,918,933.90","71,269,903.90","55,191,872.31","64,154,019.71","101,316,305.72","91,869,061.41","61,123,780.68","80,796,772.08","111,246,841.93","80,944,607.44","63,363,668.96","70,681,908.32","77,394,749.88","65,320,764.46","36,843,687.30","48,431,315.06","52,557,217.85","63,087,293.51","32,117,913.21","35,245,737.44","36,914,690.73","90,671,184.65","37,106,125.43","40,656,376.21","55,858,665.81","95,392,058.88","43,103,555.40"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"26,346,227.34","38,926,602.61","54,953,789.15","-1,355,762.29","18,529,734.11","57,582,950.25","4,501,409.02","-5,617,964.60","22,256,925.94","60,353,655.24","6,618,094.40","-1,000,638.93","38,889,743.18","60,569,371.56","22,608,349.34","30,350,651.54","44,306,633.13","72,504,061.75","25,623,457.88","35,841,434.97","70,171,613.38","23,277,441.24","56,491,944.24","43,662,106.98","41,596,512.76","85,077,675.53","37,250,597.55","22,057,786.44","20,715,296.28","72,759,990.49","24,384,722.57"
应收利息,,,,,,"7,279,462.85","7,935,631.88","11,949,633.03",,,,,,,,,,,,,,,,,,,,,,"1,321,298.61","1,658,173.61"
应付利息,"121,815.01","275,129.24","110,059.80","401,112.64","592,846.66","46,557.23",,,,,,,,,,,,"281,111.11","277,559.03","88,765.63","84,093.75","767,919.68","1,538,190.41","1,237,218.65","1,505,100.47","2,067,117.25","2,499,656.37","3,075,186.11","3,162,052.26","4,446,599.88","7,110,837.01"
应收股利,,,,,,,,,,,,,,,"2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00","2,700,000.00",,,,,,,,,,,,
应付股利,,"10,713,770.23",,,,,,,,,,"2,551,500.00","38,500.00",,,"67,346.95",,,,,,,,,,,,,,"3,343,734.20","3,343,734.20"
