科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"129,452,025.44","291,153,903.15","360,318,606.97","645,751,739.15","99,989,455.88","195,047,320.55","298,337,190.72","401,009,463.85","67,704,359.15","159,933,773.04","221,214,744.16","340,460,228.11","116,608,214.17","211,211,517.26","303,392,284.28","456,999,674.21","78,452,654.29","138,069,014.76","208,935,310.54","289,897,931.30","63,425,726.31","124,515,319.37","178,823,781.41","323,606,957.99","40,884,277.36","103,349,064.06","157,995,314.70","552,760,122.54","50,552,289.66","285,590,884.64","364,948,904.47","440,165,422.02","49,318,309.02","106,050,895.00","160,816,197.18","264,619,960.27","53,140,905.09","110,079,164.95","153,689,353.95","254,243,478.05","35,860,207.48","64,539,981.52","123,623,883.31","222,566,306.88"
二、营业利润,"4,808,288.88","23,082,667.33","14,109,338.32","51,359,931.46","2,932,604.51","11,653,567.70","14,114,623.31","11,217,149.25","-18,488,833.51","-15,328,156.43","-36,823,236.54","-98,640,831.08","-8,683,954.95","-17,562,815.15","-24,249,972.10","4,388,419.70","-13,828,440.19","22,182,847.65","18,361,231.77","10,332,397.05","-19,375,830.57","-33,079,344.11","-40,534,734.28","14,170,777.35","-14,564,169.83","-28,352,793.98","-31,570,753.43","55,613,332.63","-12,500,097.55","-528,243.62","8,728,766.47","15,157,237.25","-4,776,007.19","-13,300,405.50","-12,759,215.26","2,262,144.64","-1,201,362.89","-8,207,772.49","-9,891,997.82","21,535,482.98","-7,152,871.39","-11,248,420.85","10,222,291.81","39,806,834.18"
减:营业成本,"106,108,658.02","229,614,699.57","286,882,895.92","493,266,898.78","75,247,267.17","143,904,989.46","223,853,470.38","307,453,618.90","64,866,387.80","142,317,707.87","200,801,654.34","323,812,552.25","101,157,151.16","187,155,696.03","271,951,122.21","394,232,160.72","69,778,490.40","117,434,867.37","175,775,817.60","245,118,569.76","57,395,672.69","108,138,086.91","150,934,219.23","269,956,227.40","30,922,673.26","82,814,232.88","126,184,856.21","370,869,333.86","38,923,744.04","196,285,475.68","245,824,221.70","282,633,530.26","29,840,182.15","61,882,365.81","93,376,459.70","155,053,155.68","30,380,756.52","66,166,479.57","98,135,274.95","156,456,297.04","21,147,327.91","41,352,392.81","76,686,303.76","139,664,007.21"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"5,436,440.03","11,782,384.44","12,098,749.62","29,619,440.91","1,011,345.16","1,870,206.79","3,520,120.01","7,075,504.79","354,436.56","1,482,724.34","1,967,986.53","5,178,369.31","2,897,251.58","3,324,508.46","3,684,005.23","4,887,441.31","475,902.43","937,379.52","1,553,148.46","2,396,118.35","559,941.49","1,513,227.72","2,188,070.43","9,919,583.01","598,213.86","998,238.21","1,611,453.29","35,805,633.67","827,380.84","21,949,857.93","20,324,458.44","23,989,401.56","2,211,235.14","4,618,589.96","6,725,421.24","14,528,263.85","3,742,597.90","7,722,908.23","9,934,126.91","18,886,347.42","2,244,454.51","3,980,034.12","7,818,747.72","13,473,980.35"
营业外收入,"9,215.09","260,812.59","47,515.05","379,040.05","131,817.65","136,471.05","449,804.75","5,795,690.45","424,969.78","6,640,068.69","6,891,618.69","10,741,508.21","899,119.88","1,129,199.96","3,537,567.50","13,526,163.00",200.00,"87,743.84","666,796.81","3,618,789.33",50.00,"102,644.92","134,802.22","3,765,249.98","40,163.61","138,458.62","1,194,740.63","3,584,570.52","1,114,167.01","1,176,470.44","1,287,433.00","2,372,661.67","2,647,003.73","2,734,240.60","3,337,829.34","25,164,108.48","73,630.32","135,659.93","195,304.80","11,017,081.62","58,887.64","2,292.03","49,109.10","188,118.76"
销售费用,"6,369,851.61","11,777,051.69","19,081,452.45","26,790,565.75","7,013,501.09","13,918,133.02","20,261,413.02","28,115,704.16","5,667,068.91","11,822,077.62","18,595,780.21","27,543,005.42","5,113,252.85","10,831,204.87","17,034,999.58","27,081,150.43","6,728,546.70","12,971,921.63","19,459,876.95","27,898,360.89","5,279,375.53","11,267,261.95","16,185,827.09","20,510,441.95","3,698,351.98","9,102,557.63","13,690,296.98","21,791,761.92","4,026,177.97","9,021,554.17","14,288,962.11","19,905,254.72","3,803,215.78","7,648,605.59","11,693,467.54","22,461,509.73","3,229,343.92","10,607,778.37","12,277,147.43","14,396,045.36","2,042,114.47","4,348,485.15","5,951,352.35","8,218,053.39"
减:营业外支出,"13,382.28","63,993.07","206,651.39","2,188,746.28","192,343.65","447,592.23","1,679,764.91","1,983,795.12","212,867.66","1,173,303.20","1,209,337.50","4,043,772.71","1,509,965.48","1,516,469.00","1,589,659.42","1,790,185.58","3,742.16","446,338.10","560,945.07","843,247.73","7,143.23","26,448.16","332,194.18","1,301,665.08",,"215,458.62","473,170.32","657,321.08",364.11,"69,001.52","1,973,925.78","2,689,590.32","49,530.34","1,414,905.31","1,454,429.09","1,271,806.28","45,992.48","1,083,918.48","1,090,899.48","3,630,754.45","51,580.67","129,348.18","133,454.11","4,219,173.46"
管理费用,"6,836,384.26","15,514,035.98","24,719,580.49","37,072,064.91","9,818,123.55","19,701,544.95","30,527,408.66","38,955,487.70","12,250,041.89","21,469,247.30","30,465,261.24","51,646,133.63","11,320,507.12","20,094,804.54","28,650,187.67","38,360,812.05","10,889,767.03","20,125,223.12","31,109,730.47","42,024,087.25","12,233,124.15","23,208,799.60","35,971,659.19","50,645,715.10","13,142,731.31","23,005,941.93","33,525,455.76","45,573,266.08","15,118,197.67","27,787,612.54","40,566,441.89","54,457,976.13","14,121,713.12","26,601,692.56","37,990,187.65","55,290,003.89","13,424,981.69","24,994,957.89","37,152,654.18","49,876,434.86","13,164,019.91","25,080,626.63","35,376,215.46","47,735,054.44"
其中:非流动资产处置净损失,,,,,,"14,172.46","42,782.95",,,,,"1,897,533.65",,,,"79,765.16",,,,"56,588.82",,"25,230.90","64,279.35","109,557.85",,"215,378.60","243,171.95","316,476.14",,,,"2,560,399.53","49,484.41","1,197,802.58","1,197,802.58","1,147,898.31","44,066.79","44,066.79","51,047.79","1,986,458.29",,"4,269.89","6,758.18",
