科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"183,810,015.53","211,888,172.48","234,393,288.06","57,876,833.17","124,314,861.19","197,392,904.16","268,915,499.98","65,042,495.30","150,508,920.42","250,408,183.31","352,255,075.86","73,777,820.34","164,012,392.43","257,856,802.28","357,807,881.82","93,550,828.28","219,222,649.70","426,651,888.60","656,268,805.78","185,009,939.32","420,315,265.53","656,026,121.98","905,289,712.84","197,400,207.40","461,907,760.12","744,938,153.96","1,714,069,387.69","1,012,239,503.85","2,347,693,693.76","3,803,479,551.20","5,289,656,149.30","1,352,323,126.43","2,947,199,409.35","4,800,059,168.65","6,876,014,553.72","1,897,638,017.76"
二、营业利润,"30,234,476.84","36,267,423.11","43,318,284.65","8,181,620.82","18,391,908.32","30,567,643.23","31,939,870.90","2,663,736.76","10,786,449.75","18,337,947.47","24,693,455.69","3,006,991.73","8,232,885.52","14,763,406.18","19,002,119.04","4,894,623.29","6,235,562.41","14,865,653.36","21,817,590.36","4,536,773.07","3,390,614.86","-949,235.10","7,887,311.67","1,104,314.18","5,103,840.67","19,150,903.47","67,182,214.95","35,340,921.02","85,259,439.13","157,779,706.90","148,328,918.71","32,788,410.33","87,686,248.21","135,936,804.57","-322,057,050.82","30,217,987.35"
减:营业成本,"130,511,416.11","142,514,448.46","149,150,176.03","38,003,900.89","82,910,796.40","134,818,921.94","188,951,402.88","49,600,408.21","114,855,397.66","193,453,166.67","274,976,958.32","55,308,905.18","125,343,400.81","196,615,995.94","273,804,251.34","71,383,610.24","170,875,915.24","344,285,013.53","530,099,265.83","155,004,241.74","355,734,349.98","560,100,980.74","759,382,513.09","160,086,630.97","372,830,225.48","589,620,414.06","1,414,379,276.06","894,017,644.58","2,084,431,977.83","3,378,149,862.48","4,676,232,931.54","1,227,115,943.31","2,676,712,648.87","4,381,318,760.89","6,238,204,482.62","1,767,566,072.15"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"820,759.44","1,066,252.71","1,403,452.34","335,318.37","675,132.41","1,002,061.50","1,235,164.72","324,066.58","736,899.88","1,019,385.59","1,269,924.13","270,726.46","627,288.53","1,120,652.26","1,521,914.44","561,709.36","1,057,073.20","1,638,753.45","2,598,567.90","650,227.36","1,814,811.25","2,612,926.44","4,229,542.36","670,523.06","1,772,842.36","3,200,046.35","7,075,121.88","954,338.87","4,820,346.56","7,745,364.68","14,354,491.18","2,174,536.16","5,191,463.44","9,168,199.72","14,426,206.91","4,575,116.06"
营业外收入,"531,438.57","1,975,956.90","2,162,550.49","208,717.49","911,914.20","841,808.40","2,085,863.03","7,848.63","688,950.96","1,470,128.96","1,561,179.48","1,708,037.78","2,058,184.42","2,149,977.98","2,374,221.36","522,941.19","1,340,844.63","2,031,280.18","2,253,479.93","858,020.83","1,649,260.81","2,307,046.20","3,229,398.94","470,399.79","1,755,583.90","3,930,471.92","7,766,024.02","1,406,821.18","3,163,646.88","4,796,155.15","28,538,613.55","2,030,913.42","2,022,855.01","5,438,834.75","73,219,569.69","187,761.81"
销售费用,"6,702,360.29","8,489,193.90","12,731,458.05","3,561,970.82","7,224,799.89","11,571,524.11","15,680,402.19","5,031,509.93","9,713,087.73","15,599,085.53","22,490,519.16","5,937,655.98","12,572,776.49","19,676,693.24","28,043,756.44","7,984,446.61","17,854,906.76","29,067,439.57","43,338,144.33","10,520,424.52","25,365,225.71","39,456,901.37","55,021,773.40","12,627,325.57","28,990,528.90","46,059,429.82","86,352,667.23","38,332,060.80","69,413,763.33","88,517,763.87","167,983,888.83","33,200,165.86","73,283,160.68","109,944,996.98","166,902,516.35","40,393,240.87"
减:营业外支出,"357,855.32","705,191.94","311,694.42","28,326.19","98,879.55","257,091.77","1,330,899.16","11,000.00","357,352.59","402,956.89","941,545.39","131,957.57","208,893.90","933,805.20","1,370,511.91","201,303.72","1,639,512.72","1,957,217.16","2,121,312.20","186,547.80","756,783.72","1,118,607.80","1,272,823.20","877,786.70","1,052,831.99","1,057,121.10","4,688,365.74","40,629.22","593,564.63","1,329,926.10","5,613,706.70","637,765.12","-83,148.50","-44,754.61","728,420.33","245,248.43"
管理费用,"14,248,933.17","21,989,121.96","25,536,857.45","7,040,511.66","14,107,897.98","21,234,256.50","34,848,418.38","8,087,125.15","16,132,732.48","25,113,783.89","34,572,618.34","9,389,119.60","19,096,292.02","27,832,433.94","38,517,427.18","9,990,182.33","21,776,022.50","35,750,396.61","54,404,561.07","12,130,387.38","27,703,978.67","44,108,867.56","60,294,462.02","15,698,463.06","40,421,952.63","63,882,368.36","101,122,073.08","34,737,497.04","81,633,431.53","143,494,893.92","168,139,380.80","44,961,432.07","88,572,339.75","133,216,387.73","212,225,900.28","50,205,547.21"
其中:非流动资产处置净损失,"190,356.18","369,953.07","95,302.77",,"5,207.01","75,586.26","135,203.04",,"27,315.12","34,066.17",,,"147,113.49","601,769.36","941,690.72",,"609,333.45","622,279.47","637,240.83","6,102.23","114,870.44","215,160.97","234,240.40",,"9,501.35",,"41,816.21",,"40,401.18",,"1,176,862.89",,"35,008.73",,,
