科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"86,156,864.82","125,910,233.52","310,806,393.98","517,707,617.05","199,310,169.07","756,913,922.81","593,921,435.52","768,020,589.05","730,039,232.42","850,129,563.06","920,769,942.72","657,174,773.53","941,728,457.33","1,988,466,437.33","1,020,874,015.44","1,275,566,746.03","904,114,386.04","1,046,749,608.02","704,674,419.28","713,316,231.00","696,316,592.54","991,974,419.04","586,108,758.90","688,628,781.83","822,952,639.92","1,051,036,935.84","981,713,692.08","899,457,165.19","773,330,162.19","1,187,120,092.81","1,204,069,480.14","874,597,665.44"
短期借款,"82,000,000.00","38,500,000.00","185,500,000.00","330,000,000.00","450,000,000.00","290,000,000.00","330,000,000.00","990,000,000.00","1,050,000,000.00","1,110,000,000.00","1,340,000,000.00","1,230,000,000.00","1,080,000,000.00","1,900,000,000.00","710,000,000.00","680,000,000.00","345,700,000.00",,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,"20,000,000.00","10,000,000.00","8,000,000.00",,,,,"20,000,000.00",,"15,000,000.00",,,"40,846,746.00","44,846,746.00","21,846,746.00",,,,,,"137,551.60",,,,,"9,050,000.00","9,050,000.00"
应付票据,"26,573,327.61","8,479,659.40","3,170,000.00","23,889,000.00","11,260,000.00","6,000,000.00","16,000,000.00","42,499,274.98","45,800,000.00","28,300,000.00","40,000,000.00","40,000,000.00","14,200,000.00","28,000,000.00","18,000,000.00","3,000,000.00",,"3,000,000.00","3,000,000.00",,,,,,,,,,,,,
应收账款,"62,814,679.31","52,997,844.50","202,348,777.44","194,225,954.05","250,063,872.45","264,777,831.03","289,214,474.95","366,338,250.13","303,211,887.72","495,174,057.07","452,111,809.61","465,691,056.74","644,118,029.82","831,939,662.33","761,196,945.68","764,203,714.54","795,896,683.80","704,110,436.58","639,783,763.24","941,132,721.97","671,481,165.33","921,159,444.92","758,707,010.40","968,813,926.22","770,796,053.81","883,133,531.21","604,946,262.57","618,517,591.07","896,355,817.25","799,146,539.98","493,443,853.56","533,690,114.94"
应付账款,"304,242,392.70","361,607,209.59","406,383,381.08","496,714,387.64","649,249,062.35","700,410,022.98","526,004,914.47","774,704,391.33","937,325,886.20","1,301,732,129.16","1,052,274,008.11","1,572,179,272.24","1,616,518,399.18","1,792,297,783.79","1,486,136,728.97","1,585,019,183.79","1,527,462,950.31","1,561,456,052.17","1,272,343,474.01","1,395,462,045.96","1,418,943,342.84","1,504,567,488.59","1,233,524,953.83","1,523,933,044.91","1,510,054,932.29","1,599,834,725.41","1,249,195,342.78","1,326,806,361.28","1,281,298,839.73","1,670,875,863.50","1,245,398,768.89","1,466,883,463.81"
预付款项,"68,088,115.12","83,196,006.50","58,641,384.02","59,518,663.08","95,954,416.12","59,741,094.25","71,082,338.00","77,411,053.39","84,299,193.49","28,248,577.49","69,907,710.56","43,522,037.98","34,572,459.83","13,300,968.98","56,074,785.25","46,549,452.53","75,338,921.96","28,750,716.27","67,579,495.13","47,245,420.67","45,268,387.27","15,923,011.23","45,674,868.30","45,187,800.84","46,230,835.66","57,516,860.86","77,821,160.16","60,009,418.00","64,202,523.60","27,853,923.39","41,934,441.18","44,188,245.88"
预收款项,"164,742,160.67","218,351,764.21","344,583,386.95","515,639,414.05","347,615,901.91","305,924,403.83","310,656,991.20","307,543,261.13","321,679,764.06","357,688,341.31","404,298,233.24","437,407,584.08","309,879,786.49","391,609,086.52","434,720,770.83","444,146,702.75","501,165,317.71","339,775,409.53","324,556,294.18","346,203,069.22","387,498,916.47","262,361,532.07","277,329,363.84","329,156,764.63","414,718,496.13","420,808,659.84","397,164,957.00","357,588,147.94","319,371,586.41","278,517,117.08","332,615,289.89","441,447,776.79"
其他应收款,"226,003,945.46","293,440,444.94","379,108,384.50","447,079,015.57","518,580,494.95","615,604,744.24","632,110,996.08","561,224,563.34","587,621,920.87","493,094,995.36","639,946,907.05","570,059,269.05","517,030,379.39","536,306,842.16","466,967,075.29","444,838,103.98","447,968,941.31","450,638,593.32","430,426,361.67","508,902,660.82","490,608,352.63","636,524,364.31","854,630,485.17","856,742,440.42","874,664,674.45","789,805,801.06","805,254,965.66","774,515,102.41","804,183,501.81","720,610,726.70","702,150,458.16","675,757,621.00"
应付职工薪酬,"3,400,364.05","3,316,288.62","2,746,307.59","2,897,911.30","2,496,982.53","2,413,839.14","1,707,750.80","2,145,310.79","1,582,457.43","12,563,394.90","6,124,143.13","2,223,637.37","1,374,773.50","10,463,996.98","1,446,228.28","1,856,747.84","1,281,778.14","6,991,319.43","1,471,705.51","1,947,781.12","1,470,014.18","6,442,355.52","1,274,585.98","2,590,871.01","2,417,270.18","18,735,489.76","2,388,785.52","1,195,994.17","1,223,122.96","15,707,933.60","1,677,979.39","1,396,296.79"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
