科目,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,"6,000,000.00","6,000,000.00","6,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"65,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,"168,177,275.71","168,328,538.80","168,478,764.18","168,637,097.52","168,774,107.24","168,925,370.30","169,103,300.16","169,270,430.88",,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"1,108,588.22","1,068,746.67","1,067,095.09","1,064,459.62","1,054,089.75","1,037,327.79","1,036,844.33","986,540.87","986,001.81","1,074,411.86","1,003,442.79","946,265.96","1,042,298.64","1,005,141.81","935,513.59","901,276.51","862,741.17","880,846.63","729,798.82","689,890.47","571,207.13","452,903.42","379,602.82","294,237.76","246,412.78","161,314.30","141,399.62","129,559.57","126,352.39","79,653.41","76,797.48","73,961.23","71,309.12","61,803.78","59,702.75","57,597.59","56,845.47","56,846.90",,,
专项应付款,"1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40","1,886,702.40"
投资性房地产,"5,221,023.91","5,184,454.41","5,147,531.30","5,110,608.18","5,073,685.07","5,190,999.49","5,151,606.04","5,112,212.58","5,072,819.13","5,016,838.02","4,969,310.34","4,921,782.66","4,874,254.97","4,751,026.59","4,704,482.07","4,657,937.55","4,611,393.03","4,186,294.88","4,143,336.94","4,100,379.01","4,057,421.07","4,199,040.54","4,154,256.58","4,109,472.62","4,064,688.66","4,295,176.74","4,248,351.85","4,201,526.95","4,154,702.06","4,155,397.61","4,108,457.07","4,061,516.53","4,014,575.99","4,006,769.42","3,959,828.88","3,912,888.34","3,865,947.80","3,834,401.73","3,787,962.67","3,741,523.61","3,695,084.55"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"54,544,429.67","54,361,607.62","54,092,222.89","54,538,995.77","56,103,814.33","57,494,777.19","59,066,223.77","59,876,096.58","59,691,353.16","80,393,023.66","79,185,497.90","78,746,666.87","80,084,097.89","93,429,258.36","100,730,781.96","101,758,228.91","101,930,743.14","107,335,434.65","105,606,634.31","104,944,539.89","103,003,520.73","102,359,655.03","100,071,086.32","104,796,087.34","102,318,957.82","101,324,493.05","99,587,044.68","100,678,728.69","100,666,888.43","97,029,275.21","94,957,405.99","92,774,449.84","91,904,074.17","92,403,772.19","91,141,499.20","97,098,834.54","95,251,882.46","95,548,863.42","92,698,194.12","90,876,544.11","90,258,592.17"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"228,739.73","310,109.59",,,"1,701.37",,,,,,,
在建工程,"650,823.55","978,448.55","1,700,670.55","1,823,328.55","1,850,928.90",,,"7,479,381.90","9,652,164.10","9,648,573.68","9,622,572.41","10,294,512.73","12,035,989.57",,"50,000.00","178,987.00","331,002.00",,,"800,000.00","872,817.00","6,558,693.19","6,282,298.00",,,"1,196,014.63","429,245.24","926,075.35","1,449,660.24","4,183,164.25","29,059,990.63","29,368,192.78","45,465,171.28","72,667,842.79","86,432,167.11","90,419,384.19","113,706,631.77","131,058,937.00","138,295,034.64","145,596,237.33","181,694,083.32"
其他非流动负债,"6,925,198.04","7,357,410.53","7,256,495.31","9,398,160.01","9,189,084.78","7,652,102.13","8,418,254.94","8,096,178.27","8,028,823.54","11,142,430.64","16,998,037.74","16,749,416.31","16,912,413.40","15,264,379.72","14,692,990.26","13,932,038.16","12,734,839.12","18,852,961.27","18,822,351.03","20,195,776.96","21,216,322.96","23,886,472.42","23,641,486.15","23,155,469.44","21,918,319.49","20,323,560.45","17,221,840.91","16,160,468.91","18,434,133.60",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"8,811,900.44","9,244,112.93","9,143,197.71","11,284,862.41","11,075,787.18","9,538,804.53","10,304,957.34","9,982,880.67","9,915,525.94","13,029,133.04","18,884,740.14","18,636,118.71","18,799,115.80","17,151,082.12","22,579,692.66","21,818,740.56","20,621,541.52","20,739,663.67","20,709,053.43","22,082,479.36","23,103,025.36","25,773,174.82","25,528,188.55","193,219,447.55","192,133,560.69","190,689,027.03","187,745,640.83","186,821,278.55","189,246,206.30","183,456,591.03","185,233,862.15","28,472,702.47","24,217,370.85","34,661,757.78","32,940,458.57","45,915,533.57","47,792,969.46","24,819,341.60","35,960,706.87","27,087,078.50","83,489,914.62"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"113,019,987.06","137,546,420.72","122,303,025.43","136,188,997.84","168,572,592.49","179,470,670.48","147,411,177.62","178,171,464.63","189,480,903.93","188,333,420.64","178,908,532.75","216,400,284.77","211,840,951.20","184,849,662.53","234,112,053.25","223,122,868.05","221,133,977.04","238,343,058.21","237,635,314.86","202,805,666.00","227,636,744.76","245,403,576.91","233,972,949.01","271,841,227.09","296,934,670.65","299,435,981.61","247,345,308.02","239,717,290.44","294,326,957.00","337,673,529.52","321,755,440.13","346,203,468.36","360,285,565.53","462,408,769.84","413,693,295.16","435,299,227.90","308,399,344.28","271,996,718.91","285,572,194.89","347,530,704.77","421,988,186.93"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","229,333,333.00","229,333,333.00","229,333,333.00","229,333,333.00","229,333,333.00","458,666,666.00","458,666,666.00","458,666,666.00","458,666,666.00","458,666,666.00","458,666,666.00","458,666,666.00","458,666,666.00","458,666,666.00","458,666,666.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,100,000.00","1,100,000.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","131,898,400.00","31,898,400.00","31,898,400.00","31,898,400.00","427,499,024.26","427,499,024.26","427,499,024.26","427,499,024.26","427,499,024.26","198,165,691.26","198,165,691.26","198,165,691.26","198,165,691.26","198,165,691.26","198,165,691.26","198,165,691.26","198,165,691.26","198,165,691.26","198,165,691.26"
无形资产,"15,450,218.29","15,623,687.07","15,522,990.81","15,422,294.55","15,132,855.93","15,299,285.81","15,184,326.91","15,070,833.97","14,957,341.03","14,845,314.05","14,731,821.11","14,618,328.17","14,504,835.23","15,048,027.52","14,921,076.03","14,772,928.59","14,624,781.36","14,464,250.75","14,400,281.77","14,252,134.54","14,103,987.31","32,292,765.80","31,687,625.66","31,082,485.52","30,477,345.58","29,884,468.06","29,293,224.07","28,703,000.02","28,110,736.09","27,519,492.10","26,928,248.11","26,337,004.12","25,752,815.71","25,181,643.04","24,625,053.34","24,068,463.64","23,602,130.35","23,041,027.84","22,479,925.33","21,918,822.82","21,357,720.31"
盈余公积,"5,399,983.34","9,190,272.56","9,190,272.56","9,190,272.56","9,190,272.56","13,098,196.52","13,098,196.52","13,098,196.52","13,098,196.52","17,628,569.78","17,628,569.78","17,628,569.78","17,628,569.78","22,963,978.01","22,963,978.01","22,963,978.01","22,963,978.01","26,057,812.59","26,057,812.59","26,057,812.59","26,057,812.59","29,411,031.81","29,411,031.81","29,411,031.81","29,411,031.81","32,797,965.72","32,797,965.72","32,797,965.72","32,797,965.72","37,881,623.06","37,881,623.06","37,881,623.06","37,881,623.06","41,183,617.18","41,183,617.18","41,183,617.18","41,183,617.18","44,555,838.56","44,555,838.56","44,555,838.56","44,555,838.56"
开发支出,,,"1,034,217.40","1,816,024.55","2,048,542.70","2,358,880.20","2,596,981.09","3,685,687.18","4,031,139.70","5,655,507.29","6,316,861.78","7,198,542.31","7,950,863.98","8,908,734.04","9,858,002.68","11,709,506.22","13,466,483.88","14,876,900.94","15,614,108.05","16,683,178.77","17,825,688.45",,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"61,918,478.31","64,056,753.97","66,231,140.74","67,590,044.07","86,433,079.05","89,293,757.54","92,104,998.78","91,651,370.95","109,571,638.08","120,067,116.91","124,016,172.66","124,685,447.86","145,816,973.41","158,085,790.93","151,324,809.35","154,091,626.75","166,376,158.44","175,930,302.19","171,955,986.97","184,312,680.39","185,986,109.11","196,109,275.15","192,603,942.96","195,360,602.74","206,937,977.53","216,592,656.37","217,552,471.28","211,965,635.95","226,104,725.01","239,363,724.39","241,119,717.88","246,706,358.32","255,903,837.37","257,045,326.32","258,560,559.29","262,597,228.16","274,413,368.98","275,315,100.73","277,052,749.77","281,114,641.72","290,788,903.83"
长期待摊费用,"89,689.00","80,689.00","71,689.00","62,689.00","53,689.00","44,689.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,"1,500,418.85","1,501,413.27","1,495,179.51","1,488,072.67","1,479,626.27","1,484,027.34","1,388,090.38","1,351,319.56","1,235,478.35","1,180,153.10","1,172,242.89","1,095,368.75","974,544.92","920,791.41","803,444.01","871,576.03"
递延所得税资产,,,,,"2,624,092.02","2,106,118.14","1,968,072.39","2,166,474.35","2,354,710.16","2,493,553.74","2,349,325.37","2,607,379.36","2,729,492.62","3,739,398.39","3,442,280.55","3,603,525.28","3,933,233.99","4,695,026.15","4,572,772.48","4,575,294.98","4,827,428.70","6,409,330.61","5,924,474.68","6,393,845.83","6,543,122.68","6,916,279.61","6,395,917.97","7,203,406.18","8,037,560.74","8,783,353.34","8,602,101.06","9,176,732.23","9,432,676.87","10,620,700.23","10,189,618.03","11,316,222.66","10,557,061.17","12,126,203.48","12,426,715.52","13,314,770.14","14,548,360.14"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"3,500,000.00",,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"77,064,772.64","77,297,633.32","78,636,417.04","79,838,400.22","83,941,697.70","83,532,077.62","85,004,054.53","94,377,227.43","96,745,529.09","119,127,222.30","118,178,831.70","119,333,478.06","123,221,832.90","126,881,586.71","134,642,136.88","137,582,390.06","139,760,378.57","146,438,754.00","145,066,932.37","146,045,417.66","145,262,070.39","152,272,388.59","148,499,344.06","146,676,129.07","147,150,527.52","143,777,746.39","140,095,183.43","141,842,296.76","142,545,899.95","141,750,335.92","163,733,000.34","161,791,856.73","176,640,623.14","204,942,531.45","216,407,869.31","226,873,390.96","247,040,499.02","265,666,280.37","269,687,832.28","275,447,898.01","311,553,840.49"
所有者权益(或股东权益)合计,"143,418,461.65","149,347,026.53","307,319,813.30","308,678,716.63","327,521,751.61","334,290,354.06","337,101,595.30","336,647,967.47","354,568,234.60","369,594,086.69","373,543,142.44","374,212,417.64","395,343,943.19","412,948,168.94","406,187,187.36","408,954,004.76","421,238,536.45","433,886,514.78","429,912,199.56","442,268,892.98","443,942,321.70","457,418,706.96","453,913,374.77","456,670,034.55","468,247,409.34","482,789,440.94","908,684,207.53","903,091,138.44","917,223,120.66","935,557,330.98","937,317,725.54","942,808,429.02","951,969,137.25","956,296,779.11","957,756,686.83","961,785,445.49","973,524,712.17","977,677,841.47","979,361,737.00","983,306,281.55","993,048,675.68"
资产总计,"256,438,448.71","286,893,447.25","429,622,838.73","444,867,714.47","496,094,344.10","513,761,024.54","484,512,772.92","514,819,432.10","544,049,138.53","557,927,507.33","552,451,675.19","590,612,702.41","607,184,894.39","597,797,831.47","640,299,240.61","632,076,872.81","642,372,513.49","672,229,572.99","667,547,514.42","645,074,558.98","671,579,066.46","702,822,283.87","687,886,323.78","728,511,261.64","765,182,079.99","782,225,422.55","1,156,029,515.55","1,142,808,428.88","1,211,550,077.66","1,273,230,860.50","1,259,073,165.67","1,289,011,897.38","1,312,254,702.78","1,418,705,548.95","1,371,449,981.99","1,397,084,673.39","1,281,924,056.45","1,249,674,560.38","1,264,933,931.89","1,330,836,986.32","1,415,036,862.61"
负债和所有者(或股东权益)合计,"256,438,448.71","286,893,447.25","429,622,838.73","444,867,714.47","496,094,344.10","513,761,024.54","484,512,772.92","514,819,432.10","544,049,138.53","557,927,507.33","552,451,675.19","590,612,702.41","607,184,894.39","597,797,831.47","640,299,240.61","632,076,872.81","642,372,513.49","672,229,572.99","667,547,514.42","645,074,558.98","671,579,066.46","702,822,283.87","687,886,323.78","728,511,261.64","765,182,079.99","782,225,422.55","1,156,029,515.55","1,142,808,428.88","1,211,550,077.66","1,273,230,860.50","1,259,073,165.67","1,289,011,897.38","1,312,254,702.78","1,418,705,548.95","1,371,449,981.99","1,397,084,673.39","1,281,924,056.45","1,249,674,560.38","1,264,933,931.89","1,330,836,986.32","1,415,036,862.61"
