科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"39,711,117.70","51,659,600.55","85,979,486.77","100,886,144.38","58,388,631.41","538,514,183.28","552,392,153.23","455,942,236.24","489,391,823.66","491,800,861.91","470,291,520.70","460,073,935.03","495,168,990.55","497,580,719.63","487,562,186.14","480,847,447.64","530,976,507.77","510,704,016.39","458,561,730.76","436,589,056.86","431,946,044.71","382,729,885.91","437,201,806.14","381,388,535.86","335,374,472.70","258,997,128.23","280,301,296.61","308,623,168.83","378,387,599.16","270,775,394.36","77,709,969.37","176,774,962.17","353,077,688.10","142,180,637.64","126,749,541.70","323,867,263.37"
短期借款,"116,700,000.00","129,000,000.00","49,220,000.00","22,500,000.00","22,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,"30,000,000.00",,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"7,070,846.92","406,391.00","10,074,506.36","15,142,691.94","21,827,821.74","8,152,689.11","18,021,175.59","26,133,902.49","22,678,446.59","15,268,646.05","17,933,695.48","14,978,892.32","5,337,340.44","1,771,710.00",,"385,693.00","385,693.00","100,000.00","100,000.00",,,,,,,,,,"150,000.00","250,000.00","94,000.00","63,487.85",,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"9,365,601.67","30,397,456.13","2,598,196.12","2,486,316.83","20,091,523.58","1,291,020.33","6,627,304.50","2,860,233.41","4,308,953.97","2,394,905.57","15,610,307.82","4,323,058.05","6,776,079.52","1,577,609.62","3,517,769.65","3,540,816.24","5,008,221.79","6,818,182.24","7,230,406.50","4,572,992.58","10,256,666.23","3,595,936.44","7,364,009.81","7,703,003.81","7,701,472.19","2,659,083.02","12,215,854.58","5,760,581.16","19,723,859.18","1,392,983.62","16,830,128.83","14,785,329.71","24,587,778.37","1,682,126.35","30,380,262.40","28,279,541.90"
应付账款,"22,342,147.95","8,259,202.48","20,574,728.90","44,610,137.93","33,154,916.83","31,617,248.20","44,599,822.12","52,734,164.87","50,634,852.04","59,372,120.31","69,825,786.25","60,543,366.88","69,216,253.82","54,585,341.55","59,367,001.57","60,235,050.98","71,501,966.82","68,000,649.04","68,614,909.66","63,120,223.63","63,197,919.65","45,736,332.99","64,514,794.94","52,640,924.03","60,476,391.19","58,386,218.27","79,675,638.49","78,953,790.14","84,961,163.52","68,502,417.72","141,516,410.96","134,316,204.41","147,137,325.16","109,509,015.32","117,069,642.75","145,273,442.89"
预付款项,"15,160,067.12","7,572,120.27","5,640,615.54","16,863,954.66","3,578,250.65","13,027,210.19","9,958,556.38","40,995,035.75","1,240,419.05","2,177,442.92","1,494,148.68","11,536,439.74","3,320,044.06","8,129,029.97","13,236,137.79","9,972,728.18","4,029,985.28","21,551,900.86","22,990,806.10","29,727,654.51","13,292,253.16","18,023,413.25","28,718,625.06","20,291,347.81","10,974,679.93","10,028,668.48","9,082,398.49","14,542,591.65","16,669,066.22","7,377,377.45","7,882,506.78","8,936,084.69","10,166,405.99","10,567,883.51","50,630,642.26","41,079,807.63"
预收款项,"16,946,630.06","8,900,068.67","34,137,079.04","44,633,711.11","54,934,496.29","78,860,346.25","57,410,565.62","47,689,622.17","60,503,239.94","80,046,656.99","40,406,849.79","44,466,400.84","58,309,390.89","54,408,575.29","27,583,367.43","50,737,021.94","62,756,594.38","65,483,116.16","55,227,320.92","53,783,636.66","50,000,408.70","51,487,741.77","57,580,788.74","31,489,774.19","39,585,047.62","63,223,047.04","55,392,683.48","54,131,536.26","40,371,522.89","148,722,666.95","150,819,699.93","92,135,867.70","98,456,598.85","237,909,444.62","179,509,329.02","138,939,715.26"
