科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"16,925,981.90","34,161,096.40","16,974,244.58","23,127,371.48",,"42,195,348.56","74,660,567.31","22,642,941.58","35,128,781.13","99,102,974.31","127,971,332.20","50,484,973.98","186,576,918.22","269,387,413.26","307,210,976.71"
短期借款,"138,300,000.00","144,500,000.00","90,600,000.00","166,000,000.00",,"202,800,000.00",,"26,000,000.00","500,000.00",,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"42,538,336.64","70,001,056.94","36,544,912.96","26,772,113.66",,"77,789,232.21","214,981,432.78","329,441,893.22","329,875,081.53","385,111,385.92","369,238,383.38","395,693,023.97","288,913,180.49","277,340,949.57","278,711,728.65"
应付票据,"6,000,000.00",,"13,820,000.00","45,599,000.00",,"24,270,000.00","6,000,000.00",,,,,,,,
应收账款,"111,714,563.87","103,302,336.09","108,019,683.85","130,004,357.71",,"148,477,096.37","166,690,084.75","170,168,862.17","211,783,418.04","171,348,740.44","167,610,742.77","230,952,773.54","211,301,401.42","195,473,963.92","177,074,602.75"
应付账款,"84,746,730.77","99,414,872.52","83,817,992.28","139,450,611.07",,"159,541,876.04","148,356,551.15","169,588,459.06","162,978,944.71","135,690,051.09","125,984,545.73","132,644,159.93",,"129,547,100.83",
预付款项,"1,869,270.36","2,281,361.21","1,663,807.36","1,289,722.14",,"1,854,857.78","5,036,943.51","8,399,865.01","13,099,947.87","3,478,729.25","14,563,907.35","9,068,287.89","14,636,650.50","3,688,787.67","6,182,883.86"
预收款项,"4,612,584.08","3,577,554.37","3,322,723.01","3,026,026.38",,"11,672,970.77","6,354,835.67","12,196,219.22","11,411,044.68","6,167,653.01","6,038,992.71","7,578,509.50","6,330,472.92","4,505,163.64","3,495,936.76"
其他应收款,"2,741,750.16","1,648,415.66","2,420,661.27","4,327,836.92",,"4,274,501.55","4,128,256.71","2,950,838.72","2,957,178.74","632,443.70","135,070.87","130,232.95","1,486,523.86","2,768,291.78","5,652,756.06"
应付职工薪酬,"4,384,282.30","4,021,784.98","6,596,621.35","4,809,015.46",,"11,932,153.72","10,866,592.58","15,097,124.42","19,195,699.23","13,237,273.83","7,123,650.88","10,386,831.74","10,348,560.54","12,323,098.17","6,265,369.71"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"3,935,039.98","2,655,316.09","17,613,338.85","9,180,576.83",,"17,704,560.68","20,977,714.53","27,657,341.32","45,013,504.56","58,866,236.88","25,673,402.97","43,936,007.90","22,970,612.40","25,795,134.15","21,387,822.70"
应收利息,,,,,,,,,,,,,,"1,214,302.36","3,190,243.38"
应付利息,"266,957.80","276,590.72","121,166.79","187,291.63",,"276,678.52",,"25,139.38",624.30,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,"14,000,000.00","5,072,498.79","25,000,000.00",,,,,,,,,,,,
存货,"33,760,561.12","39,716,086.89","28,329,053.73","31,007,579.47",,"62,892,609.29","40,823,771.34","41,838,373.03","65,190,113.09","66,459,559.76","53,167,709.64","75,073,089.08","81,795,653.54","59,988,149.67","64,093,475.92"
其他应付款,"27,269,947.19","26,617,857.51","17,025,342.71","3,914,590.13",,"6,697,120.80","5,828,610.81","5,480,847.06","5,914,117.09","5,998,841.01","5,968,636.71","6,520,089.98","6,932,622.31","7,311,180.28","9,620,933.61"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,"13,500,000.00",,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,,"1,599,979.93",,"95,319.78",,,,"50,000,000.00","35,000,000.00","35,637,606.84","49,000,000.00","45,500,000.00","38,500,000.00","39,000,000.00","35,000,000.00"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"209,550,464.05","252,710,333.12","193,952,363.75","216,624,301.16",,"337,483,645.76","506,321,056.40","625,442,773.73","693,034,520.40","775,271,440.22","781,687,146.21","806,902,381.41","823,210,328.03","847,647,555.87","873,926,423.95"
流动负债合计,"283,515,542.12","286,136,474.98","257,917,184.99","372,167,111.50",,"434,895,360.53","198,384,304.74","256,045,130.46","245,013,934.57","219,960,055.82","170,789,229.00","201,065,599.05","153,110,586.43","179,481,677.07","153,774,790.10"
可供出售金融资产,"1,437,126.00","1,437,126.00","1,437,126.00","1,437,126.00",,"1,437,126.00","1,437,126.00","1,437,126.00","1,437,126.00","1,437,126.00","1,437,126.00","1,437,126.00","1,437,126.00","1,437,126.00",
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
