科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"539,980,593.98","607,131,124.57","631,532,186.74",,"277,637,496.19","420,342,836.36","572,291,225.53","124,355,672.33","231,174,998.13","352,036,561.96","508,301,009.99","122,149,188.08","304,849,583.29","560,564,828.65","980,357,643.02","409,961,775.61","901,012,495.58","1,423,490,208.26","1,957,127,133.09","444,266,624.30"
取得子公司及其他营业单位支付的现金净额,,"2,553,784.17",,,,,,,,,,,,,,,,,,
收到的税费返还,,"400,000.00",,,,,,,,,"308,577.50",,,,,,,,,
支付其他与投资活动有关的现金,"15,900,000.00","155,100,000.00","280,600,000.00",,"15,000,000.00","615,000,000.00","615,000,000.00","236,400,000.00","238,680,000.00","710,280,000.00","914,480,000.00","300,000,000.00","500,000,000.00","650,000,000.00","970,000,000.00","20,000,000.00","420,000,000.00","495,000,000.00","681,000,000.00","480,000,000.00"
收到其他与经营活动有关的现金,"14,023,266.43","26,005,277.60","61,458,142.28",,"13,127,058.52","15,385,726.07","18,756,849.07","1,481,643.08","27,468,151.15","30,411,340.85","53,259,798.64","742,287.76","3,101,897.34","11,160,998.49","38,813,132.95","1,124,942.06","4,369,783.84","67,555,692.54","70,541,799.45","2,085,151.82"
投资活动现金流出小计,"125,537,171.90","261,619,999.81","397,298,321.52",,"53,857,239.89","664,425,478.89","685,103,690.40","248,647,096.09","256,817,667.02","738,877,666.52","1,003,415,282.91","319,558,113.85","540,527,808.28","711,190,541.24","1,056,567,713.54","44,214,540.00","517,674,477.30","691,510,324.85","954,695,932.63","495,608,206.52"
经营活动现金流入小计,"554,003,860.41","633,536,402.17","692,990,329.02",,"290,764,554.71","435,728,562.43","591,048,074.60","125,837,315.41","258,643,149.28","382,447,902.81","561,869,386.13","122,891,475.84","307,951,480.63","571,725,827.14","1,019,170,775.97","411,086,717.67","905,382,279.42","1,491,045,900.80","2,027,668,932.54","446,351,776.12"
投资活动产生的现金流量净额,"-107,722,773.53","-115,130,283.90","-90,185,306.74","-13,474,800.00","-37,698,130.30","-648,266,369.30","-660,732,180.81","60,525,701.26","53,901,272.84","126,653,235.51","34,205,519.12","-14,085,533.06","-30,331,802.83","-47,851,202.45","-65,071,128.63","-23,792,206.67","-4,455,865.42","-62,737,796.00","-75,165,154.12","-221,216,238.33"
购买商品、接受劳务支付的现金,"178,465,863.61","180,801,412.39","242,861,779.23",,"110,618,314.11","162,769,879.87","224,629,903.00","29,679,551.44","79,522,195.76","127,697,124.20","148,066,397.38","35,638,916.95","78,367,088.93","107,411,546.92","163,891,873.38","53,351,136.74","110,880,184.14","117,311,805.89","154,686,447.33","48,317,277.56"
吸收投资收到的现金,,,,,"717,870,000.00","717,870,000.00","717,870,000.00",,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"32,521,008.50","44,139,359.14","57,585,676.96",,"34,382,162.71","49,424,196.23","64,856,527.75","22,001,796.13","36,523,860.10","52,966,120.61","70,026,198.17","24,451,953.32","41,297,365.99","58,937,712.27","73,408,472.45","23,466,040.28","39,458,945.43","55,830,511.62","72,904,281.88","26,593,002.84"
取得借款收到的现金,,,"10,000,000.00",,"190,000,000.00","190,000,000.00","190,000,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00",,,,,"100,000,000.00","100,000,000.00","100,000,000.00","400,000,000.00",
支付的各项税费,"93,328,349.53","94,053,125.47","97,849,424.93",,"46,067,444.49","70,029,237.11","95,194,433.43","20,239,128.53","36,388,651.61","55,571,943.19","74,567,642.47","18,877,611.52","49,214,219.13","76,135,707.12","131,320,930.17","67,450,811.54","122,130,685.18","175,935,286.48","224,147,937.10","53,499,825.71"
收到其他与筹资活动有关的现金,,"1,800,000.00",,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"107,077,661.84","153,769,449.38","113,193,747.68",,"48,625,813.12","74,428,650.13","107,489,536.77","15,754,450.61","35,747,362.40","51,599,022.76","86,938,705.79","38,996,720.89","107,464,105.39","256,937,045.00","461,544,243.38","280,857,595.53","583,679,687.87","999,124,222.21","1,390,056,367.94","334,344,926.21"
筹资活动现金流入小计,,"1,800,000.00","10,000,000.00",,"907,870,000.00","907,870,000.00","907,870,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00",,,,,"100,000,000.00","100,000,000.00","100,000,000.00","400,000,000.00",
经营活动现金流出小计,"411,392,883.48","472,763,346.38","511,490,628.80",,"239,693,734.43","356,651,963.34","492,170,400.95","87,674,926.71","188,182,069.87","287,834,210.76","379,598,943.81","117,965,202.68","276,342,779.44","499,422,011.31","830,165,519.38","425,125,584.09","856,149,502.62","1,348,201,826.20","1,841,795,034.25","462,755,032.32"
偿还债务支付的现金,,,"10,000,000.00",,"110,000,000.00","120,000,000.00","140,000,000.00","50,000,000.00","50,000,000.00","100,000,000.00","100,000,000.00",,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00"
经营活动产生的现金流量净额,"142,610,976.93","160,773,055.79","181,499,700.22","-1,410,700.00","51,070,820.28","79,076,599.09","98,877,673.65","38,162,388.70","70,461,079.41","94,613,692.05","182,270,442.32","4,926,273.16","31,608,701.19","72,303,815.83","189,005,256.59","-14,038,866.42","49,232,776.80","142,844,074.60","185,873,898.29","-16,403,256.20"
分配股利、利润或偿还利息支付的现金,,,"126,942,500.00",,"110,028,938.62","111,127,029.46","111,956,409.46","193,200.00","102,622,095.28","104,526,820.83","104,526,820.83",,"30,659,342.40","30,659,342.40","31,200,000.00",,"104,656,944.45","104,886,111.12","106,019,722.23",
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"32,446,126.70","1,800,000.00","3,000,000.00",,"7,600,576.70","8,280,576.70","9,920,331.50",,,"103,740.00","103,740.00",,,,"31,114.63","2,000,000.00",,,"4,130,728.16",
取得投资收益收到的现金,"40,398.37","659,715.91","835,656.14",,"32,109.59","32,109.59","32,109.59","9,172,797.35","9,173,939.86","31,350,902.03","32,894,152.03","5,472,580.79","10,158,005.45","13,301,338.79","21,021,984.91","422,333.33","13,218,611.88","15,693,028.85","23,530,778.51","4,391,968.19"
筹资活动现金流出小计,"32,446,126.70","1,800,000.00","139,942,500.00",,"227,629,515.32","239,407,606.16","261,876,740.96","50,193,200.00","152,622,095.28","204,630,560.83","204,630,560.83",,"30,659,342.40","30,659,342.40","31,231,114.63","2,000,000.00","104,656,944.45","109,886,111.12","115,150,450.39","5,000,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"38,000.00",,,,,,,,"76,050.00",,"38,000.00","38,000.00","38,000.00",,,,,
筹资活动产生的现金流量净额,"-32,446,126.70",,"-129,942,500.00","-11,522,000.00","680,240,484.68","668,462,393.84","645,993,259.04","-50,193,200.00","-102,622,095.28","-154,630,560.83","-154,630,560.83",,"-30,659,342.40","-30,659,342.40","-31,231,114.63","98,000,000.00","-4,656,944.45","-9,886,111.12","284,849,549.61","-5,000,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
