科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"13,871,722.58","37,981,548.17","12,722,579.42","19,044,409.20","26,257,864.10","3,144,379.14","1,833,901.75","-64,042.04","-338,139.87","4,582,231.01","8,876,140.08","10,325,155.25","21,849,621.47","14,867,958.01","29,065,162.53","66,826,274.08","77,750,167.90","30,700,710.68","60,548,392.74","96,146,915.81","129,289,141.30","26,818,507.47","52,539,631.99","77,360,979.28","99,028,084.05","28,153,824.16","56,344,946.88","87,203,732.53","102,403,882.66","12,629,826.54","29,364,574.67","50,437,777.37","70,268,699.78","16,937,628.22","34,670,477.51","40,265,545.84","80,452,779.18","23,441,865.51"
三、利润总额,"130,669,778.06","168,536,058.75","58,893,641.03","191,018,361.76","193,497,181.10","-8,629,387.04","75,875,843.17","244,578,483.84","273,365,374.08","10,318,219.54","155,362,297.85","421,245,074.77","469,855,801.95","6,476,448.73","214,921,467.40","515,984,833.60","555,540,667.60","6,107,106.30","171,054,202.65","440,855,864.12","423,096,614.80","13,637,815.10","263,299,369.70","694,643,160.24","708,627,661.22","19,604,689.81","366,591,066.10","924,350,863.17","988,925,429.45","51,934,603.33","493,746,284.98","1,082,113,430.95","1,043,978,284.62","76,590,719.03","647,633,906.44","1,424,686,290.95","1,482,064,642.54","120,482,010.80"
资产减值损失,"1,744,675.37","4,574,177.02","3,728,972.19","3,433,071.93","1,430,870.29","1,483,211.40","12,664,693.28","23,447,558.45","14,746,153.46","-964,749.81","8,584,525.09","25,410,808.04","9,116,040.31","-2,325,837.86","10,944,051.59","28,685,226.19","13,365,779.31","628,620.90","10,637,137.34","34,924,271.06","16,846,039.71","-2,686,913.76","13,903,592.96","35,283,131.64","36,252,449.24","4,277,775.92","17,408,356.72","44,704,519.50","26,581,702.75","6,315,357.58","25,782,549.12","45,072,297.69","19,195,235.31","17,161,044.34","33,657,211.37","77,160,738.41","45,468,955.72","19,765,853.25"
减:所得税,"19,157,446.68","25,798,354.05","7,333,169.32","29,446,140.23","31,507,860.18","-1,839,315.44","10,259,991.79","43,279,585.58","52,128,654.77","2,781,045.18","29,353,609.06","86,201,970.06","102,881,327.69","1,826,781.09","38,486,620.63","84,055,898.95","100,955,734.37","2,361,530.03","28,393,130.26","79,630,434.70","85,081,621.98","3,098,178.04","52,891,584.28","139,468,610.90","158,046,921.14","3,730,146.41","68,553,400.24","175,551,925.05","197,033,290.00","9,011,800.90","91,450,977.35","175,410,057.05","171,398,030.44","7,790,036.28","113,000,859.99","254,999,938.43","255,604,928.97","10,386,752.05"
加:公允价值变动净收益,"-557,666.26","-4,376,423.74","1,144,720.00","2,213,679.43","-6,231,487.57","-3,552,378.50","7,546,648.08","9,826,957.57","9,068,352.65","178,657.97","9,118,358.29","-6,098,750.02","-1,219,891.49","7,164,032.76","-5,303,767.09","-562,147.22","1,188,774.75","-3,554,925.82","1,090,216.80","-131,563.90","7,868,451.59","-2,260,482.30","-30,567,028.18","-47,621,409.26","-9,943,720.11","-1,260,197.68","-9,297,907.73","-14,403,850.00","-1,736,330.00","861,800.00","-45,589,150.00","24,665,518.17","26,088,100.00","-25,422,136.35","-22,515,439.64","-37,240,809.08","-32,550,170.35","-25,122,142.07"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"31,303,217.12","48,460,364.97","-11,867,311.60","5,749,690.12","4,564,222.62","-7,303,992.69","-13,984,802.39","-7,894,483.69","-5,941,703.94","7,069,896.77","24,795,569.28","51,285,502.74","51,261,490.79","-11,334,404.81","10,830,414.88","12,637,159.51","12,240,227.97","3,314,055.06","39,643,083.48","100,745,824.14","92,734,606.08","-382,169.72","26,649,661.63","43,917,568.78","52,312,502.72","-8,157,646.01","33,038,047.08","44,816,520.82","4,497,841.50","45,587,928.69","-29,628,815.80","-13,385,557.58","55,176,421.39","27,318,433.20","68,071,153.83","152,154,352.80","174,653,719.01","22,989,042.47"
四、净利润,"111,512,331.38","142,737,704.70","51,560,471.71","161,572,221.53","161,989,320.92","-6,790,071.60","65,615,851.38","201,298,898.26","221,236,719.31","7,537,174.36","126,008,688.79","335,043,104.71","366,974,474.26","4,649,667.64","176,434,846.77","431,928,934.65","454,584,933.23","3,745,576.27","142,661,072.39","361,225,429.42","338,014,992.82","10,539,637.06","210,407,785.42","555,174,549.34","550,580,740.08","15,874,543.40","298,037,665.86","748,798,938.12","791,892,139.45","42,922,802.43","402,295,307.63","906,703,373.90","872,580,254.18","68,800,682.75","534,633,046.45","1,169,686,352.52","1,226,459,713.57","110,095,258.75"
其中:对联营企业和合营企业的投资权益,"-490,000.00","-39,730.40","-15,422.60","-15,422.60","-334,807.71","-54,827.52","69,992.85","892,415.98","1,310,274.55","426,906.30","1,314,799.54","1,937,250.60","1,410,628.82","-247,791.16","-1,020,313.24","-1,447,739.41","-1,764,950.10","-133,703.06","-906,252.31","-1,536,679.57","-2,893,239.82","-590,486.33","-733,573.11","-831,828.82","-332,611.93","-132,642.94","752,871.42","917,159.37","579,391.92","-206,847.00","1,970,562.40","3,161,744.91","3,578,379.82","-24,093.15","821,311.93","2,914,703.69","6,438,634.76","1,838,045.50"
归属于母公司所有者的净利润,"103,491,701.01","130,642,569.72","51,861,696.96","154,551,187.17","155,154,760.11","-3,838,290.04","65,418,710.22","196,338,702.32","211,068,132.02","1,924,060.48","110,203,368.33","313,881,866.26","344,106,104.51","3,513,636.09","167,565,338.23","414,163,067.22","452,337,470.72","4,721,882.34","136,392,345.15","352,153,664.41","340,355,226.28","8,178,743.46","202,751,520.41","539,566,215.82","538,460,542.98","12,547,064.77","287,966,522.98","730,435,566.17","779,978,258.90","39,209,968.14","384,541,050.94","879,981,432.24","855,810,234.81","57,814,687.60","518,711,606.53","1,149,352,865.16","1,207,225,209.35","100,553,917.47"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"8,020,630.37","12,095,134.98","-301,225.25","7,021,034.36","6,834,560.81","-2,951,781.56","197,141.16","4,960,195.94","10,168,587.29","5,613,113.88","15,805,320.46","21,161,238.45","22,868,369.75","1,136,031.55","8,869,508.54","17,765,867.43","2,247,462.51","-976,306.07","6,268,727.24","9,071,765.01","-2,340,233.46","2,360,893.60","7,656,265.01","15,608,333.52","12,120,197.10","3,327,478.63","10,071,142.88","18,363,371.95","11,913,880.55","3,712,834.29","17,754,256.69","26,721,941.66","16,770,019.37","10,985,995.15","15,921,439.92","20,333,487.36","19,234,504.22","9,541,341.28"
