科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"187,246,977.35","175,690,075.08","356,200,062.62","348,006,433.10","424,915,752.44","875,984,719.19","868,902,104.77","657,020,550.69","922,331,742.88","1,087,119,794.28","919,075,031.73","669,152,261.90","384,338,798.31","231,486,773.33","240,075,315.05","348,845,588.07","372,300,963.47","189,019,118.15","223,748,599.71","374,656,140.11"
短期借款,"300,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","270,000,000.00","275,000,000.00","407,150,000.00","387,150,000.00","574,227,253.00","624,478,000.00","633,810,162.78","706,874,362.77","677,262,580.22","726,339,400.82","751,150,000.00","959,950,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,"96,550.00",,,,,,,,"14,430.00",,,
应收票据,,,,,,,,,"514,010.68","280,762.90","331,273.87","550,022.14","15,868,265.85","12,949,651.73","22,041,819.33","10,925,639.63","46,891,837.40","3,061,182.10","7,038,632.18","11,669,081.68"
应付票据,,,,,,,,"50,398,092.30","108,573,552.06","107,548,326.26","288,384,111.50","406,345,862.00","379,345,391.28","327,314,170.80","255,991,736.00","445,033,381.00","307,239,077.30","170,739,416.30","224,718,936.00","277,001,250.00"
应收账款,"8,296,151.03","4,679,959.08","6,828,344.60","26,285,122.76","6,731,245.84","17,875,604.77","9,561,340.10","15,374,278.48","81,345,754.11","29,062,983.12","47,974,865.64","91,992,748.65","143,504,593.14","332,099,690.13","274,389,629.30","338,726,600.95","179,568,241.26","278,862,744.26","305,676,648.26","373,050,725.53"
应付账款,,,"4,070,805.33","568,672.35","542,423.94","3,891,700.83","13,248,086.76","99,227,587.33","10,539,629.87","104,460,101.41","4,385,063.47","22,505,684.00","28,518,478.83","49,437,585.11","36,075,524.32","32,888,242.81","4,196,030.27","9,560,157.36","15,937,660.36","1,782,667.40"
预付款项,"6,227,017.82","10,087,821.40","8,787,102.38","14,597,505.27","32,517,475.36","107,081,621.73","153,366,574.92","306,074,655.41","106,283,776.19","155,068,643.99","109,194,383.55","69,476,395.84","272,667,633.55","174,237,437.35","219,187,916.11","251,026,161.33","533,595,357.93","477,754,941.66","589,889,971.09","636,920,528.13"
预收款项,"9,702,701.48","7,413,579.04","21,918,977.53","20,036,778.28","15,202,971.24","2,599,686.82","5,259,557.80","11,336,868.06","677,316.01","12,446,269.33","2,316,066.14","15,516,809.39","32,816,552.39","50,817,481.07","30,264,650.37","110,402,132.74","72,260,122.64","170,168,031.27","199,370,428.27","261,203,198.39"
其他应收款,"26,987,611.24","2,097,603.79","2,751,350.10","3,083,936.50","3,330,659.24","3,381,576.14","2,736,225.31","1,842,888.17","16,477,724.69","1,736,709.48","57,497,936.90","55,051,648.42","1,367,524.79","47,071,386.81","6,568,293.21","47,361,304.60","561,695,679.00","573,736,872.02","7,632,530.36","4,898,621.87"
应付职工薪酬,"1,614,222.00","1,548,066.05","6,356,858.36","1,993,178.49","6,316,328.00","3,610,951.46","2,173,813.56","2,392,646.90","6,052,705.10","2,361,733.40","2,877,389.90","2,944,324.60","8,449,733.53","3,670,179.46","3,867,654.38","3,718,428.55","7,681,002.59","3,799,901.97","5,203,156.35","4,803,461.45"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"4,324,013.38","14,096,113.23","16,614,064.38","8,925,154.79","6,075,977.35","4,567,533.66","8,080,486.56","501,462.74","17,275,783.94","11,185,542.54","31,404,652.41","29,239,033.27","39,325,804.09","26,724,414.33","27,093,426.11","22,100,358.83","57,226,661.25","24,608,178.58","50,206,557.17","44,904,174.37"
应收利息,,,,,,,,,"1,233,603.23","348,512.58","597,068.48","907,223.88","14,344,154.41","22,376,428.69","4,745,877.69","2,646,775.74","1,246,774.54","279,594.29","57,807.39","73,667.44"
应付利息,,,,,,,,,"668,759.03",,"453,474.00",,"1,344,523.95","1,042,158.66","794,129.20","660,795.87","2,509,193.30","754,309.76","912,795.87","1,619,781.98"
