科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"235,451,912.72","337,307,799.91","458,409,375.50","235,183,953.08","357,208,368.85","521,892,407.33","64,328,124.36","189,707,763.54","281,064,193.44","433,312,102.55","72,044,742.94","177,018,060.97","274,773,340.83","377,801,207.92","73,930,245.17","182,414,414.65","272,438,264.67","785,206,126.18","593,424,218.09","1,254,531,734.72","2,158,401,960.82","4,112,889,919.64","1,612,618,519.84","3,332,826,761.44","5,144,482,521.68","7,222,793,686.93","2,597,836,501.51","5,408,274,497.86","8,272,758,065.21","12,196,116,471.54","4,628,271,086.81"
取得子公司及其他营业单位支付的现金净额,"7,300,000.00",,,,,,,,,,,,,,,,,"18,454,666.00",,,,"2,226,437.55",,"202,658,170.44","202,658,170.44","263,985,701.44",,"5,000,000.00","5,000,000.00",,
收到的税费返还,,,,,,,,,,,,,,,,,,"508,536.67","2,546,125.23","7,976,801.49","10,440,991.58","16,268,326.91","9,776,109.31","22,023,656.88","37,679,330.37","48,608,617.94","36,076,402.96","75,559,272.05","93,402,106.26","106,935,241.35","27,612,637.74"
支付其他与投资活动有关的现金,,,,,"1,575,000.00",,"1,000,000.00","11,238,682.00","28,698,944.00",,,,,,,,,"10,910,194.83",,,,,"20,000,000.00",,,"35,400,000.00",,"1,088,500,000.00","1,598,680,000.00","1,662,354,024.99","941,365,050.00"
收到其他与经营活动有关的现金,"24,494,109.24","27,470,648.89","9,166,274.89","8,263,785.29","15,319,430.12","19,935,168.22","13,706,275.99","24,755,616.37","33,127,942.29","14,522,512.76","3,763,814.88","8,499,212.60","12,273,579.10","9,813,811.47","954,709.01","1,435,291.62","1,195,740.85","6,770,926.57","917,908.60","4,265,819.44","2,060,622.36","9,070,473.29","101,812,137.11","13,553,238.82","30,357,741.43","20,167,398.09","103,027,997.23","14,323,297.51","118,268,937.59","39,907,537.71","66,072,039.55"
投资活动现金流出小计,"16,623,637.28","3,354,162.52","10,382,076.01","3,145,290.73","4,840,882.00","13,435,007.46","18,459,606.52","48,195,637.07","66,556,596.56","96,926,580.63","9,696,822.09","20,832,387.16","32,370,626.89","41,347,031.48","3,140,951.92","3,785,766.62","3,805,766.62","36,352,382.27","8,269,494.20","74,534,123.02","132,826,566.02","184,301,164.57","222,314,010.60","247,294,607.95","350,100,365.15","1,173,525,977.29","21,253,103.40","1,239,906,921.80","1,752,718,679.26","1,961,604,418.93","1,380,828,994.80"
经营活动现金流入小计,"259,946,021.96","364,778,448.80","467,575,650.39","243,447,738.37","372,527,798.97","541,827,575.55","78,034,400.35","214,463,379.91","314,192,135.73","447,834,615.31","75,808,557.82","185,517,273.57","287,046,919.93","387,615,019.39","74,884,954.18","183,849,706.27","273,634,005.52","792,485,589.42","596,888,251.92","1,266,774,355.65","2,170,903,574.76","4,138,228,719.84","1,724,206,766.26","3,368,403,657.14","5,212,519,593.48","7,291,569,702.96","2,736,940,901.70","5,498,157,067.42","8,484,429,109.06","12,342,959,250.60","4,721,955,764.10"
投资活动产生的现金流量净额,"-16,623,637.28","-3,352,962.52","-10,382,076.01","4,254,709.27","2,559,118.00","-6,035,007.46","-18,459,606.52","-48,195,637.07","-66,549,693.36","-96,926,580.63","-9,696,822.09","-20,206,547.16","-31,744,786.89","-32,744,031.48","-3,140,951.92","-3,785,766.62","-3,799,286.62","-20,189,288.47","-8,263,494.20","-74,504,156.55","-132,514,939.55","-171,624,538.10","-185,314,010.60","-245,320,179.95","-348,125,937.15","-817,820,797.87","8,862,246.60","-557,480,534.40","-160,145,475.02","-71,952,527.24","-520,420,468.93"
购买商品、接受劳务支付的现金,"190,200,703.56","215,539,008.65","365,547,068.64","159,609,952.09","259,559,341.15","366,584,415.17","136,212,217.40","209,138,847.81","306,705,147.03","388,444,561.01","121,400,089.34","127,535,963.66","159,236,010.22","261,291,045.99","89,572,651.68","140,580,483.65","209,160,343.53","440,814,278.38","460,048,335.60","678,363,992.76","1,280,739,800.15","2,329,471,949.58","1,200,722,789.36","2,340,935,515.03","3,855,067,078.02","5,270,428,103.58","1,876,041,714.70","3,565,501,886.83","5,578,025,469.73","9,051,639,012.21","3,460,335,976.75"
吸收投资收到的现金,,"25,000,000.00","1,200,000.00",,"300,000.00","401,959,630.92",,"1,071,429.00","5,870,729.00","5,870,729.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,"144,000,000.00",,,,"204,480,000.00",,"4,900,000.00","2,045,107,863.55","2,050,047,863.53","24,336,000.00","40,448,400.00","40,448,400.00","40,448,400.00","3,223.00"
