科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"37,497,087.00","57,992,683.89","48,583,468.28","24,780,125.84","298,926,399.30","237,321,356.48","188,062,480.88","146,020,953.36","175,754,661.71","200,988,696.65","139,470,156.08","97,141,477.96","143,174,099.41","102,439,152.86","189,904,530.51"
短期借款,"17,500,000.00","40,000,000.00","40,000,000.00","20,000,000.00","37,500,000.00","20,000,000.00","20,000,000.00","54,500,000.00","89,500,000.00","89,500,000.00","89,500,000.00","119,000,000.00","197,000,000.00","208,000,000.00","267,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"1,547,051.00",,"5,401,286.44","500,000.00","17,320,000.00","13,900,000.00","18,206,000.00","8,040,000.00","14,231,163.20","48,356,893.85","47,243,404.18","65,899,732.71","41,349,609.75","102,922,723.05","155,183,830.51"
应付票据,,,,,,,,,"2,600,000.00","2,600,000.00","16,657,289.00","68,947,289.00",,"60,765,134.18",
应收账款,"172,740,992.25","177,679,656.38","244,974,527.46","308,850,208.10","269,316,393.70","297,936,979.38","246,389,839.42","317,303,795.35","323,806,799.94","296,621,171.18","290,767,883.27","402,106,177.23","474,669,947.47","450,820,991.20","390,352,632.67"
应付账款,"238,147,726.50","249,800,194.32","263,140,138.93","298,347,522.48","275,287,285.20","278,636,421.16","209,599,672.63","247,074,667.50","286,075,067.59","245,220,663.05","206,212,392.69","383,688,836.85",,"395,917,093.72",
预付款项,"5,000.00","5,000.00","50,000.00",,"3,076,400.00","3,551,785.00","26,256,795.42","7,570,253.42","15,452,675.13","4,145,531.46","13,121,993.29","36,063,205.34","22,973,763.48","8,536,099.84","40,676,918.20"
预收款项,"1,360,000.00",,,,"3,596,818.50",,,"1,159,182.49",,,,,,,"500,000.00"
其他应收款,"11,750,457.76","13,942,863.11","11,644,946.79","15,157,231.93","27,834,727.72","19,499,461.95","21,601,528.60","24,265,365.29","25,079,352.57","34,359,062.66","27,471,618.29","28,539,954.38","28,557,802.53","24,036,861.31","25,496,815.42"
应付职工薪酬,"900,000.00","900,000.00","1,037,350.00","1,363,932.00","1,613,932.00","2,028,498.66",,"1,108,000.00","1,108,000.00","1,787,400.00",,"634,000.00","634,000.00","2,228,611.99",
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"15,044,291.81","12,605,889.95","21,508,215.22","25,249,033.90","24,110,892.37","3,931,052.67","8,906,847.03","9,710,937.29","6,106,286.91","19,860.63","24,851.21","5,457,107.44","3,962,230.07","9,192,273.39","11,988,712.94"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"239,367,010.11","273,096,025.65","285,502,108.18","302,792,513.35","320,167,696.59","327,060,135.26","336,815,396.99","429,864,649.93","536,691,570.25","478,971,072.52","537,967,597.90","716,699,726.95","742,692,810.67","779,598,145.50","662,339,627.59"
其他应付款,"164,620.22","164,620.22","164,620.22","101,620.22","5,740,090.22","164,620.22","245,119.82","503,009.31","321,463.82","84,836,620.22","84,798,446.72","84,799,020.22","84,965,720.22","59,395,963.91","59,422,362.30"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,,,,"2,438,741.89",,"5,369,029.26","8,012,664.50","16,457,795.45","25,273,088.69","27,354,801.15","39,029,348.93","38,135,371.34","46,403,954.14","58,557,831.74","40,749,083.52"
其他流动负债,,,,,,"21,485,559.79","24,963,501.45","39,463,794.09","47,910,056.92","43,835,131.02","56,091,212.36","68,679,461.00","75,770,001.06","68,767,102.03","57,870,570.03"
流动资产合计,"462,907,598.12","522,716,229.03","596,156,337.15","654,518,821.11","936,641,617.31","904,638,747.33","845,344,705.81","949,522,812.80","1,116,289,311.49","1,090,797,229.47","1,095,072,001.94","1,384,585,645.91","1,499,821,987.45","1,526,911,805.50","1,504,703,438.42"
流动负债合计,"273,116,638.53","303,470,704.49","325,850,324.37","345,062,108.60","347,849,018.29","326,246,152.50","263,715,140.93","353,519,590.68","433,620,875.24","467,799,674.92","453,284,191.98","731,205,714.51","812,718,194.64","804,266,179.22","751,930,230.19"
可供出售金融资产,,,,,,,,"5,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",
长期借款,,"12,809,429.45","10,279,700.37","8,923,012.41","8,231,348.38","7,530,649.49",,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,"8,851,367.99","1,828,985.91",,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"40,132,731.35","38,856,754.77","64,170,525.63","63,073,814.60","65,646,132.65","81,545,950.79","80,009,178.74","78,041,848.98","85,515,055.54","83,542,288.06","83,150,307.37","89,887,279.72","87,814,655.79","86,457,517.23","86,145,411.27"
递延所得税负债,,,,,,,,,,,,,,,
在建工程,"3,435,891.08","5,013,131.23","4,823,506.19","4,823,506.19","6,729,398.25","4,823,606.19","5,285,706.39","5,461,149.41","8,819,900.20","9,112,708.71","14,262,272.95","14,779,709.61","16,200,664.05","19,323,469.22","24,838,658.57"
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"8,851,367.99","14,638,415.36","14,279,700.37","12,923,012.41","12,231,348.38","15,530,649.49","8,000,000.00","11,680,000.00","11,680,000.00","8,780,000.00","8,632,793.75","12,165,587.50","15,666,381.25","19,167,175.00","19,019,968.75"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"281,968,006.52","318,109,119.85","340,130,024.74","357,985,121.01","360,080,366.67","341,776,801.99","271,715,140.93","365,199,590.68","445,300,875.24","476,579,674.92","461,916,985.73","743,371,302.01","828,384,575.89","823,433,354.22","770,950,198.94"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"73,500,000.00","73,500,000.00","73,500,000.00","73,500,000.00","98,100,000.00","98,100,000.00","98,100,000.00","98,100,000.00","103,000,000.00","103,000,000.00","103,000,000.00","144,200,000.00","144,200,000.00","144,200,000.00","144,200,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"93,379,577.92","93,379,577.92","93,379,577.92","93,379,577.92","344,927,577.92","344,927,577.92","344,927,577.92","344,927,577.92","424,699,577.92","440,265,584.86","447,603,845.28","413,742,105.70","421,080,366.12","428,418,626.54","435,490,041.12"
无形资产,"10,727,799.10","10,508,256.82","10,769,797.89","10,699,143.54","10,578,270.19","10,561,034.58","10,491,980.10","10,422,925.62","10,353,871.14","10,291,616.37","10,222,335.25","10,153,110.79","10,083,886.33","10,014,661.87","9,945,437.41"
盈余公积,"8,108,558.15","13,142,954.63","18,877,899.37","18,877,899.37","18,877,899.37","24,655,809.64","24,655,809.64","24,655,809.64","24,655,809.64","31,718,338.47","31,718,338.47","31,718,338.47","31,718,338.47","39,400,197.98","39,400,197.98"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,"84,672,000.00","84,672,000.00","84,672,000.00","84,672,000.00","59,270,400.00","59,270,400.00"
商誉,,,,,,,,,,,,,,,
未分配利润,"70,938,784.91","115,436,665.02","165,662,620.58","205,566,998.32","214,843,885.62","215,230,933.62","230,532,068.83","245,062,423.85","258,132,036.57","263,768,742.30","280,132,029.64","292,507,104.94","314,121,944.13","307,666,769.48","331,328,967.90"
长期待摊费用,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,
递延所得税资产,"3,353,693.85","2,756,660.57","4,392,315.75","4,748,025.18","4,748,025.18","10,685,558.28","10,685,558.28","10,685,558.28","10,685,558.28","6,585,081.61","6,585,081.61","6,585,081.61","6,585,081.61","9,683,492.00","9,683,492.00"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,"7,337,214.00","33,717,285.00","11,237,640.00","11,446,286.00","12,486,286.00","12,436,226.00","18,113,468.00","18,811,107.00","18,124,602.72","24,331,416.33","24,407,200.00","28,876,023.48","28,326,949.38","25,457,602.40","20,782,568.27"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"64,987,329.38","90,852,088.39","95,393,785.46","94,790,775.51","100,188,112.27","120,052,375.84","124,585,891.51","128,422,589.29","139,498,987.88","139,863,111.08","144,627,197.18","156,281,205.21","155,011,237.16","156,936,742.72","157,395,567.52"
所有者权益(或股东权益)合计,"245,926,920.98","295,459,197.57","351,420,097.87","391,324,475.61","676,749,362.91","682,914,321.18","698,215,456.39","712,745,811.41","810,487,424.13","754,080,665.63","777,782,213.39","797,495,549.11","826,448,648.72","860,415,194.00","891,148,807.00"
资产总计,"527,894,927.50","613,568,317.42","691,550,122.61","749,309,596.62","1,036,829,729.58","1,024,691,123.17","969,930,597.32","1,077,945,402.09","1,255,788,299.37","1,230,660,340.55","1,239,699,199.12","1,540,866,851.12","1,654,833,224.61","1,683,848,548.22","1,662,099,005.94"
负债和所有者(或股东权益)合计,"527,894,927.50","613,568,317.42","691,550,122.61","749,309,596.62","1,036,829,729.58","1,024,691,123.17","969,930,597.32","1,077,945,402.09","1,255,788,299.37","1,230,660,340.55","1,239,699,199.12","1,540,866,851.12","1,654,833,224.61","1,683,848,548.22","1,662,099,005.94"
