科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"39,311,012.88","97,794,465.05","154,334,087.37","207,275,582.57","50,605,262.36","114,815,616.59","179,145,155.89","239,204,077.43","61,535,835.85","140,362,361.28","224,905,611.26","319,601,082.41","76,654,993.43","170,621,417.68","271,319,434.86","369,967,649.01","92,188,307.50","206,917,322.47","325,065,863.39","457,560,392.71","114,097,300.53","261,559,751.90","420,398,753.92","582,692,342.29","160,499,025.12","380,839,221.34","596,577,535.96","854,372,322.70","208,870,584.30","490,558,832.19","758,009,896.84","1,086,153,433.63","273,030,051.72","627,430,470.56","993,890,803.06","1,474,339,102.16","334,895,668.53","789,349,696.28","1,157,258,003.84","1,612,560,471.81","349,817,482.17","771,080,911.27","1,153,427,117.02"
二、营业利润,"5,598,152.16","13,520,057.79","24,258,704.79","39,677,560.48","9,034,128.15","14,545,139.37","23,062,090.64","34,477,454.18","7,026,913.36","21,622,154.07","34,287,152.87","41,667,707.98","7,896,584.88","24,610,448.64","40,310,334.33","42,505,467.29","6,325,274.54","26,522,740.80","41,752,966.95","50,850,987.15","10,314,060.51","39,955,833.35","57,948,006.74","80,751,905.33","19,934,702.95","59,476,073.73","113,819,443.85","152,456,024.37","26,174,159.83","69,549,846.04","109,877,306.22","172,910,393.20","21,949,266.67","56,610,015.49","68,083,222.40","87,034,560.24","21,873,746.07","58,511,585.55","88,551,497.97","101,005,342.72","26,526,836.25","76,952,992.45","103,038,027.07"
减:营业成本,"14,686,318.82","40,901,867.28","62,470,000.10","83,125,693.77","17,312,919.43","47,080,085.21","67,831,868.28","86,949,319.33","20,941,983.58","52,818,657.44","90,750,156.36","133,292,096.00","29,131,256.33","69,984,244.57","111,788,715.84","152,876,580.54","37,662,819.22","90,552,560.28","143,775,455.16","204,336,493.24","46,001,167.47","104,826,895.31","174,929,256.46","259,831,677.62","90,089,631.05","188,769,887.22","300,558,246.36","436,395,105.01","119,252,592.73","244,506,131.61","402,738,287.70","631,273,687.09","162,253,152.09","355,214,842.23","587,778,564.29","919,511,726.09","201,099,032.56","454,526,219.22","658,730,804.55","912,261,462.63","188,837,819.03","426,150,193.41","638,827,098.23"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"621,443.37","1,604,368.77","2,581,884.57","3,754,202.33","766,956.23","1,764,255.69","3,043,592.26","4,214,243.63","908,930.12","2,226,027.53","3,599,865.90","4,514,770.00","379,367.69","676,846.85","-1,739,461.43","-1,143,854.08","388,239.09","976,786.68","1,623,187.59","2,534,898.18","565,354.93","1,410,839.91","2,554,423.70","3,860,938.00","870,625.23","1,615,895.44","2,393,307.18","3,625,008.65","852,643.67","1,887,651.25","2,728,805.49","4,516,595.36","798,918.04","1,931,431.69","3,206,746.33","5,947,353.63","1,470,743.86","2,376,348.68","3,207,969.41","8,676,106.97","1,145,561.33","3,054,345.92","4,328,853.59"
营业外收入,"954,421.36","2,880,360.23","3,862,278.66","4,202,911.39","390,783.99","2,400,792.88","4,575,002.58","14,551,005.27","3,391,023.40","5,854,025.33","7,186,309.31","17,653,610.17","3,337,635.89","7,039,249.95","12,916,122.24","27,539,403.51","6,167,443.04","10,726,729.60","16,687,434.62","28,194,386.52","5,119,073.21","6,759,807.35","12,365,487.11","13,147,052.34","4,719,291.05","9,495,713.90","16,644,093.99","19,371,210.50","4,533,536.32","9,456,587.53","17,218,009.86","23,528,325.04","11,785,761.01","15,955,409.44","27,191,395.44","51,402,534.14","14,900,124.38","25,967,891.61","33,211,986.13","54,388,771.31","11,919,888.53","9,949,851.98","10,114,142.94"
销售费用,"8,978,062.43","21,155,175.69","30,341,815.14","37,197,594.72","8,778,089.24","21,052,809.94","37,930,022.88","52,738,965.82","14,272,540.51","29,253,549.63","41,924,856.45","52,962,595.78","17,212,093.54","30,775,767.10","50,604,419.17","68,479,485.57","22,374,146.93","39,830,893.80","64,267,156.19","90,966,677.57","28,067,590.86","59,971,419.20","91,688,953.50","132,834,561.09","34,846,955.30","82,277,963.80","133,945,905.53","162,556,325.19","37,634,154.03","103,138,327.80","135,782,693.19","169,264,668.81","40,556,031.64","101,575,770.59","160,210,652.68","230,631,498.32","51,728,853.18","130,693,877.33","201,812,998.16","289,092,385.02","64,736,853.51","134,003,255.32","209,990,274.33"
减:营业外支出,94.94,"32,770.89","727,923.26","922,164.24","110,650.46","456,360.67","486,757.60","1,127,043.62","1,751,436.75","1,879,558.06","1,947,783.94","1,988,083.47","11,142.02","103,741.99","107,790.80","170,017.41","40,640.18","46,453.98","50,334.58","190,176.36","60,061.87","83,559.61","123,356.42","326,351.97","37,224.77","49,796.37","110,070.64","490,699.07","29,912.08","360,789.96","449,529.10","524,126.75","16,407.46","245,781.42","556,558.11","1,812,817.90","179,222.43","1,308,731.78","1,476,503.95","3,385,475.84","254,377.60","664,437.58","1,007,542.72"
管理费用,"8,881,546.73","20,073,914.69","34,807,720.61","40,396,799.58","14,599,891.93","28,711,137.77","44,760,368.60","60,448,539.12","17,061,481.18","33,556,923.96","52,251,229.36","81,682,467.13","20,598,827.26","42,887,058.32","66,628,851.24","101,184,529.46","25,495,742.16","52,114,138.19","75,755,684.44","105,484,986.36","29,167,975.32","69,559,571.26","104,878,864.99","150,221,406.44","34,239,324.82","69,263,695.77","107,362,313.55","155,324,988.76","33,840,592.04","76,048,379.03","118,937,871.28","168,061,165.94","41,638,967.79","99,798,974.05","154,484,742.26","203,493,373.58","53,299,924.73","126,602,937.05","177,045,803.00","260,325,565.48","57,207,099.13","127,290,938.11","187,128,935.12"
其中:非流动资产处置净损失,,,,"101,548.34","17,611.80","18,577.08","18,577.08","80,788.61",,"15,205.00","15,205.00","58,930.75",,,,"90,309.79",,,,"34,959.12",,,,"86,029.19",,"29,855.26","29,855.26","350,255.01",,"46,493.52","46,493.52","127,070.93","3,793.07","20,185.54","10,460.91","1,124,694.59","65,384.34","126,165.67","146,507.56","804,064.89","13,166.80","87,880.54","233,794.25"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
