科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"7,222,125.58","10,574,179.09","28,147,099.16","23,891,875.73","24,477,712.61","25,650,100.19","25,867,792.14","30,338,607.90","32,729,161.04","33,510,791.00","29,960,071.85","43,404,085.86","13,331,164.77","65,587,295.31","66,419,956.96","67,482,802.46","38,365,591.08","31,473,400.30"
应付职工薪酬,"14,900,127.11","44,356,889.18","42,690,229.36","44,228,704.74","70,879,582.78","48,823,868.55","57,992,733.27","57,898,176.57","87,766,800.92","61,699,894.18","65,728,259.77","68,452,586.22","84,548,500.55","49,021,571.95","56,651,221.80","68,872,775.19","90,320,626.61","67,908,373.77"
应收关联公司款,,,,,,,,,,,,,,,,,,
应交税费,"22,874,889.67","24,763,394.39","27,701,707.87","75,574,110.07","20,456,700.03","32,661,476.18","29,419,116.43","38,793,249.04","24,521,861.37","32,116,946.19","43,314,984.96","83,228,195.19","58,508,488.18","67,896,414.08","60,728,360.36","83,173,742.93","88,540,980.19","92,968,694.30"
应收利息,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,"456,705.26","480,771.22","468,629.91","467,003.83"
应收股利,,,,,,,,,,,,,,,,,,
应付股利,,"3,293,378.00","5,269,404.80",,,,,,,,"2,176,300.00","76,300.00",,,"1,590,084.40","66,320.00",,
存货,"234,013,765.75","247,454,326.99","193,400,845.59","183,038,785.93","218,338,675.56","237,544,566.57","244,718,526.45","280,642,655.87","279,184,441.75","307,654,626.32","313,496,980.45","356,525,568.64","406,616,760.32","416,877,629.80","462,253,222.46","601,733,316.42","640,346,701.54","702,164,669.95"
其他应付款,"5,315,942.84","8,625,334.88","31,093,858.97","16,841,225.45","16,215,362.10","13,514,603.91","9,053,166.96","8,049,409.48","125,181,032.24","121,983,441.00","120,289,279.88","83,205,799.26","81,259,340.26","80,450,932.80","83,989,917.34","65,029,634.23","218,582,492.59","219,301,390.47"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"13,600,000.00","13,600,000.00",,,,,,,,,,,,,,,,
其他流动资产,,,,"160,860,069.81","683,050,000.00","871,300,970.00","1,143,900,000.00","1,831,822,000.00","1,960,682,000.00","2,254,782,000.00","1,838,692,800.00","2,065,650,000.00","2,102,710,577.56","2,099,661,014.98","2,237,686,554.78","1,956,681,913.58","2,118,052,391.91","2,295,116,065.67"
其他流动负债,,,,,,,,,,,,,,,,,,
流动资产合计,"826,193,884.04","1,168,452,946.58","1,393,135,619.37","1,565,891,386.39","3,185,137,765.16","3,380,137,487.35","3,386,291,342.94","3,733,511,395.52","3,929,327,878.29","4,126,924,931.47","4,034,958,107.65","4,218,574,211.56","4,558,538,728.34","4,819,416,062.25","4,632,248,369.11","4,532,773,051.24","4,876,068,068.92","4,923,972,673.34"
流动负债合计,"359,553,368.52","339,592,748.27","324,863,700.02","382,844,176.78","314,527,727.49","313,308,972.46","314,244,246.32","296,290,873.70","414,210,161.54","433,818,731.34","452,846,942.82","392,815,844.41","448,078,179.63","424,822,306.18","476,516,522.04","539,921,762.26","802,835,434.72","727,755,263.12"
可供出售金融资产,,"39,211,246.47","21,720,389.98","6,967,632.75","3,510,422.58","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00","500,000.00"
长期借款,"20,200,000.00","126,400,000.00","60,000,000.00",,,,,,,,,,,"294,883,354.78","309,983,877.02","312,931,477.32","312,091,679.60","309,513,343.20"
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,"830,000.00","830,000.00","830,000.00","830,000.00","830,000.00","830,000.00",,,,,,,,,,,"61,167,890.42","61,939,328.73"
长期股权投资,"500,000.00","500,000.00","2,300,000.00","2,300,000.00",,,,,,,,,,"100,000,000.00","100,000,000.00","100,000,000.00","101,441,220.25","103,599,481.40"
专项应付款,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,"2,612,887.30","2,376,175.25","2,346,685.78"
固定资产,"579,270,118.12","647,334,028.78","751,362,585.63","751,192,842.89","750,752,924.64","737,125,563.50","734,820,552.38","742,400,105.13","777,443,279.48","790,130,153.33","850,548,057.63","914,422,017.15","1,019,543,751.29","1,084,806,313.03","1,192,692,710.20","1,186,704,584.92","1,476,417,704.24","1,505,976,478.39"
递延所得税负债,,,,,,,,,"3,731.18","3,731.18","3,731.18","3,731.18","1,962.34","1,962.34","1,962.34","1,962.34",931.74,931.74
在建工程,"22,431,784.42","73,850,266.58","9,236,278.43","11,043,900.39","7,606,516.35","5,802,320.35","3,031,845.36","15,704,166.24","22,291,250.48","26,782,068.88","19,803,460.48","35,616,810.25","8,911,291.36","48,324,895.01","62,502,929.67","198,319,861.26","258,177,257.92","383,824,029.13"
其他非流动负债,"57,211,588.08","100,449,585.78","256,912,092.87","260,371,356.98",,,,,,,,,,,,,,
工程物资,"3,153,041.77",,,,,,,,,,,,,,,,,
非流动负债合计,"78,241,588.08","227,679,585.78","317,742,092.87","261,201,356.98","262,376,944.33","270,201,199.47","272,130,537.33","280,958,746.41","272,176,378.71","265,046,473.52","258,118,198.59","250,828,753.07","291,498,748.60","578,847,078.87","597,247,098.36","599,025,347.65","696,047,151.04","688,479,653.10"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"437,794,956.60","567,272,334.05","642,605,792.89","644,045,533.76","576,904,671.82","583,510,171.93","586,374,783.65","577,249,620.11","686,386,540.25","698,865,204.86","710,965,141.41","643,644,597.48","739,576,928.23","1,003,669,385.05","1,073,763,620.40","1,138,947,109.91","1,498,882,585.76","1,416,234,916.22"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"174,000,000.00","174,000,000.00","174,000,000.00","382,800,000.00","428,800,000.00","428,800,000.00","857,600,000.00","863,818,000.00","863,818,000.00","863,818,000.00","1,727,636,000.00","1,728,386,422.00","1,727,950,422.00","1,727,950,422.00","1,727,950,422.00","1,727,950,422.00","1,741,133,822.00","1,741,133,822.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"11,536,000.00","11,536,000.00","11,536,000.00","11,536,000.00","1,265,153,937.63","1,265,153,937.63","836,353,937.63","948,775,377.63","958,040,977.63","966,880,377.63","111,936,077.63","126,558,796.21","127,060,298.25","131,372,898.25","135,562,398.25","139,920,698.25","281,478,061.86","299,667,761.86"
无形资产,"40,319,497.97","42,336,773.15","227,849,502.31","225,898,317.40","224,064,663.48","223,144,373.60","222,162,527.12","221,180,680.64","220,254,966.23","219,271,704.65","218,294,785.15","217,467,017.05","231,397,461.11","229,536,144.95","229,011,510.07","268,319,453.32","273,287,847.56","271,813,105.61"
盈余公积,"144,059,612.75","196,422,717.46","253,782,201.38","253,782,201.38","319,450,983.60","319,450,983.60","319,450,983.60","319,450,983.60","403,505,047.17","403,505,047.17","403,505,047.17","403,505,047.17","506,787,445.07","506,787,445.07","506,787,445.07","506,787,445.07","606,909,879.98","606,909,879.98"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,"118,639,440.00","118,639,440.00","116,463,140.00","77,807,180.58","73,724,040.58","73,724,040.58","72,133,956.18","37,567,035.09","185,259,171.09","185,259,171.09"
商誉,,,,,,,,,,,,,,,,"211,512,954.55","253,361,823.67","251,267,333.89"
未分配利润,"637,723,328.11","1,046,196,036.70","1,328,926,982.65","1,301,303,437.86","1,598,325,186.94","1,764,282,961.60","1,768,870,697.74","2,021,164,070.77","2,173,511,711.49","2,399,084,236.30","2,374,739,461.23","2,641,059,753.98","2,827,079,441.03","3,059,402,692.97","2,911,376,946.92","3,180,922,231.39","3,464,810,304.05","3,716,443,435.95"
长期待摊费用,"94,455.90","99,875.90","75,375.90","36,375.90",,,,,"637,738.90","604,504.18","571,269.46","1,295,201.40","1,333,233.75","1,249,186.89","1,631,432.58","5,174,703.79","6,556,614.64","9,524,362.90"
少数股东权益,"73,951,386.32","41,027,832.45","29,656,002.14","30,334,734.74","27,032,891.62","27,567,898.11","27,926,564.62","28,541,296.39","29,154,814.42","29,357,999.09","29,409,156.81","29,619,900.24","29,802,459.17","30,052,462.11","30,120,688.02","42,056,457.62","37,885,610.49","37,678,942.20"
递延所得税资产,"5,930,272.61","10,445,274.25","5,924,070.76","34,925,849.54","30,228,202.50","30,571,824.11","31,851,750.83","31,853,109.03","30,386,117.50","30,561,455.12","30,776,700.87","29,552,874.57","32,387,024.03","29,914,999.32","34,371,328.90","35,733,996.78","38,204,240.41","38,989,291.51"
外币报表折算价差,"-22,228.95","-362,335.81","-1,473,430.09","-1,331,870.02",,,,,,,,,,,,,,
其他非流动资产,"1,150,000.00","53,862,173.14","27,429,726.59","24,213,732.46","12,942,484.00","10,072,522.27","16,395,665.48","12,413,180.98","13,692,561.05","46,842,407.79","84,883,207.81","76,335,788.93","30,800,128.94","70,601,528.99","59,312,733.43","153,088,941.95","150,351,740.94","119,505,863.21"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"652,849,170.79","867,639,638.27","1,045,897,929.60","1,056,578,651.33","1,029,105,213.55","1,007,216,603.83","1,008,762,341.17","1,024,051,242.02","1,065,205,913.64","1,114,692,293.95","1,205,377,481.40","1,275,189,709.35","1,324,872,890.48","1,564,933,068.19","1,680,022,644.85","2,159,354,496.57","2,558,298,449.63","2,684,999,946.04"
所有者权益(或股东权益)合计,"1,041,248,098.23","1,468,820,250.80","1,796,427,756.08","1,978,424,503.96","3,637,338,306.89","3,803,843,919.25","3,808,678,900.46","4,180,313,017.43","4,308,147,251.68","4,542,752,020.56","4,529,370,447.64","4,850,119,323.43","5,143,834,690.59","5,380,679,745.39","5,238,507,393.56","5,553,180,437.90","5,935,483,932.79","6,192,737,703.16"
资产总计,"1,479,043,054.83","2,036,092,584.85","2,439,033,548.97","2,622,470,037.72","4,214,242,978.71","4,387,354,091.18","4,395,053,684.11","4,757,562,637.54","4,994,533,791.93","5,241,617,225.42","5,240,335,589.05","5,493,763,920.91","5,883,411,618.82","6,384,349,130.44","6,312,271,013.96","6,692,127,547.81","7,434,366,518.55","7,608,972,619.38"
负债和所有者(或股东权益)合计,"1,479,043,054.83","2,036,092,584.85","2,439,033,548.97","2,622,470,037.72","4,214,242,978.71","4,387,354,091.18","4,395,053,684.11","4,757,562,637.54","4,994,533,791.93","5,241,617,225.42","5,240,335,589.05","5,493,763,920.91","5,883,411,618.82","6,384,349,130.44","6,312,271,013.96","6,692,127,547.81","7,434,366,518.55","7,608,972,619.38"
