科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"56,420,201.43","193,926,351.05","300,697,945.65","313,231,493.83","224,139,373.08","113,563,305.11","321,703,531.38","140,071,023.29","151,010,489.66","199,669,167.87","183,080,251.63","91,191,222.83","135,516,366.41","134,482,952.64","243,512,582.43"
短期借款,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"123,995,360.25","203,893,840.94","167,280,539.64","176,321,286.14","207,677,286.30","223,486,911.16","186,419,761.75","181,244,884.84","201,829,115.62","194,652,080.13","201,626,838.04","182,003,900.59","232,246,544.72","278,146,604.93","330,229,112.88"
应付票据,,,,,,,,,,,,,,,
应收账款,"162,098,071.23","109,148,092.82","98,001,838.65","144,820,871.91","125,700,414.59","109,446,603.90","93,385,819.11","110,919,951.88","102,588,880.87","89,834,152.88","83,922,179.12","132,731,789.24","141,347,868.42","158,259,012.22","111,140,366.99"
应付账款,"57,516,815.61","80,635,276.70","43,716,893.28","62,252,970.03","63,376,998.16","56,728,598.34","58,359,417.12","79,547,164.53","66,139,888.04","59,366,051.19","64,635,451.50","88,696,978.41","105,990,171.48","124,666,772.16","112,309,645.52"
预付款项,"17,968,952.78","3,672,750.75","3,427,170.28","2,901,987.99","1,689,135.49","4,145,706.01","3,326,748.56","2,014,576.14","2,080,672.51","5,420,514.91","1,600,765.93","1,035,573.85","3,251,164.62","6,017,901.49","3,305,037.30"
预收款项,"3,350,321.46","7,102,011.58","4,415,478.41","4,487,891.60","2,590,475.23","8,713,427.85","8,479,717.29","9,470,698.44","7,417,241.50","7,826,121.81","8,947,409.83","13,904,346.46","8,306,004.68","15,560,835.22","14,731,786.97"
其他应收款,"2,413,999.36","1,193,682.92","715,320.26","923,091.46","956,296.61","1,025,340.09","1,157,471.68","1,490,682.68","2,908,740.28","3,579,479.56","2,771,601.86","3,249,332.97","3,723,394.74","26,829,314.82","5,622,964.99"
应付职工薪酬,"9,322,196.10","10,837,603.06","12,468,357.05","13,338,258.22","13,550,918.94","13,924,169.21","13,863,824.38","14,668,971.24","14,834,698.82","15,285,200.68","15,482,259.39","16,430,022.66","16,579,420.31","24,819,955.71","31,702,731.77"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"7,546,965.57","-390,417.29","14,020,246.15","19,533,722.56","8,378,641.50","5,817,313.85","12,336,838.11","16,685,926.10","14,286,883.91","11,533,493.76","12,601,379.56","12,241,005.37","17,719,882.71","19,934,107.43","22,649,799.28"
应收利息,,,,,,,,,,,,,,,"26,583.34"
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,"294,925.00",,,,"353,910.00",,,,"424,692.00",,
应付股利,,,,,,,,,,,,,,,
存货,"81,754,986.87","125,057,911.56","126,361,639.52","123,458,766.42","121,885,270.42","125,096,798.79","115,368,128.53","119,560,061.52","122,820,563.04","123,415,368.65","106,028,824.27","120,959,356.31","135,859,193.98","173,006,552.82","195,371,012.62"
其他应付款,"7,933,049.26","5,826,104.68","10,678,166.28","7,718,958.73","10,941,077.78","10,717,580.59","9,757,784.47","11,760,950.30","11,723,314.36","8,598,692.14","7,746,462.35","9,123,095.78","10,656,424.27","11,054,639.83","10,987,948.64"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,,,,,"500,000,000.00","650,000,000.00","550,000,000.00","800,000,000.00","650,000,000.00","650,000,000.00","750,477,633.10","689,025,640.94","710,365,984.28","685,806,313.59","764,608,454.41"
其他流动负债,"455,000.00",,,,"600,000.00","300,000.00",,,,,"4,806,561.08","4,844,511.84","3,249,230.26","4,352,887.82","2,327,782.27"
