科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"7,411,689.97","264,605,580.58","205,105,948.37","1,133,085.21","12,202,795.40","8,019,467.44","11,443,333.22","1,201,942.30","48,161,230.87","1,220,803.32","3,095,826.37","1,912,328.98","2,303,901.17","1,066,419.02","784,352.54","2,054,519.79","23,466,043.29","37,366,478.66","37,446,643.19","1,778,908.76","1,401,170.10","1,258,551.06","685,523.89","6,023,178.12","1,384,792.92","7,975,801.91","1,208,792.98","2,499,316.00","2,116,834.09","1,811,044.92","10,059,900.94","218,622.13","546,383.51","413,234.86","46,717.23","1,076,320.45","58,877.91","155,830,682.01","2,192,038,306.58","1,733,498,084.38","1,111,575,131.08","893,071,978.97","1,224,454,754.14","836,169,785.76","925,340,882.91"
短期借款,"286,852,442.90","285,518,299.41","285,118,299.41","284,490,357.50","272,090,357.50","189,547,457.50","189,327,457.50","189,227,456.90","189,027,456.90","189,027,454.90","167,277,456.90","146,897,456.90","146,697,456.90","146,597,456.90","101,594,713.71","103,379,411.86","103,379,411.86","88,379,411.86","88,379,411.86","86,459,411.86","86,459,411.86","86,459,411.86","86,449,411.86","66,449,411.86","66,449,411.86","66,449,411.86","66,449,411.86","7,740,000.00","7,740,000.00","7,740,000.00","7,740,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,"300,000,000.00",,,,"300,000,000.00","300,000,000.00","500,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"190,763,311.00","244,979,311.00","203,216,000.00","112,500,000.00","150,900,000.00","95,000,000.00",,,,,,,,,,"150,343,072.00",,"75,440,000.00","45,000,000.00","254,846,790.00","167,545,900.00","56,045,900.00","56,045,900.00","137,421,500.00",,"117,243,042.00","141,374,210.00","141,891,950.00","141,891,950.00","141,891,950.00",,"53,445,000.00","53,445,000.00","97,742,950.00","76,800,950.00",,,,"34,649,368.26","775,224,751.98","510,114,473.53","95,037,123.27","660,719,047.23","899,443,246.91","763,295,821.61"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,643,690.61","106,772,553.57","98,725,619.92","98,725,619.92","24,309,256.96","68,055,256.96","117,056,000.00","113,056,000.00",,,,,,,,,,
应收账款,"40,433,399.80","58,735,812.66","63,647,815.53","89,403,831.65","159,687,675.13","160,318,772.22","284,843,807.96","77,773,810.73","62,950,867.10","43,488,196.25","35,073,747.90","59,044,518.41","30,998,485.93","34,443,143.79","15,882,772.70","4,698,808.22","80,572,032.07","35,360,489.71","79,648,579.70","3,325,070.55","2,475,786.79","13,746,947.25","17,190,697.25","18,939,777.92","115,911,966.80","11,167,923.10","11,181,886.17","24,818,107.69","34,654,343.99","65,195,893.04","199,614,499.99","112,634,613.41","91,379,342.52","53,673,821.90","54,030,071.91","86,230,286.91","86,230,286.91",,"576,480,597.70","172,974,037.50","366,523,719.78","929,891,486.55","715,625,050.95","682,731,648.49","762,393,302.46"
应付账款,"89,866,473.64","101,502,156.45","130,932,299.40","218,758,103.87","249,098,613.77","235,117,815.51","240,844,775.08","59,358,307.42","58,869,671.11","56,555,624.39","24,227,632.06","53,407,526.69","18,335,868.64","19,189,537.77","1,390,384.49","12,933,259.04","4,655,010.34","23,544,382.98","45,671,717.57","9,971,422.83","13,920,875.33","945,357.83","945,357.83","6,379,022.83","3,729,022.83","2,077,365.83","2,443,257.88","935,522.84","935,522.84","45,165.01","45,165.01","59,476,422.26","59,476,422.26","56,580,599.89","56,336,599.88","168,916,599.88","168,692,599.88",,"201,791,451.71","271,256,553.44","143,470,093.01","188,228,744.19","192,976,391.12","251,322,277.45","173,943,903.96"
预付款项,"70,638,265.14","50,295,790.38","73,990,044.74","78,890,838.05","57,158,419.87","33,357,218.79","69,495,092.70","22,398,656.52","24,093,218.76","23,535,103.89","23,522,541.76","15,375,039.73","15,792,529.98","14,759,276.85","12,099,565.80","63,752,460.14","78,576,156.14","98,558,186.13","108,998,186.13","9,938,044.86","97,685,686.29","188,109,325.00","188,517,863.90","309,066.51","137,730,566.51","9,657,354.75","7,249,904.54","138,802,734.48","138,761,525.50","137,413,634.16","135,573,839.46","1,221,707.79","1,224,407.69",,,,,,"81,239,914.59","41,196,228.95","139,462,046.40","400,752,050.81","495,770,662.22","772,397,106.52","826,986,445.85"
预收款项,"17,221,502.43","22,799,162.41","38,632,949.83","17,706,919.82","27,524,599.50","47,873,702.33","47,752,785.44","5,832,894.63","11,123,298.53","15,867,601.26","11,813,016.77","9,984,676.73","16,591,434.52","17,649,262.94","403,272.08","1,388,992.08","1,388,992.08","1,388,992.08","1,388,992.08","92,292.88","4,182,720.77","2,725,242.27","2,735,602.27","5,389,012.87","5,500,582.87","590,605.48","590,605.48","4,492,234.98","4,492,234.98","500,000.00","500,000.00","500,000.00","6,154,920.00",,"288,000.00",,,,"64,544,860.89","59,246,090.25","8,033,637.48","39,688,349.16","20,123,372.20","64,323,695.13","265,155,314.15"
