科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"564,489.43","3,181,655.57","5,673,106.67","6,215,864.91","6,739,419.12","4,739,772.84","6,971,462.03","6,881,565.69","7,023,467.50","3,907,248.51","7,058,870.48","5,258,936.65","6,355,187.32","60,976,843.90","42,927,428.16","43,678,125.91","24,824,388.48","24,314,237.13","31,207,424.43","23,845,707.24","42,746,063.08"
应付职工薪酬,,,"59,558.03","111,235.74",,"72,900.53","100,212.73","106,012.28",,"89,770.47","352,671.89","120,795.15","235,837.25","6,615,948.15","7,058,330.51","7,635,934.95","7,825,632.00","19,501,581.87","10,179,254.67","9,138,060.41","9,799,799.75"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,423,944.98","8,516,698.45","11,000,878.06","2,657,652.05","4,633,521.09","13,804,851.07","30,216.44","9,078,985.93","-833,940.09","20,538,125.73","304,271.13","6,756,215.09","390,695.20","15,123,680.75","1,165,720.25","8,082,556.04","3,384,364.38","41,719,614.06","17,890,291.87","15,608,250.63","14,586,442.49"
应收利息,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,"118,188.12","126,751.62","166,867.71","179,797.74","260,290.77","241,344.10","619,542.40","836,749.61"
应收股利,,,,"800,388.00",,,,,,,,,,,,,,,,,
应付股利,,,,,"13,363,389.90",,,,,,,,,"11,562,278.03","11,562,278.03","11,562,278.03","11,562,278.03","11,562,278.03","3,451,109.61","3,451,109.61","3,451,109.61"
存货,"5,348,539.57","29,862,296.11","15,587,352.81","21,052,321.93","21,038,908.55","8,769,543.12","10,921,203.25","21,650,302.40","19,015,499.05","31,570,948.40","36,236,826.26","44,618,557.34","69,145,922.72","57,208,840.35","110,637,799.81","137,360,863.03","129,083,562.33","283,726,443.62","330,329,632.88","324,280,452.78","362,201,866.34"
其他应付款,"146,665.58","272,032.94","436,543.85","446,041.82","616,249.45","869,599.20","230,359.78","526,447.73","203,226.78","764,417.72","1,208,577.88","12,290,559.80","6,529,347.29","62,534,388.92","19,181,395.71","6,931,590.44","14,704,389.62","240,887,496.09","49,376,711.72","74,176,063.32","85,729,282.60"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,"37,942,720.83","10,000,000.00",,
其他流动资产,,,,,,,,,,"2,874,634.10","4,260,309.24","33,582.24","2,287,837.36","1,101,540.07","12,812,749.76","13,331,062.49","11,449,944.96","3,451,010.16","10,168,225.44","322,794,903.91","383,747,843.89"
其他流动负债,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"117,231,955.50","170,486,337.48","252,624,218.52","216,133,658.04","226,706,407.64","278,282,475.68","326,692,823.92","376,264,498.48","373,377,126.76","454,321,070.72","391,742,155.49","433,013,570.36","423,849,712.95","925,411,907.17","986,309,447.36","980,596,396.06","1,007,382,377.73","2,263,411,391.94","1,974,130,555.12","2,172,604,142.92","2,200,406,594.32"
流动负债合计,"39,814,403.02","63,589,218.34","103,999,809.67","48,130,075.83","75,952,193.79","103,532,311.13","45,125,912.52","81,199,742.21","74,830,164.80","154,497,307.58","96,664,419.59","121,941,426.95","118,703,020.17","336,496,109.86","414,459,499.53","388,580,063.81","400,997,083.91","933,350,342.82","616,146,159.47","843,556,407.91","850,597,447.56"
可供出售金融资产,,,,,,,,,,"4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00"
长期借款,,,,,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,"6,685,122.26","6,685,122.26","6,997,371.36","5,611,083.61","5,742,748.14","5,025,009.46","4,438,942.12","4,207,188.59","3,632,220.10","3,699,461.71","3,752,897.90","3,792,204.77"
长期应付款,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00","4,446,600.00",,,,,"5,396,369.22","10,032,556.45","9,893,490.18","10,390,520.56","11,888,109.24","12,677,477.26","11,888,109.24","12,507,129.14"
专项应付款,,,,,,,,,,,,,,,"220,000.00",,,,,,
投资性房地产,"1,255,322.15","1,163,374.86",,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,"969,684.24","1,402,649.69","1,632,758.29","1,799,025.90"
固定资产,"21,243,315.52","19,639,197.61","19,749,599.13","18,871,172.83","18,192,502.49","17,580,304.47","16,928,229.95","16,264,564.75","15,656,929.42","15,157,459.84","14,678,125.01","14,238,859.79","20,393,334.50","21,917,410.25","21,348,427.62","20,934,988.02","20,828,371.37","22,635,862.03","22,775,927.58","89,129,705.09","86,749,276.17"
递延所得税负债,,,,,,,,,,"104,804.32","104,804.32","104,592.64","102,619.62","9,467,771.65","9,250,320.91","8,785,437.30","8,441,394.80","14,161,995.65","13,670,433.35","11,716,347.37","9,550,315.59"
在建工程,,,,,,,,"286,200.00","485,872.00","11,706,869.13","17,469,418.15","19,687,343.19","23,215,341.59","33,228,535.36","41,278,394.98","46,182,394.07","49,607,147.81","108,115,252.55","110,524,791.01","75,400,444.47","81,797,195.08"
其他非流动负债,"3,370,000.00","2,920,000.00","2,920,000.00","2,920,000.00","2,920,000.00","2,920,000.00","2,920,000.00","3,220,000.00","3,220,000.00",,,,,,,,,,"400,000.00",,
工程物资,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"3,370,000.00","2,920,000.00","2,920,000.00","2,920,000.00","2,920,000.00","2,920,000.00","2,920,000.00","3,220,000.00","3,220,000.00","3,324,804.32","3,324,804.32","3,324,592.64","3,322,619.62","26,577,771.65","26,360,320.91","25,895,437.30","24,191,394.80","21,281,679.89","16,893,083.04","15,099,105.66","13,099,341.49"
固定资产清理,,,,,,,,,,,,,,,,,,,,,
负债合计,"43,184,403.02","66,509,218.34","106,919,809.67","51,050,075.83","78,872,193.79","106,452,311.13","48,045,912.52","84,419,742.21","78,050,164.80","157,822,111.90","99,989,223.91","125,266,019.59","122,025,639.79","363,073,881.51","440,819,820.44","414,475,501.11","425,188,478.71","954,632,022.71","633,039,242.51","858,655,513.57","863,696,789.05"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","57,150,000.00","57,150,000.00","57,150,000.00","57,150,000.00","57,150,000.00","114,300,000.00","114,300,000.00","148,016,103.00","148,016,103.00","222,024,154.00","222,024,154.00","262,845,768.00","262,845,768.00","525,576,150.00","525,576,150.00"
油气资产,,,,,,,,,,,,,,,,,,,,,
资本公积,"8,430,852.98","8,430,852.98","8,430,852.98","8,430,852.98","8,430,852.98","8,430,852.98","105,752,282.16","105,752,282.16","105,752,282.16","105,752,282.16","105,752,282.16","65,747,282.16","65,747,282.16","915,297,691.67","915,297,691.67","841,289,640.67","841,289,640.67","2,173,320,369.62","2,173,320,369.62","1,910,589,987.62","1,910,589,987.62"
无形资产,"6,119,314.06","6,681,984.45","5,880,562.77","5,317,258.33","9,033,565.97","8,017,182.54","7,227,721.84","6,846,395.52","6,164,598.97","6,638,126.06","5,707,444.77","5,376,925.66","4,967,938.15","90,273,268.61","88,230,552.76","84,728,019.24","82,644,589.46","104,995,530.66","100,782,295.25","97,783,778.13","92,029,027.78"
盈余公积,"12,103,272.00","19,109,165.18","27,051,317.20","27,051,317.20","27,051,317.20","31,325,443.60","31,325,443.60","31,325,443.60","31,325,443.60","35,354,943.71","35,354,943.71","35,354,943.71","35,354,943.71","38,402,610.77","38,402,610.77","38,402,610.77","38,402,610.77","41,154,976.24","41,154,976.24","41,154,976.24","41,154,976.24"
开发支出,,,,,,,,,,,,,,,,,,,"839,208.67","2,673,573.98","4,204,355.18"
减:库存股,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,"598,608,130.81","598,608,130.81","598,608,130.81","598,608,130.81","1,247,929,285.10","1,248,889,285.10","1,247,929,285.10","1,247,929,285.10"
未分配利润,"38,059,093.61","60,809,053.84","92,577,661.90","110,978,164.65","96,850,586.98","114,593,905.92","115,535,558.15","128,146,030.79","130,519,761.72","145,447,798.52","144,239,072.52","144,805,903.14","146,750,057.79","219,027,352.20","209,383,680.37","231,256,295.53","247,729,709.29","333,163,917.97","362,554,269.08","367,194,412.66","384,584,126.51"
长期待摊费用,"238,365.33","1,389,457.86","789,165.01","911,581.02","770,334.58","607,035.92","558,498.37","388,936.65","280,797.36","275,278.83","231,540.32","187,801.81","144,063.30","100,324.79","56,586.28","33,816.66","22,073.15","527,458.27","452,528.77","387,048.22","311,308.81"
少数股东权益,,,,,,,,,,,"771,505.65","965,979.48","1,005,070.91","8,712,837.58","10,513,276.93","9,392,149.48","10,868,672.14","14,948,776.98","17,766,516.87","15,680,609.92","21,393,608.49"
递延所得税资产,"1,242,749.05","1,051,338.08","1,489,496.32","1,830,140.44","2,055,540.27","1,868,915.02","1,955,322.35","2,296,303.36","2,385,727.77","2,296,609.45","2,296,621.95","2,491,655.91","2,554,920.26","7,405,182.38","7,097,477.46","6,977,574.40","7,234,306.46","12,391,344.44","11,370,931.29","12,692,682.68","12,372,248.08"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"34,545,666.11","34,371,952.86","32,355,423.23","31,376,752.62","34,498,543.31","32,520,037.95","31,116,372.51","30,529,000.28","29,420,525.52","47,206,065.57","51,514,872.46","53,426,557.72","61,333,281.41","767,118,569.56","776,123,735.82","776,243,955.50","777,988,928.21","1,516,561,662.39","1,516,458,506.64","1,546,084,124.81","1,546,138,630.11"
所有者权益(或股东权益)合计,"108,593,218.59","138,349,072.00","178,059,832.08","196,460,334.83","182,332,757.16","204,350,202.50","309,763,283.91","322,373,756.55","324,747,487.48","343,705,024.39","343,267,804.04","361,174,108.49","363,157,354.57","1,329,456,595.22","1,321,613,362.74","1,342,364,850.45","1,360,182,827.23","2,825,341,031.62","2,857,549,819.25","2,860,032,754.16","2,882,848,435.38"
资产总计,"151,777,621.61","204,858,290.34","284,979,641.75","247,510,410.66","261,204,950.95","310,802,513.63","357,809,196.43","406,793,498.76","402,797,652.28","501,527,136.29","443,257,027.95","486,440,128.08","485,182,994.36","1,692,530,476.73","1,762,433,183.18","1,756,840,351.56","1,785,371,305.94","3,779,973,054.33","3,490,589,061.76","3,718,688,267.73","3,746,545,224.43"
负债和所有者(或股东权益)合计,"151,777,621.61","204,858,290.34","284,979,641.75","247,510,410.66","261,204,950.95","310,802,513.63","357,809,196.43","406,793,498.76","402,797,652.28","501,527,136.29","443,257,027.95","486,440,128.08","485,182,994.36","1,692,530,476.73","1,762,433,183.18","1,756,840,351.56","1,785,371,305.94","3,779,973,054.33","3,490,589,061.76","3,718,688,267.73","3,746,545,224.43"
