科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"9,388,052,219.42","18,456,433,190.32","27,488,060,163.79","36,046,210,568.71","5,291,545,141.06","14,650,721,477.43","23,092,649,408.72","29,241,569,879.81","2,117,180,878.96","6,340,846,099.39","11,202,191,688.92","19,402,843,074.84","6,432,401,606.77","15,868,566,317.83","26,149,407,944.57","34,929,098,140.60","8,583,832,023.11","20,295,573,955.95","30,561,112,574.28","39,347,991,937.07","9,541,805,940.47","21,346,039,548.59","33,904,973,872.41","45,682,319,786.98","8,855,591,825.81","19,029,880,309.91","33,587,036,557.12","57,231,302,639.33","13,681,909,421.25","33,809,562,276.20","53,167,129,328.68","71,133,935,094.02","14,252,799,763.00","34,358,812,445.80","57,778,216,043.92","65,704,155,409.12","6,058,609,615.80","18,737,820,381.00","43,322,814,072.97","67,932,733,346.88","12,272,470,616.37","33,467,085,209.28","51,059,309,918.92","65,635,449,464.69","9,930,378,792.89","22,382,727,201.52","35,606,648,385.92","54,551,595,126.19","12,191,573,584.66"
取得子公司及其他营业单位支付的现金净额,,,,"601,810,581.42",,,,,,,,,,,,"-6,135,946.01",,,,"-155,390.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"306,205.00","310,049.48","27,851,460.84","584,257.69","183,233.00","559,721.59","1,650,853.40","21,271,939.73","19,570.20","487,584.46","1,451,818.79","1,877,780.46","372,818.25","4,824,620.93","5,577,099.13","10,074,021.42",43.00,"8,649,284.80","20,975,628.02","49,765,480.16","5,232,969.55","21,036,587.54","26,647,497.93","48,172,876.54","5,384,355.94","15,830,548.07","34,588,012.59","53,836,622.47","5,533,877.22","12,976,425.66","21,897,441.86","52,688,779.80","3,201,107.51","14,378,806.91","27,345,367.14","46,591,202.49","7,047,963.67","9,254,952.12","21,707,063.01","45,650,570.51","8,495,207.94","19,398,626.60","36,071,551.60","71,818,105.11","20,579,640.98","50,368,328.11","77,288,859.72","113,790,115.08","14,090,372.81"
支付其他与投资活动有关的现金,"8,489,309.37",,"10,205,982.94","4,495,856.90","21,476,802.00","51,275,115.43","54,266,497.07","26,340.16","56,074,102.42","64,460,502.26","165,954,414.82","136,974,118.07","33,094,791.26","111,914,594.16","561,732,491.98","942,524,017.65","122,937,895.66","337,326,880.16","779,873,591.02","913,413,030.99","154,221,029.42","281,992,499.80","421,799,325.70","480,450,323.56","708,638,731.75","398,540,946.41","721,327,097.15","2,143,228,887.61","927,688,637.60","2,783,748,718.74","3,098,586,253.02","3,612,223,261.94","987,372,445.82","2,000,982,614.44","2,719,194,363.05","3,765,451,844.43","1,344,772,820.19","2,862,217,412.95","4,428,422,823.70","6,023,546,635.17","711,219,051.05","870,290,596.55","1,907,670,854.32","3,009,055,090.43","135,486,614.43","451,058,960.08","929,535,511.47","1,652,403,132.66","320,922,358.22"
收到其他与经营活动有关的现金,"1,015,033,412.69","72,644,214.34","1,312,760,736.93","553,264,364.20","137,128,873.54","275,665,302.03","747,414,644.85","326,258,750.96","41,187,375.20","251,720,072.81","305,866,227.84","412,118,946.84","62,084,802.59","955,602,762.34","1,707,907,586.63","1,135,985,229.19","369,583,136.18","701,033,984.90","1,343,054,746.38","1,562,412,685.38","117,037,300.93","143,194,659.45","326,434,172.47","487,098,974.30","223,589,333.33","177,678,240.99","270,055,337.92","622,313,105.93","103,979,007.72","157,696,280.97","243,583,759.40","484,901,548.05","18,044,121.44","182,420,406.92","203,483,785.12","273,658,951.68","47,689,165.44","103,242,261.96","231,744,690.94","327,113,960.39","92,943,164.00","215,011,314.78","351,143,722.73","315,459,949.77","89,421,617.60","398,976,636.77","574,950,945.24","613,050,024.99","101,528,855.28"
投资活动现金流出小计,"496,109,764.73","1,561,543,612.38","1,606,950,754.61","2,767,060,591.49","287,762,486.48","672,366,653.97","925,467,226.18","1,478,475,398.90","198,280,471.76","350,445,371.54","605,615,180.75","884,796,516.35","311,785,842.12","623,974,379.86","1,218,381,479.02","1,841,825,865.76","258,248,987.05","1,708,655,052.51","2,921,285,905.54","3,687,448,514.44","328,389,030.45","665,202,171.90","1,046,386,041.97","1,432,152,870.80","889,515,597.55","841,068,535.08","1,379,155,019.17","3,013,584,534.32","1,212,731,271.67","3,178,217,508.87","3,644,658,479.67","4,424,445,339.13","1,117,007,691.84","2,343,518,111.60","3,180,976,108.00","4,420,937,817.63","1,454,264,445.12","3,087,640,012.15","4,941,712,606.16","7,116,271,013.69","1,048,697,886.77","1,874,935,901.20","3,445,221,231.78","5,752,265,226.48","844,664,720.67","2,143,684,958.85","3,531,075,807.02","6,132,414,381.90","735,622,735.90"
经营活动现金流入小计,"10,403,391,837.11","18,529,387,454.14","28,828,672,361.56","36,600,059,190.60","5,428,857,247.60","14,926,946,501.05","23,841,714,906.97","29,589,100,570.50","2,158,387,824.36","6,593,053,756.66","11,509,509,735.55","19,816,839,802.14","6,494,859,227.61","16,828,993,701.10","27,862,892,630.33","36,075,157,391.21","8,953,415,202.29","21,005,257,225.65","31,925,142,948.68","40,960,170,102.61","9,664,076,210.95","21,510,270,795.58","34,258,055,542.81","46,217,591,637.82","9,084,565,515.08","19,223,389,098.97","33,891,679,907.63","57,907,452,367.73","13,791,422,306.19","33,980,234,982.83","53,432,610,529.94","71,671,525,421.87","14,274,044,991.95","34,555,611,659.63","58,009,045,196.18","66,024,405,563.29","6,113,346,744.91","18,850,317,595.08","43,576,265,826.92","68,305,497,877.78","12,373,908,988.31","33,701,495,150.66","51,446,525,193.25","66,022,727,519.57","10,040,380,051.47","22,832,072,166.40","36,258,888,190.88","55,278,435,266.26","12,307,192,812.75"
投资活动产生的现金流量净额,"-491,313,553.34","-1,499,392,873.41","-1,758,976,607.92","-2,680,313,514.80","-277,796,950.33","-257,525,634.51","-747,956,999.81","-947,245,019.86","-190,421,838.31","-322,393,913.09","-559,699,944.72","-729,780,627.59","-259,305,636.52","-448,447,189.80","-1,034,619,388.96","-1,517,210,950.49","-159,891,439.91","-933,779,940.35","-1,878,075,448.88","-2,161,549,575.12","-27,030,400.47","-53,053,331.89","-454,883,483.70","-548,453,787.94","13,750,967.18","-489,827,693.48","-738,278,348.70","-898,145,846.80","-105,445,290.63","-389,684,506.98","-605,211,231.64","-1,044,355,489.50","-432,666,996.28","-747,445,112.42","-703,751,510.29","-873,093,584.16","-11,805,918.71","200,245,357.26","76,340,992.04","-412,580,954.71","-450,778,754.58","-307,005,111.84","-1,356,562,707.44","-3,064,459,980.30","304,482,632.98","-666,505,789.24","-1,501,171,284.91","-3,704,898,711.02","23,000,922.09"
购买商品、接受劳务支付的现金,"8,545,699,915.07","17,743,908,322.42","25,541,179,137.10","33,818,152,706.00","11,156,452,206.52","20,350,022,589.99","27,087,865,564.24","31,869,120,709.25","1,090,374,737.70","2,421,370,612.36","7,222,595,114.60","16,429,162,580.13","7,366,515,511.22","17,043,610,717.48","26,683,695,595.89","34,183,569,976.45","8,373,786,925.31","17,214,758,361.30","26,543,883,697.79","35,459,416,778.65","7,663,471,570.13","17,080,325,874.48","27,313,479,134.02","40,027,939,576.56","6,950,927,092.73","14,885,989,748.60","28,860,599,589.26","50,337,415,797.84","12,665,439,263.05","31,107,885,687.24","48,187,775,722.10","64,500,820,026.70","13,699,365,707.48","33,474,460,564.44","55,137,676,475.39","62,488,272,539.43","7,220,748,104.50","18,653,895,532.99","40,548,834,893.64","63,060,046,212.68","12,010,244,848.43","32,089,763,040.49","49,492,805,723.28","64,519,189,836.92","9,131,108,878.15","21,175,531,826.56","32,458,506,180.47","49,219,462,857.18","11,053,572,973.79"
吸收投资收到的现金,"2,188,950,000.00","2,047,450,000.00","2,238,950,000.00","2,124,500,000.00","260,000.00","340,000.00","340,000.00","850,000.00",,,,,,,,,,"2,920,431,506.40","2,920,431,505.99","2,920,431,506.40",,,,,,,,,,,,,,,,,"12,000,000.00","12,000,000.00","12,000,000.00","12,000,000.00",,"216,000,000.00","835,017,281.00","931,017,281.00","120,000,000.00","240,000,000.00","332,000,000.00","2,005,730,238.02","230,000,000.00"
支付给职工以及为职工支付的现金,"110,182,622.80","270,812,716.65","360,743,080.18","598,471,642.64","144,872,433.61","276,797,851.27","431,257,450.93","748,164,779.60","106,638,017.79","247,087,133.30","417,134,026.27","714,444,312.33","183,142,298.55","366,398,143.63","574,593,356.83","892,069,358.11","177,769,654.83","438,340,613.96","738,426,616.34","1,197,659,842.18","215,425,011.08","470,445,576.78","758,236,811.93","1,261,259,391.11","199,044,028.15","397,841,432.88","653,931,284.10","1,269,867,131.71","194,669,474.77","468,614,746.47","689,295,138.23","1,259,898,261.79","228,903,971.48","456,313,383.08","692,244,612.79","1,255,116,893.57","246,324,282.66","485,449,550.82","763,784,539.81","1,226,008,659.69","250,145,709.75","506,985,768.31","811,548,509.55","1,343,242,167.33","298,864,767.25","597,831,514.09","930,787,673.88","1,677,428,407.05","381,796,349.45"
