科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2015-12-31
货币资金,"71,565,476.70","138,748,262.53","119,447,868.66","107,916,073.58","127,171,125.39","105,975,165.73","27,800,968.26","104,303,596.95","22,369,550.32","55,738,711.01","58,144,805.03","1,472,544,435.18","1,493,358,058.40","1,560,445,971.56","1,063,805,379.37","980,675,541.89","771,428,618.87","769,409,668.64","726,909,786.11","195,429,488.46","179,869,969.01","252,650,023.85","202,287,115.67","857,784,588.90","859,651,217.97","867,082,080.61","867,904,939.27","18,866,357.03","13,362,536.14","3,576,337.66"
短期借款,"39,000,000.00","36,000,000.00","42,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","28,000,000.00","73,000,000.00","28,000,000.00","28,000,000.00","28,000,000.00","16,000,000.00","170,000,000.00","217,000,000.00","292,000,000.00","262,000,000.00","102,000,000.00","110,000,000.00","110,000,000.00","181,000,000.00","204,000,000.00","200,995,080.13","198,463,721.39","244,962,632.95","249,962,632.95","212,962,632.95","212,962,632.95","209,908,369.13","209,908,369.13","119,995,080.13"
交易性金融资产,"77,000,000.00",,,,,,,,,,,,"5,282,184.00","3,847,260.00",,,,,,"14,000,000.00","14,000,000.00",,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,"459,000,000.00","471,400,000.00","82,400,000.00","82,400,000.00",,,,,,,
应付票据,"36,000,000.00","36,000,000.00","36,000,000.00",,,,,,,,,,"20,000,000.00","270,000,000.00","318,000,000.00","400,000,000.00","265,000,000.00","547,800,000.00","487,800,000.00","205,800,000.00","165,800,000.00","257,800,000.00","75,000,000.00",,"28,000,000.00","28,000,000.00","28,000,000.00","37,135,000.00","37,135,000.00",
应收账款,"22,858,422.55","19,111,741.46","1,789,235.19","19,261,902.50","4,682,916.57","7,257,439.38","6,474,116.42","1,371,790.46","49,555,593.17","45,415,499.46","3,675,992.96","4,294,610.52","10,931,508.51","88,022,823.45","160,511,243.26","142,615,194.36","279,908,732.57","105,045,227.64","398,258,829.31","104,774,209.42","232,737,476.95","147,502,635.62","351,830,212.39","268,579,432.25","267,701,375.68","218,318,668.73","287,867,922.36","282,629,523.20","270,132,926.23","122,363,245.22"
应付账款,"40,548,390.19","43,757,233.99","39,652,983.02","46,335,621.88","63,091,926.27","55,144,611.84","48,729,401.96","36,664,124.82","31,362,916.06","67,152,164.42","24,354,300.73","19,523,705.48","22,914,313.08","122,463,509.20","143,165,256.99","127,200,206.66","165,911,916.86","253,577,421.08","564,534,993.32","174,386,382.58","200,441,524.92","95,156,313.10","330,808,243.27","233,661,168.05","203,120,835.92","227,670,784.63","229,738,199.08","219,199,064.62","218,846,544.71","235,245,494.95"
预付款项,"22,476,387.31","66,598,291.17","43,481,195.06","1,375,408.66","1,351,547.45","1,345,610.99","29,955,982.65","29,415,119.98","30,247,708.09","37,103,675.43","41,251,398.99","312,409,759.85","542,894,032.61","665,370,026.58","1,123,902,053.76","1,028,749,253.01","1,102,280,169.86","1,358,024,874.02","1,267,555,117.22","1,200,650,047.10","1,220,113,039.90","1,133,597,738.51","1,022,631,599.85","752,186,106.96","776,999,384.53","842,695,582.21","825,474,041.88","781,634,983.77","783,025,483.77","3,578,570.21"
预收款项,"24,246,297.12","19,216,808.93","42,530,214.52","54,205,637.59","2,470,215.23","1,588,338.04","2,261,995.34","9,499,442.62","7,716,200.10","6,853,410.38","9,354,428.50","23,321,388.33","76,878,739.41","157,023,731.85","105,330,596.01","26,909,898.83","27,843,959.47","91,313,797.40","73,703,420.54","100,517,616.36","149,302,890.51","132,444,262.23","81,907,534.60","102,679,494.77","96,137,969.07","96,352,731.17","96,352,731.17","109,181,405.87","109,161,405.87","150,889,294.78"
