科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"32,211,690.14","49,171,375.89","50,189,209.74",,"222,341,644.47","89,417,702.30","81,054,763.32","126,756,649.67","97,589,054.95","105,926,808.42","120,318,071.54","163,858,486.05","83,968,337.34","174,931,457.64","480,838,413.47","516,321,566.61","601,209,961.87"
短期借款,,"30,000,000.00","30,000,000.00",,"43,000,000.00","22,997,027.78","48,000,000.00","45,000,000.00","43,200,000.00","41,400,000.00","84,600,000.00","148,150,000.00","334,150,000.00","506,000,000.00","413,690,000.00","523,690,000.00","431,800,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"21,515,669.16","52,420,498.75","59,542,119.40",,"45,280,289.67","84,762,822.56","57,456,059.20","86,813,806.94","109,534,323.87","168,868,456.61","92,723,143.61","169,776,688.85","206,634,446.79","239,819,395.41","324,476,613.85","347,020,873.72","279,114,058.77"
应付票据,"23,489,479.56","38,776,798.03","27,377,974.30",,"38,837,523.94","43,414,319.99","61,812,910.21","106,410,029.53","165,750,702.07","239,335,180.05","239,850,456.32","256,924,872.96","186,748,952.92","234,861,511.34","440,110,287.37","515,792,702.00","474,137,991.99"
应收账款,"54,117,991.30","58,171,495.71","70,038,752.98",,"101,535,029.80","141,955,087.28","143,353,768.20","213,354,922.19","293,515,336.84","329,288,471.03","386,781,825.51","625,407,813.23","651,162,111.15","839,797,231.11","778,189,760.82","936,683,484.18","957,775,379.51"
应付账款,"27,788,139.37","47,505,804.02","55,381,344.94",,"44,428,510.36","59,012,928.96","110,804,924.99","170,762,690.43","280,160,574.88","361,068,985.43","337,994,771.27","460,011,408.04","437,615,912.36","482,132,665.21","456,373,871.04","549,800,632.30","638,364,120.78"
预付款项,"5,999,374.25","13,912,747.48","6,581,832.89",,"21,908,983.33","76,836,598.58","36,293,463.08","70,396,331.77","85,996,116.86","82,801,522.61","32,989,278.74","108,438,627.80","61,938,844.71","112,487,497.48","47,998,059.66","86,927,740.97","96,721,579.71"
预收款项,"20,710,773.89","55,092,129.54","50,427,422.38",,"20,003,139.88","88,926,675.38","56,257,228.95","126,201,831.63","224,677,406.69","211,980,951.42","269,146,616.17","490,720,469.98","278,425,100.61","366,897,438.96","292,892,320.11","459,450,451.75","462,633,094.04"
其他应收款,"1,609,164.02","3,272,636.42","4,628,888.76",,"5,297,574.57","24,977,221.89","26,931,535.31","32,180,236.22","49,769,508.02","64,347,375.88","27,723,604.98","39,305,483.80","20,626,401.98","32,850,299.60","25,267,774.51","111,846,331.25","108,396,846.80"
应付职工薪酬,"4,005,250.76","4,540,645.10","6,336,142.08",,"6,438,233.55","4,880,989.25","10,850,329.10","11,962,282.95","12,926,110.92","15,476,011.28","13,026,375.24","13,894,108.97","15,531,118.31","20,955,212.34","29,162,887.91","27,275,647.25","25,004,228.57"
应收关联公司款,,,,,,,,,,,,,,,,,
