科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应交税费,"2,820,812.74","4,435,798.63","4,458,939.43",,"9,688,150.02","4,075,943.45","7,046,579.07","2,873,755.46","13,243,284.49","25,245,988.15","19,869,989.35","31,586,938.48","26,451,330.71","15,656,326.53","33,573,846.69","44,856,219.37","37,067,638.25"
应收利息,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,"209,958.50","206,795.50","357,713.40","327,708.54","609,285.42","599,437.50","1,008,164.31","1,040,651.55","1,065,140.68"
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"11,700,000.00",,,,,,,,,"37,629,067.00"
存货,"38,836,509.69","71,699,323.70","74,033,865.02",,"79,759,944.21","92,751,339.44","136,729,262.37","193,639,164.66","320,337,822.82","402,821,629.17","472,264,889.01","653,462,873.97","575,264,687.83","586,409,002.09","490,323,674.66","602,403,273.14","761,627,561.92"
其他应付款,"9,395,653.63","5,151,343.80","8,768,434.06",,"11,750,997.93","9,350,145.27","38,507,696.51","37,608,424.92","44,705,132.59","71,919,892.84","30,516,048.25","59,395,227.00","25,064,451.61","45,333,740.78","99,697,311.96","99,920,200.70","98,398,876.74"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"1,000,000.00",,,,,,"20,677,125.00","73,644,500.00","9,400,000.00","11,750,000.00","15,761,600.00","17,961,600.00","17,061,600.00","21,761,600.00","21,761,600.00","26,461,600.00","26,461,600.00"
其他流动资产,,,,,,,"3,610,603.57",,"3,664,060.60","3,067,018.53","31,013,918.54","1,611,108.08","20,370,237.24","7,983,395.38","23,086,201.96","23,138,449.38","956,906,486.51"
其他流动负债,,,,,,,,,,,,,,"2,445,988.99",,,
流动资产合计,"154,290,398.56","248,648,077.95","265,014,668.79","267,913,000.00","476,123,466.05","510,700,772.05","485,429,455.05","723,141,111.45","960,406,223.96","1,157,121,282.25","1,163,814,731.93","1,761,861,081.78","1,619,965,067.04","1,994,278,278.71","2,170,180,498.93","2,624,341,719.25","3,761,751,875.09"
流动负债合计,"89,210,109.95","185,502,519.12","182,750,257.19","175,155,300.00","174,146,555.68","232,658,030.08","353,956,793.83","586,163,514.92","794,273,170.14","978,383,804.67","1,011,123,570.00","1,478,972,333.97","1,321,657,751.94","1,696,643,921.65","1,788,270,289.39","2,248,288,104.92","2,232,561,758.05"
可供出售金融资产,,,,,,,,,,,,,,,,,
长期借款,,,"78,770,000.00",,"75,816,125.00","72,862,250.00","75,881,250.00","86,860,000.00","111,250,000.00","105,315,000.00","99,694,800.00","91,449,400.00","91,609,000.00","78,668,600.00","77,928,200.00","64,987,800.00","64,247,400.00"
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,"74,195,282.45","73,688,280.38","85,787,970.74","85,133,388.05","84,478,805.36","83,883,452.18","83,288,099.01","82,603,044.81","81,595,796.37","80,132,135.16","80,434,742.55"
预计负债,,,,,,,,,,,,,,,,,
固定资产,"22,208,630.31","33,254,736.45","39,237,743.62",,"182,302,160.62","181,125,946.31","167,192,427.25","177,033,968.52","314,985,808.60","311,681,883.30","335,968,228.70","338,954,028.81","335,186,219.57","331,511,118.41","372,918,034.08","370,806,502.53","363,781,957.41"
递延所得税负债,,,,,,,,,,,,,"5,088,330.79","3,777,276.52","2,654,538.99","2,384,747.55","2,310,224.20"
在建工程,"25,026,895.88","43,949,090.72","157,787,343.58",,"35,030,037.13","74,709,199.26","126,339,038.12","115,839,045.67","11,384,429.43","25,595,538.17","42,826,921.24","44,528,007.13","52,045,021.47","67,742,690.79","40,039,993.99","76,459,065.20","325,661,739.00"
其他非流动负债,,,,,,"26,464,622.43",,,,"40,304,178.16",,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"9,946,295.23","9,604,694.42","97,806,541.28",,"102,439,232.99","99,326,872.43","102,187,386.87","115,007,651.31","153,460,665.74","145,619,178.16","137,341,962.62","127,737,449.48","130,848,489.38","115,099,033.08","110,777,893.52","96,069,700.05","93,756,774.75"
固定资产清理,,,,,,,,,,,,,,,,,"988,235.16"
负债合计,"99,156,405.18","195,107,213.54","280,556,798.47","271,956,900.00","276,585,788.67","331,984,902.51","456,144,180.70","701,171,166.23","947,733,835.88","1,124,002,982.83","1,148,465,532.62","1,606,709,783.45","1,452,506,241.32","1,811,742,954.73","1,899,048,182.91","2,344,357,804.97","2,326,318,532.80"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"58,500,000.00","58,500,000.00","58,500,000.00",,"78,000,000.00","117,000,000.00","117,000,000.00","117,000,000.00","117,000,000.00","117,000,000.00","117,000,000.00","123,962,268.00","123,962,268.00","309,905,670.00","314,790,670.00","314,790,670.00","376,290,670.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"42,533,925.30","42,533,925.30","42,533,925.30",,"227,178,925.30","188,178,925.30","188,178,925.30","188,178,925.30","188,178,925.30","188,178,925.30","188,178,925.30","619,289,562.96","620,065,711.55","434,122,309.55","514,079,355.00","517,853,671.69","1,847,446,815.21"
无形资产,"44,380,369.41","66,336,657.74","64,886,388.17",,"64,196,661.52","63,794,192.56","63,407,172.77","80,771,195.56","80,345,460.40","80,949,601.07","83,086,660.17","83,241,577.50","100,303,937.82","99,177,474.45","155,668,377.52","154,153,401.40","153,294,951.51"
盈余公积,"5,164,591.47","10,347,442.22","15,690,677.94",,"15,690,677.94","15,690,677.94","21,751,736.27","21,751,736.27","21,751,736.27","21,751,736.27","28,498,989.12","28,498,989.12","32,126,121.47","32,126,121.47","39,580,035.77","39,580,035.77","39,580,035.77"
开发支出,,,,,,"2,647,580.46",,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,"83,289,250.00","83,289,250.00","83,289,250.00"
商誉,,,,,,,"53,506,936.83","53,506,936.83","53,506,936.83","53,506,936.83","53,506,936.83","372,180,286.29","331,692,062.72","331,692,062.72","278,185,125.89","278,185,125.89","278,185,125.89"
未分配利润,"45,664,926.23","90,825,238.42","136,003,304.95",,"166,457,900.41","186,763,283.48","190,168,614.30","200,061,739.71","236,139,685.06","271,422,056.86","295,592,847.66","333,102,963.94","369,104,634.95","395,248,558.73","468,239,516.20","528,413,912.23","600,628,286.68"
长期待摊费用,"2,463,698.99","1,968,861.35","1,378,297.49",,"724,406.62","838,671.96","655,144.62","448,041.01","274,943.49","250,233.51","909,928.31","4,695,937.41","5,049,582.21","4,921,837.56","6,101,605.05","5,909,874.45","8,144,167.04"
少数股东权益,,,,,,,"4,056,506.72","3,877,025.54","7,225,307.62","7,169,588.14","10,703,313.30","9,570,605.45","15,404,719.88","16,913,785.41","-1,046,498.05","810,777.90","2,197,553.24"
递延所得税资产,"2,649,855.03","3,156,395.27","4,980,265.01",,"5,536,560.38","5,801,426.63","6,574,506.20","7,612,013.63","11,337,716.68","15,286,426.22","12,563,047.44","17,850,072.84","21,965,181.36","23,068,598.64","24,381,198.27","28,640,117.91","25,397,486.31"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"11,175,352.25","13,852,807.52","63,579,103.99","64,984,039.77","22,331,381.73","43,889,680.77","111,532,363.74"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"96,729,449.62","148,665,741.53","268,270,037.87",,"287,789,826.27","328,917,017.18","491,870,508.24","508,899,481.60","557,623,266.17","572,404,007.15","624,515,880.30","959,186,169.68","993,109,208.15","1,005,700,867.15","981,221,512.90","1,038,175,903.31","1,347,420,768.61"
所有者权益(或股东权益)合计,"151,863,443.00","202,206,605.94","252,727,908.19","267,903,900.00","487,327,503.65","507,632,886.72","521,155,782.59","530,869,426.82","570,295,654.25","605,522,306.57","639,865,079.61","1,114,337,468.01","1,160,568,033.87","1,188,236,191.13","1,252,353,828.92","1,318,159,817.59","2,782,854,110.90"
资产总计,"251,019,848.18","397,313,819.48","533,284,706.66","539,860,800.00","763,913,292.32","839,617,789.23","977,299,963.29","1,232,040,593.05","1,518,029,490.13","1,729,525,289.40","1,788,330,612.23","2,721,047,251.46","2,613,074,275.19","2,999,979,145.86","3,151,402,011.83","3,662,517,622.56","5,109,172,643.70"
负债和所有者(或股东权益)合计,"251,019,848.18","397,313,819.48","533,284,706.66","539,860,800.00","763,913,292.32","839,617,789.23","977,299,963.29","1,232,040,593.05","1,518,029,490.13","1,729,525,289.40","1,788,330,612.23","2,721,047,251.46","2,613,074,275.19","2,999,979,145.86","3,151,402,011.83","3,662,517,622.56","5,109,172,643.70"
