科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"143,944,958.46","137,951,663.55","149,679,149.36","112,356,297.87","104,963,690.54","509,028,436.77","453,769,949.66","392,466,098.62","334,676,802.53","238,268,851.17","199,562,326.27","199,305,448.56","191,482,247.24","207,698,502.75","361,704,573.98","307,484,532.27","401,843,905.76","305,778,608.69","300,327,252.10","363,966,961.37","710,327,289.72","831,732,664.02","1,102,436,284.63","1,027,309,117.01","1,366,239,742.63","2,418,520,241.24","1,681,725,522.69","1,589,517,117.66","1,170,387,923.37","1,143,107,653.03","1,627,698,091.18","3,425,967,904.55","1,829,371,778.93"
短期借款,"145,815,609.28","102,896,168.90","64,923,047.69","73,308,692.70","143,138,141.19","49,451,533.36","45,107,055.69","57,225,911.70","74,262,982.40","82,737,286.00","95,219,730.00","133,860,072.50","275,290,906.00","383,852,072.08","519,315,379.00","573,921,065.00","760,465,194.00","693,746,350.00","752,579,558.98","794,319,700.21","902,481,383.79","949,026,645.79","1,088,412,697.09","1,195,354,886.53","1,413,099,802.41","1,697,874,775.12","1,858,429,041.23","2,343,126,944.72","2,244,372,962.54","2,350,497,012.57","2,503,142,878.18","3,616,758,429.02","3,136,242,026.05"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,632,033,260.21","1,489,221,067.19","903,896,685.09"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,923,488.67",,"8,201,193.40","6,753,863.12","8,943,490.44","22,363,602.08","17,568,876.23","29,306,582.99","29,379,785.74","41,717,212.32","47,926,317.67","57,884,127.94","82,708,946.29","104,123,069.09","81,887,284.78","88,005,097.64","101,137,437.11","45,252,196.75","45,554,018.96","28,153,959.58","33,773,666.24","176,031,244.32","290,921,251.34","239,600,515.75","313,722,831.27","293,611,278.94","516,953,890.55","606,491,817.18","414,340,112.94","378,474,910.19","740,797,073.65","263,059,002.84","251,274,783.38"
应付票据,"25,014,009.64","22,592,362.98","46,354,053.87","36,495,744.34","43,854,577.69","53,681,322.47","38,925,211.21","40,552,715.95","38,065,300.61","23,402,309.53","22,313,393.33","19,129,283.40","22,548,921.82","22,951,239.34","24,440,483.53","17,722,381.12","17,671,525.18","14,150,112.57","17,092,364.36","15,057,913.46","216,436,413.97","616,799,341.17","723,463,908.82","731,170,547.76","1,115,686,177.29","1,409,440,455.16","1,461,862,414.91","1,326,833,862.79","1,239,366,914.07","1,174,356,872.63","1,499,578,939.23","1,270,853,589.79","1,315,563,722.78"
应收账款,"128,297,721.04","139,843,686.20","183,895,567.52","163,594,285.83","225,218,894.02","226,640,465.16","219,913,374.31","222,169,387.28","264,976,269.49","266,536,944.79","264,904,784.40","288,161,369.08","324,801,363.24","334,689,570.10","360,700,498.08","326,817,106.76","378,026,042.94","359,675,797.91","517,296,502.77","513,967,922.76","618,680,946.57","1,121,734,387.08","1,123,384,291.21","1,191,194,763.55","2,052,932,401.09","2,325,919,000.35","2,670,218,105.83","2,715,992,575.37","3,000,392,479.84","3,244,321,374.47","2,601,240,089.22","4,713,398,037.49","5,469,908,908.33"
应付账款,"80,394,512.54","75,122,854.58","87,787,130.55","79,691,241.63","96,534,267.75","124,389,649.95","116,610,800.96","123,483,421.48","131,218,948.24","114,522,241.87","112,718,854.69","121,524,064.42","126,732,772.67","149,546,243.55","129,979,146.50","136,733,500.31","162,016,586.71","163,538,285.13","395,401,452.07","295,765,028.49","364,001,417.51","1,044,813,502.20","1,238,108,778.77","1,190,819,289.15","2,310,006,172.19","2,701,970,571.13","2,706,535,726.33","2,480,355,574.17","2,419,211,809.02","2,802,010,101.14","2,608,664,702.05","4,211,567,956.30","4,642,577,576.38"
预付款项,"56,821,064.61","18,553,399.26","26,903,511.07","58,849,981.37","50,441,404.81","42,799,889.69","39,967,211.14","75,072,002.78","60,518,681.34","46,159,010.07","37,761,354.62","47,253,999.95","62,996,286.49","47,719,187.93","48,866,838.15","35,699,956.30","26,606,116.40","132,553,688.45","276,170,297.66","189,439,928.30","211,883,944.70","292,533,750.20","392,226,674.30","527,162,520.84","697,057,779.50","602,219,599.08","850,414,588.72","1,225,106,616.54","1,136,318,246.07","1,068,797,487.72","1,136,971,987.41","1,343,607,182.30","111,390,925.60"
预收款项,"13,505,589.84","8,318,490.70","7,192,795.47","10,857,082.48","6,408,366.72","8,777,382.77","6,623,751.74","8,092,099.46","5,843,070.57","6,391,480.06","6,141,968.92","6,190,285.99","8,564,347.47","10,796,849.55","10,282,649.29","11,716,474.94","7,726,059.92","8,427,319.67","48,350,422.22","69,573,547.23","193,600,994.09","105,698,986.50","49,114,968.42","55,223,801.94","99,844,364.66","82,659,911.34","70,932,197.21","83,080,658.42","73,130,285.87","112,861,552.80","53,055,951.96","381,198,032.01","374,648,844.43"
其他应收款,"17,103,433.24","5,544,402.41","9,454,435.62","4,285,975.87","18,553,735.84","18,013,435.17","13,572,726.05","10,038,677.36","46,746,147.16","15,163,084.34","7,268,357.16","9,181,317.96","15,017,357.94","15,801,765.80","14,719,269.33","15,011,322.34","15,087,224.05","20,419,567.24","72,020,941.44","52,347,174.02","70,423,191.95","75,535,741.41","83,062,272.11","104,323,151.85","124,859,631.72","112,394,976.24","100,185,504.31","89,043,457.05","105,470,218.97","104,719,516.54","124,767,696.74","174,049,796.24","756,361,498.80"
应付职工薪酬,"9,416,463.67","13,645,167.16","25,204,631.93","17,352,210.99","17,965,333.02","19,379,462.65","29,083,200.10","22,676,395.41","24,821,156.39","27,609,784.66","34,796,283.26","27,142,031.68","32,270,209.19","36,464,677.23","44,830,412.12","33,944,619.46","40,687,971.57","43,120,703.13","50,069,247.47","38,457,235.59","42,240,310.53","68,932,555.01","75,873,534.11","60,575,865.84","111,820,629.20","123,387,546.15","190,810,552.19","149,272,983.23","143,598,961.85","142,403,599.07","174,768,415.19","300,078,258.80","295,520,912.94"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-3,070,838.51","-937,566.64","2,991,949.16","3,475,295.87","6,283,110.01","908,729.17","4,816,863.00","3,753,420.67","6,448,734.18","5,742,566.30","5,289,013.58","4,964,424.93","8,407,433.88","5,437,691.91","7,812,245.16","5,504,232.78","8,493,739.20","7,917,069.99","12,779,554.37","9,070,148.72","8,298,832.58","24,338,351.08","28,653,548.91","30,815,907.14","41,844,865.28","78,028,897.49","50,564,123.04","60,451,994.34","73,459,378.08","87,395,838.40","50,709,628.06","119,933,966.05","130,520,555.45"
应收利息,,,,,,,"1,236,943.06",,,,"110,049.60",,"194,563.89","131,343.06","95,684.72","103,913.33",,"54,725.00",,"423,138.88","1,946,960.81","1,166,997.96","1,128,387.32","1,412,655.06","3,720,982.90","8,345,684.78","13,852,000.94","19,197,157.33","6,569,476.38","3,558,139.75","2,429,899.32","2,628,175.00","2,865,912.50"
应付利息,"6,859,257.94","6,688,216.38","6,740,191.39","6,688,216.38","6,688,216.38","6,688,216.38","6,688,216.38","6,688,216.38","6,688,216.38","6,688,216.38","6,726,483.05","6,688,216.38","1,340,202.88","1,469,598.33","1,819,456.89","1,855,301.50","2,412,886.83","1,949,018.95","1,488,269.90","1,231,674.92","1,183,606.65","1,607,266.10","2,112,953.31","2,779,277.70","4,002,017.81","4,358,871.17","6,156,271.56","7,830,308.32","5,035,272.24","4,461,096.18","4,279,704.59","14,728,901.40","11,709,598.97"
应收股利,,,,,,,,,,,,,,,,,,,,,"2,500,000.00",,,"2,500,000.00","2,500,000.00",,"3,750,000.00","3,750,000.00","3,750,000.00","3,750,000.00","11,083,100.00","5,000,000.00","5,000,000.00"
