科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"9,122,771,732.69","11,350,430,462.49","22,672,235,873.26","7,742,656,527.19","25,839,221,284.48","33,523,510,903.79","8,744,154,908.96","19,521,396,381.59","29,689,644,069.16","40,429,173,992.60","13,699,046,921.72","29,001,855,731.76","43,828,364,917.01","60,273,725,651.38","16,345,097,442.58","34,625,251,583.18","50,463,193,146.96","67,140,609,584.17","19,654,499,212.10","41,803,834,426.74","63,574,422,314.39","82,581,396,826.30","21,857,125,917.40","50,020,121,364.81","71,424,297,326.91","99,640,709,467.75","24,850,939,481.34","68,947,830,111.22","89,106,171,451.21","118,613,788,260.60","29,996,860,526.53"
取得子公司及其他营业单位支付的现金净额,,,"52,799,780.15",,"-1,705,449.30","7,374,572.94",,,,"3,353,242.82",,,,,,,,,,"22,820,655.84","22,820,655.84","22,820,655.84","-9,369,435.87","12,130,564.13","12,130,564.13","12,130,564.13",,,,,
收到的税费返还,"445,245,464.10","214,230,189.36","34,138,370.29",,"2,490,913.58","46,758,920.91","3,686,039.52","7,426,380.39","124,202,924.04","161,015,766.50","21,679,645.11","33,594,037.96","35,971,062.19","46,713,013.99","1,201,666.66","12,942,552.43","27,464,216.98","86,923,357.65","18,320,447.74","22,661,643.28","48,860,807.00","60,195,007.07","2,061,719.63","14,965,049.58","18,541,978.30","46,523,184.69","25,779,837.17","50,964,115.55","102,079,321.29","125,818,768.70","119,528,751.06"
支付其他与投资活动有关的现金,,,,"373,000,000.00","71,043,296.42",,"332,150,000.00",,"395,750,000.00",,"92,918,140.00",,"44,935,535.34",,,,,"11,868,540.00",,,,,,,,"98,000,000.00",,,,,
收到其他与经营活动有关的现金,"75,271,747.10","71,717,556.56","60,439,648.79","11,901,865.01","563,441,709.16","142,620,751.74","105,653,673.82","60,270,470.46","285,281,747.81","167,723,217.94","192,517,566.64","66,510,440.66","804,544,573.79","267,332,152.84","61,801,547.26","89,960,177.04","184,590,826.24","440,227,513.30","125,196,663.91","112,162,928.92","248,613,192.35","452,262,140.91","41,582,473.96","63,422,888.43","103,121,404.12","283,072,186.23","129,323,703.10","293,032,759.78","303,563,494.35","527,012,089.69","39,617,327.07"
投资活动现金流出小计,"2,172,016,337.11","3,215,831,251.72","4,926,406,231.46","1,021,580,157.17","3,590,841,542.89","5,487,392,330.99","2,261,810,463.69","4,431,123,990.44","7,323,041,855.05","9,716,604,450.86","3,533,728,576.44","9,579,951,254.35","14,788,638,322.30","19,488,285,309.51","1,922,055,050.29","4,372,573,280.60","7,083,852,718.69","10,135,815,199.46","2,230,666,134.29","8,706,125,278.21","15,377,827,840.42","21,500,654,668.63","4,416,938,082.92","10,958,846,783.20","21,150,167,851.17","27,929,870,675.60","6,139,140,987.00","15,918,761,133.09","27,995,161,448.57","34,437,487,964.94","4,718,301,715.52"
经营活动现金流入小计,"9,643,288,943.89","11,636,378,208.41","22,766,813,892.34","7,754,558,392.20","26,405,153,907.22","33,712,890,576.44","8,853,494,622.30","19,589,093,232.44","30,099,128,741.01","40,757,912,977.04","13,913,244,133.47","29,101,960,210.38","44,668,880,552.99","60,587,770,818.21","16,408,100,656.50","34,728,154,312.65","50,675,248,190.18","67,667,760,455.12","19,798,016,323.75","41,938,658,998.94","64,224,311,778.65","83,522,177,291.69","21,934,511,197.60","50,168,656,905.34","71,806,298,430.08","100,385,054,587.81","25,115,611,777.77","70,243,116,673.23","92,087,294,840.58","123,481,882,716.76","32,105,618,444.00"
投资活动产生的现金流量净额,"-1,772,312,170.91","-676,810,914.16","-2,307,469,987.39","-645,637,195.63","-2,462,512,958.78","-3,664,176,464.81","-1,388,603,534.79","-2,333,459,903.95","-3,447,505,337.06","-3,936,137,742.94","-1,115,446,426.67","-2,179,015,190.80","-4,066,117,130.00","-6,696,353,291.18","-1,636,487,039.71","-3,306,473,017.86","-5,228,890,799.79","-7,209,952,718.60","-2,096,800,297.38","-4,846,624,151.11","-6,251,727,249.72","-6,516,889,077.71","-932,536,803.73","-2,787,814,946.68","-4,289,082,152.40","-8,367,460,548.39","-432,903,053.83","-6,086,804,994.03","-5,379,491,188.00","-3,055,621,810.65","-2,818,258,448.69"
购买商品、接受劳务支付的现金,"7,108,177,781.56","8,034,360,821.44","15,507,227,146.50","5,775,340,031.77","18,437,897,356.49","23,659,338,139.42","6,590,652,336.88","13,400,882,273.91","20,719,617,486.58","28,378,636,210.53","9,463,689,643.15","18,071,685,200.52","28,674,111,689.45","39,055,225,655.15","10,918,913,166.17","22,279,330,235.60","33,874,090,885.59","46,649,510,438.82","13,231,334,781.90","25,065,897,106.81","41,387,136,561.36","55,326,757,096.11","16,676,202,322.16","35,215,711,678.25","51,188,801,080.86","69,116,024,232.07","22,257,557,603.25","48,470,782,656.28","65,417,695,298.42","96,239,337,184.87","23,242,254,078.49"
吸收投资收到的现金,,,,,"3,901,764,353.50","3,894,372,268.99",,,,,,,,,,"55,000,000.00","55,000,000.00","55,000,000.00",,,,,,,,,,,,"65,000,000.00",
支付给职工以及为职工支付的现金,"577,695,041.30","747,591,810.57","1,250,611,949.44","577,237,443.91","1,463,901,517.74","2,024,448,784.11","827,159,680.89","1,463,154,956.49","2,052,793,749.14","2,831,396,978.02","1,237,619,409.29","2,143,681,856.19","3,000,783,536.62","4,136,962,068.85","1,696,688,748.55","2,860,127,167.10","3,851,356,628.15","5,218,117,953.75","2,075,879,790.82","3,364,517,758.76","4,503,024,841.00","5,908,610,481.09","2,393,023,621.78","3,909,215,930.18","5,096,133,521.86","6,837,381,503.97","3,093,527,430.80","4,858,289,140.77","6,508,473,387.20","8,571,805,776.31","3,144,953,177.28"
取得借款收到的现金,"3,593,767.00","75,596,267.00",,,"186,135,646.94","186,135,646.94",,"281,711,678.52","281,711,678.52","281,711,678.52",,,,"182,198,866.04",,"764,370,545.56","764,370,545.56","764,370,545.56",,"743,000,222.30","743,000,222.30","743,000,222.30",,,,,"7,150,305,234.33","11,660,001,234.33","11,660,001,234.33","17,262,037,734.33","7,077,842,500.00"
支付的各项税费,"504,969,640.09","699,352,203.18","1,470,504,012.61","642,617,439.26","1,645,890,701.08","2,167,085,935.48","694,846,731.40","1,494,166,831.26","2,486,103,483.57","3,436,751,053.30","1,361,816,270.23","2,813,261,110.92","4,054,737,207.55","5,722,713,604.37","1,584,741,493.40","3,072,513,696.05","4,466,730,439.52","6,546,983,454.68","1,974,326,146.07","4,028,342,609.48","5,621,769,190.75","7,915,370,396.26","2,244,421,329.60","4,496,567,218.82","6,196,165,816.95","8,749,960,765.27","2,851,095,224.17","4,267,392,962.17","5,451,463,470.60","7,004,353,613.92","3,335,225,973.63"
