科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
收到其他与筹资活动有关的现金,,"154,253,745.43",,"79,266,299.79",,"220,182,665.32","138,794,697.20",,"278,042,191.64","59,360,569.88","22,752,036.71","58,300,627.70","64,474,404.89",,"149,433,173.68",,"207,350,382.38","1,155,146,048.96",,,,,"905,899,891.05","896,260,358.21","490,274,079.06","921,640,080.65",,,,,"412,989,692.91"
支付其他与经营活动有关的现金,"626,324,721.36","851,384,328.77","1,346,998,803.61","258,872,912.88","799,269,904.87","1,413,275,100.06","237,703,851.58","798,677,738.64","817,027,190.97","1,774,157,932.98","324,571,991.01","1,120,071,857.75","1,100,371,846.68","2,633,826,092.28","629,319,055.34","1,353,410,755.19","1,878,720,676.13","3,157,364,200.47","905,308,476.39","2,202,856,152.67","2,069,107,649.31","3,466,326,046.03","592,764,894.36","1,934,400,230.82","2,248,989,142.90","4,181,898,328.60","1,141,333,432.73","2,256,318,987.55","3,845,566,739.81","5,138,322,432.64","1,390,510,367.37"
筹资活动现金流入小计,"3,593,767.00","229,850,012.43",,"79,266,299.79","4,087,900,000.44","4,300,690,581.25","138,794,697.20","281,711,678.52","559,753,870.16","341,072,248.40","22,752,036.71","58,300,627.70","64,474,404.89","182,198,866.04","149,433,173.68","819,370,545.56","1,026,720,927.94","1,974,516,594.52",,"743,000,222.30","743,000,222.30","743,000,222.30","905,899,891.05","896,260,358.21","490,274,079.06","921,640,080.65","7,150,305,234.33","11,660,001,234.33","11,660,001,234.33","17,327,037,734.33","7,490,832,192.91"
经营活动现金流出小计,"8,817,167,184.31","10,332,689,163.96","19,575,341,912.16","7,254,067,827.82","22,346,959,480.18","29,264,147,959.07","8,350,362,600.75","17,156,881,800.30","26,075,541,910.26","36,420,942,174.83","12,387,697,313.68","24,148,700,025.38","36,830,004,280.30","51,548,727,420.65","14,829,662,463.46","29,565,381,853.94","44,070,898,629.39","61,571,976,047.72","18,186,849,195.18","34,661,613,627.72","54,198,569,512.87","73,488,486,879.98","22,100,197,583.84","45,792,956,691.43","65,212,178,877.96","91,549,648,353.79","30,488,048,313.47","61,904,217,023.96","84,991,594,176.84","124,558,552,783.63","33,683,751,419.55"
偿还债务支付的现金,"3,593,767.00",,"75,596,267.00",,,"181,372,360.44",,,,"280,663,381.44",,,,,"151,777,272.92","182,198,866.04","182,198,866.04","777,889,002.79",,,,"773,621,493.20",,"100,000.00","300,200,000.00","300,200,000.00","801,577,142.00","6,240,305,234.33","7,150,305,234.33","7,150,305,234.33","2,000,000,000.00"
经营活动产生的现金流量净额,"826,121,759.58","1,303,689,044.45","3,191,471,980.18","500,490,564.38","4,058,194,427.04","4,448,742,617.37","503,132,021.55","2,432,211,432.14","4,023,586,830.75","4,336,970,802.21","1,525,546,819.79","4,953,260,185.00","7,838,876,272.69","9,039,043,397.56","1,578,438,193.04","5,162,772,458.71","6,604,349,560.79","6,095,784,407.40","1,611,167,128.57","7,277,045,371.22","10,025,742,265.78","10,033,690,411.71","-165,686,386.24","4,375,700,213.91","6,594,119,552.12","8,835,406,234.02","-5,372,436,535.70","8,338,899,649.27","7,095,700,663.74","-1,076,670,066.87","-1,578,132,975.55"
分配股利、利润或偿还利息支付的现金,"248,713,538.16","195,368,092.93","287,424,978.92","10,249,450.61","641,436,866.67","663,370,683.17","11,723,866.70","933,640,850.16","1,032,812,124.19","1,035,684,724.02",,"1,738,405,409.43","1,739,060,455.26","1,830,582,483.77",,"2,196,621,608.21","2,494,721,608.21","2,505,784,681.68","156,709.77","2,434,110,662.18","2,434,110,662.18","3,198,973,382.90",,"1,737,766,740.29","1,737,766,740.29","1,737,766,740.29","24,454,515.54","3,231,876,457.72","3,302,192,549.93","3,361,970,286.04","97,094,452.50"
收回投资收到的现金,"370,000,000.00","1,899,285,000.00","1,798,500,000.00","373,000,000.00","878,000,000.00","1,548,000,000.00","870,049,752.00","2,019,660,000.00","3,649,660,000.00","5,256,660,000.00","2,267,000,000.00","7,127,000,000.00","10,442,000,000.00","12,355,000,000.00","284,000,000.00","1,057,000,000.00","1,842,000,000.00","2,895,000,000.00","130,000,000.00","3,637,000,000.00","8,788,000,000.00","14,581,002,000.00","3,444,000,000.00","8,111,100,000.00","16,789,100,000.00","19,447,100,000.00","5,684,916,200.00","9,790,400,000.00","22,500,500,000.00","31,162,500,000.00","1,248,000,000.00"
支付其他与筹资活动有关的现金,"219,540,409.92",,"849,239,042.02",,"459,037,433.28",,,"266,471,631.36","128,596,700.00","128,596,699.99",,,,"756,334,596.94",,"238,839,019.50",,,"201,301,079.11","606,692,525.81","1,010,988,254.22","882,460,316.70",,,,,"301,378,526.15","566,142,960.16","614,028,821.57","725,500,370.65",
取得投资收益收到的现金,"13,280,931.42","1,216,634.08","19,273,304.88","484,903.47","1,442,529.62","3,105,425.80","2,720,502.65","6,384,204.81","7,843,019.02","20,609,808.00","4,657,582.67","15,566,964.49","28,352,338.46","43,142,197.55","319,035.60","2,981,265.75","6,528,416.43","12,831,669.85","2,256,450.46","43,718,763.94","59,033,355.04","109,142,890.92","6,749,867.13","20,137,925.70","31,846,173.67","36,852,877.78","18,887,581.63","29,018,269.29","101,915,935.05","136,875,617.76","1,012,027.40"
筹资活动现金流出小计,"471,847,715.08","195,368,092.93","1,212,260,287.94","10,249,450.61","1,100,474,299.95","844,743,043.61","11,723,866.70","1,200,112,481.52","1,161,408,824.19","1,444,944,805.45",,"1,738,405,409.43","1,739,060,455.26","2,586,917,080.71","151,777,272.92","2,617,659,493.75","2,676,920,474.25","3,283,673,684.47","201,457,788.88","3,040,803,187.99","3,445,098,916.40","4,855,055,192.80",,"1,737,866,740.29","2,037,966,740.29","2,037,966,740.29","1,127,410,183.69","10,038,324,652.21","11,066,526,605.83","11,237,775,891.02","2,097,094,452.50"
处置固定资产、无形资产和其他长期资产收回的现金净额,"5,403,934.78","4,358,146.59","12,390,418.98","970,642.96","695,153.90","7,296,179.29","436,674.25","5,919,881.68","7,041,671.97","179,124,729.28","194,490.93","8,618,022.89","4,416,050.75","75,787,262.61","1,248,974.98","6,118,996.99","6,302,042.47","6,030,811.01","1,609,386.45","3,892,862.96","4,177,735.46","18,393,016.48","2,762,589.01","4,905,087.77","5,250,702.05","5,548,426.38","2,434,151.54","7,022,586.85","7,739,042.60","65,115,253.61","51,031,239.43"
筹资活动产生的现金流量净额,"-468,253,948.08","34,481,919.50","-1,212,260,287.94","69,016,849.18","2,987,425,700.49","3,455,947,537.64","127,070,830.50","-918,400,803.00","-601,654,954.03","-1,103,872,557.05","22,752,036.71","-1,680,104,781.73","-1,674,586,050.37","-2,404,718,214.67","-2,344,099.24","-1,798,288,948.19","-1,650,199,546.31","-1,309,157,089.95","-201,457,788.88","-2,297,802,965.69","-2,702,098,694.10","-4,112,054,970.50","905,899,891.05","-841,606,382.08","-1,547,692,661.23","-1,116,326,659.64","6,022,895,050.64","1,621,676,582.12","593,474,628.50","6,089,261,843.31","5,393,737,740.41"
处置子公司及其他营业单位收到的现金净额,,,"5,362,923.21",,"246,885,400.00","246,885,400.00",,,,,"95,223,076.17","95,223,076.17","95,223,076.17","95,223,076.17",,,,,,"172,889,500.20","172,889,500.20","172,827,683.52",,,,,,,,,
四、汇率变动对现金的影响,"-24,694,336.00","-7,785,464.82","-18,149,708.85","-3,332,669.11","-7,058,388.15","-7,861,428.26","369,823.92","2,277,672.62","3,088,955.18","-7,704,182.36","-5,357,055.66","-8,675,259.09","-9,930,373.00","-10,864,671.55","1,714,708.45","4,330,118.97","-8,942,525.58","-17,785,438.56","-100,443.07","-1,151,691.01","-18,576,500.67","-27,913,300.83","3,257,866.24","53,507,402.96","16,871,430.80","81,860,320.31","13,941,552.21","-4,909,807.67","-5,793,698.84","-4,724,569.97","38,455,520.55"
收到其他与投资活动有关的现金,"11,019,300.00","634,160,556.89","783,409,597.00","1,487,415.11","1,305,500.59","17,928,861.09",,"65,700,000.00","210,991,827.00","324,072,170.64","51,207,000.00","154,528,000.00","152,529,726.92","222,779,482.00",,,"131,460.00","12,000,000.00",,"2,000,000.00","102,000,000.00","102,400,000.00","30,888,823.05","34,888,823.05","34,888,823.05","72,908,823.05",,"5,515,282.92","5,515,282.92","17,375,282.92","600,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"399,704,166.20","2,539,020,337.56","2,618,936,244.07","375,942,961.54","1,128,328,584.11","1,823,215,866.18","873,206,928.90","2,097,664,086.49","3,875,536,517.99","5,780,466,707.92","2,418,282,149.77","7,400,936,063.55","10,722,521,192.30","12,791,932,018.33","285,568,010.58","1,066,100,262.74","1,854,961,918.90","2,925,862,480.86","133,865,836.91","3,859,501,127.10","9,126,100,590.70","14,983,765,590.92","3,484,401,279.19","8,171,031,836.52","16,861,085,698.77","19,562,410,127.21","5,706,237,933.17","9,831,956,139.06","22,615,670,260.57","31,381,866,154.29","1,900,043,266.83"
五、现金及现金等价物净增加额,"-1,439,138,695.41","653,574,584.97","-346,408,004.00","-79,462,451.18","4,576,048,780.60","4,232,652,261.94","-758,030,858.82","-817,371,602.19","-22,484,505.16","-710,743,680.14","427,495,374.17","1,085,464,953.38","2,088,242,719.32","-72,892,779.84","-58,678,237.46","62,340,611.63","-283,683,310.89","-2,441,110,839.71","-687,191,400.76","131,466,563.41","1,053,339,821.29","-623,166,937.33","-189,065,432.68","799,786,288.11","774,216,169.29","-566,520,653.70","231,497,013.32","3,868,861,429.69","2,303,890,405.40","1,952,245,395.82","1,035,801,836.72"
购建固定资产、无形资产和其他长期资产支付的现金,"1,770,396,337.11","1,216,174,251.72","3,218,428,951.31","648,580,157.17","2,380,328,695.77","3,758,842,758.05","1,045,051,263.69","2,407,192,190.44","3,265,686,955.05","4,444,646,308.04","1,173,810,436.44","2,452,951,254.35","4,301,702,786.96","7,133,285,309.51","1,638,055,050.29","3,315,573,280.60","5,241,852,718.69","7,228,946,659.46","1,395,666,134.29","3,177,304,622.37","4,128,003,184.58","5,856,834,012.79","1,427,307,518.79","2,955,616,219.07","4,238,937,287.04","6,684,140,111.47","1,496,740,987.00","3,220,361,133.09","4,786,661,448.57","5,822,414,764.94","1,370,201,715.52"
期初现金及现金等价物余额,"3,205,599,076.97","1,766,460,381.56","2,420,034,966.53","2,073,626,962.53","3,094,616,438.33","2,073,626,962.53","6,306,279,224.47","6,306,279,224.47","6,306,279,224.47","6,306,279,224.47","5,595,535,544.33","5,595,535,544.33","5,595,535,544.33","5,595,535,544.33","5,522,642,764.49","5,522,642,764.49","5,522,642,764.49","5,522,642,764.49","3,081,531,924.78","3,081,531,924.78","3,081,531,924.78","3,081,531,924.78","2,458,364,987.45","2,458,364,987.45","2,458,364,987.45","2,458,364,987.45","1,891,844,333.75","1,891,844,333.75","1,891,844,333.75","1,891,844,333.75","3,844,089,729.57"
投资支付的现金,"401,620,000.00","1,999,657,000.00","1,655,177,500.00",,"1,141,175,000.00","1,721,175,000.00","884,609,200.00","2,023,931,800.00","3,661,604,900.00","5,268,604,900.00","2,267,000,000.00","7,127,000,000.00","10,442,000,000.00","12,355,000,000.00","284,000,000.00","1,057,000,000.00","1,842,000,000.00","2,895,000,000.00","835,000,000.00","5,506,000,000.00","11,227,004,000.00","15,621,000,000.00","2,999,000,000.00","7,991,100,000.00","16,899,100,000.00","21,135,600,000.00","4,642,400,000.00","12,698,400,000.00","23,208,500,000.00","28,615,073,200.00","3,348,100,000.00"
期末现金及现金等价物余额,"1,766,460,381.56","2,420,034,966.53","2,073,626,962.53","1,994,164,511.35","7,670,665,218.93","6,306,279,224.47","5,548,248,365.65","5,488,907,622.28","6,283,794,719.31","5,595,535,544.33","6,023,030,918.50","6,681,000,497.71","7,683,778,263.65","5,522,642,764.49","5,463,964,527.03","5,584,983,376.12","5,238,959,453.60","3,081,531,924.78","2,394,340,524.02","3,212,998,488.19","4,134,871,746.07","2,458,364,987.45","2,269,299,554.77","3,258,151,275.56","3,232,581,156.74","1,891,844,333.75","2,123,341,347.07","5,760,705,763.44","4,195,734,739.15","3,844,089,729.57","4,879,891,566.29"
