科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"89,717,845.45","69,078,350.22","70,427,466.08","55,102,562.07","138,999,419.79","162,042,501.52","168,477,883.80","155,007,334.74","110,615,564.24","94,674,520.32","125,997,344.98","965,369,802.57","303,497,982.33","177,858,178.54","679,336,253.26","362,152,992.09"
短期借款,"15,800,000.00",,"7,000,000.00","7,000,000.00","5,000,000.00","5,101,924.78","5,000,000.00","5,000,000.00","65,000,000.00","115,000,000.00","120,000,000.00","125,000,000.00","106,814,550.00","136,772,670.00","166,447,075.00","180,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"9,410,000.00","10,501,924.33","23,147,426.78","32,998,475.03","26,820,272.39","22,708,603.63","16,259,585.62","21,359,346.56","23,068,947.02","13,656,019.50","25,208,808.37","45,427,344.93","48,005,679.69","67,707,674.27","185,947,992.45","167,591,178.15"
应付票据,"101,354,622.34","90,229,867.35","104,366,595.90","85,081,724.91","91,028,813.44","139,710,313.57","154,823,061.32","162,270,293.95","173,104,553.81","190,406,134.37","235,339,039.95","310,055,181.44","294,425,532.32","365,007,286.14","531,536,669.80","533,024,854.82"
应收账款,"187,346,515.54","192,157,725.63","256,941,843.53","269,678,876.54","274,071,620.98","339,915,893.05","407,469,778.84","445,009,292.90","452,471,906.32","583,502,562.98","679,192,610.46","661,962,349.69","839,449,193.76","1,077,667,151.61","1,165,934,778.44","1,202,645,145.98"
应付账款,"142,180,247.15","145,226,711.24","195,889,933.79","210,423,494.60","211,370,320.45","247,912,740.21","314,973,934.17","327,787,552.14","272,675,035.44","380,636,756.97","460,676,703.99","465,552,637.38","575,695,655.69","743,050,024.69","798,215,924.24","953,610,932.09"
预付款项,"4,479,379.40","1,923,651.14","3,932,957.97","8,560,289.20","17,485,283.17","23,970,027.49","4,180,512.81","8,316,991.75","5,667,451.22","11,920,384.56","6,447,185.06","38,300,803.52","11,425,734.22","15,926,007.10","17,360,992.75","29,924,260.66"
预收款项,"3,984,661.55","4,786,579.60","3,012,562.40","4,232,434.39","3,925,709.82","5,887,076.69","3,766,619.76","4,433,151.94","4,254,095.84","4,665,303.22","4,196,420.20","5,895,473.14","6,642,875.33","9,672,686.16","7,692,596.71","12,011,625.01"
其他应收款,"3,572,100.49","8,250,545.76","3,041,297.37","3,903,539.77","6,739,578.57","8,576,806.65","7,562,292.04","9,783,419.52","26,704,317.52","9,865,815.83","12,230,918.58","10,291,341.61","3,481,032.15","30,510,075.00","25,946,063.29","31,350,370.02"
应付职工薪酬,"7,451,259.07","14,529,782.19","12,846,217.75","14,202,647.27","14,377,849.76","14,471,169.68","14,571,441.50","15,481,557.52","18,461,944.87","22,042,126.59","22,047,611.70","20,329,908.73","23,007,946.16","24,246,253.11","26,003,659.32","24,473,954.00"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"4,240,447.07","6,101,039.40","5,006,271.35","7,744,132.45","4,052,047.25","4,825,837.54","7,666,036.09","6,679,908.34","4,913,847.47","13,262,541.44","18,097,555.30","14,873,291.39","15,505,570.42","13,032,239.84","37,737,021.99","43,912,262.30"
应收利息,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,"180,049.39","186,695.22","114,791.67","156,197.38","249,269.57","226,630.14"
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,
存货,"149,451,560.62","161,767,659.20","171,533,804.11","172,540,349.16","200,868,377.86","236,458,014.30","240,787,584.28","274,882,361.49","311,614,434.93","367,557,561.38","336,166,041.93","406,026,310.47","486,933,549.57","581,809,980.77","558,745,477.48","705,457,396.67"
其他应付款,"646,562.68","635,690.08","516,825.32","716,287.53","594,875.14","3,592,088.80","4,468,013.15","3,381,532.41","2,423,138.72","1,720,970.87","3,524,366.67","2,847,199.85","1,414,089.02","1,942,839.26","3,831,970.28","1,589,587.63"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,"193,998.49","193,998.49",,,"958,044.51",,"6,041,062.22","11,251,958.43","41,560.00","10,569,560.00"
其他流动资产,"2,574,283.50","3,399,929.58","3,898,070.18","4,387,204.34","183,764,903.44","144,099,832.19","129,103,447.95","10,628,510.97","1,109,633.53","6,918,828.09","15,488,211.57","15,063,520.07","470,273,072.86","502,942,727.31","31,794,942.79","311,945,851.55"
其他流动负债,,,,,,,"825,089.98","278,815.10",,"931,784.15",,,"6,332,282.30","24,104,535.12",,"14,251,676.54"
流动资产合计,"446,551,685.00","447,079,785.86","532,922,866.02","547,171,296.11","848,749,456.20","937,771,678.83","973,841,085.34","924,987,257.93","931,252,254.78","1,088,095,692.66","1,200,731,120.95","2,142,441,472.86","2,163,066,244.58","2,454,421,794.60","2,665,066,500.46","2,811,067,195.12"
流动负债合计,"275,657,799.86","261,509,669.86","328,638,406.51","329,400,721.15","330,349,615.86","421,501,151.27","506,288,194.46","525,506,809.89","540,832,616.15","728,665,617.61","865,019,791.71","944,740,387.15","1,035,994,355.13","1,329,236,690.13","1,571,755,746.91","1,773,671,082.53"
可供出售金融资产,"4,000,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00","9,500,000.00","9,500,000.00","9,500,000.00","14,500,000.00","14,500,000.00","14,500,000.00","14,500,000.00","14,500,000.00"
