科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"183,245,998.77","280,198,871.97","366,031,283.30","300,318,887.03","845,329,710.58","625,081,752.08","559,301,907.21","397,589,435.42","411,844,893.71","327,482,802.71","329,403,098.91","400,539,161.32","387,636,226.93","318,040,559.83","333,636,302.20","420,245,494.66","370,085,814.81","441,669,282.73","320,330,629.98","338,285,510.01","384,298,828.51","515,152,601.11","340,492,295.35","384,024,945.41","295,833,640.67","319,337,434.11","354,628,882.42","208,554,267.90","341,179,227.60","163,558,908.55","201,132,828.66","147,914,232.12","447,749,478.08","249,033,306.90","254,416,369.80","166,364,733.38","710,123,827.96","615,277,749.73"
短期借款,"257,934,588.22","311,526,514.89","329,326,491.34","349,754,727.05","208,149,091.27","282,924,691.60","328,116,201.64","201,778,265.56","167,468,873.85","362,292,509.67","377,226,781.96","583,221,814.11","477,980,501.62","527,720,384.74","639,308,454.87","661,935,609.32","464,181,039.17","442,536,760.36","317,787,000.00","280,264,944.00","272,373,541.00","308,498,965.33","338,173,033.28","283,170,142.33","131,296,451.46","216,507,672.10","354,827,770.78","274,652,558.76","202,803,481.94","275,740,884.94","277,238,272.00","182,000,000.00","150,000,000.00","226,800,000.00","264,800,000.00","307,500,000.00","314,035,980.00","365,532,037.10"
交易性金融资产,,,,,,,,,"2,563,563.20","3,639,504.71","4,663,847.99","5,482,112.20","3,324,059.18","1,398,540.53",,"883,079.88","2,571,495.27","2,881,859.66","3,345,024.66","6,865,585.93","9,993,920.51",,,"511,413.34",,"1,012,662.85","2,217,273.67",,,"1,013,457.90","36,763.03",,,,,,,
交易性金融负债,,,,,,,,,,,,,,,"572,840.06",,,,,,,"1,938,050.42","2,049,666.61",,"747,431.24",,,"506,240.55","75,037.06",,,,"13,062.40",,,,,
应收票据,"4,242,408.10","1,950,737.80","46,507,653.49","23,431,146.90","22,712,603.12","35,957,230.93","82,177,987.91","87,789,981.70","61,626,608.33","60,978,452.85","83,664,680.03","73,096,517.20","56,801,440.02","97,379,238.09","43,092,358.00","54,793,341.25","78,164,889.67","27,009,816.82","52,431,932.29","69,060,256.70","81,169,445.22","79,409,363.47","70,195,991.55","75,470,915.39","70,104,351.18","29,573,199.25","50,751,585.65","55,597,527.08","61,763,423.78","67,024,758.14","62,061,112.36","85,467,872.56","103,079,584.66","86,146,693.46","130,278,725.35","179,408,846.28","237,880,060.08","250,660,724.27"
应付票据,"143,600,000.00","224,400,000.00","313,900,000.00","197,400,000.00","217,000,000.00","188,000,000.00","152,000,000.00","94,000,000.00","101,000,000.00","187,000,000.00","221,000,000.00","38,000,000.00","110,176,449.00","148,146,449.00","132,100,000.00","121,200,000.00","125,700,000.00","165,500,000.00","181,100,000.00","137,700,000.00","139,300,000.00","127,500,000.00","142,500,000.00","103,958,200.00","98,958,200.00","98,870,000.00","146,550,000.00","112,972,100.00","76,392,100.00","84,510,000.00","112,182,412.92","174,150,000.00","313,200,000.00","237,400,000.00","287,400,000.00","224,500,000.00","91,400,000.00","23,000,000.00"
应收账款,"107,024,091.65","118,610,133.81","122,295,899.79","136,594,257.70","117,936,952.33","175,531,191.62","123,748,203.06","145,310,509.71","125,330,903.78","200,433,110.81","241,260,739.50","261,079,785.67","175,579,952.36","329,921,622.03","425,888,539.95","416,221,239.74","244,015,142.64","398,399,908.82","344,377,020.57","308,460,194.50","323,829,060.81","450,000,735.22","424,273,273.30","427,488,274.46","408,251,171.36","432,837,368.12","524,851,989.56","548,890,486.36","432,104,058.13","634,716,000.86","654,826,804.74","806,136,847.47","470,338,072.77","602,230,273.67","592,719,294.75","523,034,149.36","547,777,691.67","615,597,592.25"
应付账款,"80,772,856.56","39,357,712.26","52,867,181.38","51,482,228.77","52,667,602.98","49,137,618.25","57,981,536.54","65,180,474.84","64,955,085.70","92,275,885.56","63,208,493.51","87,360,226.09","116,570,046.96","190,198,441.10","165,207,318.84","188,351,368.53","138,159,501.05","202,330,708.14","213,348,569.89","204,677,678.70","258,848,525.35","259,676,974.97","290,214,558.10","295,316,542.12","273,857,483.95","290,602,410.04","255,277,536.21","301,342,971.96","272,590,303.79","248,332,087.38","317,082,356.64","333,443,896.52","282,406,257.30","241,045,079.04","264,914,340.49","276,906,098.39","281,029,063.81","294,771,785.46"
预付款项,"58,778,155.10","43,726,440.53","48,432,309.36","61,674,116.34","43,783,825.97","53,474,276.74","55,975,743.96","53,448,077.96","105,229,559.18","112,187,564.25","92,799,551.90","104,395,205.46","94,398,476.96","88,835,191.11","57,411,255.40","87,364,086.23","30,778,871.82","49,395,133.28","28,406,443.44","15,807,181.99","35,836,550.23","32,496,632.23","60,552,751.10","68,157,866.99","39,603,585.03","49,533,811.38","48,737,264.03","71,288,739.53","23,376,101.35","43,136,135.02","47,423,834.12","66,098,826.28","42,211,394.51","50,232,015.81","43,096,042.48","51,449,200.22","127,843,015.85","120,494,443.85"
预收款项,"101,971,376.11","53,085,232.11","52,683,960.91","58,554,065.36","54,662,029.21","65,401,244.33","84,382,444.56","105,493,144.31","83,331,224.58","107,969,061.71","98,054,911.26","152,827,042.59","114,779,883.50","121,074,663.82","144,927,244.73","154,924,361.83","180,186,988.80","128,396,576.97","148,021,741.72","116,091,007.09","104,028,025.00","145,514,503.03","135,021,121.78","232,336,989.16","237,683,623.97","212,926,297.36","202,061,023.96","204,342,269.49","188,207,531.23","142,169,296.55","128,977,036.17","171,657,336.50","158,108,978.46","171,220,336.18","175,683,819.26","199,899,027.22","242,871,616.95","199,642,393.85"
其他应收款,"3,577,311.86","3,774,915.29","4,163,996.52","4,829,721.87","5,948,332.57","3,569,414.55","6,739,429.44","6,829,941.02","5,436,698.51","8,134,480.66","18,363,380.68","8,948,476.02","6,711,049.03","6,747,193.92","16,020,414.58","11,670,178.91","12,107,198.12","10,595,708.53","18,151,157.17","9,529,627.02","20,157,660.26","10,464,435.44","11,092,820.76","14,724,573.22","18,845,013.72","16,504,416.85","13,739,326.41","10,787,619.86","20,202,332.00","12,798,078.27","21,753,259.59","11,561,466.87","20,561,686.15","14,184,170.11","14,766,761.24","14,744,944.15","12,748,251.86","20,414,553.20"
应付职工薪酬,"1,104,710.33","1,667,730.29","22,761,970.56","27,670,541.44","2,612,300.55","8,643,661.09","15,040,500.44","17,034,622.48","2,338,451.10","13,470,032.39","24,178,760.30","29,883,192.11","3,888,464.48","18,523,714.49","31,923,084.53","38,837,808.20","12,949,432.56","29,358,650.12","40,274,314.27","51,437,752.33","15,785,327.29","33,028,867.33","47,590,801.70","52,519,805.25","4,575,006.86","34,084,907.76","25,770,118.16","23,692,514.68","9,178,636.99","23,353,772.49","24,711,125.58","32,568,775.19","37,910,869.27","19,545,210.59","25,153,365.39","29,036,576.84","33,655,228.88","25,878,668.69"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"24,712,403.06","14,067,698.35","5,399,048.83","6,678,922.26","-9,994,641.65","-14,109,512.52","-12,170,815.15","-11,009,421.95","464,207.51","-35,479,480.37","-27,147,226.07","-36,661,331.77","-38,623,471.78","-36,448,940.59","-16,108,859.06","-10,284,652.10","26,111,281.13","24,076,265.45","22,944,427.64","26,558,267.07","41,328,584.66","38,955,209.93","30,555,681.64","43,148,799.76","65,505,720.19","49,995,960.47","54,964,476.50","33,518,134.70","54,932,067.06","29,524,218.97","35,346,964.77","39,078,970.50","44,660,318.89","39,934,689.09","28,313,130.82","22,294,784.75","39,022,125.06","55,181,641.89"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"1,034,223.25","1,189,320.35","847,826.35","770,463.34","594,846.05","625,366.82","617,083.08","441,894.84","376,909.67","1,291,338.51","695,248.05","1,128,004.68","1,752,470.88","1,888,461.41","3,001,604.30","2,546,102.36","1,653,147.70","2,006,304.73","3,542,722.26","6,249,384.19","8,785,122.10","1,229,675.21","2,078,311.34","2,935,011.53","516,904.46","1,068,873.70","850,176.01","1,246,954.32","1,554,614.58","2,521,538.37","1,754,345.66","1,053,995.49","681,335.73","740,483.23","1,173,983.15","881,786.37","1,685,618.74","1,731,335.58"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"382,447,538.68","300,162,988.40","290,442,947.95","320,927,478.50","331,483,662.93","449,080,415.91","532,183,239.95","473,256,582.71","403,844,084.73","616,726,885.29","658,470,397.29","692,979,321.08","727,410,237.33","798,966,374.84","832,937,619.66","735,291,552.67","709,353,049.46","789,802,962.89","834,622,397.00","767,921,820.62","697,691,274.55","776,141,294.73","848,251,325.26","957,206,362.97","912,954,045.48","972,968,718.17","937,578,989.38","1,004,227,956.68","830,214,329.51","777,004,665.77","813,481,679.30","792,843,915.17","852,501,219.56","893,783,488.87","924,662,352.98","1,051,499,256.34","1,073,259,324.37","1,144,142,223.72"
其他应付款,"2,571,575.45","4,604,157.44","6,432,382.21","5,752,131.57","5,123,852.21","4,043,279.83","3,917,089.18","5,278,624.85","6,742,370.66","10,375,635.00","8,957,341.67","10,141,743.22","13,576,223.00","17,312,694.09","19,793,181.60","19,284,755.14","17,101,824.76","23,784,030.92","12,973,833.38","18,813,740.13","21,177,457.76","26,741,254.67","23,251,011.35","19,054,346.76","20,210,011.51","14,787,672.98","19,163,983.87","21,179,476.15","17,433,463.21","18,826,754.51","15,347,137.97","17,277,204.28","16,529,227.13","18,978,208.72","20,999,519.98","16,494,682.33","16,008,271.46","18,114,466.60"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"65,000,000.00","32,500,000.00","29,500,000.00","17,000,000.00","17,000,000.00","21,600,000.00","29,600,000.00","4,600,000.00","24,600,000.00","20,000,000.00","23,000,000.00","102,000,000.00","101,000,000.00","103,000,000.00","103,000,000.00","25,000,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00",,,,"10,000,000.00","20,000,000.00","30,000,000.00","30,000,000.00","106,000,000.00","107,500,000.00","111,000,000.00","126,000,000.00","26,000,000.00",,,,,
