科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
处置固定资产、无形资产和其他长期资产收回的现金净额,"7,329,873.65",,"224,000.00","472,746.58","472,746.58","472,746.58","23,500.00","161,826.92","117,613.25","16,557,072.00","710,000.00","775,000.00","827,000.00","1,278,650.00","35,000.00","1,235,000.00","1,235,000.00","1,703,393.22","120,000.00","1,120,000.00","1,120,000.00","37,947,800.32",,"86,027.60","340,259.57","3,571,534.52",,,,"4,059,970.05","1,000.00","135,024,317.55"
筹资活动产生的现金流量净额,"-117,392,300.35","-193,813,896.38","117,660,293.62","244,924,547.41","336,136,424.62","1,047,269,632.93","54,052,022.02","-439,120,120.04","-390,020,135.37","-606,879,627.93","158,925,816.62","240,029,416.62","187,964,540.96","236,892,329.08","85,442,248.94","141,985,831.87","-109,966,936.73","255,744,864.71","-91,146,316.51","-115,103,170.40","-255,194,544.44","-224,048,326.37","-29,792,407.23","-21,438,036.19","-6,263,083.82","110,527,871.75","-201,815,000.94","-232,319,475.93","-252,319,475.93","-252,415,900.93",,"-20,368,500.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,"447,305,144.62",,,"69,049,620.00","483,600,996.32",,
四、汇率变动对现金的影响,"1,492,310.96","211,655.71","-727,399.78","996,960.05","871,430.21","5,543,621.35","5,855,971.25","5,714,184.40","6,363,786.29","7,721,374.59","41,749.88","-2,832,414.64","-3,819,759.53","-2,455,869.73","-1,512,530.31","527,993.19","641,252.55","-3,781,176.89","2,630,334.34","6,251,372.84","10,873,769.87","14,175,324.36","1,444,584.12","2,202,620.19","3,813,910.51","13,328,207.84","-2,389,658.39","-5,560,308.14","-10,512,393.23","-13,753,652.72",,
收到其他与投资活动有关的现金,,"6,893,640.00",,"1,527,758.12","1,527,758.12","1,527,758.12",,,,,,,,,,,,,,"2,139,835.58",,"4,335,400.00",,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"7,467,973.65","6,893,640.00","224,000.00","2,000,504.70","2,000,504.70","2,000,504.70","23,500.00","5,261,826.92","5,217,613.25","16,557,072.00","710,000.00","775,000.00","827,000.00","61,625,974.38","20,743,657.53","21,943,657.53","21,943,657.53","22,949,917.38","120,000.00","306,372,219.15","507,179,721.47","2,017,109,496.80","467,490,236.11","897,429,111.74","1,271,182,561.64","2,223,206,020.44","101,658,109.59","578,587,671.54","638,987,093.67","815,064,988.36","1,000.00","438,030,984.22"
五、现金及现金等价物净增加额,"50,771,700.39","66,918,178.72","-109,332,672.40","170,139,156.10","104,115,990.97","907,121,826.03","128,519,380.80","-363,598,734.00","-297,499,916.41","-539,336,125.85","-182,487,419.69","-216,583,110.81","-81,539,910.36","-136,058,937.32","-104,678,129.57","17,735,169.26","63,790,175.02","532,957,403.25","-415,633,515.57","-518,314,069.17","-554,871,023.75","-273,016,613.27","-4,901,520.68","-156,718,349.49","217,933,049.36","806,239,688.56","-55,214,364.70","409,925,959.07","430,263,516.86","493,879,922.26","-31,813,059.77","-357,240,049.51"
购建固定资产、无形资产和其他长期资产支付的现金,"159,482,345.66","54,528,315.53","125,179,803.48","36,241,197.70","86,553,321.71","85,593,478.94","6,458,819.60","145,110,097.62","239,996,462.29","398,400,963.23","76,584,026.76","160,656,957.72","220,245,296.27","229,251,169.84","21,781,428.89","33,666,851.16","44,978,977.43","65,074,704.75","13,949,638.54","60,589,510.89","78,734,209.21","74,659,070.17","18,856,159.85","125,978,344.60","181,362,107.59","208,855,489.18","7,940,337.74","3,464,769.05","61,738,610.50","19,665,963.65",,"46,484,898.70"
期初现金及现金等价物余额,"77,700,790.23","128,472,490.62","195,390,669.34","86,057,996.94","86,057,996.94","86,057,996.94","993,179,822.97","983,707,500.18","983,707,500.18","993,179,822.97","458,335,697.12","453,843,697.12","453,843,697.12","453,843,697.12","317,784,759.80","317,784,759.80","317,784,759.80","317,784,759.80","831,663,060.71","850,742,163.05","850,742,163.05","850,742,163.05","577,725,549.78","577,725,549.78","577,725,549.78","577,725,549.78","1,383,965,238.34","1,383,965,238.34","1,383,965,238.34","1,383,965,238.34","1,877,845,160.60","1,877,845,160.60"
投资支付的现金,,,,"35,761,019.52","35,761,019.52","35,761,019.52",,,,,,,,"80,000,000.00",,,"5,000,000.00","9,600,000.00","300,000,000.00","512,300,000.00","654,600,000.00","2,236,600,000.00","551,033,610.00","855,678,508.52","1,097,748,785.14","1,593,000,000.00",,"125,000,000.00","135,000,000.00","225,508,500.00","364,034.89","369,400,000.00"
期末现金及现金等价物余额,"128,472,490.62","195,390,669.34","86,057,996.94","256,197,153.04","190,173,987.91","993,179,822.97","1,121,699,203.77","620,108,766.18","686,207,583.77","453,843,697.12","275,848,277.43","237,260,586.31","372,303,786.76","317,784,759.80","213,106,630.23","335,519,929.06","381,574,934.82","850,742,163.05","416,029,545.14","332,428,093.88","295,871,139.30","577,725,549.78","572,824,029.10","421,007,200.29","795,658,599.14","1,383,965,238.34","1,328,750,873.64","1,793,891,197.41","1,814,228,755.20","1,877,845,160.60","1,846,032,100.83","1,520,605,111.09"
