科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"80,598,435.49","168,328,116.36","244,112,181.73","174,238,200.25","281,341,680.24","407,416,995.84","102,970,112.92","290,527,224.50","505,041,389.75","799,213,204.83","232,354,069.70","519,039,748.60","824,723,580.20","1,136,393,476.61","337,148,737.12","786,077,435.39","1,218,719,830.92","1,704,178,898.24","421,305,986.45","968,484,199.76","1,423,000,189.38","1,896,552,447.47","540,568,955.83","1,264,516,738.14","1,865,589,952.43","2,557,992,125.06","596,895,065.24","1,304,718,322.70","1,985,723,807.29","2,708,807,651.68","661,470,233.52","1,560,236,787.03","2,415,631,313.72"
取得子公司及其他营业单位支付的现金净额,,"6,637,143.30",,,,,,,,,,,,"9,997,704.99",,,,"2,996,073.52",,,,,,,,,,,,,,,
收到的税费返还,,,,,"1,556,235.94",,,,,"5,786.28",,,,,,,,,,,,,,,,"876,486.43",,"188,312.03","188,312.03","11,391,015.40",,,"337,800.39"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"490,000,000.00",,,"783,200.00","50,000,000.00",,,,,,
收到其他与经营活动有关的现金,"7,120,048.65","65,296.93","1,762,028.40","275,490.14","3,861,885.76","1,490,945.82","4,970,081.65","9,384,565.74","17,485,355.55","19,363,802.61","19,042,121.20","18,775,649.65","30,450,031.72","52,953,393.81","30,283,449.22","37,858,909.52","62,108,396.31","101,122,810.15","11,454,823.16","50,169,929.24","78,553,915.95","98,795,724.62","29,922,941.54","53,835,755.51","82,339,447.65","93,387,746.45","25,706,628.56","38,580,608.66","56,048,111.87","60,110,054.13","26,708,296.96","72,104,095.46","106,684,394.85"
投资活动现金流出小计,"6,130,316.99","22,115,432.28","32,277,352.07","6,954,590.04","16,764,661.08","78,828,224.57","58,325,649.04","100,960,463.25","142,960,698.19","200,446,728.23","54,196,709.64","100,437,696.52","125,183,944.12","169,000,548.60","31,513,106.08","67,235,391.35","113,147,369.32","171,402,367.63","28,488,833.78","46,171,662.46","97,346,584.57","236,515,129.65","627,570,967.20","1,825,990,895.96","2,211,189,743.98","3,137,864,564.79","264,384,905.73","921,561,283.09","1,054,747,771.55","1,405,418,411.85","55,324,140.14","75,026,748.42","100,292,484.73"
经营活动现金流入小计,"87,718,484.14","168,393,413.29","245,874,210.13","174,513,690.39","286,759,801.94","408,907,941.66","107,940,194.57","299,911,790.24","522,526,745.30","818,582,793.72","251,396,190.90","537,815,398.25","855,173,611.92","1,189,346,870.42","367,432,186.34","823,936,344.91","1,280,828,227.23","1,805,301,708.39","432,760,809.61","1,018,654,129.00","1,501,554,105.33","1,995,348,172.09","570,491,897.37","1,318,352,493.65","1,947,929,400.08","2,652,256,357.94","622,601,693.80","1,343,487,243.39","2,041,960,231.19","2,780,308,721.21","688,178,530.48","1,632,340,882.49","2,522,653,508.96"
投资活动产生的现金流量净额,"-5,962,518.96","-20,675,525.67","-32,129,775.82","-6,890,820.01","-16,700,891.05","-78,763,783.03","-58,325,649.04","-100,960,463.25","-142,960,698.19","-200,421,309.00","-54,196,709.64","-100,437,696.52","-125,183,944.12","-168,966,895.98","-31,508,550.08","-67,235,391.35","-113,147,369.32","-171,258,828.43","-28,488,833.78","-46,171,662.46","-97,346,584.57","-236,393,070.25","-627,570,967.20","-1,818,404,417.18","-1,995,570,259.28","-2,213,608,649.29","-19,212,241.43","-8,979,812.10","126,722,516.80","236,450,520.70","79,181,579.62","569,118,388.97","639,486,909.07"
购买商品、接受劳务支付的现金,"51,012,944.55","69,171,913.84","100,950,205.38","67,015,033.43","116,261,644.67","167,506,167.83","55,038,566.89","127,145,966.99","199,985,874.55","316,760,534.12","124,575,547.53","228,411,720.96","327,331,190.11","472,055,456.46","165,253,255.57","253,320,508.66","381,002,111.00","452,507,180.48","114,428,582.67","242,284,948.09","435,307,641.99","576,390,272.81","152,031,235.97","320,686,500.53","601,248,573.88","817,015,173.58","146,074,921.86","262,049,122.69","479,720,031.27","737,939,898.86","229,057,317.99","419,933,979.58","658,389,398.08"
吸收投资收到的现金,,,"7,448,100.00",,,"1,435,608,000.00",,,,,,,,,,,,,,"35,807,313.60","35,982,273.60","35,982,273.60","1,830,121,939.03","1,847,104,939.03","1,847,104,939.03","1,847,104,939.03",,,"6,000,000.00","96,805,270.56",,,
