科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"229,554,096.01","234,869,106.66","119,052,939.92","186,677,791.50","259,386,550.70","61,571,166.01","124,108,042.56","193,443,313.98","274,319,820.35","70,418,372.22","142,601,604.43","244,550,489.84","375,502,222.79","133,204,062.95","314,524,549.69","489,010,873.64","665,382,374.30","181,621,482.40","384,725,598.93","542,097,405.23","732,618,193.94","159,197,793.95","305,972,236.03","433,673,412.17","577,753,553.93","140,777,021.37","292,729,588.63","476,253,502.12","780,334,010.00","218,285,420.51","427,737,857.20","611,949,140.77","881,487,170.96","303,374,731.47","582,078,208.65","796,036,099.66"
二、营业利润,"33,065,739.47","31,602,145.62","17,827,188.91","33,182,673.81","39,526,661.42","10,185,300.42","23,234,494.25","40,520,071.31","48,926,665.13","12,711,115.32","26,001,172.63","32,979,812.25","38,489,675.48","15,203,924.47","31,435,049.29","40,935,703.13","43,892,989.97","22,173,685.75","34,198,954.67","35,928,987.18","39,247,142.65","13,806,854.76","27,677,669.43","32,224,553.59","39,842,313.14","15,274,252.23","40,420,684.91","62,543,705.18","92,989,332.32","47,483,453.58","98,047,675.02","134,585,409.89","193,688,526.99","39,609,252.84","120,362,371.07","161,309,484.82"
减:营业成本,"129,562,957.15","128,612,146.06","62,217,106.00","96,760,597.60","133,372,455.47","29,185,011.04","59,825,799.18","96,218,598.59","133,393,754.02","34,747,459.64","71,361,349.00","140,906,600.44","230,320,816.82","90,814,618.91","218,233,696.24","342,085,237.51","470,899,886.71","126,500,246.25","278,454,055.99","392,581,783.67","521,655,143.91","99,384,697.51","192,644,359.28","275,909,040.73","354,482,451.38","79,676,386.27","162,487,429.80","277,642,890.01","479,698,069.73","114,190,631.29","212,756,009.19","303,693,404.56","443,814,339.32","159,263,789.19","291,339,212.30","386,413,915.97"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,477,478.26","2,403,566.49","1,420,675.88","2,236,115.72","3,115,310.17","639,143.01","1,197,650.42","1,879,541.60","2,875,178.78","811,624.62","1,607,573.58","2,484,280.76","3,296,345.00","1,096,350.33","1,989,514.19","2,941,764.10","3,857,217.96","1,295,341.14","4,141,748.31","5,408,982.63","6,675,055.04","1,097,737.73","2,250,660.24","2,944,102.14","4,069,137.31","1,155,837.50","2,382,199.68","3,844,900.20","5,946,859.93","2,474,300.51","4,588,828.59","6,417,556.10","9,632,423.78","4,775,138.91","9,662,950.96","14,352,212.93"
营业外收入,"6,784,168.29","693,011.71","46,257.03","46,257.03","210,307.13","10,000.00","37,670.96","254,670.96","1,772,720.96","16,636,737.80","16,522,910.80","16,600,342.12","19,038,446.24","23,418,432.56","23,494,512.56","23,595,058.61","29,036,892.43","554,158.00","2,941,860.01","3,009,616.05","14,381,118.27","799,865.17","1,427,621.84","8,502,194.64","12,768,364.50","1,060,089.47","2,097,356.45","3,148,183.68","4,458,734.71","2,100,419.27","4,129,598.20","5,725,216.44","10,194,361.56","2,461,774.97","3,848,803.27","4,304,215.35"
销售费用,"30,057,176.17","36,974,562.03","22,630,157.61","31,517,526.05","49,781,281.53","11,877,045.43","23,770,614.60","31,907,537.13","50,910,076.85","12,173,575.28","24,656,495.48","37,235,451.86","57,479,276.16","13,968,203.01","29,651,552.14","48,990,783.38","72,635,553.23","14,978,053.71","30,960,492.27","51,832,608.36","79,324,039.03","23,806,646.34","44,838,169.24","64,759,009.85","89,520,205.76","25,181,481.12","46,756,498.86","71,894,449.07","104,794,463.00","35,970,973.38","61,261,363.97","89,210,636.74","116,085,383.17","31,567,192.26","62,457,187.50","97,646,787.65"
减:营业外支出,"990,226.00","428,460.19","119,274.51","338,067.70","661,326.18","61,532.38","259,759.96","329,152.33","515,595.67","73,427.50","195,422.34","264,381.52","351,814.31","79,822.33","471,761.04","694,296.00","832,999.41","225,855.14","903,069.32","1,114,272.47","10,804,371.52","232,504.94","497,270.15","787,813.88","1,520,381.04","132,540.07","265,317.28","403,534.40","724,097.40","112,804.50","467,332.50","1,156,583.73","1,897,544.68","109,497.56","950,426.49","1,195,960.94"
管理费用,"30,586,517.76","30,503,326.06","14,581,020.36","22,397,326.18","32,732,656.01","9,537,999.83","18,594,913.58","26,434,021.23","37,145,404.81","10,376,627.45","20,157,375.21","29,873,311.09","44,153,858.34","13,082,155.70","32,248,106.33","52,805,883.30","71,473,401.02","17,321,231.03","33,567,221.56","50,706,399.19","74,299,176.99","16,331,827.10","37,701,774.76","56,326,927.43","82,008,201.02","20,249,159.37","44,658,021.17","67,970,402.38","101,536,321.06","30,739,346.55","61,677,425.23","95,550,485.01","135,852,972.48","26,756,408.30","54,397,989.57","89,727,468.80"
其中:非流动资产处置净损失,"345,157.09",,,,,,,,"96,169.00","3,071.15","18,772.00","18,772.00","96,169.03",,,180.00,"111,198.69","5,000.00","310,939.59","315,438.22","9,240,255.49",,,"25,564.87","46,888.19",654.95,"1,022.47","8,311.06","221,752.67","86,960.65","204,639.71","24,272.25","200,580.44","31,175.00","52,158.86","95,094.39"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"3,428,267.22","3,464,765.67","818,473.11","1,021,086.20","1,121,803.38","20,582.29","-2,037,374.50","-3,284,289.88","385,332.03","-397,190.76","-790,976.80","-883,990.26","-2,526,821.26","-1,339,660.57","-605,916.88","-460,547.45","-1,689,872.90","-552,652.82","2,285,368.54","3,750,410.10","4,655,494.17","2,131,963.21","4,572,348.91","5,948,241.16","7,033,841.04","-422,260.34","-5,365,238.31","-7,679,208.20","-11,046,721.96","-8,371,481.15","-8,552,834.47","-9,054,433.60","-10,762,169.97","788,564.19","2,297,091.40","3,646,923.21"
三、利润总额,"38,859,681.76","31,866,697.14","17,754,171.43","32,890,863.14","39,075,642.37","10,133,768.04","23,012,405.25","40,445,589.94","50,183,790.42","29,274,425.62","42,328,661.09","49,315,772.85","57,176,307.41","38,542,534.70","54,457,800.81","63,836,465.74","72,096,882.99","22,501,988.61","36,237,745.36","37,824,330.76","42,823,889.40","14,374,214.99","28,608,021.12","39,938,934.35","51,090,296.60","16,201,801.63","42,252,724.08","65,288,354.46","96,723,969.63","49,471,068.35","101,709,940.72","139,154,042.60","201,985,343.87","41,961,530.25","123,260,747.85","164,417,739.23"
资产减值损失,"100,672.50","1,308,594.73","-441,681.95","-437,534.06","-263,617.28","126,083.99","-478,054.97","-232,166.00","683,408.73","-4,839.33","-391,384.67","1,955,023.70","4,289,072.25","378,471.10","1,572,548.38","1,712,049.67","4,313,198.31","-94,422.66","1,117,757.59","1,888,234.10","6,762,142.15","2,638,067.30","3,255,439.36","2,529,722.46","7,772,534.74","207,815.59","2,310,070.10","2,046,591.57","11,990,680.25","-3,608,023.55","-399,403.39","-5,387,248.82","174,993.10","40,172,868.70","44,700,716.76","46,784,663.39"
