科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"48,107,007.84","35,465,086.84","62,517,541.98","28,462,833.23","455,726,622.09","453,991,155.52","436,623,566.00","455,092,373.80","398,155,143.49","364,141,483.37","384,526,404.86","324,783,651.87","328,014,631.81","325,440,968.44","282,745,723.72","233,933,715.06","359,345,719.32","189,002,525.22","164,796,349.95","81,590,793.00","93,430,961.53","77,762,910.18","41,856,886.53","52,083,634.65","35,810,673.80","484,519,163.93","394,300,998.85","385,737,633.66","313,100,498.57","317,525,395.30","336,825,515.29","331,246,289.03"
短期借款,"209,300,000.00","235,000,000.00","76,200,000.00","59,131,502.64","15,026,763.72","13,650,890.05","13,465,495.00","32,359,575.24","25,893,843.08","22,525,470.12","22,328,314.53","3,300,000.00","17,157,400.00","29,510,314.08","17,111,130.69","57,276,183.74","196,493,376.66","44,262,418.99","6,083,612.72",,"146,268,200.00","131,268,200.00","60,000,000.00","40,000,000.00","50,000,000.00","50,000,000.00",,,,,,
交易性金融资产,,,"1,743,395.17","2,089,228.46","2,650,579.99","3,062,672.35","3,180,650.50","2,807,580.93","440,931.50","618,222.75","955,262.53","1,371,535.60","2,001,117.00","3,438,479.57","3,605,551.49","3,009,316.30","689,109.34","-370,011.18",,,,,,,,,,,,,,
交易性金融负债,"216,680.00","90,588.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"1,807,261.54","500,000.00","244,196.60","5,501,064.60","215,000.00","2,154,335.02","3,178,581.02","2,487,800.63","1,586,000.00","3,996,424.23","4,791,455.11","1,745,982.84","4,856,719.64","5,430,000.00","1,600,000.00",,"300,000.00","500,000.00","3,082,701.50","2,144,223.69","2,248,776.52","8,389,151.49","10,984,335.03","1,000,000.00","5,267,997.22","5,977,500.00","11,891,334.90","6,915,000.00","7,115,269.34","18,000,000.00","39,126,869.13"
应付票据,"32,000,000.00","18,000,000.00","42,710,000.00","44,920,000.00","12,070,000.00","5,960,000.00","9,305,000.00","14,035,000.00","9,738,581.00","14,507,806.00","128,148,328.91","144,211,724.10","127,978,812.99","177,820,881.38","143,004,688.58","157,206,836.78","199,556,836.78","169,400,000.00","132,580,000.00","77,980,000.00","26,650,000.00","26,300,000.00","43,548,000.00","58,839,558.63","28,167,319.90","25,968,000.00","19,288,000.00","8,480,000.00","2,900,000.00","6,000,000.00","6,000,000.00","200,000.00"
应收账款,"48,706,099.23","39,183,197.95","45,464,962.07","53,641,292.14","57,536,639.77","55,437,892.19","54,285,887.10","43,949,078.94","58,176,999.99","77,558,438.99","83,664,143.13","85,858,182.73","52,963,617.97","66,159,822.63","64,276,749.93","74,506,168.71","76,590,941.86","110,682,050.52","142,517,201.45","102,883,141.56","91,999,223.95","112,703,853.85","89,806,494.60","81,359,394.72","92,340,994.57","96,770,422.69","131,036,046.03","111,595,326.72","97,576,253.86","136,386,182.99","146,469,394.87","119,461,466.35"
应付账款,"27,401,190.92","15,727,590.38","14,816,403.57","16,456,476.35","21,835,606.99","22,466,253.44","19,028,630.46","29,518,001.55","37,495,554.70","41,530,304.09","28,772,644.47","23,246,899.22","27,288,164.75","32,986,250.15","30,883,090.98","41,626,455.28","46,664,864.90","61,329,822.17","78,116,617.65","51,721,642.00","60,159,064.19","69,255,721.04","70,895,094.75","66,930,459.23","68,391,580.99","70,270,283.66","84,234,600.86","74,592,425.89","71,350,672.35","76,831,893.87","66,332,403.02","55,117,693.46"
预付款项,"6,173,252.56","51,106,929.30","23,374,351.33","25,617,230.21","38,917,397.96","42,221,531.46","100,434,975.67","62,604,572.60","112,266,871.99","145,566,135.86","65,520,168.19","80,996,079.67","138,368,400.49","125,229,457.67","39,787,696.17","12,944,809.59","16,217,999.52","4,623,945.90","1,342,426.47","53,844,668.47","34,565,676.47","46,564,110.86","66,749,189.88","30,836,705.01","32,124,297.90","41,555,784.53","56,307,027.39","45,521,823.19","21,156,489.88","44,643,165.48","43,308,067.44","52,463,178.09"
预收款项,"11,819,197.13","19,284,287.08","14,228,930.35","24,444,542.24","26,301,469.17","20,391,550.65","25,927,484.39","27,374,135.95","77,549,805.79","102,086,788.16","23,134,142.71","35,868,861.81","70,286,542.63","70,900,499.19","46,870,497.17","38,056,837.81","43,117,267.52","52,014,834.94","29,965,289.09","34,698,550.05","51,484,419.86","39,756,935.13","34,721,035.47","41,335,030.03","31,907,833.27","49,646,099.10","56,388,328.76","66,112,673.01","67,696,800.82","60,940,570.16","44,717,791.52","48,974,111.74"
其他应收款,"2,452,733.67","5,518,986.10","8,804,482.07","9,605,943.35","11,899,833.05","8,884,947.35","2,215,755.43","4,130,846.70","14,751,680.08","4,186,267.79","8,658,263.05","26,271,661.23","30,057,509.90","34,019,243.20","21,639,122.78","18,722,195.99","11,071,668.26","15,957,644.68","8,551,815.29","5,588,531.52","8,003,677.86","5,964,546.38","6,246,589.48","9,777,808.16","4,341,377.16","4,861,737.14","3,439,660.53","5,881,688.74","9,236,329.78","8,411,476.79","7,791,925.87","11,310,910.50"
应付职工薪酬,"2,002,926.75","1,972,866.59","2,082,972.27","1,878,063.85","2,098,012.94","1,602,060.95","2,855,991.82","3,456,609.67","5,080,184.57","5,190,688.93","4,353,078.08","4,850,511.89","6,973,082.78","2,581,697.67","5,157,081.62","6,850,273.53","8,909,371.30","5,316,430.12","6,447,016.33","9,399,064.18","5,512,524.27","6,752,255.92","7,341,595.66","10,018,897.54","7,087,382.99","7,803,910.62","6,891,333.17","11,162,699.21","14,260,389.21","13,790,101.65","12,758,684.35","19,331,985.82"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"9,427,133.84","15,088,646.00","4,708,716.50","2,541,726.06","4,232,195.18","7,882,687.60","10,101,659.33","-288,832.72","-472,315.74","2,927,673.07","3,112,684.18","5,308,385.51","5,392,799.04","3,297,398.34","9,015,810.55","2,208,739.16","1,868,326.92","5,169,370.10","17,308,493.36","15,985,922.87","12,622,875.86","13,287,324.52","15,119,049.73","14,665,597.22","15,210,995.37","13,780,455.59","13,919,835.97","15,121,116.94","14,247,863.05","16,266,720.99","21,578,229.21","18,371,895.72"
应收利息,,,,,,,"6,536,144.47","9,447,064.61","1,524,663.93","3,006,337.86","4,060,721.16","4,566,021.06","438,117.90","1,666,711.35","2,582,516.67","3,195,512.50","2,030,873.61","95,333.33","586,275.34","35,590.63","189,816.67","530,246.94","652,155.83","652,155.83","1,053,143.53","1,053,143.53","1,915,471.02","1,878,911.65","2,199,916.97","2,670,977.57","2,539,649.90","540,520.01"
应付利息,,,,,,,"107,171.06","84,027.78","412,321.82","66,500.00","234,307.87","33,825.00","141,249.08","185,669.72","118,412.32","270,022.82","767,430.72","262,221.01","182,471.45",,"611,745.47","1,411,275.16","80,633.34","53,855.56","94,442.92","55,776.25",,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,"1,376,218.77",,,,,,,,,,,
应付股利,,,,,,,,,"42,950,000.00",,,,,,,,,,,,,,,,,,,,,,,
存货,"101,495,718.41","99,361,017.07","79,063,457.79","106,627,668.05","99,805,148.62","101,855,565.99","102,236,851.09","164,024,469.63","157,124,719.19","167,767,935.21","195,518,789.33","223,152,490.65","237,845,884.05","259,536,873.45","205,320,237.29","237,637,629.37","258,256,176.25","230,558,905.52","160,195,069.65","169,342,060.04","242,355,220.80","219,827,789.98","170,458,026.46","200,206,420.33","204,293,302.82","193,454,553.51","196,222,815.04","225,508,472.00","325,717,975.16","276,650,338.50","222,176,042.00","228,381,297.70"
其他应付款,"2,921,926.23","4,465,264.55","78,037.75","144,267.65","395,683.63","302,283.50","136,244.42","359,108.02","726,482.07","922,946.93","4,636,455.50","4,377,641.91","8,195,093.90","3,784,660.70","2,383,134.67","2,160,948.63","2,795,600.55","6,567,783.65","3,161,985.88","3,951,833.07","9,948,590.43","10,178,762.99","12,756,366.26","5,793,634.76","8,645,171.41","12,755,018.22","11,624,513.97","3,851,548.55","7,476,694.27","8,456,886.90","11,988,900.82","7,926,986.22"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,270,000.00","16,270,000.00","16,270,000.00","16,270,000.00",
一年内到期的非流动负债,,,,,,,,,,,"20,350,000.00","20,350,000.00","20,350,000.00","350,000.00","368,440.00","368,440.00","380,240.00","380,240.00",,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,"5,232,039.46","8,987,338.72","4,564,692.01","2,012,400.66","51,117,517.44","86,201,064.55","81,900,158.88","66,649,794.02","7,580,215.42","1,820,336.53","21,985,439.95","14,466,588.87","9,448,100.08","12,890,140.43","11,395,659.91","14,747,862.85","15,273,084.36","17,347,017.37","28,501,012.12","19,907,214.94","14,602,654.83","17,068,395.47"
其他流动负债,,,,,,,,,,,,,,,,,,,"701,500.78",,,,,,,,,,,,,
流动资产合计,"206,934,811.71","232,442,478.80","221,468,190.41","226,288,392.04","672,037,286.08","665,668,764.86","707,668,165.28","745,234,568.23","744,928,810.80","764,430,821.83","752,132,215.94","760,778,416.64","795,999,953.97","822,360,676.61","676,505,115.49","671,750,412.07","806,102,647.04","617,500,188.01","486,069,353.57","418,187,823.25","496,050,459.69","480,519,555.85","393,606,594.35","398,790,594.16","382,359,449.69","842,230,665.40","804,472,603.22","821,632,208.23","820,673,476.34","829,580,020.91","807,983,250.20","799,598,926.28"
流动负债合计,"295,089,054.87","309,629,242.60","154,825,060.44","149,516,578.79","81,959,731.63","72,255,726.19","80,927,676.48","106,897,625.49","199,374,457.29","189,758,177.30","235,069,956.25","241,547,849.44","283,763,145.17","321,417,371.23","254,912,286.58","306,024,737.75","500,553,315.35","344,703,120.98","274,546,987.26","193,737,012.17","313,257,420.08","298,210,474.76","246,097,613.53","239,114,705.42","209,504,726.85","230,279,543.44","192,346,612.73","179,320,463.60","177,932,419.70","182,286,173.57","163,376,008.92","149,922,672.96"
可供出售金融资产,,,,,,,,,,,,,,,,,,"65,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,600,000.00","30,600,000.00","30,600,000.00","30,600,000.00"
长期借款,,,"130,000,000.00","130,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,"30,000,000.00",,,,"10,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,"30,000,000.00","60,000,000.00",,"40,332,465.30","40,537,581.42","40,747,873.26","41,737,478.10","41,792,468.48","41,868,195.34","40,527,673.21","40,696,227.76","40,783,061.92","41,009,319.08","41,098,521.68","41,431,585.46","41,450,294.58","41,741,230.71"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"211,758,779.56","196,290,484.78","229,731,671.35","225,049,190.70","223,379,361.23","219,855,450.19","250,506,492.11","246,339,098.03","243,551,963.02","239,726,335.92","254,970,115.00","250,275,517.63","250,063,728.71","245,095,174.93","288,445,278.73","284,115,004.98","283,142,243.36","277,944,035.66","486,615,767.18","477,538,960.76","497,394,505.78","491,527,335.08","553,133,840.18","539,620,343.51","534,974,741.34","532,176,527.70","531,039,765.00","538,719,598.41","531,368,928.74","562,205,450.38","594,114,526.67","590,368,800.15"
递延所得税负债,"1,788,125.00","1,072,875.00","1,334,384.28","1,386,259.27","1,470,462.00","1,532,275.86","1,563,566.33","1,544,287.14","1,139,014.73","1,165,608.41","143,289.38","136,767.84","300,167.55","515,771.94","540,832.72","404,624.05","135,078.90","35,012.50",,"116,004.75","386,845.44","67,609.84","284,092.50",,,,"189,497.28","219,240.87","232,164.17","302,823.26","380,947.49","81,078.00"
在建工程,"15,024,335.98","27,021,042.01","23,886,235.94","27,758,137.07","32,890,811.46","51,750,221.25","6,883,246.82","10,442,634.92","42,138,150.42","64,080,539.71","63,462,876.32","76,731,147.01","85,939,752.24","103,998,624.73","113,867,761.14","137,984,905.30","180,472,760.48","215,311,449.77","101,064,889.12","106,972,855.57","97,993,427.79","108,599,242.32","63,207,887.53","68,735,222.88","64,936,488.95","90,165,128.27","98,012,152.99","82,317,770.72","90,064,319.41","66,648,249.21","48,764,770.06","50,833,958.00"
其他非流动负债,,,"3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00",,"2,800,000.00","2,712,500.00","2,625,000.00","2,537,500.00","2,597,520.00","2,505,410.00","2,516,550.00","2,421,490.00",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"1,788,125.00","1,072,875.00","134,834,384.28","134,886,259.27","44,970,462.00","45,032,275.86","45,063,566.33","45,044,287.14","44,639,014.73","41,165,608.41","2,943,289.38","2,849,267.84","2,925,167.55","3,053,271.94","3,138,352.72","2,910,034.05","2,651,628.90","2,456,502.50","36,336,670.00","36,357,614.75","45,709,313.44","45,290,545.34","46,926,412.17","46,509,537.17","46,371,754.66","46,345,187.15","46,889,907.42","46,774,874.00","46,626,352.29","46,740,566.37","46,660,578.59","46,202,597.09"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"296,877,179.87","310,702,117.60","289,659,444.72","284,402,838.06","126,930,193.63","117,288,002.05","125,991,242.81","151,941,912.63","244,013,472.02","230,923,785.71","238,013,245.63","244,397,117.28","286,688,312.72","324,470,643.17","258,050,639.30","308,934,771.80","503,204,944.25","347,159,623.48","310,883,657.26","230,094,626.92","358,966,733.52","343,501,020.10","293,024,025.70","285,624,242.59","255,876,481.51","276,624,730.59","239,236,520.15","226,095,337.60","224,558,771.99","229,026,739.94","210,036,587.51","196,125,270.05"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"128,800,000.00","128,800,000.00","128,800,000.00","128,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","171,800,000.00","429,500,000.00","429,500,000.00","429,500,000.00","429,500,000.00","429,500,000.00","494,046,648.00","494,046,648.00","494,046,648.00","988,093,296.00","988,093,296.00","988,093,296.00","988,093,296.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"28,525,804.02","30,161,454.02","28,346,229.02","27,215,804.02","580,617,606.33","579,307,006.33","580,147,337.58","580,243,531.33","579,287,962.58","580,059,975.08","580,033,756.33","579,642,968.83","578,634,913.83","579,025,276.33","579,611,700.08","578,754,262.58","580,146,743.83","580,070,306.33","580,070,306.33","580,070,306.33","322,370,306.33","322,370,306.33","322,370,306.33","322,370,306.33","322,370,306.33","714,860,456.93","715,329,702.22","715,352,343.74","221,322,676.88","221,322,676.88","221,322,676.88","221,322,676.88"
无形资产,"62,335,649.96","60,980,824.00","71,060,308.13","70,697,449.85","70,334,591.57","69,971,733.29","69,619,731.98","69,274,001.41","68,868,076.66","68,462,151.91","82,170,758.27","81,694,024.85","81,217,291.43","89,586,447.05","89,078,017.18","88,928,810.72","88,412,700.31","87,888,769.39","131,879,611.89","131,131,635.24","130,391,642.93","129,643,260.32","162,199,668.76","161,279,925.13","160,360,181.50","159,037,109.50","158,126,979.05","157,219,592.39","156,322,107.99","155,455,264.85","154,506,327.69","153,598,437.54"
盈余公积,"4,255,149.87","7,960,102.92","13,190,351.22","13,190,351.22","13,190,351.22","13,190,351.22","18,996,372.42","19,031,287.38","18,996,372.42","18,996,372.42","22,867,795.40","22,867,795.40","22,867,795.40","22,867,795.40","27,637,715.64","27,637,715.64","27,637,715.64","27,637,715.64","31,420,715.74","31,420,715.74","31,420,715.74","31,420,715.74","33,157,011.08","33,157,011.08","33,157,011.08","33,157,011.08","35,038,725.73","35,038,725.73","35,038,725.73","35,038,725.73","38,956,271.23","38,956,271.23"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"38,296,348.70","39,440,926.15","86,513,160.84","96,610,545.10","106,576,730.95","126,119,449.24","138,369,961.27","148,680,619.11","116,148,071.77","135,572,436.32","131,942,008.20","142,493,585.28","155,304,428.38","174,966,918.67","173,273,493.34","183,652,520.42","191,106,004.84","201,634,973.72","204,768,787.76","214,654,686.97","185,539,102.86","190,309,416.14","187,745,858.74","192,521,565.26","194,603,368.01","198,654,715.94","203,536,769.12","210,277,754.02","216,467,866.24","226,251,186.54","237,949,608.42","241,979,397.79"
长期待摊费用,,,,,,,,,,,,,"160,938.90","160,039.80","158,241.60","156,892.95","155,544.30","154,195.65","152,847.00","151,498.35","150,149.70","148,801.05","147,452.40","146,103.75","144,755.10","143,406.45","142,057.80","140,709.15","139,360.50","138,011.85","136,663.20","135,314.55"
少数股东权益,,,,,,,,,,,"9,572,267.17","9,570,233.89","9,560,715.20","9,545,627.44","9,435,086.98","9,387,324.42","9,360,824.51","9,381,386.67","9,150,347.60","8,912,245.60","8,787,204.46","8,607,956.59","8,429,919.99","8,246,248.51","8,071,620.76","7,885,571.29","7,464,371.25","7,439,837.07","7,182,599.30","6,948,806.77","6,686,041.46","7,538,675.19"
