科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"69,639,860.26","106,145,638.72","100,632,710.33","27,587,885.31","586,766,910.34","575,981,181.32","505,385,638.76","518,650,470.14","543,620,261.76","446,057,998.91","390,545,187.26","335,659,545.36","329,765,475.00","376,948,770.52","335,916,726.74","327,863,395.44","264,778,337.57","288,993,817.39","241,063,947.96","171,459,203.02","150,136,272.86","325,773,056.13","129,004,580.98","116,455,016.36","116,490,398.08","1,092,860,171.39","991,299,762.37","818,030,158.15","948,321,380.41","1,051,376,298.33","802,057,935.89","1,124,362,432.83","788,786,127.32","1,606,160,235.83","1,146,818,648.14","1,187,045,467.36","1,162,844,326.49","1,197,188,539.84","776,496,766.27"
短期借款,"2,100,000.00","4,403,275.14",,,,,,,,,,,,,,"2,000,000.00","4,000,000.00","5,000,000.00","37,400,000.00","36,150,000.00","79,150,000.00","215,350,000.00","107,650,000.00","172,596,285.11","214,976,285.11",,,,"10,000,000.00","280,000.00","1,000,000.00","1,000,000.00","1,000,000.00","70,000,000.00","139,000,000.00","99,000,000.00","99,000,000.00","150,000.00",
交易性金融资产,,"10,905.00",,,,"44,495,743.33","48,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"920,119.95","502,112.95","1,012,188.00","1,012,188.00","1,729,255.15","1,494,440.25","1,930,091.00","1,633,677.90","1,431,444.60","400,000.00",,,"2,881,037.00","176,998.50","204,900.00","1,787,832.00","420,000.00","548,883.50","800,318.89","1,660,000.00","327,215.00","1,903,072.76","37,205,064.67","48,328,700.00","16,884,974.00","35,428,593.48","48,733,903.34","40,964,835.72","25,306,486.72","46,153,384.26","108,214,435.06","300,427,656.55","128,324,358.60","150,489,248.46","151,302,680.14","153,204,109.81"
应付票据,,"6,946,899.68","11,880,191.86",,,"14,944,305.96","1,145,861.98","5,001,652.38","5,187,946.49","20,205,100.63","1,765,305.05","6,102,353.29","7,067,457.34","17,466,598.31","19,759,249.69","28,112,284.14","20,491,874.47","44,723,402.64","56,983,345.76","35,778,107.90","68,957,400.39","63,950,416.92","69,489,732.55","99,857,461.10","162,633,055.35","204,591,986.31","132,146,699.20","139,259,172.15","160,519,992.07","145,672,184.23","112,473,504.91","304,140,031.73","342,641,912.88","279,202,158.25","260,651,757.79","199,576,605.09",,"249,355,751.53",
应收账款,"34,865,984.73","67,779,089.04","95,906,775.66","119,136,540.39","125,471,465.67","143,753,879.03","156,500,698.93","168,535,226.25","149,893,561.46","229,539,357.44","241,488,646.19","236,056,227.30","241,208,853.20","258,306,461.31","230,552,309.02","228,996,625.92","252,464,511.27","264,810,157.69","242,075,089.75","239,494,333.82","275,775,954.09","288,426,862.29","281,293,956.76","290,506,588.47","391,959,835.78","487,636,457.28","545,057,135.88","721,867,501.21","650,455,739.66","660,751,025.44","737,291,914.92","821,985,139.81","909,328,673.98","1,003,101,359.16","974,438,353.00","1,067,747,204.47","1,480,448,397.08","1,732,344,399.96","2,305,651,668.38"
应付账款,"20,384,610.88","49,085,150.13","68,514,600.40","34,796,162.99","31,139,027.40","72,134,478.64","45,009,542.84","31,058,568.83","41,090,242.23","54,772,794.40","61,091,263.50","58,913,404.40","70,815,959.44","101,705,255.40","89,770,900.58","95,273,546.27","145,069,508.06","191,443,532.82","192,706,984.40","182,127,009.74","246,245,037.97","287,850,697.44","231,382,550.00","339,589,890.54","363,442,461.31","482,559,341.82","504,869,271.52","481,569,662.40","485,404,685.23","516,817,520.30","571,766,011.31","557,541,854.82","589,565,099.95","1,117,154,342.81","933,654,533.66","1,038,243,094.89",,"1,456,030,432.09",
预付款项,"2,552,772.20","2,304,010.04","7,543,529.69","3,317,919.51","2,689,061.22","3,693,856.87","2,182,144.66","2,646,362.77","889,314.29","2,769,930.33","11,697,906.07","11,875,043.55","11,896,472.26","7,112,676.64","11,445,314.55","5,944,558.99","24,513,327.01","4,859,025.10","5,356,785.39","2,750,779.06","17,065,876.34","2,871,275.73","19,543,825.72","17,883,776.12","26,823,796.79","6,326,090.60","15,322,640.46","23,883,233.87","13,844,629.59","10,153,721.57","10,762,641.43","55,216,836.23","47,554,719.18","24,499,907.46","62,181,857.05","164,571,367.95","148,008,188.27","76,648,478.12","84,590,314.84"
预收款项,"16,033.00","8,033.02","76,839.52","56,369.52","34,389.14","52,963.10","32,309.08","28,109.14","241,827.14","10,824,792.15","13,239,143.02","14,042,473.91","12,785,871.78","10,501,622.11","5,912,878.42","4,265,603.82","4,977,700.17","2,731,606.59","3,838,525.59","5,046,735.66","6,571,843.24","12,057,465.87","8,217,690.13","8,372,316.48","12,660,139.16","34,372,825.04","19,501,758.43","23,421,177.66","25,318,066.45","74,208,857.35","51,652,903.93","56,696,284.77","54,772,922.73","73,940,956.95","68,330,149.86","100,135,132.36","122,384,762.59","62,069,548.57","77,113,312.21"
