科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"656,485,258.20","743,030,903.41","793,678,970.98","202,150,557.01","457,284,030.10","664,407,448.73","1,032,515,303.87","302,789,047.14","534,815,957.81","930,651,849.97","1,283,985,615.96","412,003,393.76","806,383,288.43","1,156,487,709.20","1,648,456,026.48","468,482,146.01","926,160,692.69","1,465,810,507.20","1,625,578,995.85","399,743,376.05","753,160,051.51","1,149,944,893.09","2,020,143,879.87","393,325,645.77","684,889,599.73","1,077,634,775.77","1,904,366,246.87","349,929,064.85","745,334,990.08","1,149,210,323.87","2,261,895,782.26","324,290,351.65"
取得子公司及其他营业单位支付的现金净额,"24,106,863.34","14,786,907.37",,,,,"21,982,500.00","27,991,218.55","45,877,978.41","492,401,116.26","522,774,939.52",,,"75,082,000.00","73,542,499.47","211,000,000.00","241,069,594.34","471,479,736.57","388,759,040.97","125,640,000.00","200,640,000.00","200,640,000.00","81,102,376.63",,"6,000,000.00","6,000,000.00","6,000,000.00","23,000,000.00","24,665,748.46","24,665,748.46","24,665,748.46","3,323,554.74"
收到的税费返还,,,,,"304,197.32","304,197.32","304,197.32",,,"3,294.54","2,041,021.58","1,562,127.70","2,612,830.44","5,045,056.07","8,571,994.80","1,904,234.75","3,158,493.38","11,976,905.34","10,534,979.38","5,939,588.16","8,486,627.88","16,280,463.99","18,341,555.19","8,443,288.72","11,799,560.18","16,561,547.05","22,281,454.16","272,971.46","8,655,447.82","18,904,716.40","17,726,059.06","6,375,118.00"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,"490,000.00","490,000.00","490,000.00","12,335,876.33",,,,"8,300,000.00","11,500,262.34","16,609,775.27","16,610,135.54","13,500,000.00",298.39
收到其他与经营活动有关的现金,"7,861,855.58","24,211,332.73","19,472,453.68","41,866,607.26","74,958,193.58","103,362,989.99","103,346,223.49","139,941,840.05","146,762,012.32","348,011,784.20","416,164,187.75","39,406,253.11","78,262,921.82","206,639,061.35","212,740,148.67","117,461,787.40","269,093,949.33","310,868,369.57","197,463,278.52","110,729,920.00","144,495,686.60","192,069,480.92","15,843,700.55","22,115,211.09","105,377,141.15","162,060,602.14","17,144,719.23","15,138,024.39","51,447,576.60","69,884,756.51","22,440,192.51","61,622,839.74"
投资活动现金流出小计,"51,992,687.36","46,768,044.94","47,798,435.30","13,940,763.98","18,795,771.58","68,220,392.29","138,944,921.21","80,905,037.37","123,627,797.17","629,433,260.54","684,250,418.25","14,462,758.31","33,228,482.39","132,658,351.50","187,950,941.32","281,529,481.48","347,560,393.34","598,023,267.03","614,232,665.00","175,243,326.59","279,431,653.97","318,331,598.29","187,702,111.66","19,953,254.59","35,280,435.02","65,214,565.38","43,266,732.28","46,458,235.26","80,774,881.45","101,689,772.40","196,157,453.87","31,805,960.34"
经营活动现金流入小计,"664,347,113.78","767,242,236.14","813,151,424.66","244,017,164.27","532,546,421.00","768,074,636.04","1,136,165,724.68","442,730,887.19","681,577,970.13","1,278,666,928.71","1,702,190,825.29","452,971,774.57","887,259,040.69","1,368,171,826.62","1,869,768,169.95","587,848,168.16","1,198,413,135.40","1,788,655,782.11","1,833,577,253.75","516,412,884.21","906,142,365.99","1,358,294,838.00","2,054,329,135.61","423,884,145.58","802,066,301.06","1,256,256,924.96","1,943,792,420.26","365,340,060.70","805,438,014.50","1,237,999,796.78","2,302,062,033.83","392,288,309.39"
投资活动产生的现金流量净额,"-51,883,088.60","-46,287,054.94","-47,781,435.30","-13,940,763.98","-18,795,771.58","-68,220,392.29","-116,959,721.21","-65,805,524.40","-123,540,297.17","-626,975,560.54","-677,787,589.76","-14,460,159.31","-33,217,338.39","-131,631,407.50","-181,283,264.59","-261,546,501.48","-345,418,508.82","-595,873,259.03","-616,205,301.71","-175,040,944.84","-257,086,644.85","-295,953,077.08","-166,422,395.75","-19,497,227.25","-20,455,095.94","-40,844,119.06","-16,578,178.78","-34,165,303.23","-39,412,929.99","-60,254,881.06","-106,420,942.96","-19,641,034.75"
购买商品、接受劳务支付的现金,"528,489,678.35","499,825,488.00","550,676,765.67","198,796,214.68","410,273,757.94","597,818,893.32","797,545,078.56","230,058,050.57","488,144,181.34","765,047,682.22","962,704,267.71","212,512,735.18","512,529,511.51","780,476,757.09","1,124,586,671.70","296,051,821.46","647,733,607.15","1,007,379,548.44","978,364,345.88","345,989,311.97","602,428,975.92","786,411,417.17","1,200,295,696.85","235,679,207.33","524,689,456.15","758,416,384.90","1,310,186,013.81","253,402,008.80","577,967,943.14","821,336,135.88","1,551,016,994.50","211,382,707.80"
吸收投资收到的现金,"9,800,000.00",,,"1,009,844,000.00","1,009,844,000.00","1,009,844,000.00","1,009,844,000.00",,,,,,,"30,802,600.00","86,462,600.00",,,"6,014,282.00","15,014,282.00",,,,,,,,,,,"9,000,000.00","9,000,000.00",
支付给职工以及为职工支付的现金,"22,160,999.54","27,194,637.90","36,048,060.63","13,451,863.14","24,937,138.28","38,819,783.53","50,653,080.25","15,295,299.02","29,053,802.66","54,327,843.75","82,181,559.55","30,388,023.56","50,650,949.91","79,077,825.96","117,469,414.76","43,467,415.00","77,438,172.24","117,744,071.08","154,240,565.57","53,981,512.43","92,986,719.17","134,705,332.13","202,919,890.05","62,055,993.46","113,259,461.90","154,978,635.39","212,567,593.02","60,015,223.90","99,138,174.38","142,467,935.27","203,552,914.47","75,504,504.08"
取得借款收到的现金,"43,000,000.00","69,500,000.00","168,200,000.00",,,,,"5,000,000.00","5,000,000.00","215,000,000.00","215,000,000.00","210,000,000.00","220,000,000.00","449,357,473.44","495,000,000.00","348,600,000.00","861,700,000.00","1,097,200,000.00","1,135,000,000.00","414,000,000.00","727,500,000.00","836,000,000.00","968,253,305.12","97,500,000.00","522,500,000.00","616,000,000.00","740,542,358.86","242,100,036.58","542,255,713.80","642,411,611.67","708,825,000.00","201,147,010.52"
支付的各项税费,"28,122,376.76","52,399,208.90","55,773,588.93","15,334,046.79","29,489,534.36","39,667,340.56","55,149,416.54","17,271,593.42","37,495,654.84","68,899,299.03","101,316,853.47","23,696,746.66","76,318,230.99","104,322,358.55","129,218,809.24","59,244,928.80","119,229,774.27","163,094,280.67","136,942,315.65","63,334,301.15","94,941,614.73","128,417,806.47","142,660,879.55","58,334,912.97","98,609,042.01","137,437,860.02","160,161,102.75","38,698,554.75","83,287,096.68","112,742,809.97","134,340,611.16","43,764,482.88"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,"7,950,196.30",,,"19,936,000.00","19,936,000.00",,,"39,049,555.56","39,057,297.19",,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",
支付其他与经营活动有关的现金,"38,562,391.62","59,510,524.33","104,451,131.89","66,967,242.12","90,003,079.59","66,652,194.29","85,842,687.74","150,779,684.90","171,591,581.55","259,878,569.21","356,813,826.83","73,803,539.18","130,729,165.43","246,151,360.71","312,466,888.14","210,030,988.18","359,650,327.11","433,283,417.77","337,474,322.56","168,995,356.47","227,879,061.75","327,756,710.91","398,480,839.89","86,772,265.65","177,052,711.97","222,001,915.17","198,072,700.76","58,697,264.94","113,977,418.55","158,479,423.72","221,427,232.36","47,897,819.17"
筹资活动现金流入小计,"52,800,000.00","69,500,000.00","168,200,000.00","1,009,844,000.00","1,009,844,000.00","1,009,844,000.00","1,009,844,000.00","5,000,000.00","5,000,000.00","215,000,000.00","215,000,000.00","210,000,000.00","220,000,000.00","488,110,269.74","581,462,600.00","348,600,000.00","881,636,000.00","1,123,150,282.00","1,150,014,282.00","414,000,000.00","766,549,555.56","875,057,297.19","968,253,305.12","97,500,000.00","522,500,000.00","616,000,000.00","740,542,358.86","252,100,036.58","552,255,713.80","661,411,611.67","727,825,000.00","201,147,010.52"
经营活动现金流出小计,"617,335,446.27","638,929,859.13","746,949,547.12","294,549,366.73","554,703,510.17","742,958,211.70","989,190,263.09","413,404,627.91","726,285,220.39","1,148,153,394.21","1,503,016,507.56","340,401,044.58","770,227,857.84","1,210,028,302.31","1,683,741,783.84","608,795,153.44","1,204,051,880.77","1,721,501,317.96","1,607,021,549.66","632,300,482.02","1,018,236,371.57","1,377,291,266.68","1,944,357,306.34","442,842,379.41","913,610,672.03","1,272,834,795.48","1,880,987,410.34","410,813,052.39","874,370,632.75","1,235,026,304.84","2,110,337,752.49","378,549,513.93"
偿还债务支付的现金,"28,000,000.00","48,000,000.00","97,700,000.00",,"135,000,000.00","135,000,000.00","135,000,000.00",,,"84,700,000.00","84,700,000.00","230,000,000.00","230,000,000.00","482,900,000.00","508,500,000.00","322,000,000.00","638,688,500.00","867,688,500.00","954,392,400.00","164,425,000.00","445,042,195.99","595,715,200.00","834,221,197.85","110,622,850.00","427,622,850.00","541,122,850.00","749,500,000.00","87,001,522.50","452,586,662.50","552,586,662.50","641,423,838.93","186,000,000.00"
经营活动产生的现金流量净额,"47,011,667.51","128,312,377.01","66,201,877.54","-50,532,202.46","-22,157,089.17","25,116,424.34","146,975,461.59","29,326,259.28","-44,707,250.26","130,513,534.50","199,174,317.73","112,570,729.99","117,031,182.85","158,143,524.31","186,026,386.11","-20,946,985.28","-5,638,745.37","67,154,464.15","226,555,704.09","-115,887,597.81","-112,094,005.58","-18,996,428.68","109,971,829.27","-18,958,233.83","-111,544,370.97","-16,577,870.52","62,805,009.92","-45,472,991.69","-68,932,618.25","2,973,491.94","191,724,281.34","13,738,795.46"
分配股利、利润或偿还利息支付的现金,"32,194,796.20","52,803,877.95","55,936,499.45","2,913,602.29","7,350,901.13","23,100,901.13","41,346,892.32","11,650,539.78","14,897,150.61","77,320,083.04","52,532,976.26","9,486,533.34","32,370,839.28","58,556,777.05","83,136,219.76","15,462,069.70","74,486,140.96","88,805,875.48","95,149,662.39","11,906,966.61","30,007,077.56","39,124,793.19","54,123,579.39","9,171,800.63","16,772,070.34","31,219,878.88","58,624,389.67","11,088,229.79","29,593,563.56","57,494,737.94","92,826,523.68","12,981,754.15"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"7,300,000.00",,,,,"48,627,371.23",
支付其他与筹资活动有关的现金,,,,"4,692,350.00","8,072,350.00","8,072,350.00","8,072,350.00","141,492.01",,,,,,"7,069,033.20","2,387,544.88",,,"139,800.00",,,,"3,805,250.00","10,242,330.00",,,,"10,622,850.00",,"926,800.00","1,853,600.00","2,780,400.00","50,926,800.00"
取得投资收益收到的现金,,,,,,,,,,"2,370,200.00","6,413,570.84",,,"1,015,800.00","1,015,800.00",,"2,031,600.00","2,031,600.00","5,031,600.00",,"21,717,952.90","21,717,952.90","15,745,661.23",,"14,402,607.08","14,611,516.67","15,121,422.63",,"15,030,851.99","15,030,597.64","15,441,853.67","11,636,852.33"
筹资活动现金流出小计,"60,194,796.20","100,803,877.95","153,636,499.45","7,605,952.29","150,423,251.13","166,173,251.13","184,419,242.32","11,792,031.79","14,897,150.61","162,020,083.04","137,232,976.26","239,486,533.34","262,370,839.28","548,525,810.25","594,023,764.64","337,462,069.70","713,174,640.96","956,634,175.48","1,049,542,062.39","176,331,966.61","475,049,273.55","638,645,243.19","898,587,107.24","119,794,650.63","444,394,920.34","572,342,728.88","818,747,239.67","98,089,752.29","483,107,026.06","611,935,000.44","737,030,762.61","249,908,554.15"
处置固定资产、无形资产和其他长期资产收回的现金净额,"109,598.76","480,990.00","17,000.00",,,,"2,700.00",,"87,500.00","87,500.00","49,257.65","2,599.00","11,144.00","11,144.00","5,651,876.73","46,980.00","110,284.52","118,408.00","275,707.93","124,919.66","519,205.13","522,115.13","534,054.68","422,200.00","422,732.00","2,422,638.03","4,267,130.87","850,000.00","1,238,712.00","1,238,712.00","3,867,286.01","421,734.80"
筹资活动产生的现金流量净额,"-7,394,796.20","-31,303,877.95","14,563,500.55","1,002,238,047.71","859,420,748.87","843,670,748.87","825,424,757.68","-6,792,031.79","-9,897,150.61","52,979,916.96","77,767,023.74","-29,486,533.34","-42,370,839.28","-60,415,540.51","-12,561,164.64","11,137,930.30","168,461,359.04","166,516,106.52","100,472,219.61","237,668,033.39","291,500,282.01","236,412,054.00","69,666,197.88","-22,294,650.63","78,105,079.66","43,657,271.12","-78,204,880.81","154,010,284.29","69,148,687.74","49,476,611.23","-9,205,762.61","-48,761,543.63"
处置子公司及其他营业单位收到的现金净额,,,,,,,"21,982,500.00",,,,,,,,,,,,"-7,279,944.64",,,,,,,,,,,,,
