科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"606,488,642.80","768,891,021.24","426,371,058.14","591,561,724.61","879,869,889.78","262,895,607.97","503,246,266.19","738,863,748.27","1,143,064,386.07","328,452,068.73","606,272,062.41","885,702,754.37","1,348,152,925.90","372,248,400.00","742,225,266.94","1,049,095,130.31","1,569,325,400.11","458,026,966.96","897,057,823.26","1,283,269,665.99","1,844,386,077.70","458,641,669.39","878,025,470.99","1,256,618,863.19","1,758,150,490.28","417,687,334.07","844,542,897.96","1,213,012,353.61","1,642,125,054.00","367,987,010.43","708,643,492.19","1,096,246,677.84","1,484,265,341.96","395,765,689.53","789,560,620.37","1,135,983,195.96","1,503,548,566.89","361,383,756.86","735,519,992.31"
二、营业利润,"101,621,281.23","118,462,495.30","62,372,703.03","79,319,652.22","129,041,492.10","28,747,855.06","71,772,442.52","71,232,084.32","133,472,522.56","33,492,808.73","76,635,774.37","75,168,056.19","142,780,461.22","33,980,596.79","64,065,574.63","58,914,496.86","78,171,734.50","22,859,890.06","43,416,247.31","39,033,034.78","48,224,375.97","22,179,818.73","45,152,978.23","40,276,005.71","48,034,554.19","16,532,317.35","32,603,756.49","26,679,173.25","27,312,762.76","13,210,906.71","26,623,233.26","22,333,075.87","26,699,192.50","15,211,527.18","29,646,971.28","27,049,006.66","-326,519,884.50","23,285,026.69","33,575,639.51"
减:营业成本,"353,233,341.43","423,871,355.19","233,586,708.88","320,455,370.09","466,318,014.03","143,922,436.56","255,310,208.23","390,600,239.31","601,438,888.55","170,175,003.93","288,281,066.65","443,222,353.01","644,220,595.46","188,961,037.60","376,711,967.60","541,514,590.33","835,660,324.18","249,260,048.38","480,791,139.42","670,231,875.09","957,284,268.73","247,251,239.26","433,571,475.65","628,834,767.35","853,776,438.59","217,385,746.88","434,980,123.07","618,415,340.40","765,311,769.84","170,158,603.44","320,585,071.04","524,416,332.66","669,488,065.91","175,785,201.72","357,429,044.78","519,555,428.68","634,220,845.55","164,035,305.30","317,690,737.01"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"27,726.93","16,489.53","8,892.47","13,742.49","20,123.33","7,327.10","9,868.67","14,184.07","825,917.00","1,626,194.83","3,663,401.66","5,135,267.41","8,236,166.09","1,707,106.93","4,091,191.05","6,873,753.84","12,312,220.97","2,539,765.36","4,813,781.59","8,162,537.51","15,737,736.08","2,086,494.11","5,935,191.94","6,760,877.49","10,184,742.35","1,833,942.48","6,126,952.00","8,321,850.47","13,089,988.71","2,447,477.32","5,835,447.50","8,133,969.32","13,171,893.35","4,928,652.07","9,081,474.27","11,427,931.03","19,708,085.96","4,204,953.30","9,772,899.86"
营业外收入,"56,699.80","1,262,316.69","601,000.00","924,192.00","1,891,120.00","3,046,201.00","3,065,452.70","3,089,196.70","3,292,569.70","226,025.17","276,000.00","283,145.38","283,058.18",,,,"923,884.83",342.77,"1,426,370.86","1,337,353.98","1,591,198.98","147,605.00","1,209,965.42","1,553,204.45","5,695,334.17","1,019.81","5,206,982.35","5,505,624.78","6,266,443.45","1,237,332.04","1,832,344.87","2,241,778.68","2,762,055.97","1,238,303.13","1,518,920.92","2,386,031.16","3,189,676.65","694,832.29","872,785.02"
销售费用,"116,003,404.79","162,969,174.83","95,807,267.67","142,233,161.63","202,807,983.31","69,543,904.22","132,651,100.27","209,548,522.18","319,555,358.08","103,419,702.08","199,361,995.11","298,326,506.04","416,716,551.15","117,172,764.98","236,839,094.46","346,367,637.43","489,676,141.23","142,118,823.94","289,694,165.34","436,891,540.55","626,307,773.28","141,173,878.25","289,461,440.62","429,681,825.53","607,910,259.64","134,596,794.30","270,023,903.85","404,879,794.37","575,139,240.43","128,863,276.11","268,485,064.27","372,491,591.05","526,343,284.17","140,226,577.27","276,309,661.27","409,617,539.99","568,040,463.63","113,806,942.83","287,591,702.81"
减:营业外支出,"631,045.10","317,129.09","3,076.60","102,162.61","217,210.41","18,271.12","44,094.63","82,377.86","218,366.10","17,447.27","60,239.32","84,765.10","2,220,599.06","32,898.15","249,768.08","252,023.86","262,723.44","166,456.66","230,360.06","233,642.16","306,688.52","20,620.14","32,152.45","373,591.10","420,566.06","23,784.99","121,277.76","344,442.65","358,363.47","19,108.20","58,521.54","62,088.72","179,885.63","15,764.58","18,500.66","1,066,442.27","1,257,951.39","390,045.47","197,868.46"
管理费用,"27,854,263.33","45,020,198.36","23,193,638.35","35,342,003.33","49,926,270.82","16,659,695.40","33,900,089.22","54,166,669.42","59,878,300.28","16,964,339.87","29,075,060.42","49,997,697.82","74,443,613.90","20,996,758.50","41,231,316.00","62,474,404.15","87,979,685.63","26,894,138.46","51,081,091.39","85,696,030.47","122,391,849.68","26,325,292.40","60,898,194.66","90,086,227.33","130,247,495.09","28,322,185.07","59,308,742.81","89,828,620.49","137,285,079.30","32,561,400.16","54,298,220.02","86,657,579.09","116,038,963.84","29,213,982.39","58,156,037.66","79,504,421.27","125,670,278.83","26,087,204.13","63,408,965.57"
其中:非流动资产处置净损失,,,,,,,,"51,473.23","156,281.74",,,,"37,268.05",,,,"8,095.57",,"13,455.96",,"13,499.49",,"3,399.90","342,972.67","369,979.01",,847.78,847.78,"8,925.83",,"18,185.08",,"17,114.51",,"6,064.93","6,064.93",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"3,350,226.31","7,015,172.14","5,980,434.02","7,350,762.18","8,740,140.30","1,653,695.12","2,858,488.80","4,690,871.66","6,837,693.43","590,398.08","995,821.04","2,148,029.71","2,346,625.72","1,673,539.61","3,844,579.93","7,619,050.44","16,641,364.40","8,592,463.19","14,673,810.78","20,875,781.04","31,697,727.65","11,903,853.19","26,767,691.98","35,893,125.71","47,654,962.99","10,385,770.76","24,970,147.86","39,172,423.29","52,341,884.53","10,611,927.80","20,010,510.52","30,619,891.91","42,381,912.17","11,460,771.12","25,338,678.81","39,602,227.67","53,454,234.69","17,367,912.34","32,866,573.03"
三、利润总额,"101,046,935.93","119,407,682.90","62,970,626.43","80,141,681.61","130,715,401.69","31,775,784.94","74,793,800.59","74,238,903.16","136,546,726.16","33,701,386.63","76,851,535.05","75,366,436.47","140,842,920.34","33,947,698.64","63,815,806.55","58,662,473.00","78,832,895.89","22,693,776.17","44,612,258.11","40,136,746.60","49,508,886.43","22,306,803.59","46,330,791.20","41,455,619.06","53,309,322.30","16,509,552.17","37,689,461.08","31,840,355.38","33,220,842.74","14,429,130.55","28,397,056.59","24,512,765.83","29,281,362.84","16,434,065.73","31,147,391.54","28,368,595.55","-324,588,159.24","23,589,813.51","34,250,556.07"
