科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"15,545,191.55","15,999,558.91","15,894,971.56","5,638,675.43","9,392,955.09","14,087,027.78","20,194,969.99","7,524,609.24","13,926,846.96","20,642,560.15","26,695,991.28","8,997,317.19","17,040,062.06","25,494,423.97","35,557,028.10","12,804,830.64","23,949,650.74","36,713,487.68","51,545,454.98","17,465,522.07","62,665,912.37","122,095,451.96","202,310,467.81","70,552,119.49","137,870,692.66","207,357,228.77","298,017,441.41","128,690,416.95","267,694,245.54","407,539,957.23","522,030,718.16","141,599,965.76","277,581,795.32","432,704,086.15","588,509,929.54","174,511,029.83","343,391,624.93"
取得借款收到的现金,"162,860,000.00","193,860,000.00","181,860,000.00","37,000,000.00","90,000,000.00","124,860,000.00","134,860,000.00","50,000,000.00","118,000,000.00","141,000,000.00","221,860,000.00","60,000,000.00","138,000,000.00","153,000,000.00","229,860,000.00","81,000,000.00","136,000,000.00","273,800,000.00","347,660,000.00","106,000,000.00","607,000,000.00","1,082,500,000.00","1,636,460,000.00","555,400,000.00","1,110,160,000.00","1,697,900,000.00","2,395,360,000.00","893,900,000.00","1,606,900,000.00","2,283,392,512.72","2,964,552,512.72","801,500,000.00","2,032,500,000.00","2,717,500,000.00","3,599,860,000.00","561,000,000.00","2,308,330,250.00"
支付的各项税费,"31,434,742.42","35,410,563.16","49,224,996.48","15,879,721.51","28,026,328.84","41,185,468.39","62,573,723.76","5,918,531.02","17,361,977.56","24,896,370.47","46,274,073.63","6,607,839.98","21,329,805.86","30,938,296.91","57,225,949.04","14,427,340.42","35,957,933.54","45,487,379.73","76,676,181.94","6,299,788.67","45,267,420.43","86,163,683.17","155,415,122.62","41,224,404.03","94,695,628.95","142,010,133.09","216,103,001.91","66,412,967.11","133,656,157.24","207,635,623.47","298,240,912.42","80,044,541.20","155,110,247.00","224,985,430.13","291,826,156.40","73,737,238.76","167,610,460.72"
收到其他与筹资活动有关的现金,,,,,,,,,,"300,000.00",,,,,,,,,,,,,,,"200,000,000.00","200,600,000.00","205,600,000.00","22,000,000.00",,,,,,,,,
支付其他与经营活动有关的现金,"139,595,819.36","157,180,364.22","188,686,487.89","45,796,414.71","95,116,690.11","149,646,076.45","163,315,431.59","25,944,830.23","83,241,214.75","122,333,703.52","173,419,273.44","53,693,965.93","101,522,891.82","152,951,914.90","211,260,672.46","61,462,209.58","133,162,056.24","197,380,030.71","252,465,757.65","57,332,998.87","166,502,870.04","306,961,915.97","666,080,073.49","111,475,312.46","223,827,198.93","449,051,753.04","464,454,472.72","218,449,588.30","318,569,999.23","441,401,687.94","538,033,119.50","163,062,279.68","247,505,254.76","457,331,812.45","626,987,060.26","293,428,214.11","569,696,928.12"
筹资活动现金流入小计,"162,860,000.00","193,860,000.00","181,860,000.00","37,000,000.00","767,714,500.00","802,574,500.00","812,574,500.00","50,000,000.00","118,000,000.00","141,300,000.00","221,860,000.00","60,000,000.00","138,000,000.00","153,000,000.00","229,860,000.00","81,000,000.00","136,000,000.00","273,800,000.00","349,660,000.00","106,000,000.00","917,000,000.00","1,392,500,000.00","1,946,460,000.00","555,400,000.00","1,338,378,900.00","1,926,718,900.00","2,634,078,900.00","2,733,900,000.00","3,424,900,000.00","4,106,592,512.72","4,790,730,512.72","805,284,000.00","2,039,224,000.00","2,724,224,000.00","3,904,184,000.00","564,054,121.56","2,313,990,329.74"
经营活动现金流出小计,"263,909,897.71","337,035,602.88","344,312,636.52","86,858,409.99","180,250,590.24","277,749,929.92","367,878,976.20","66,548,674.91","184,516,566.66","285,987,971.29","418,998,726.22","117,930,624.03","250,113,238.65","373,698,813.52","508,903,637.20","143,212,349.47","321,085,248.85","518,828,102.29","701,315,211.04","165,511,270.62","929,446,543.16","1,852,684,106.06","3,008,374,479.63","875,560,852.12","1,878,866,938.31","2,741,048,142.06","3,857,227,335.57","1,223,759,296.15","2,600,139,555.97","3,913,828,967.33","5,061,068,530.34","1,338,802,081.22","2,696,406,873.58","4,093,798,613.73","5,563,262,146.24","1,689,573,809.03","3,709,338,590.90"
偿还债务支付的现金,"186,860,000.00","175,860,000.00","201,860,000.00","29,090,000.00","96,090,000.00","160,950,000.00","151,860,000.00","40,000,000.00","90,000,000.00","124,930,012.02","161,860,000.00","50,000,000.00","103,000,000.00","118,000,000.00","197,110,000.00","88,750,000.00","143,250,000.00","158,250,000.00","260,910,000.00","81,000,000.00","356,000,000.00","550,000,000.00","914,261,924.09","312,000,000.00","827,760,000.00","1,399,000,000.00","2,070,360,000.00","839,900,000.00","1,500,300,000.00","2,085,400,000.00","2,635,760,000.00","859,900,000.00","1,472,700,000.00","2,156,692,512.72","2,999,052,512.72","639,500,000.00","1,931,500,000.00"
经营活动产生的现金流量净额,"32,485,800.59","24,860,892.16","41,753,123.17","-8,488,983.12","10,051,188.14","-14,395,835.86","2,500,731.34","15,151,331.65","10,443,655.53","-3,631,196.93","-39,866,590.47","-15,442,902.83","-19,554,540.61","-33,829,973.76","-36,464,189.13","-12,478,854.27","3,358,620.10","-42,352,656.53","-21,338,192.38","-33,514,512.08","6,766,853.36","-191,914,786.91","-198,596,680.25","-59,467,279.86","-57,208,599.79","92,857,318.51","217,402,165.77","17,594,680.70","-136,424,038.40","-273,793,071.82","-198,585,062.17","-20,061,536.98","-5,800,079.27","111,414,126.56","201,742,949.00","-94,584,056.65","-384,025,196.24"
分配股利、利润或偿还利息支付的现金,"8,717,506.98","9,640,888.82","6,362,442.88","1,023,597.00","2,114,630.10","3,044,546.60","3,474,388.09","1,033,628.11","27,475,773.69","29,873,505.57","33,492,103.54","2,551,982.12","15,225,542.72","18,199,693.84","21,392,289.36","3,573,779.82","17,080,348.44","21,279,275.10","26,248,628.43","3,520,123.33","39,901,312.88","58,450,521.66","89,118,571.07","29,053,982.71","92,574,606.46","120,660,565.33","154,732,791.16","57,257,209.75","109,954,974.82","152,837,985.99","179,595,667.92","30,749,545.12","108,845,202.14","152,084,842.48","185,875,286.19","36,258,767.52","147,888,648.11"
收回投资收到的现金,,,,,,,,,,,,,"10,000,000.00","60,000,000.00","70,000,000.00","20,000,000.00","66,500,000.00","166,500,000.00","366,500,000.00","150,000,000.00","150,000,000.00","180,000,000.00","280,000,000.00",,"100,000,000.00","254,000,000.00","204,000,000.00","50,000,000.00","72,000,000.00","112,000,000.00","422,000,000.00","140,000,000.00","220,000,000.00","360,000,000.00","430,116,043.82","50,000,000.00","80,263,310.70"
支付其他与筹资活动有关的现金,,,,"1,465,479.60","12,617,194.84","14,083,594.84","35,278,600.86",,,,,,,,,,"3,344,100.00","3,344,100.00","9,976,934.87","569,884.41","14,388,833.07","19,230,754.89","15,988,833.07","710,000.00","77,480,630.95","166,162,533.13","237,268,213.28","74,442,841.71","175,640,995.00","128,124,862.29","152,521,658.06","-37,311,188.35","-24,429,415.03","-2,797,710.63","36,284,801.27","251,629,737.88","248,092,793.43"
取得投资收益收到的现金,,,,,,,,,,,,,"70,767.12","514,095.87","564,780.87","394,630.54","239,178.06","703,397.23","2,201,145.17","469,479.45","507,674.84","786,880.32","5,518,185.27","43,618.36","668,120.35","2,786,428.90","2,786,428.90","167,486.57","167,486.57","167,486.57","4,579,809.86","1,037,037.34","1,688,982.54","2,888,818.16","3,619,879.05","558,904.11","1,356,293.96"
筹资活动现金流出小计,"195,577,506.98","185,500,888.82","208,222,442.88","31,579,076.60","110,821,824.94","178,078,141.44","190,612,988.95","41,033,628.11","117,475,773.69","154,803,517.59","195,352,103.54","52,551,982.12","118,225,542.72","136,199,693.84","218,502,289.36","92,323,779.82","163,674,448.44","182,873,375.10","297,135,563.30","85,090,007.74","410,290,145.95","627,681,276.55","1,019,369,328.23","341,763,982.71","997,815,237.41","1,685,823,098.46","2,462,361,004.44","971,600,051.46","1,785,895,969.82","2,366,362,848.28","2,967,877,325.98","853,338,356.77","1,557,115,787.11","2,305,979,644.57","3,221,212,600.18","927,388,505.40","2,327,481,441.54"
处置固定资产、无形资产和其他长期资产收回的现金净额,"6,618,254.29","5,002,000.00",500.00,,,,,500.00,500.00,500.00,,,,"2,500.00","2,500.00",,,"39,000.00","47,232.00",,"5,539,011.00","15,539,011.00","15,560,947.68","156,776.00","-182,425.70","156,776.00","157,076.00",,,,"7,843,718.07",,,,"1,103,000.00","6,683.00","16,715.00"
筹资活动产生的现金流量净额,"-32,717,506.98","8,359,111.18","-26,362,442.88","5,420,923.40","656,892,675.06","624,496,358.56","621,961,511.05","8,966,371.89","524,226.31","-13,503,517.59","26,507,896.46","7,448,017.88","19,774,457.28","16,800,306.16","11,357,710.64","-11,323,779.82","-27,674,448.44","90,926,624.90","52,524,436.70","20,909,992.26","506,709,854.05","764,818,723.45","927,090,671.77","213,636,017.29","340,563,662.59","240,895,801.54","171,717,895.56","1,762,299,948.54","1,639,004,030.18","1,740,229,664.44","1,822,853,186.74","-48,054,356.77","482,108,212.89","418,244,355.43","682,971,399.82","-363,334,383.84","-13,491,111.80"
处置子公司及其他营业单位收到的现金净额,,,"3,536,258.71",,,,,,,,,,,,,,,,,,,,,,,,,,"-878,086.41","-878,086.41","-1,854,517.85",,,,,,"92,233,120.99"
四、汇率变动对现金的影响,196.13,"19,006.88",,,,,,,,,,,,,,,,,,,,,,,,,,"707,113.60","927,460.00","1,527,081.65","8,458,818.14","-454,007.58","-1,996,635.46","-7,185,606.04","-10,041,501.94","-6,874,729.35","4,418,641.32"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,"147,845,153.97",,"16,000,000.00",,,,,"1,063,292.58",,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"6,618,254.29","5,002,000.00","3,536,758.71",,,,,500.00,500.00,500.00,,,"10,070,767.12","60,516,595.87","70,567,280.87","20,394,630.54","66,739,178.06","167,242,397.23","368,748,377.17","298,314,633.42","156,046,685.84","212,325,891.32","301,079,132.95","200,394.36","100,485,694.65","256,943,204.90","208,006,797.48","50,167,486.57","71,289,400.16","111,289,400.16","432,569,010.08","141,037,037.34","221,688,982.54","362,888,818.16","434,838,922.87","50,565,587.11","173,869,440.65"
五、现金及现金等价物净增加额,"-22,561,886.69","31,270,176.04","12,230,279.26","-9,813,654.71","656,528,638.12","572,075,764.48","545,845,532.11","-1,917,644.01","-51,552,728.94","-112,621,876.03","-115,889,398.72","-21,817,292.92","-59,910,254.63","-99,148,434.74","-153,194,869.61","-57,281,571.00","-112,133,231.30","-131,248,192.01","-105,711,845.16","124,092,044.05","410,794,449.90","274,023,617.73","355,370,823.22","-135,701,719.54","-43,521,329.48","74,393,014.00","-62,747,106.05","1,602,953,126.26","908,723,600.77","792,841,070.93","1,032,460,661.79","-222,836,957.39","253,726,766.17","132,245,642.97","434,508,463.47","-573,691,427.87","-424,936,479.36"
购建固定资产、无形资产和其他长期资产支付的现金,"28,948,630.72","6,970,834.18","6,646,738.40","6,745,594.99","10,415,225.08","34,024,758.22","74,616,710.28","26,035,847.55","62,521,110.78","92,187,661.51","96,480,704.71","13,822,407.97","20,200,938.42","29,751,363.01","52,764,124.45","17,373,567.45","23,488,181.02","33,596,157.61","44,800,980.65","8,400,569.55","44,186,974.04","176,226,456.36","282,637,497.88","130,070,851.33","279,875,104.02","340,709,328.04","492,478,131.88","119,615,361.49","242,872,509.53","368,211,261.86","432,231,311.98","102,304,093.40","209,273,714.53","350,116,051.14","435,028,663.05","80,333,499.12","118,807,776.33"
期初现金及现金等价物余额,"62,416,164.21","39,854,277.52","71,124,453.56","83,354,732.82","83,354,732.82","83,354,732.82","83,354,732.82","629,200,264.93","629,200,264.93","629,200,264.93","629,200,264.93","513,310,866.21","513,310,866.21","513,310,866.21","513,310,866.21","359,915,391.20","360,115,996.60","360,115,996.60","360,115,996.60","254,404,151.44","254,404,151.44","254,404,151.44","254,404,151.44","609,774,974.66","609,774,974.66","659,039,492.53","609,774,974.66","547,027,868.61","547,027,868.61","547,124,631.23","547,027,868.61","1,579,488,530.40","1,579,488,530.40","1,579,488,530.40","1,579,488,530.40","2,013,996,993.87","2,013,996,993.87"
投资支付的现金,,,,,,"4,000,000.00","4,000,000.00",,,"3,000,000.00","6,050,000.00",,"50,000,000.00","112,884,000.00","90,000,000.00","36,500,000.00","116,500,000.00","296,500,000.00","426,500,000.00","123,217,500.00","300,100,000.00","301,200,000.00","371,933,629.96","160,000,000.00","150,000,000.00","178,107,000.00","211,107,000.00","170,428,000.00","485,428,000.00","480,428,000.00","663,978,000.00","193,000,000.00","233,000,000.00","403,000,000.00","439,762,000.00","25,540,000.00","30,600,000.00"
期末现金及现金等价物余额,"39,854,277.52","71,124,453.56","83,354,732.82","73,541,078.11","739,883,370.94","655,430,497.30","629,200,264.93","627,282,620.92","577,647,535.99","516,578,388.90","513,310,866.21","491,493,573.29","453,400,611.58","414,162,431.47","360,115,996.60","302,633,820.20","247,982,765.30","228,867,804.59","254,404,151.44","378,496,195.49","665,198,601.34","528,427,769.17","609,774,974.66","474,073,255.12","566,253,645.18","733,432,506.53","547,027,868.61","2,149,980,994.87","1,455,751,469.38","1,339,965,702.16","1,579,488,530.40","1,356,651,573.01","1,833,215,296.57","1,711,734,173.37","2,013,996,993.87","1,440,305,566.00","1,589,060,514.51"
