科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,086,901,706.75","2,050,043,238.19","3,202,807,761.55","5,159,391,330.78","2,026,492,772.71","3,899,293,798.34","5,861,403,988.71","6,755,408,505.25","1,883,528,702.37","3,411,002,181.05","4,396,382,375.76","6,266,049,715.45","1,555,140,383.91","3,455,655,972.00","5,458,284,652.35","7,516,749,248.27","2,472,491,906.02","5,731,349,245.36","8,072,851,695.81","10,261,999,702.99","3,280,482,299.16","6,518,659,575.95","9,134,980,831.99","10,707,019,864.57","2,866,042,454.33","6,045,329,496.49","8,304,618,323.38","11,677,088,537.90","3,111,469,133.07","7,063,500,817.27","10,241,138,457.80","12,138,566,058.01","3,804,522,024.30","7,577,846,922.81","12,239,945,372.57","12,346,409,704.55","2,710,944,959.14","5,543,875,284.41","8,964,734,731.62","11,324,951,156.27","4,396,873,066.09","8,313,411,557.48","14,193,328,138.08","17,420,226,394.14","5,844,998,534.90","12,368,981,763.53","18,307,026,440.39","24,456,151,552.81","5,630,682,771.47"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"111,993,080.00","53,457,276.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,119,850.46",,,,,,,,,"70,000,000.00"
收到的税费返还,,,,"1,213,739.19",,,"3,654,334.19","3,838,424.03",,"4,188,232.12","4,188,232.12","7,901,226.53",,"168,159.01","731,888.55","328,047.59",,"421,675.17","421,675.17","110,286.63","1,891,834.47","4,016,875.32","6,912,403.82","3,059,968.94","1,737,105.55","3,987,456.81","7,236,184.54","11,559,289.20","2,561,070.03","4,171,044.93","17,523,599.24","22,477,752.05","7,272,568.84","3,170,851.94","16,481,940.06","26,347,165.51","3,651,481.37","8,042,945.36","12,027,562.81","25,451,194.81","9,709,981.86","15,862,078.73","44,061,108.43","56,325,727.30","13,982,667.62","25,258,405.85","42,081,440.50","101,396,276.27","21,001,200.43"
支付其他与投资活动有关的现金,,"293,126.95","293,126.95",,,,,,,,,,,,,,,,,,,,,,,,,"117,500,000.00",,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"9,234,289.87","15,766,375.44","43,865,398.87","8,980,577.30","3,997,302.99","13,338,240.85","18,958,207.37","27,833,455.32","9,913,075.91","34,092,175.86","42,325,217.09","95,340,888.50","64,946,746.87","87,664,223.14","106,141,794.31","119,623,787.65","29,492,790.74","68,362,421.17","93,679,129.71","81,621,128.41","31,955,205.38","86,415,927.98","132,327,740.76","87,074,022.79","40,181,387.36","56,243,473.60","66,170,470.32","66,582,332.82","25,274,576.76","36,710,288.92","47,049,364.16","75,347,455.66","39,755,347.00","58,124,034.60","76,587,930.74","92,240,583.85","7,196,020.44","48,748,371.38","55,168,419.91","341,056,847.93","9,457,669.88","34,939,332.28","52,720,611.18","64,466,938.63","11,973,830.13","44,235,842.11","65,952,416.16","49,365,698.94","29,115,876.57"
投资活动现金流出小计,"227,210,623.33","394,923,754.29","536,475,314.47","1,130,069,855.73","161,474,192.08","336,648,037.09","618,503,612.37","795,677,897.63","127,376,200.00","569,656,141.29","1,213,329,329.23","2,132,789,695.57","742,844,283.03","972,724,276.33","1,155,089,565.77","1,990,741,651.20","621,102,400.58","817,621,873.48","1,551,967,549.49","2,222,145,095.89","588,914,912.60","1,447,386,015.80","1,926,605,107.23","2,527,717,838.75","817,739,796.38","1,137,845,987.01","1,594,191,985.66","2,273,506,977.09","504,688,694.36","839,547,950.04","1,252,871,832.20","2,201,531,700.65","546,959,770.41","1,217,378,564.33","2,133,936,579.41","3,036,580,152.39","633,089,325.57","1,421,740,540.50","1,817,158,513.97","2,512,498,393.94","1,053,597,270.63","1,782,370,272.72","2,498,302,962.02","3,531,668,819.05","921,066,790.50","1,596,679,419.61","2,259,907,472.97","3,114,097,110.50","504,889,126.93"
经营活动现金流入小计,"1,096,135,996.62","2,065,809,613.63","3,246,673,160.42","5,169,585,647.27","2,030,490,075.70","3,912,632,039.19","5,884,016,530.27","6,787,080,384.60","1,893,441,778.28","3,449,282,589.03","4,442,895,824.97","6,369,291,830.48","1,620,087,130.78","3,543,488,354.15","5,565,158,335.21","7,636,701,083.51","2,501,984,696.76","5,800,133,341.70","8,166,952,500.69","10,343,731,118.03","3,314,329,339.01","6,609,092,379.25","9,274,220,976.57","10,797,153,856.30","2,907,960,947.24","6,105,560,426.90","8,378,024,978.24","11,755,230,159.92","3,139,304,779.86","7,104,382,151.12","10,305,711,421.20","12,236,391,265.72","3,851,549,940.14","7,639,141,809.35","12,333,015,243.37","12,464,997,453.91","2,721,792,460.95","5,600,666,601.15","9,031,930,714.34","11,691,459,199.01","4,416,040,717.83","8,364,212,968.49","14,290,109,857.69","17,541,019,060.07","5,870,955,032.65","12,438,476,011.49","18,415,060,297.05","24,606,913,528.02","5,680,799,848.47"
投资活动产生的现金流量净额,"-227,210,623.33","-386,927,229.32","-522,459,453.04","-1,059,446,471.29","-147,434,455.13","-320,780,720.98","-614,272,243.33","-787,299,350.52","-127,376,200.00","-569,656,141.29","-1,205,670,102.09","-2,130,080,754.86","-742,806,823.01","-966,788,943.94","-1,096,433,162.08","-1,783,680,207.02","-576,147,318.90","-768,495,522.13","-1,502,777,998.14","-2,164,150,098.00","-520,034,912.60","-1,378,506,015.80","-1,856,694,582.23","-2,449,559,829.74","-816,639,796.38","-1,136,745,987.01","-1,593,091,985.66","-2,122,534,404.87","-503,188,694.36","-838,047,950.04","-1,251,371,832.20","-2,132,234,497.81","-546,959,770.41","-1,217,378,564.33","-2,133,936,579.41","-2,985,655,809.21","-633,089,325.57","-1,421,740,540.50","-1,817,158,513.97","-2,507,962,019.49","-1,053,597,270.63","-1,780,629,372.72","-2,496,562,062.02","-3,442,694,060.98","-912,625,730.20","-1,587,448,669.31","-2,227,613,659.06","-3,083,489,690.71","-488,441,657.25"
购买商品、接受劳务支付的现金,"848,550,999.72","1,572,710,580.80","2,494,787,962.42","3,942,005,677.96","1,582,762,915.96","3,038,121,602.29","4,760,462,637.67","4,852,884,074.63","1,426,293,600.00","2,918,079,179.50","4,123,682,646.32","5,130,177,409.45","1,433,765,994.01","3,070,505,408.20","4,763,621,094.46","6,135,226,574.35","2,138,604,402.50","4,324,825,050.64","6,558,528,951.32","8,341,631,219.40","2,653,491,797.73","4,972,904,710.37","7,026,162,555.45","7,729,500,292.51","2,192,175,373.36","4,795,532,550.22","6,702,368,712.54","9,481,231,546.52","2,517,797,175.35","5,459,207,511.21","7,990,087,049.42","8,899,011,538.37","3,017,051,231.06","5,662,448,879.39","9,800,616,722.91","8,510,363,220.34","2,330,878,840.98","4,135,787,471.03","6,754,972,902.91","8,584,692,846.27","3,213,971,637.06","5,549,261,554.75","9,924,568,091.16","11,109,500,302.69","4,577,581,487.22","8,103,474,344.40","12,323,121,153.96","15,797,259,140.35","3,993,053,129.81"
吸收投资收到的现金,,"497,500,000.00","497,500,000.00",,,,,,,,,,,,,"480,000.00","2,098,834,602.92","2,098,834,602.92","2,098,834,602.92","2,099,234,602.92",,,,,,,,,,,,,,,"998,000,000.00","150,260,000.00",,,"50,000,000.00","50,000,000.00",,,,"37,820,000.00",,,,,
支付给职工以及为职工支付的现金,"46,615,985.11","159,033,059.13","171,493,968.59","270,519,822.78","78,015,299.13","160,230,761.34","312,147,418.42","402,458,831.38","86,677,506.48","176,715,303.03","324,237,502.96","442,643,254.28","91,275,345.28","187,462,061.52","352,897,597.26","543,145,480.88","153,256,490.26","336,684,651.47","490,801,557.02","760,405,455.77","149,548,806.21","429,361,201.22","660,213,577.04","947,964,604.20","158,096,768.70","413,444,640.15","652,304,602.35","1,033,925,229.41","201,760,633.46","500,112,820.74","809,070,821.51","1,177,531,986.89","261,478,311.39","589,699,737.00","785,405,412.73","1,216,723,842.15","265,119,297.58","484,291,391.78","783,490,639.04","1,157,250,304.32","275,162,915.86","510,073,944.36","891,870,856.39","1,151,373,343.86","283,428,733.70","591,475,580.00","960,288,548.03","1,315,302,247.58","409,868,700.15"
取得借款收到的现金,"150,000,000.00","934,600,000.00","1,524,501,200.00","2,362,000,000.00","780,000,000.00","1,422,000,000.00","1,878,960,000.00","2,118,494,533.34","1,620,000,000.00","1,210,000,000.00","2,640,708,824.96","4,770,708,824.96","2,533,394,281.69","4,525,000,000.00","4,905,000,000.00","5,778,807,776.64","1,705,370,549.14","3,027,457,250.93","6,106,495,257.85","6,073,250,569.11","1,199,984,237.20","2,831,385,211.02","4,614,857,105.42","5,957,617,032.02","1,883,251,697.02","3,201,096,650.85","4,738,836,894.52","7,477,424,044.40","1,464,313,165.46","3,045,164,773.78","6,135,164,773.78","8,646,132,366.07","2,257,783,290.57","5,983,842,066.86","9,781,392,066.86","11,052,036,918.33","4,231,945,831.35","4,542,919,316.84","8,712,547,306.61","10,886,789,234.41","2,347,000,000.00","3,386,647,082.94","6,571,647,082.94","7,183,124,249.42","4,756,360,000.00","4,150,160,000.00","5,572,758,875.00","8,268,758,875.00","2,826,720,000.00"
支付的各项税费,"52,549,678.06","92,410,522.68","119,751,522.68","182,156,121.33","119,919,591.50","297,248,149.54","347,896,591.29","357,229,046.32","50,110,070.58","145,532,901.54","178,788,750.92","188,036,418.31","43,754,091.77","76,504,752.66","117,289,085.25","130,394,293.50","56,686,592.01","160,221,827.65","236,700,124.14","220,772,863.46","57,995,787.86","199,059,707.43","239,024,998.00","321,082,920.31","68,069,166.30","146,565,444.38","181,316,910.79","273,678,471.97","69,042,581.93","164,879,548.12","251,513,274.24","310,961,815.98","69,960,109.07","201,649,344.67","248,537,446.51","387,397,904.22","64,266,527.67","177,311,904.02","238,921,262.28","335,656,208.61","115,866,455.17","277,966,011.45","435,859,352.51","610,633,310.12","358,522,567.47","879,579,054.30","1,131,451,347.10","1,285,579,809.80","387,883,542.21"
收到其他与筹资活动有关的现金,,,,"2,000,000.00",,,,,,,,,,,,,,,,"19,392,686.00","940,000.00","105,450,000.00","109,450,000.00","680,390,000.00","142,800,000.00","142,800,000.00","142,800,000.00","215,765,460.00","12,937,480.00","12,937,480.00","12,937,480.00","331,932,366.10",,"16,858,347.00","16,858,347.00","3,403,213,894.06",,"1,150,254,158.65","1,150,254,158.65","240,520,245.00",,"317,562,737.00","767,562,737.00","74,019,210.00",,"358,108,912.20","488,108,712.20","178,340,511.33","62,014,341.61"
