科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动现金流出小计,"56,543,593.57","22,663,199.16","35,760,541.69","5,787,845.27","16,309,517.12","52,673,675.78","10,935,422.23","37,557,870.37","48,040,961.14","68,716,444.64","6,655,268.72","72,845,558.87","77,204,917.45","115,662,273.97","47,499,347.25","108,994,452.17","134,873,065.81","185,965,901.83","15,264,648.14","74,270,541.13","156,107,905.68","208,222,909.98","55,943,440.79","122,844,114.73","292,294,059.11","378,732,684.84","67,379,413.66","164,684,148.36","213,413,178.00","294,634,730.66","82,742,896.71"
处置固定资产、无形资产和其他长期资产收回的现金净额,"30,000.00",,,"1,650.00","1,650.00","1,650.00","40,000.00","90,600.00","90,600.00","90,600.00","3,000.00","8,000.00","9,614.35","9,614.35","20,000.00","20,000.00","20,000.00","20,000.00","5,810.00","20,810.00","195,810.00","198,810.00","3,555,500.00","83,555,500.00","83,559,500.00","88,955,133.56","37,500.00","9,095,000.00","9,101,020.00","9,101,020.00",
筹资活动产生的现金流量净额,"4,424,406.43","58,436,800.84","-20,760,541.69","2,962,034.01","393,702,218.90","357,338,060.24","-9,935,422.23","-31,097,911.29","-41,316,966.85","-12,716,444.64","35,372,045.05","14,952,071.58","12,178,302.70","2,713,322.03","41,336,781.91","53,354,996.23","68,969,480.66","77,095,988.64","50,618,719.86","153,565,124.74","86,727,468.64","54,612,569.24","24,056,559.21","110,655,885.27","32,240,052.49","34,665,276.76","8,620,586.34","-36,135,738.68","-61,262,183.32","96,998,144.34","-3,442,896.71"
处置子公司及其他营业单位收到的现金净额,"7,475,353.92",,,,,,,,,,,,,"8,190,908.75",,"11,250,000.00","11,250,000.00","11,250,000.00",,,,,"10,000,000.00","10,000,000.00","10,000,000.00",,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,"40,000.00",,,,,,,,,,"3,800.00","16,050.00","110,357,377.92",,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"11,692,505.63","40,000.00",,"1,650.00","1,650.00","1,650.00","40,000.00","90,600.00","90,600.00","90,600.00","3,000.00","7,064,600.00","7,078,464.35","125,610,701.02","20,000.00","11,270,000.00","11,270,000.00","11,270,000.00","5,810.00","20,810.00","195,810.00","198,810.00","13,555,500.00","93,555,500.00","93,559,500.00","98,955,133.56","37,500.00","9,095,000.00","9,101,020.00","10,601,020.00",
五、现金及现金等价物净增加额,"-3,107,475.96","76,721,363.52","-32,311,416.38","-38,532,673.70","313,555,542.01","371,771,310.06","-78,493,003.91","-103,032,675.63","-109,490,419.73","-119,669,348.02","-69,620,586.09","-54,898,035.93","-92,330,320.59","18,739,456.30","-158,265,855.49","-163,933,386.34","-172,591,994.01","-161,741,203.58","-23,417,321.30","117,206,286.90","41,759,228.23","97,739,937.20","-76,771,221.24","-168,382,644.56","-139,550,730.64","-101,284,921.97","-103,545,863.16","-157,704,499.50","-157,610,700.02","-105,198,912.95","-4,721,202.00"
购建固定资产、无形资产和其他长期资产支付的现金,"17,830,194.66","15,664,313.96","33,189,193.39","35,151,633.81","39,695,674.83","53,423,419.22","13,232,722.20","18,314,047.92","40,832,524.29","51,619,778.53","47,442,509.32","53,810,981.57","82,946,574.22","96,917,507.27","24,245,996.01","45,076,062.50","62,235,029.41","104,208,988.70","37,048,507.24","41,851,452.97","48,801,260.97","59,292,661.57","17,342,733.77","26,832,809.92","56,183,052.87","90,127,736.61","30,819,226.75","41,070,273.52","41,884,119.89","42,985,676.03","20,838,643.20"
期初现金及现金等价物余额,"42,432,575.51","39,325,099.55","116,046,463.07","83,735,046.69","83,735,046.69","83,735,046.69","455,506,356.75","455,506,356.75","455,506,356.75","455,506,356.75","342,772,459.92","335,837,008.73","335,837,008.73","335,837,008.73","354,576,465.03","354,576,465.03","354,576,465.03","354,576,465.03","192,835,261.45","192,835,261.45","192,835,261.45","192,835,261.45","290,575,197.25","290,575,197.25","290,575,198.65","290,575,198.65","189,290,276.68","189,290,276.68","189,290,276.68","189,290,276.68","84,091,363.73"
投资支付的现金,,,"2,000,000.00",,,"4,720,000.00",,,,,,,,"700,000.00","12,000,000.00","12,000,000.00","22,714,290.00","44,314,290.00","20,000,000.00","23,000,000.00","23,000,000.00","48,000,000.00","20,000,000.00",,"125,300,000.00","134,166,666.00",,"9,002,000.00","9,300,000.00","210,303,000.00",
期末现金及现金等价物余额,"39,325,099.55","116,046,463.07","83,735,046.69","45,202,372.99","397,290,588.70","455,506,356.75","377,013,352.84","352,473,681.12","346,015,937.02","335,837,008.73","273,151,873.83","280,938,972.80","243,506,688.14","354,576,465.03","196,310,609.54","190,643,078.69","181,984,471.02","192,835,261.45","169,417,940.15","310,041,548.35","234,594,489.68","290,575,198.65","213,803,976.01","122,192,552.69","151,024,468.01","189,290,276.68","85,744,413.52","31,585,777.18","31,679,576.66","84,091,363.73","79,370,161.73"
