科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
存货,"27,268,968.08","35,070,126.46","39,010,102.25","42,296,404.79","51,382,992.09","59,554,917.96","50,483,745.08","44,551,355.84","44,006,289.73","46,812,841.12","45,237,952.26","49,778,036.81","48,166,187.97","59,259,295.53","61,157,643.94","61,366,290.55"
其他应付款,"14,429,104.34","14,073,631.83","16,279,334.60","17,278,675.72","16,774,744.98","16,217,415.63","19,606,002.30","159,335,254.32","159,133,296.85","170,429,331.28","171,246,418.18","188,483,748.97","108,490,162.23","148,436,968.93","150,305,688.44","150,572,979.53"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,,,,,,"200,000,000.00","100,000,000.00","500,000,000.00","125,591.49","790,000,000.00",,,"1,161,265.86","962,605.09","955,651.79","210,482.72"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"299,924,005.28","310,919,780.41","400,185,073.14","433,964,384.52","482,964,812.03","927,116,967.97","999,201,238.74","1,193,732,481.60","1,162,780,678.88","1,164,999,594.59","1,230,659,416.94","1,328,183,941.98","1,209,972,978.50","1,217,542,698.83","1,305,242,013.82","1,409,150,927.94"
流动负债合计,"53,290,333.64","53,618,330.44","89,156,648.59","78,478,729.93","77,316,937.36","64,863,247.59","84,286,404.04","219,805,694.97","237,938,824.25","238,869,189.16","269,843,285.35","278,160,886.81","219,900,558.33","240,990,532.04","278,898,618.83","273,716,044.76"
可供出售金融资产,,,,,,,,,,,,,"91,200,000.00","91,200,000.00","90,566,037.33",
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"9,208,066.49","86,609,120.13","253,679,079.40","251,831,734.40","255,373,334.66","255,186,698.77","267,746,705.91","267,867,566.74","267,068,760.29","273,902,481.95","325,377,946.63","323,122,121.23","322,366,992.09","323,896,483.95","428,064,855.94","428,634,900.33"
递延所得税负债,,,,,,,,,,,,,,,,
在建工程,"125,824,307.60","114,674,316.89","6,485,125.36","9,376,195.40","8,964,927.37","7,946,528.55","5,576,993.63","6,221,663.29","6,657,736.16","6,811,706.85","169,491.58","94,497.28","257,192.45","3,684,785.26","29,571,864.36","33,385,448.75"
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"28,312,011.64","32,972,095.81","35,454,219.13","34,032,091.86","33,448,182.15","32,579,551.87","31,525,124.61","30,307,149.01","29,523,920.90","28,599,607.81","41,060,378.16","40,084,324.82","42,792,159.68","41,744,169.68","51,143,173.09","52,621,271.91"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"81,602,345.28","86,590,426.25","124,610,867.72","112,510,821.79","110,765,119.51","97,442,799.46","115,811,528.65","250,112,843.98","267,462,745.15","267,468,796.97","310,903,663.51","318,245,211.63","262,692,718.01","282,734,701.72","330,041,791.92","326,337,316.67"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"135,000,000.00","370,000,000.00","370,000,000.00","370,000,000.00","370,000,000.00","412,000,000.00","412,000,000.00","416,604,000.00","416,604,000.00","416,604,000.00","416,604,000.00","417,586,000.00","417,586,000.00","417,586,000.00","417,276,440.00","417,276,440.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"4,125,900.13","125,900.13","125,900.13","125,900.13","125,900.13","375,724,341.09","375,999,044.36","511,055,886.28","512,148,160.52","513,252,437.77","515,270,584.36","533,066,348.20","535,700,842.41","537,861,663.23","535,398,809.75","539,840,503.92"
无形资产,"16,138,093.08","16,721,946.87","17,474,237.77","17,466,083.18","17,311,722.34","17,315,748.64","17,142,549.63","17,063,536.15","16,958,248.46","16,900,240.69","30,912,239.84","30,930,714.17","32,580,006.46","33,718,487.98","46,587,204.96","46,284,472.29"
盈余公积,"30,885,856.13","46,922,979.69","67,062,378.90","67,062,378.90","67,062,378.90","67,062,378.90","87,245,789.87","87,245,789.87","87,245,789.87","87,245,789.87","115,532,770.07","115,532,770.07","115,532,770.07","115,532,770.07","156,355,180.03","156,355,180.03"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,"138,856,640.00","137,935,840.00","137,935,840.00","137,935,840.00","153,946,560.00","80,852,063.00","115,599,585.60","107,171,064.00","107,171,064.00"
商誉,"7,010,722.70","7,010,722.70","7,010,722.70","7,010,722.70","7,010,722.70","7,010,722.70","7,010,722.70","7,010,722.70","7,010,722.70","16,985,722.70","17,718,296.71","17,718,296.71","17,718,296.71","17,718,296.71","44,070,143.78","44,070,143.78"
未分配利润,"210,112,705.13","35,373,776.71","126,875,411.56","173,770,070.46","227,384,461.41","266,111,258.92","308,810,491.76","368,441,575.83","374,501,125.93","428,945,235.14","481,616,704.43","571,593,620.51","545,414,871.59","641,361,579.19","696,619,151.48","826,203,482.32"
长期待摊费用,"3,414,960.14","2,592,726.82","3,016,510.49","2,869,089.46","2,747,611.85","2,724,704.60","853,080.45","827,196.84","801,313.23","1,446,288.07","3,455,550.98","3,343,684.51","3,241,727.95","3,451,360.20","3,362,369.91","3,409,867.31"
少数股东权益,,,,,,,,,,"397,060.43","408,412.55","343,978.03","305,101.07","182,715.42","23,437,915.18","25,475,468.31"
递延所得税资产,"206,651.38","484,468.96","823,809.45","950,961.62","964,729.00","1,039,407.14","1,099,879.66","1,055,525.44","960,168.28","1,044,006.13","2,021,577.34","2,561,244.71","2,833,495.05","3,344,183.46","7,137,504.82","7,963,754.79"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"1,235,683.92","824,763.20","57,788,353.47","93,887,439.20","92,085,774.90","96,466,867.85","116,209,550.94","185,103,547.64","97,356,229.44","120,851,774.73"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"161,802,801.39","228,093,302.37","288,489,485.17","289,504,786.76","292,373,047.92","291,223,810.40","300,665,615.90","300,870,974.36","357,245,302.59","410,977,885.59","471,740,877.98","474,237,426.46","586,407,261.65","662,117,145.20","746,716,210.54","775,166,399.31"
所有者权益(或股东权益)合计,"380,124,461.39","452,422,656.53","564,063,690.59","610,958,349.49","664,572,740.44","1,120,897,978.91","1,184,055,325.99","1,244,490,611.98","1,252,563,236.32","1,308,508,683.21","1,391,496,631.41","1,484,176,156.81","1,533,687,522.14","1,596,925,142.31","1,721,916,432.44","1,857,980,010.58"
资产总计,"461,726,806.67","539,013,082.78","688,674,558.31","723,469,171.28","775,337,859.95","1,218,340,778.37","1,299,866,854.64","1,494,603,455.96","1,520,025,981.47","1,575,977,480.18","1,702,400,294.92","1,802,421,368.44","1,796,380,240.15","1,879,659,844.03","2,051,958,224.36","2,184,317,327.25"
负债和所有者(或股东权益)合计,"461,726,806.67","539,013,082.78","688,674,558.31","723,469,171.28","775,337,859.95","1,218,340,778.37","1,299,866,854.64","1,494,603,455.96","1,520,025,981.47","1,575,977,480.18","1,702,400,294.92","1,802,421,368.44","1,796,380,240.15","1,879,659,844.03","2,051,958,224.36","2,184,317,327.25"
