科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"686,073,947.28","807,643,496.54","1,058,674,797.23","724,285,399.13","1,245,012,853.55","1,742,364,975.79","423,584,134.74","887,936,561.22","1,347,178,997.33","1,771,386,701.86","384,767,874.99","801,594,601.88","1,248,211,526.97","1,696,052,740.08","330,419,714.11","766,509,192.87","1,224,438,090.86","1,702,395,202.22","349,200,511.41","833,992,761.33","1,194,256,600.74","1,592,187,308.98","341,432,614.39","827,885,756.13","1,397,731,408.66","2,143,268,330.66","594,923,263.57","1,230,271,984.82","2,001,036,349.64","2,834,192,637.54","727,839,415.14"
二、营业利润,"4,693,850.31","84,108,099.81","133,467,765.31","116,511,458.74","176,467,907.53","155,940,471.54","17,297,545.26","28,235,395.27","32,345,128.59","67,441,083.07","19,510,469.36","46,319,301.67","62,437,959.12","83,910,525.24","-8,459,178.93","-28,001,263.43","-28,051,992.06","-95,970,457.11","-19,554,100.23","-15,822,992.02","-76,578,225.39","85,407,619.65","-23,987,544.10","-19,257,390.03","27,922,539.44","80,740,040.67","43,611,022.85","26,341,138.00","72,546,970.10","126,210,549.11","33,812,586.02"
减:营业成本,"641,573,264.45","669,338,606.10","847,199,330.17","556,780,102.50","990,282,842.26","1,454,929,734.05","373,769,998.59","789,599,609.86","1,208,625,617.70","1,554,043,434.42","332,221,543.81","693,345,574.13","1,083,194,143.90","1,473,871,910.64","300,648,918.61","703,004,801.35","1,103,989,538.80","1,555,179,160.25","310,382,096.99","745,541,063.37","1,101,311,467.57","1,471,806,152.91","331,001,730.73","770,134,135.57","1,258,023,281.83","1,873,812,025.74","492,063,675.70","1,126,831,922.72","1,796,223,238.40","2,495,681,392.67","643,510,683.43"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"178,299.59","226,852.67","416,882.26","62,845.26","710,519.19","1,215,395.14","164,714.13","2,274,266.72","3,799,593.11","5,201,648.21","2,125,930.00","3,118,728.76","7,037,017.26","7,652,328.44","1,684.80","180,503.37","182,188.17","183,872.97","1,684.80","78,184.43","79,869.23","555,045.02","120,413.87","1,061,023.55","1,558,488.77","8,648,686.85","4,436,645.41","-2,629,176.17","1,822,300.21","14,406,844.11","2,942,652.96"
营业外收入,"2,467,200.00","6,571,827.13","15,789,197.43","5,288,943.00","8,768,943.00","11,383,728.49","5,027,625.01","7,037,150.02","15,846,491.03","24,147,016.00","1,179,744.01","4,264,464.97","12,567,666.54","15,385,762.70","5,301,535.01","6,849,910.02","37,169,322.07","22,087,358.20","2,231,075.01","4,111,750.02","7,533,125.03","16,356,270.33","5,814,991.27","8,770,646.28","12,227,226.87","20,759,345.90","3,944,879.45","4,650,776.88","7,293,569.00","3,363,777.00",300.00
销售费用,"2,205,869.19","2,770,998.73","4,883,752.64","4,654,116.33","6,358,283.04","11,859,472.61","7,165,700.62","12,981,102.20","21,098,195.92","28,933,496.36","7,224,863.12","14,796,228.77","22,807,837.02","30,738,898.87","6,485,278.50","14,946,969.96","22,572,259.66","33,742,439.99","6,588,721.93","14,565,709.00","22,562,748.05","32,813,119.51","7,366,971.45","16,859,514.63","29,100,327.46","44,927,862.76","9,698,043.45","21,853,436.27","36,439,589.56","51,204,210.05","11,505,277.50"
减:营业外支出,"886,073.94","807,643.49","1,112,781.68","1,114,743.80","2,277,505.26","1,688,281.27","1,061,040.55","2,200,456.27","3,310,036.54","1,223,453.36","727,722.70","1,792,174.99","2,951,513.83","1,442,683.44","804,093.03","2,980,531.69","3,988,455.87","2,018,475.19","426,521.16","1,073,410.04","1,508,718.69","1,469,910.84","291,578.04","601,933.52","948,346.95","2,090,144.77",,"78,606.09","378,606.09","362,445.00","4,125.00"
管理费用,"14,448,572.74","24,450,704.26","34,268,520.99","28,396,335.19","48,115,344.97","81,742,136.61","15,805,580.80","40,634,869.18","61,035,319.37","91,378,297.19","20,556,982.94","42,962,550.90","69,604,335.70","101,606,844.16","20,035,237.87","49,509,594.66","78,983,920.00","110,249,558.95","23,123,296.75","53,374,761.88","75,685,637.64","109,616,196.55","21,026,049.87","45,997,843.32","71,063,569.57","115,822,292.30","40,947,360.44","66,137,787.89","108,130,972.31","173,055,446.67","35,944,422.88"
其中:非流动资产处置净损失,,,"13,300.50",,,,,,,"21,874.08",,,,"20,508.99",,,,"44,665.15",,"14,403.30","34,665.71","34,665.71",,"23,821.47","23,821.47","1,047,104.01",,,,,
